candidate_id,file,resolved_path,family,route_public,public_rows,public_mode,alpha_public,route_private,private_rows,private_mode,alpha_private,target_group,row_route_score,changed_cells_vs_h012,changed_rows_vs_h012,mean_abs_prob_move_h012,max_abs_prob_move_h012,mean_abs_logit_move_h012,max_abs_logit_move_h012,world_cell_delta_vs_h012,posterior_delta_vs_h012,memory_delta_vs_h012,route_delta_vs_h012,row_route_complete_rate,pre_h024_proxy_score
h040_public_private_switch_posterior_world_p80_support_a0.45_memory_v35_support_b0.18_all_98,submission_h040_public_private_switch_posterior_world_p80_support_a0.45_memory_v35_support_b0.18_all_98.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_public_private_switch_posterior_world_p80_support_a0.45_memory_v35_support_b0.18_all_98.csv,public_private_switch,posterior_world,80,support,0.45,memory,35,support,0.18,all,0.0011568386680048507,630,115,0.003919735799278101,0.05114656248293886,0.06078109051712675,1.6684165605285113,-0.0006622671665122696,-0.0005423275746102541,0.004231329455162814,-0.00025936474676627235,0.9652173913043478,0.27923542354235426
h040_target_group_route_world_p80_support_a0.7_h012_v0_support_b0_S_04139420,submission_h040_target_group_route_world_p80_support_a0.7_h012_v0_support_b0_S_04139420.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_target_group_route_world_p80_support_a0.7_h012_v0_support_b0_S_04139420.csv,target_group_route,world,80,support,0.7,h012,0,support,0.0,S,0.0013570860380293416,295,80,0.0023537095856781026,0.05861992834596624,0.07103420236170595,4.965785154541477,-0.000971645989203851,-0.0003613424954860494,0.013216359219240794,-0.00037826970703823333,0.7,0.2795929592959296
h040_subject_public_route_posterior_world_p50_all_a0.7_e247_v41_support_b0.18_all_0c609f04,submission_h040_subject_public_route_posterior_world_p50_all_a0.7_e247_v41_support_b0.18_all_0c609f04.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_subject_public_route_posterior_world_p50_all_a0.7_e247_v41_support_b0.18_all_0c609f04.csv,subject_public_route,posterior_world,50,all,0.7,e247,41,support,0.18,all,0.001158706967244111,554,91,0.002881027961166753,0.08603670206716796,0.045943383829100626,2.595314649748481,-0.0005953212871561912,-0.0006482644034390028,0.007148981209014537,-0.0002586047219597225,0.967032967032967,0.2807205720572057
h040_exception_private_switch_posterior_world_p80_support_a0.45_e247_v38_support_b0.18_all_e,submission_h040_exception_private_switch_posterior_world_p80_support_a0.45_e247_v38_support_b0.18_all_e.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_exception_private_switch_posterior_world_p80_support_a0.45_e247_v38_support_b0.18_all_e.csv,exception_private_switch,posterior_world,80,support,0.45,e247,38,support,0.18,all,0.0011253489406430213,641,118,0.002366793435975754,0.05699698035608014,0.0477020555849455,1.6684165605285113,-0.0005806858689344177,-0.0006152229326249169,0.008462178135431252,-0.00026992011963674945,0.9661016949152542,0.2940869086908691
h040_exception_private_switch_world_p55_support_a0.7_memory_v10_support_b0.25_all_5ea0ece5,submission_h040_exception_private_switch_world_p55_support_a0.7_memory_v10_support_b0.25_all_5ea0ece5.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_exception_private_switch_world_p55_support_a0.7_memory_v10_support_b0.25_all_5ea0ece5.csv,exception_private_switch,world,55,support,0.7,memory,10,support,0.25,all,0.0012247523924867581,371,65,0.003729634257938257,0.07111829477683473,0.07128494166331738,4.965785154541477,-0.0008741769939956296,-0.00032202332071127487,0.010287455761672988,-0.0002548871139613526,0.9692307692307692,0.30225522552255224
h040_exception_private_switch_posterior_world_p55_support_a0.7_memory_v10_support_b0.25_all,submission_h040_exception_private_switch_posterior_world_p55_support_a0.7_memory_v10_support_b0.25_all.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_exception_private_switch_posterior_world_p55_support_a0.7_memory_v10_support_b0.25_all.csv,exception_private_switch,posterior_world,55,support,0.7,memory,10,support,0.25,all,0.0011052031666993474,371,65,0.0028562887004524805,0.07111829477683473,0.061479888551893014,2.595314649748481,-0.0006587518421903416,-0.0004711546939277576,0.009002078304124125,-0.0002506492476700076,0.9692307692307692,0.3025027502750275
h040_public_private_switch_world_p55_support_a0.7_memory_v22_support_b0.25_all_0f0ae2a6,submission_h040_public_private_switch_world_p55_support_a0.7_memory_v22_support_b0.25_all_0f0ae2a6.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_public_private_switch_world_p55_support_a0.7_memory_v22_support_b0.25_all_0f0ae2a6.csv,public_private_switch,world,55,support,0.7,memory,22,support,0.25,all,0.0011235985655957573,441,77,0.004618050435503286,0.07111829477683473,0.081312777084372,4.965785154541477,-0.000748342829820532,-0.00038829585237224617,0.00855231356233266,-0.0001756095710889048,0.987012987012987,0.30657315731573154
h040_public_private_switch_world_p80_support_a0.7_memory_v35_support_b0.25_all_a274748b,submission_h040_public_private_switch_world_p80_support_a0.7_memory_v35_support_b0.25_all_a274748b.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_public_private_switch_world_p80_support_a0.7_memory_v35_support_b0.25_all_a274748b.csv,public_private_switch,world,80,support,0.7,memory,35,support,0.25,all,0.0014131447374537752,630,115,0.006902638296746893,0.07207906062685257,0.10400593379734416,4.965785154541477,-0.0010838313869607685,-0.00031601107193140766,0.00871452997948285,-0.00018675504973297594,0.9652173913043478,0.30888338833883383
h040_target_group_route_world_p80_support_a0.45_h012_v0_support_b0_S_5c9d2599,submission_h040_target_group_route_world_p80_support_a0.45_h012_v0_support_b0_S_5c9d2599.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_target_group_route_world_p80_support_a0.45_h012_v0_support_b0_S_5c9d2599.csv,target_group_route,world,80,support,0.45,h012,0,support,0.0,S,0.0011744175600425127,295,80,0.0015292804252465663,0.03799449466729893,0.04566484437541536,3.192290456492996,-0.0007693523622779023,-0.0004033652324334801,0.008430775114662798,-0.00034751118673139375,0.7,0.3143289328932893
h040_public_private_switch_world_p80_exception_a0.45_memory_v21_support_b0.18_all_f94cd3fd,submission_h040_public_private_switch_world_p80_exception_a0.45_memory_v21_support_b0.18_all_f94cd3fd.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_public_private_switch_world_p80_exception_a0.45_memory_v21_support_b0.18_all_f94cd3fd.csv,public_private_switch,world,80,exception,0.45,memory,21,support,0.18,all,0.0011855919430866244,410,101,0.002788476707709238,0.05114656248293886,0.056811981574261594,3.192290456492996,-0.00073633059674467,-0.0005116384003362873,0.008606188524883382,-0.00025767663360238175,0.6534653465346535,0.3207370737073707
h040_subject_exception_route_world_p50_all_a0.7_e247_v47_support_b0.18_all_6624c774,submission_h040_subject_exception_route_world_p50_all_a0.7_e247_v47_support_b0.18_all_6624c774.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_subject_exception_route_world_p50_all_a0.7_e247_v47_support_b0.18_all_6624c774.csv,subject_exception_route,world,50,all,0.7,e247,47,support,0.18,all,0.0011251785115895057,591,97,0.004238643844273065,0.09801523244461341,0.053310045611655546,4.965785154541477,-0.0007556059414409059,-0.00036601220815352066,0.007879661361592837,-0.00021655544661174095,0.9690721649484536,0.32717271727172714
h040_exception_private_switch_posterior_p80_support_a0.7_memory_v24_support_b0.25_all_021b9c,submission_h040_exception_private_switch_posterior_p80_support_a0.7_memory_v24_support_b0.25_all_021b9c.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_exception_private_switch_posterior_p80_support_a0.7_memory_v24_support_b0.25_all_021b9c.csv,exception_private_switch,posterior,80,support,0.7,memory,24,support,0.25,all,0.001358498181871955,575,104,0.004344721011620268,0.07640475567865557,0.0771552265351188,2.595314649748481,-0.00047643620637962346,-0.0011755075081452296,0.008330401435202318,-0.000161159150022499,0.9711538461538461,0.3286028602860286
h040_public_private_switch_posterior_world_p80_support_a0.45_e247_v8_support_b0.18_all_9fcc2,submission_h040_public_private_switch_posterior_world_p80_support_a0.45_e247_v8_support_b0.18_all_9fcc2.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_public_private_switch_posterior_world_p80_support_a0.45_e247_v8_support_b0.18_all_9fcc2.csv,public_private_switch,posterior_world,80,support,0.45,e247,8,support,0.18,all,0.0010721858812410155,501,88,0.0018985476651162928,0.04484269115138917,0.04830946336634184,1.6684165605285113,-0.0006802283862377696,-0.00034841254242150255,0.009106847046454472,-0.0003528664606261685,0.9659090909090909,0.33308580858085807
h040_public_private_switch_posterior_p80_support_a0.45_memory_v8_support_b0.18_all_350b592a,submission_h040_public_private_switch_posterior_p80_support_a0.45_memory_v8_support_b0.18_all_350b592a.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_public_private_switch_posterior_p80_support_a0.45_memory_v8_support_b0.18_all_350b592a.csv,public_private_switch,posterior,80,support,0.45,memory,8,support,0.18,all,0.0010912099479465148,501,88,0.0020265445014143236,0.05114656248293886,0.048587919000231565,1.6684165605285113,-0.000489304347515547,-0.0007009245765385473,0.0076273151937955985,-0.000276127593632739,0.9659090909090909,0.33330583058305824
h040_public_private_switch_world_p80_support_a0.7_e247_v8_support_b0.25_all_0870c9fe,submission_h040_public_private_switch_world_p80_support_a0.7_e247_v8_support_b0.25_all_0870c9fe.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_public_private_switch_world_p80_support_a0.7_e247_v8_support_b0.25_all_0870c9fe.csv,public_private_switch,world,80,support,0.7,e247,8,support,0.25,all,0.0014508821240296038,501,88,0.0040305976905686824,0.06201160925862359,0.08668422942125399,4.965785154541477,-0.0011857141593938692,-0.00011618874627593773,0.015299958198702147,-0.0004494902091345908,0.9659090909090909,0.34070407040704065
h040_exception_private_switch_posterior_p80_support_a0.45_memory_v10_support_b0.18_all_1c6ee,submission_h040_exception_private_switch_posterior_p80_support_a0.45_memory_v10_support_b0.18_all_1c6ee.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_exception_private_switch_posterior_p80_support_a0.45_memory_v10_support_b0.18_all_1c6ee.csv,exception_private_switch,posterior,80,support,0.45,memory,10,support,0.18,all,0.0012098562937681392,506,90,0.0021308007942352904,0.05114656248293886,0.045252442383767855,1.6684165605285113,-0.00042305247839978624,-0.0009978446235078152,0.006566643002690295,-0.00024348590701975853,0.9666666666666667,0.34155665566556653
h040_public_private_switch_world_p80_support_a0.45_e247_v35_support_b0.18_all_3249cf54,submission_h040_public_private_switch_world_p80_support_a0.45_e247_v35_support_b0.18_all_3249cf54.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_public_private_switch_world_p80_support_a0.45_e247_v35_support_b0.18_all_3249cf54.csv,public_private_switch,world,80,support,0.45,e247,35,support,0.18,all,0.0012016181873241902,630,115,0.0030245462602420336,0.04484269115138917,0.05798724307909772,3.192290456492996,-0.0008881578749328418,-0.0002239121890818209,0.00993107650141592,-0.0003627999927352683,0.9652173913043478,0.34194169416941694
h040_public_private_switch_posterior_world_p55_support_a0.7_memory_v22_support_b0.25_all_4c9,submission_h040_public_private_switch_posterior_world_p55_support_a0.7_memory_v22_support_b0.25_all_4c9.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_public_private_switch_posterior_world_p55_support_a0.7_memory_v22_support_b0.25_all_4c9.csv,public_private_switch,posterior_world,55,support,0.7,memory,22,support,0.25,all,0.0010210489767307558,441,77,0.003837914169360336,0.07111829477683473,0.072236473649984,2.5843121355361163,-0.0005570037403497548,-0.0005266576510063553,0.007746851884688617,-0.0001710268970633245,0.987012987012987,0.3437018701870187
h040_public_private_switch_world_p80_exception_a0.7_memory_v21_support_b0.25_all_5db50e7d,submission_h040_public_private_switch_world_p80_exception_a0.7_memory_v21_support_b0.25_all_5db50e7d.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_public_private_switch_world_p80_exception_a0.7_memory_v21_support_b0.25_all_5db50e7d.csv,public_private_switch,world,80,exception,0.7,memory,21,support,0.25,all,0.0012589428212076846,410,101,0.004113269087555523,0.07111829477683473,0.08713964677673708,4.965785154541477,-0.0008821705624280929,-0.00042786818736095095,0.014011454800372669,-0.00018552283708880529,0.6534653465346535,0.34422442244224416
h040_public_private_switch_posterior_world_p80_support_a0.45_e247_v21_support_b0.18_all_5810,submission_h040_public_private_switch_posterior_world_p80_support_a0.45_e247_v21_support_b0.18_all_5810.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_public_private_switch_posterior_world_p80_support_a0.45_e247_v21_support_b0.18_all_5810.csv,public_private_switch,posterior_world,80,support,0.45,e247,21,support,0.18,all,0.0010383098897364367,564,101,0.0020920203259818223,0.04484269115138917,0.04926255244460835,1.6684165605285113,-0.0006680126685676593,-0.0003227515083219877,0.009183282755821724,-0.0003315399135329907,0.9702970297029703,0.3463696369636964
h040_public_private_switch_posterior_world_p80_exception_a0.7_memory_v21_support_b0.25_all_f,submission_h040_public_private_switch_posterior_world_p80_exception_a0.7_memory_v21_support_b0.25_all_f.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_public_private_switch_posterior_world_p80_exception_a0.7_memory_v21_support_b0.25_all_f.csv,public_private_switch,posterior_world,80,exception,0.7,memory,21,support,0.25,all,0.0011625466881729116,410,101,0.003437887845623988,0.07111829477683473,0.07793920076567383,2.595314649748481,-0.0006883846720582668,-0.0005791666061506584,0.012572593105970477,-0.00018170597757577778,0.6534653465346535,0.35327282728272824
h040_subject_public_route_posterior_world_p50_support_a0.7_memory_v41_support_b0.18_all_3b1a,submission_h040_subject_public_route_posterior_world_p50_support_a0.7_memory_v41_support_b0.18_all_3b1a.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_subject_public_route_posterior_world_p50_support_a0.7_memory_v41_support_b0.18_all_3b1a.csv,subject_public_route,posterior_world,50,support,0.7,memory,41,support,0.18,all,0.0011865390901471882,490,91,0.00438607735243013,0.08603670206716796,0.057082792368441396,2.595314649748481,-0.0005274113659591676,-0.000835288387150837,0.0011755852861949777,-0.00016234350774232482,0.945054945054945,0.3560781078107811
h040_exception_private_switch_world_p80_exception_a0.45_memory_v10_support_b0.18_all_a3c2e5a,submission_h040_exception_private_switch_world_p80_exception_a0.45_memory_v10_support_b0.18_all_a3c2e5a.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_exception_private_switch_world_p80_exception_a0.45_memory_v10_support_b0.18_all_a3c2e5a.csv,exception_private_switch,world,80,exception,0.45,memory,10,support,0.18,all,0.0010862920353160003,382,90,0.0024236056890915196,0.05114656248293886,0.05068739831429702,3.192290456492996,-0.0006996781705714044,-0.0004038337483265588,0.008500131140273702,-0.000261821046662664,0.7333333333333333,0.36284378437843784
h040_subject_public_route_world_p50_all_a0.45_e247_v41_support_b0.18_all_87809d07,submission_h040_subject_public_route_world_p50_all_a0.45_e247_v41_support_b0.18_all_87809d07.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_subject_public_route_world_p50_all_a0.45_e247_v41_support_b0.18_all_87809d07.csv,subject_public_route,world,50,all,0.45,e247,41,support,0.18,all,0.0010209989393944845,554,91,0.0028740863211711926,0.06530081712701685,0.037321999612710356,3.192290456492996,-0.0006003360610074913,-0.00044108159798308776,0.004967287572740656,-0.00022638880934139482,0.967032967032967,0.36542904290429046
h040_subject_exception_route_posterior_world_p50_all_a0.7_e247_v47_support_b0.18_all_68b7fc4,submission_h040_subject_exception_route_posterior_world_p50_all_a0.7_e247_v47_support_b0.18_all_68b7fc4.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_subject_exception_route_posterior_world_p50_all_a0.7_e247_v47_support_b0.18_all_68b7fc4.csv,subject_exception_route,posterior_world,50,all,0.7,e247,47,support,0.18,all,0.0009950185855708772,591,97,0.003015530380815669,0.08603670206716796,0.0439573010112599,2.595314649748481,-0.0005487302547933859,-0.0004858128369809698,0.00680358546774283,-0.00021193685417593837,0.9690721649484536,0.3764851485148515
h040_exception_private_switch_posterior_p80_support_a0.45_memory_v24_support_b0.18_all_fa12b,submission_h040_exception_private_switch_posterior_p80_support_a0.45_memory_v24_support_b0.18_all_fa12b.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_exception_private_switch_posterior_p80_support_a0.45_memory_v24_support_b0.18_all_fa12b.csv,exception_private_switch,posterior,80,support,0.45,memory,24,support,0.18,all,0.0011458613828243304,575,104,0.0029352566168422897,0.05114656248293886,0.05064973129150253,1.796803249909857,-0.00038773992458082885,-0.0009717399939392966,0.004867075038883297,-0.0001951926179626045,0.9711538461538461,0.3906765676567657
h040_exception_private_switch_world_p55_support_a0.45_memory_v25_support_b0.18_all_be2403dd,submission_h040_exception_private_switch_world_p55_support_a0.45_memory_v25_support_b0.18_all_be2403dd.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_exception_private_switch_world_p55_support_a0.45_memory_v25_support_b0.18_all_be2403dd.csv,exception_private_switch,world,55,support,0.45,memory,25,support,0.18,all,0.0009925543591101083,446,80,0.003387970222202468,0.05212564887717275,0.05257311669831692,3.192290456492996,-0.0006632339234403117,-0.0003004513350625378,0.004198354693925001,-0.0002241082715165881,0.975,0.39328932893289326
h040_target_group_route_world_p80_support_a0.7_h012_v0_support_b0_Q2S1S2S4_b4a9da6d,submission_h040_target_group_route_world_p80_support_a0.7_h012_v0_support_b0_Q2S1S2S4_b4a9da6d.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_target_group_route_world_p80_support_a0.7_h012_v0_support_b0_Q2S1S2S4_b4a9da6d.csv,target_group_route,world,80,support,0.7,h012,0,support,0.0,Q2S1S2S4,0.001090221745765203,270,80,0.00218227288880945,0.05861992834596624,0.06308722023278732,4.965785154541477,-0.0007630426841078273,-0.0003247169271498877,0.012487472366998018,-0.0003124522360397952,0.475,0.4000825082508251
h040_target_group_route_posterior_world_p80_support_a0.7_h012_v0_support_b0_Q2S1S2S4_9dc943c,submission_h040_target_group_route_posterior_world_p80_support_a0.7_h012_v0_support_b0_Q2S1S2S4_9dc943c.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_target_group_route_posterior_world_p80_support_a0.7_h012_v0_support_b0_Q2S1S2S4_9dc943c.csv,target_group_route,posterior_world,80,support,0.7,h012,0,support,0.0,Q2S1S2S4,0.0010082124328817707,270,80,0.0015621848533478118,0.042244149214227034,0.05570432723610574,2.447883628953818,-0.000604032382924064,-0.00044544053068240814,0.011500464716561198,-0.0003065748200565655,0.475,0.4126787678767877
h040_target_group_route_posterior_p80_support_a0.7_h012_v0_support_b0_S_39cc990b,submission_h040_target_group_route_posterior_p80_support_a0.7_h012_v0_support_b0_S_39cc990b.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_target_group_route_posterior_p80_support_a0.7_h012_v0_support_b0_S_39cc990b.csv,target_group_route,posterior,80,support,0.7,h012,0,support,0.0,S,0.0009846436690836913,295,80,0.0014148686680170383,0.030989168051912874,0.05876068038009998,2.447883628953818,-0.0005168357585588943,-0.0005235012105025431,0.012280257290690462,-0.00028612849479257645,0.7,0.41707920792079206
h040_target_group_route_posterior_world_p80_support_a0.45_h012_v0_support_b0_S_398eec00,submission_h040_target_group_route_posterior_world_p80_support_a0.45_h012_v0_support_b0_S_398eec00.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_target_group_route_posterior_world_p80_support_a0.45_h012_v0_support_b0_S_398eec00.csv,target_group_route,posterior_world,80,support,0.45,h012,0,support,0.0,S,0.0009653039659556743,295,80,0.0010977385424362476,0.027173300884833607,0.03980901963543523,1.573639475730113,-0.0005593517856944011,-0.0004270920795259037,0.007832001964320707,-0.0002893693142777433,0.7,0.42766776677667767
h040_subject_public_route_world_p50_support_a0.45_memory_v41_support_b0.18_all_654d400f,submission_h040_subject_public_route_world_p50_support_a0.45_memory_v41_support_b0.18_all_654d400f.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_subject_public_route_world_p50_support_a0.45_memory_v41_support_b0.18_all_654d400f.csv,subject_public_route,world,50,support,0.45,memory,41,support,0.18,all,0.0010399097641775247,490,91,0.004318771435476744,0.06530081712701685,0.048166226315814,3.192290456492996,-0.0005235694701955372,-0.0006281055816949217,-0.0010125242548680263,-0.00012986908110357098,0.945054945054945,0.42874037403740367
h040_target_group_route_world_p80_support_a0.7_h012_v0_support_b0_S124_dff54d16,submission_h040_target_group_route_world_p80_support_a0.7_h012_v0_support_b0_S124_dff54d16.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_target_group_route_world_p80_support_a0.7_h012_v0_support_b0_S124_dff54d16.csv,target_group_route,world,80,support,0.7,h012,0,support,0.0,S124,0.000969290401714509,221,80,0.0016993273018285917,0.05861992834596624,0.060750165128390474,4.965785154541477,-0.0007025957703003308,-0.0003003083189068093,0.01236742089240222,-0.00028597689649900845,0.0,0.4718646864686469
h040_target_group_route_world_p80_support_a0.45_h012_v0_support_b0_Q2S1S2S4_c22f0f73,submission_h040_target_group_route_world_p80_support_a0.45_h012_v0_support_b0_Q2S1S2S4_c22f0f73.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_target_group_route_world_p80_support_a0.45_h012_v0_support_b0_Q2S1S2S4_c22f0f73.csv,target_group_route,world,80,support,0.45,h012,0,support,0.0,Q2S1S2S4,0.0009398068909067549,270,80,0.0014171475451670791,0.03799449466729893,0.040556070149679886,3.192290456492996,-0.0006039172232430975,-0.00034862274633450584,0.007971567253298567,-0.0002851395301849141,0.475,0.475935093509351
h040_target_group_route_posterior_world_p80_support_a0.7_h012_v0_support_b0_S124_b1dd06ba,submission_h040_target_group_route_posterior_world_p80_support_a0.7_h012_v0_support_b0_S124_b1dd06ba.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_target_group_route_posterior_world_p80_support_a0.7_h012_v0_support_b0_S124_b1dd06ba.csv,target_group_route,posterior_world,80,support,0.7,h012,0,support,0.0,S124,0.0008940053947769877,221,80,0.001244029229093026,0.042244149214227034,0.05416386216123877,2.447883628953818,-0.0005601197772389779,-0.0004063498139357453,0.011386450785893766,-0.00027903295391910145,0.0,0.4834708470847085
h040_subject_exception_route_world_p50_all_a0.45_e247_v47_support_b0.18_all_b5e2b0e1,submission_h040_subject_exception_route_world_p50_all_a0.45_e247_v47_support_b0.18_all_b5e2b0e1.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_subject_exception_route_world_p50_all_a0.45_e247_v47_support_b0.18_all_b5e2b0e1.csv,subject_exception_route,world,50,all,0.45,e247,47,support,0.18,all,0.0008817106393095451,591,97,0.003007433051954778,0.06530081712701685,0.036557221544863946,3.192290456492996,-0.0005550927212990411,-0.0003117668996691898,0.0048426975502470875,-0.00018577464011861755,0.9690721649484536,0.4847634763476347
h040_subject_exception_route_world_p50_support_a0.7_memory_v47_support_b0.18_all_16f748e3,submission_h040_subject_exception_route_world_p50_support_a0.7_memory_v47_support_b0.18_all_16f748e3.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_subject_exception_route_world_p50_support_a0.7_memory_v47_support_b0.18_all_16f748e3.csv,subject_exception_route,world,50,support,0.7,memory,47,support,0.18,all,0.0010001225072266459,519,97,0.005851252804242082,0.09801523244461341,0.06642542583302366,4.965785154541477,-0.0005800197291067308,-0.0005059840170463645,0.00015497950784112993,-6.134751351993675e-05,0.9484536082474226,0.4848734873487349
h040_subject_exception_route_world_p30_all_a0.7_e247_v29_support_b0.18_all_a7612869,submission_h040_subject_exception_route_world_p30_all_a0.7_e247_v29_support_b0.18_all_a7612869.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_subject_exception_route_world_p30_all_a0.7_e247_v29_support_b0.18_all_a7612869.csv,subject_exception_route,world,30,all,0.7,e247,29,support,0.18,all,0.0008567585390031885,360,59,0.002577314600231485,0.09801523244461341,0.032503136950921614,2.5843121355361163,-0.0005276292847361924,-0.0003295514290016162,0.005417572801274611,-0.00015053075929090105,0.9661016949152542,0.5248349834983498
h040_subject_public_route_posterior_p50_all_a0.7_e247_v41_support_b0.18_all_7c900b29,submission_h040_subject_public_route_posterior_p50_all_a0.7_e247_v41_support_b0.18_all_7c900b29.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_subject_public_route_posterior_p50_all_a0.7_e247_v41_support_b0.18_all_7c900b29.csv,subject_public_route,posterior,50,all,0.7,e247,41,support,0.18,all,0.0008740338045338557,554,91,0.002455765133987388,0.07640475567865557,0.043121866562379534,2.595314649748481,-0.0003420209952645925,-0.000636272671389022,0.007086046916274386,-0.00016429174201504623,0.967032967032967,0.5268151815181518
h040_subject_public_route_posterior_world_p50_all_a0.45_e247_v41_support_b0.18_all_2b632d35,submission_h040_subject_public_route_posterior_world_p50_all_a0.45_e247_v41_support_b0.18_all_2b632d35.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_subject_public_route_posterior_world_p50_all_a0.45_e247_v41_support_b0.18_all_2b632d35.csv,subject_public_route,posterior_world,50,all,0.45,e247,41,support,0.18,all,0.0008021435374301804,554,91,0.0020781655062371324,0.05699698035608014,0.03139727713448215,1.6684165605285113,-0.0004045754476647623,-0.00042621452038111375,0.004432832352629415,-0.0001726640566202271,0.967032967032967,0.538008800880088
h040_target_group_exception_world_p55_exception_a0.7_h012_v0_support_b0_S_e3cd072b,submission_h040_target_group_exception_world_p55_exception_a0.7_h012_v0_support_b0_S_e3cd072b.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_target_group_exception_world_p55_exception_a0.7_h012_v0_support_b0_S_e3cd072b.csv,target_group_exception,world,55,exception,0.7,h012,0,support,0.0,S,0.0009038261106051336,161,55,0.001223003014077192,0.06286825861065251,0.051213792846625084,4.965785154541477,-0.0006730416719072912,-0.00023701619618630908,0.01233910480886826,-0.00022544109925242052,0.2545454545454545,0.5464796479647964
h040_target_group_route_world_p80_support_a0.45_h012_v0_support_b0_S124_46603df6,submission_h040_target_group_route_world_p80_support_a0.45_h012_v0_support_b0_S124_46603df6.csv,/Users/kbsoo/Downloads/cl2/hitl/h040_discrete_route_assignment_jepa/submission_h040_target_group_route_world_p80_support_a0.45_h012_v0_support_b0_S124_46603df6.csv,target_group_route,world,80,support,0.45,h012,0,support,0.0,S124,0.0008335041095575873,221,80,0.0011056740024729058,0.03799449466729893,0.03905367758256762,3.192290456492996,-0.000557511886167858,-0.00032463872884801767,0.007903218496295708,-0.0002599081985540711,0.0,0.5489548954895489
