source,avg_log_loss,drift_vs_reference,Q1,Q2,Q3,S1,S2,S3,S4
fold_local_selected,0.6177477785388266,0.07698575532230352,0.6627851441975227,0.6874632255714308,0.6639601692625265,0.5645047401412568,0.5758589414653473,0.5258078198860064,0.6438544092476953
fold_local_all_ridge,0.6190293580621169,0.08003113569341774,0.6627851441975227,0.6960346209076091,0.6639601692625265,0.5645047401412568,0.5783670285698751,0.523699394108333,0.6438544092476953
fold_local_all_logreg,0.6205722409968437,0.06749582508608384,0.667327365948963,0.6874632255714308,0.6692338670774093,0.5713401366194714,0.5758589414653473,0.5258078198860064,0.6469743304092771
fold_local_all_hgb,0.6271243525726538,0.06181185528725585,0.6730675682274823,0.7040243271862727,0.6777156123058062,0.5747595146051618,0.5794434053128804,0.534232474120363,0.6466275662506091
