target,subject_mean_logloss,autobiographical_memory_logloss,memory_gain,target_reliability,config
Q1,0.6587030632918619,0.6411722534211971,0.0175308098706648,0.5004401410094971,"('latent_calendar', 17, 1.75, 1.2, 6.0)"
Q2,0.6639790389450456,0.6057241421463456,0.058254896798699995,1.0,"('latent_calendar', 17, 0.75, 1.2, 1.5)"
Q3,0.6602647848947698,0.6119849198813225,0.048279865013447276,0.9397123573349611,"('latent_calendar', 9, 1.25, 1.2, 3.0)"
S1,0.5746287738374343,0.562962198530435,0.011666575306999216,0.4166653615285602,"('raw_pca', 5, 1.75, 0.7, 6.0)"
S2,0.5757279960692383,0.55442025814838,0.021307737920858272,0.5543962560122611,"('raw_plus_latent', 9, 0.35, 0.7, 6.0)"
S3,0.5395291292387583,0.5266116480411335,0.012917481197624814,0.43453544568035446,"('latent_calendar', 17, 0.35, 0.7, 6.0)"
S4,0.6418827769338002,0.6306877297931635,0.011195047140636794,0.4099292448662399,"('latent8', 31, 0.35, 0.35, 6.0)"
