source,avg_log_loss,Q1,Q2,Q3,S1,S2,S3,S4
previous_combo__absolute_plus_deviation__c0.3_b0.2,0.6247977954270165,0.6721347984450534,0.7003256204001533,0.6795798261707131,0.5722964763984926,0.5795831325069634,0.5216523211285359,0.6480123929392041
previous_combo__deviation__c0.3_b0.2,0.6248986918462975,0.6697867523675703,0.6942805549528284,0.6777062112983462,0.572928555474127,0.5817369183769542,0.5288873309126121,0.6489645195416442
previous_combo__absolute_plus_deviation__c0.1_b0.2,0.6249551580903904,0.672558429551284,0.6973995949407261,0.6786774654809473,0.5727786984880799,0.5794551120378219,0.5265139017666023,0.647302904367271
previous_combo__absolute__c0.3_b0.2,0.6253187750371934,0.6725453116181903,0.6972441125949872,0.6771980310290435,0.5727115067104369,0.5790899756007476,0.5316680083333962,0.6467744793735518
previous_combo__deviation__c0.3_b0.1,0.6255086575101821,0.6709212005146593,0.6987642084478181,0.6772676644869697,0.5734519887575258,0.5800838748201353,0.5306082939979767,0.6474633715461902
previous_combo__absolute__c0.1_b0.2,0.6255244327026167,0.6726275020130809,0.695953253848086,0.6763942856270112,0.5737981847011592,0.5801808315722682,0.5337423924266635,0.6459745787300476
previous_combo__absolute__c0.3_b0.1,0.6255461055062764,0.6721742791929046,0.7001789737886591,0.6769916167956852,0.573280529636807,0.5784750270482368,0.5314327917850187,0.6462895202966239
previous_combo__deviation__c0.1_b0.2,0.6255580000672488,0.6708413299203552,0.6922887999365643,0.6771895974657085,0.5742977063388053,0.5825289635151575,0.5339865303571265,0.6477730729370246
previous_combo__absolute_plus_deviation__c0.3_b0.1,0.6256482049455031,0.6721977485997193,0.7019461756958495,0.6781960647356343,0.5734360562101946,0.5793684952394278,0.5272720849645045,0.6471208091731919
previous_combo__absolute_plus_deviation__c0.03_b0.2,0.6257660432609056,0.6734031997020712,0.6951997170425811,0.6772898524300982,0.5738277597011956,0.5809641486245608,0.5328052206384648,0.6468724046873672
previous_combo__absolute__c0.1_b0.1,0.62577548749164,0.6723009333526536,0.6996477143575314,0.6766900496812516,0.5739892369463286,0.5791101329651542,0.5327223336287736,0.6459680115097871
previous_combo__absolute_plus_deviation__c0.1_b0.1,0.6257833792810635,0.6724878344903015,0.7005811198267247,0.6778735720262425,0.5737620862570101,0.5792521660883305,0.5297043775447279,0.6468224987341078
previous_combo__deviation__c0.1_b0.1,0.6258727614457639,0.6714851691622918,0.697803724080996,0.677088298016491,0.574201470930141,0.5804406976973754,0.53319481538056,0.6468951548524928
previous_combo__absolute__c0.03_b0.2,0.6259876719009855,0.6725045655884679,0.695996337516169,0.6755808336485982,0.5747613938104789,0.581342805835331,0.5361775846459371,0.6455501822619161
previous_combo__absolute__c0.03_b0.1,0.6261238834340406,0.6722919254662658,0.6998110325062448,0.6763727731931297,0.5745825217386713,0.5797797423095933,0.5342072806735056,0.6458219081508735
fd_event_missing__absolute__c0.3_b0.1,0.6261296357495976,0.6704477811915897,0.7033711754470775,0.6751006724071362,0.5755473074329418,0.5795995491812457,0.5357791485248271,0.6430618160623647
fd_event_missing__absolute__c0.3_b0.2,0.6261317579242164,0.6690957252651477,0.7026371699316064,0.6731052244727839,0.576772874177101,0.5814762990593019,0.5394058390908437,0.6404291734727294
previous_combo__absolute_plus_deviation__c0.03_b0.1,0.6261761878782498,0.6729068227742092,0.6995416270678404,0.6772663628932843,0.5743052945395247,0.5798480144258294,0.5327746230490766,0.6465905703979833
fd_event_missing__absolute__c0.1_b0.1,0.6262569549415044,0.6702111435540428,0.7030419863455776,0.6749571464147746,0.5758552206239763,0.5796803321986944,0.5366359562673505,0.6434168991861139
fd_event_missing__absolute__c0.1_b0.2,0.6262857862797666,0.6685348224860347,0.7019370936088085,0.6727365536435174,0.5772999481021536,0.5815814495791068,0.5409019173713805,0.6410087191673649
fd_event_cross__deviation__c0.3_b0.1,0.6263044134253868,0.6705599654498121,0.7002160041351984,0.6766205825110361,0.5721882911058485,0.5807237924586394,0.5367400297233996,0.6470822285937731
fd_event_cross__deviation__c0.3_b0.2,0.6263331282052046,0.6692861429061021,0.6969027675506186,0.676096507603445,0.570530265990103,0.5829677116886341,0.5405657119547063,0.6479827897428232
previous_combo__absolute__c0.3_b0.05,0.6263347348753204,0.6724916225169647,0.7023399669743854,0.677255602230187,0.5742286340681785,0.5788759801879965,0.5325612432266642,0.6465900949228667
previous_combo__deviation__c0.3_b0.05,0.6263718555626635,0.6719033852596751,0.701657241942254,0.677398913827328,0.5743333955384576,0.5797732851407023,0.5323371295692176,0.647199637661011
previous_combo__deviation__c0.03_b0.1,0.6263932663669535,0.67208945201412,0.698032716428911,0.6767417092356917,0.5749913936719475,0.5809129847040458,0.5353974432512919,0.6465871652626664
fd_only_event__deviation__c0.3_b0.1,0.6264516029978408,0.6725178444455246,0.6972571460527891,0.6779656985403794,0.5727086759148293,0.5805853838010684,0.5346386592496458,0.6494878129806488
fd_event_cross__deviation__c0.1_b0.1,0.6264600157899551,0.6712866967325684,0.6996839329527024,0.6760907659713133,0.5726487960754324,0.5809402690816903,0.5373125310281397,0.6472571186878394
previous_combo__absolute__c0.1_b0.05,0.6264862222900545,0.6725773978348488,0.7021032752613978,0.6771303890596799,0.574633500759177,0.5792207915159876,0.5332887894987586,0.6464494121005312
fd_event_cross__absolute_plus_deviation__c0.3_b0.2,0.626491402309461,0.6701953232561867,0.6982348031807646,0.6788942374263491,0.5695410521572851,0.5823965477949766,0.5383525286139615,0.6478253237367034
fd_event_missing__absolute__c0.03_b0.1,0.6264968303823072,0.6703352853508867,0.702637085615699,0.6750129904469011,0.5759631785362023,0.5799249361807526,0.5374618357911716,0.6441425007545373
previous_combo__absolute_plus_deviation__c0.3_b0.05,0.6265001651813443,0.6725709405053418,0.7032954037646633,0.6778625245499612,0.5744258596836634,0.5795230772717768,0.5307579715144812,0.6470653789795227
fd_event_cross__absolute__c0.3_b0.1,0.626504729365153,0.6706596454917303,0.6987365032376917,0.6757118802393207,0.5749800568697429,0.5806726627964243,0.5371889834341336,0.6475833734870275
previous_combo__deviation__c0.03_b0.2,0.6265299264619569,0.6720429223904155,0.6925326525999796,0.6763878092464221,0.575767089488394,0.5835426157399725,0.5383045517557062,0.6471318440128097
previous_combo__deviation__c0.1_b0.05,0.626561729776177,0.672192968070365,0.7011826135932198,0.677329055440848,0.5747264934399047,0.5799374974991885,0.5336424650849831,0.6469210153047301
previous_combo__absolute_plus_deviation__c0.1_b0.05,0.6265788906846127,0.672734500175532,0.7026361234207019,0.6777334161278313,0.5746075341406042,0.5794449101206263,0.5319671376273708,0.6469286131796225
fd_no_missingness__deviation__c0.1_b0.1,0.6265876632622182,0.6714346382409861,0.7013462816505189,0.6738127001581555,0.5772616677735598,0.580036451165278,0.5375080080887679,0.6447138957582605
fd_only_event__deviation__c0.3_b0.2,0.6265880690139712,0.6727712196860789,0.6910834450715578,0.678763320072219,0.5712321024490737,0.5828745397436442,0.5367293700637611,0.6526624860114637
fd_only_event__deviation__c0.1_b0.1,0.6265943294371847,0.6726167319921698,0.6969867488336176,0.6774126408121053,0.5738937231093136,0.5806530480441746,0.5355454705390593,0.6490519427298527
fd_event_cross__absolute_plus_deviation__c0.3_b0.1,0.6266011793847509,0.6712184508497464,0.7011331715257038,0.6781250708880443,0.571951114304331,0.5807471877636945,0.5358607963273436,0.6471724640343931
fd_no_missingness__deviation__c0.3_b0.1,0.6266057134122132,0.6719283141889634,0.7015777729397433,0.6735970717696357,0.5773061261591805,0.5802562464775229,0.5366564782897736,0.6449179840606722
fd_event_cross__deviation__c0.1_b0.2,0.6266402119898246,0.6706011583437573,0.6957872148772005,0.675045309996154,0.5714115262928063,0.583554114834595,0.5417715279111708,0.6483106316730873
fd_event_missing__absolute__c0.03_b0.2,0.6266539477220764,0.6686648798439069,0.7010964853749069,0.6727837252406502,0.5774715465347178,0.5819558329425025,0.5422691923573568,0.6423359717604947
fd_event_cross_missing__absolute__c0.3_b0.1,0.626656081494885,0.6711163775471256,0.7020016933100701,0.6736009148256222,0.5772972037711055,0.5792266442335728,0.5377423912529612,0.6456073455237377
fd_event_cross__absolute__c0.1_b0.1,0.6266601234150985,0.6711773564551031,0.6989840740477592,0.6756198941657704,0.5751554311760827,0.580832160889561,0.5373118184759359,0.6475401286954763
fd_event_missing__absolute__c0.3_b0.05,0.6266744915393389,0.6716250689896093,0.7040712283777594,0.6763488138819678,0.5754295482025461,0.5794084301583325,0.5348803824798511,0.6449579686853063
fd_no_missingness__deviation__c0.03_b0.1,0.6266806860048958,0.6713060618947089,0.7011452187069291,0.674231737818177,0.5770302031892869,0.5798295222679659,0.5383597800802385,0.6448622780769643
fd_event_cross_missing__absolute__c0.1_b0.1,0.6266864830579165,0.6714616021363881,0.7018582157800122,0.6737711312230724,0.5768571060702954,0.5794446933151989,0.5378571279113294,0.6455555049691197
previous_combo__absolute__c0.03_b0.05,0.6266951243646469,0.6725866276791487,0.7022230152219815,0.6769944870159409,0.5749630975989993,0.5795860618123364,0.5341195762824604,0.6463930049416604
fd_event_cross__deviation__c0.03_b0.1,0.6267120871042859,0.6719569719344751,0.6997490777986964,0.675656625526579,0.5734007822533504,0.5810624643286594,0.537748019456648,0.6474106684315931
