row,h120_row_sensor_raw,h120_row_sensor_cells,h120_row_sensor_max_gain,h120_row_sensor_mean_h088,h120_row_sensor_rank
190,0.00447881916830707,2.0,0.002968817948307,0.5678979591836735,0.808
125,0.004351804181654326,3.0,0.0019881642843122,0.643865306122449,0.804
182,0.004341143961924357,4.0,0.0043587517847509,0.17057142857142857,0.8
71,0.004216592359767543,2.0,0.0039570332420221,0.591061224489796,0.796
240,0.004216218518662501,1.0,0.0031631064627767,0.5772489795918367,0.792
180,0.004211755427226696,4.0,0.0022435075276021,0.6207142857142857,0.788
245,0.0041258601073596805,3.0,0.0024596251403963,0.6254612244897959,0.784
155,0.004094265303257426,2.0,0.0035579363714326,0.5929469387755102,0.78
208,0.003943983063963308,2.0,0.0025703216760275,0.4087469387755102,0.776
131,0.0038757551236901916,2.0,0.0033867345068676,0.591975,0.772
24,0.0038658830646094624,2.0,0.0028198885567611,0.5127265306122449,0.768
230,0.003755412682913165,3.0,0.002890477486291,0.5975877551020409,0.764
63,0.0037458982242049056,3.0,0.0027080530044721,0.6908693877551021,0.76
113,0.003602748360065126,3.0,0.0049825115709704,0.6360571428571429,0.756
68,0.0035349488025181947,2.0,0.0022568991243572,0.4872979591836735,0.752
181,0.0034606967878202544,2.0,0.0025980213137349,0.6511510204081633,0.748
100,0.003440419850087203,3.0,0.00174681029194,0.5449591836734694,0.744
133,0.0034393766184066888,2.0,0.0033195119944013,0.685195918367347,0.74
20,0.0033994135544528617,3.0,0.0020001937783217,0.5902081632653061,0.736
151,0.0033861039553166757,10.0,0.0358729246872114,0.253264935064935,0.732
187,0.0033495113637217887,5.0,0.0026142313810011,0.5904040816326531,0.728
145,0.003186688141874212,2.0,0.0024857385523719,0.6263678571428571,0.724
22,0.003026928002757703,2.0,0.0028294558225043,0.6608693877551021,0.72
94,0.0030114116845839,3.0,0.0022599626396014,0.6023224489795919,0.716
175,0.0030086137137201375,3.0,0.0025497374940495,0.6080408163265306,0.712
153,0.002976544791738607,3.0,0.0024648166403458,0.5138204081632652,0.708
160,0.002973933222562926,5.0,0.0040200896275482,0.6287020408163266,0.704
112,0.002916161899396056,3.0,0.0011690194156521,0.5723020408163266,0.7
70,0.002799767633902321,4.0,0.000667361686174,0.48315882352941175,0.696
210,0.0026641751866965605,4.0,0.0010447917342586,0.5669142857142857,0.692
104,0.0026269687047837022,6.0,0.0024803558040937,0.26456326530612245,0.688
192,0.00244733856400948,2.0,0.0040344350544252,0.5748734693877552,0.684
80,0.0024206987328213797,3.0,0.0015166388823992,0.5593346938775511,0.68
172,0.002377350365089309,5.0,0.0019854941759536,0.24060952380952383,0.676
148,0.0022818392625647394,5.0,0.0917991923185447,0.13987857142857144,0.672
162,0.0022273804643564922,3.0,0.0059881588957471,0.7243428571428572,0.668
93,0.0022046693380863873,5.0,0.0009593144815526,0.0,0.664
237,0.0021475739601174845,5.0,0.0008033352045716,0.565065306122449,0.66
142,0.0020591000525330776,1.0,0.0044752602631182,0.5904122448979592,0.656
238,0.002057989136002123,3.0,0.0033602202611582,0.5188178571428572,0.652
211,0.0020446839926807274,2.0,0.0015392359538615,0.609465306122449,0.648
89,0.0020384871251624315,4.0,0.0012713148700487,0.38448571428571426,0.644
204,0.002005172591806217,2.0,0.001980053508696,0.4862326530612245,0.64
87,0.001972090671438772,3.0,0.0278136487247597,0.2768326530612245,0.636
53,0.0019109993517190747,1.0,0.0029337163598294,0.6172857142857143,0.632
17,0.0018506340735865232,2.0,0.0048410736460168,0.5450326530612245,0.628
217,0.0018417442443206798,3.0,0.0055747352461261,0.5250857142857143,0.624
66,0.0017605422009312707,1.0,0.0050860018210053,0.6722071428571429,0.62
138,0.0017536487009263066,1.0,0.0067324416316876,0.6425755102040817,0.616
177,0.0016758787643503046,4.0,0.0031947741957676,0.5488897959183674,0.612
124,0.001655589168308401,2.0,0.0045546739706676,0.6100408163265306,0.608
201,0.0015090065847087302,1.0,0.0020046554306851,0.747061224489796,0.604
6,0.001492712852193268,3.0,0.0039434095516447,0.610325,0.6
239,0.0014605503846918798,3.0,0.0009108844875659,0.626869387755102,0.596
95,0.0014410905398545796,2.0,0.0021810974379798,0.5496122448979592,0.592
85,0.001421339951764055,2.0,0.0027153325840263,0.49098367346938776,0.588
130,0.0012974077584101444,1.0,0.0068393400937157,0.6216204081632652,0.584
23,0.001234358671808182,3.0,0.0014914406486753,0.5575591836734693,0.58
129,0.001171286423011075,1.0,0.0041084943232471,0.6336571428571428,0.576
191,0.0011136165057711337,2.0,0.000889581617726,0.35399183673469387,0.572
21,0.0010671202596270535,3.0,0.0004313446402515,0.5504571428571429,0.568
200,0.0010190601161686457,2.0,0.0005404339867091,0.5262408163265306,0.564
8,0.0009970716604596162,1.0,0.0016611835714397,0.7353306122448979,0.56
231,0.0009774166325884704,2.0,0.0011708605031545,0.5860530612244899,0.556
60,0.0009384333634518515,2.0,0.0006365171606887,0.3327428571428572,0.552
184,0.0008410157364384065,2.0,0.0043736578677887,0.5434040816326531,0.548
54,0.0008015762459583092,1.0,0.0070766000211994,0.5984342857142857,0.544
150,0.0007207376410871622,6.0,0.0357679502761769,0.0,0.54
109,0.0006562772992743879,1.0,0.0006455845179185,0.6083102040816327,0.536
72,0.0006471491478967804,2.0,0.0004690233584443,0.40864897959183677,0.532
132,0.0005654383536950015,1.0,0.005553844607174,0.601530612244898,0.528
147,0.0005311316977464867,1.0,0.0072928676104191,0.6259836734693878,0.524
128,0.0005270230247941326,1.0,0.0090723333461645,0.7168081632653062,0.52
189,0.0005255722405940473,2.0,0.0020069492793693,0.6355061224489795,0.516
234,0.0005254675069159232,1.0,0.0008040957831327,0.42151785714285717,0.512
57,0.00041548481219127467,1.0,0.0013248640257109,0.4676408163265306,0.508
161,0.0003623157013383179,2.0,0.0002238465438686,0.45251020408163267,0.504
102,0.0002677451970435988,1.0,0.0027579542346396,0.383,0.5
212,0.0002415357722547708,1.0,0.0011096450657238,0.31176734693877556,0.496
37,0.00023218736258351176,1.0,0.0002947895428673,0.46932857142857143,0.492
34,0.0002212308209358095,1.0,0.0010628679335705,0.3391224489795919,0.488
220,0.0001996485118888904,1.0,0.0017869248003771,0.5761632653061225,0.484
31,0.00019931290221860085,1.0,0.0062012796200706,0.3644938775510204,0.48
185,0.0001653706329756768,1.0,0.0015348926468334,0.5873836734693878,0.476
241,0.0,0.0,0.002317039357786,0.0,0.238
186,0.0,0.0,0.0011423520139084,0.0,0.238
7,0.0,0.0,0.0043042024120973,0.0,0.238
232,0.0,0.0,0.001828974468875,0.0,0.238
233,0.0,0.0,0.0030265759107253,0.0,0.238
29,0.0,0.0,0.0041821606851693,0.0,0.238
235,0.0,0.0,0.0014308802652464,0.47433968253968256,0.238
243,0.0,0.0,0.0010846085920301,0.0,0.238
242,0.0,0.0,0.005861873324741,0.13398367346938775,0.238
226,0.0,0.0,0.0122119163888636,0.3220857142857143,0.238
3,0.0,0.0,0.0031086886481692,0.6617,0.238
2,0.0,0.0,0.0044847657168957,0.5773714285714285,0.238
179,0.0,0.0,0.0029737270887992,0.0,0.238
178,0.0,0.0,0.0055369418341708,0.0,0.238
247,0.0,0.0,0.0040255099241456,0.6236357142857143,0.238
248,0.0,0.0,0.0034626460678401,0.0,0.238
174,0.0,0.0,0.0079810800542576,0.0,0.238
227,0.0,0.0,0.0029629850768184,0.0,0.238
188,0.0,0.0,0.0291953485968328,0.0,0.238
202,0.0,0.0,0.0046002761252569,0.0,0.238
225,0.0,0.0,0.0038407510510732,0.0,0.238
203,0.0,0.0,0.0065972948082553,0.0,0.238
206,0.0,0.0,0.0055192217092008,0.5790857142857143,0.238
209,0.0,0.0,0.0012019232826414,0.0,0.238
18,0.0,0.0,0.0098586035984262,0.0,0.238
198,0.0,0.0,0.0042814581976532,0.0,0.238
197,0.0,0.0,0.0113648110322261,0.0,0.238
196,0.0,0.0,0.0027138158248793,0.4859307692307693,0.238
216,0.0,0.0,0.0024487153168809,0.25134545454545454,0.238
15,0.0,0.0,0.0020432344067707,0.0,0.238
194,0.0,0.0,0.0123096127575126,0.0,0.238
27,0.0,0.0,0.0035433653765113,0.0,0.238
13,0.0,0.0,0.0032270122536793,0.0,0.238
11,0.0,0.0,0.0011495643208605,0.0,0.238
28,0.0,0.0,0.0048244313344515,0.5775795918367347,0.238
10,0.0,0.0,0.0060541778203624,0.22578,0.238
223,0.0,0.0,0.004564803144436,0.0,0.238
9,0.0,0.0,0.0032336981100165,0.0,0.238
173,0.0,0.0,0.0072882894007755,0.0,0.238
50,0.0,0.0,0.0037438529588008,0.0,0.238
171,0.0,0.0,0.0026521755434663,0.0,0.238
96,0.0,0.0,0.0024587955640645,0.0,0.238
43,0.0,0.0,0.0034174746445491,0.0,0.238
42,0.0,0.0,0.0023973815272766,0.0,0.238
41,0.0,0.0,0.0022719463450119,0.0,0.238
88,0.0,0.0,0.000749757196986,0.0,0.238
90,0.0,0.0,0.0079925264796094,0.0,0.238
91,0.0,0.0,0.0092510106338594,0.0,0.238
39,0.0,0.0,0.0019216743135923,0.0,0.238
97,0.0,0.0,0.0001761883431102,0.3225321428571429,0.238
81,0.0,0.0,0.001396833107832,0.0,0.238
98,0.0,0.0,0.0196179768334009,0.47618095238095237,0.238
38,0.0,0.0,0.0067309021402214,0.6265402597402597,0.238
101,0.0,0.0,0.0040528162173625,0.7920747252747252,0.238
103,0.0,0.0,0.0033650221035808,0.19255238095238095,0.238
105,0.0,0.0,0.0016145125508697,0.0,0.238
106,0.0,0.0,0.0042653033564956,0.0,0.238
108,0.0,0.0,0.0007593629064224,0.0,0.238
44,0.0,0.0,0.0091431911953931,0.0,0.238
79,0.0,0.0,0.0023794206825751,0.0,0.238
170,0.0,0.0,0.0009700799930205,0.0,0.238
64,0.0,0.0,0.0114495554815031,0.0,0.238
52,0.0,0.0,0.0021156247888727,0.0,0.238
49,0.0,0.0,0.0057271955833443,0.0,0.238
56,0.0,0.0,0.0024872123971039,0.21335064935064932,0.238
58,0.0,0.0,0.0132381303755407,0.0,0.238
59,0.0,0.0,0.001567832060321,0.0,0.238
61,0.0,0.0,3.2707862377523433e-05,0.4592630541871921,0.238
48,0.0,0.0,0.0044719766163477,0.21693214285714285,0.238
65,0.0,0.0,0.0042166459040993,0.0,0.238
78,0.0,0.0,0.0073059053518263,0.46310000000000007,0.238
67,0.0,0.0,0.0026320543776666,0.0,0.238
69,0.0,0.0,0.0001519752039111,0.5982244897959185,0.238
47,0.0,0.0,0.0015784977797008,0.0,0.238
46,0.0,0.0,0.0028575158190717,0.0,0.238
45,0.0,0.0,0.004776518058328,0.0,0.238
76,0.0,0.0,0.012752177541475,0.0,0.238
77,0.0,0.0,0.0045700696123394,0.0,0.238
110,0.0,0.0,0.0051938545639559,0.5871085714285714,0.238
111,0.0,0.0,0.0009484170661751,0.0,0.238
114,0.0,0.0,0.0032699575144732,0.0,0.238
158,0.0,0.0,0.0043374520313728,0.0,0.238
146,0.0,0.0,0.0002090798800754,0.17519999999999997,0.238
149,0.0,0.0,0.0050512935046284,0.41491428571428574,0.238
51,0.0,0.0,0.0013457136872599,0.0,0.238
152,0.0,0.0,0.0133721063496744,0.0,0.238
154,0.0,0.0,0.0042463100413883,0.6002571428571428,0.238
33,0.0,0.0,0.0032062399591352,0.0,0.238
157,0.0,0.0,0.0034156979225108,0.0,0.238
32,0.0,0.0,0.0041572856112902,0.6100530612244899,0.238
115,0.0,0.0,0.0038352611450057,0.0,0.238
163,0.0,0.0,0.0014230445430976,0.0,0.238
164,0.0,0.0,0.0058517869143306,0.6691120879120879,0.238
165,0.0,0.0,0.0010882893511325,0.0,0.238
166,0.0,0.0,0.0024993495458942,0.0,0.238
167,0.0,0.0,0.0001172978222279,0.0,0.238
168,0.0,0.0,0.0117376776236083,0.0,0.238
169,0.0,0.0,0.0022543818337454,0.6002938775510204,0.238
144,0.0,0.0,0.0189674104065596,0.8548321428571429,0.238
143,0.0,0.0,0.0038178726400918,0.7534507936507937,0.238
141,0.0,0.0,0.0058684201301594,0.0,0.238
140,0.0,0.0,0.003552052278778,0.6365999999999999,0.238
116,0.0,0.0,0.0060949153207222,0.0,0.238
117,0.0,0.0,0.0118291541772081,0.0,0.238
118,0.0,0.0,0.0020732346572908,0.0,0.238
36,0.0,0.0,0.0035459533260061,0.6080244897959185,0.238
120,0.0,0.0,0.0017620024322075,0.0,0.238
121,0.0,0.0,0.0090919801153392,0.0,0.238
35,0.0,0.0,0.0001284363118271,0.2900190476190476,0.238
123,0.0,0.0,0.0030431227299548,0.0,0.238
1,0.0,0.0,0.0026653490689506,0.0,0.238
127,0.0,0.0,0.0054319039096071,0.0,0.238
134,0.0,0.0,0.0057578725583931,0.0,0.238
135,0.0,0.0,0.0083012869819073,0.5329009523809524,0.238
136,0.0,0.0,0.0033457226218219,0.535416149068323,0.238
137,0.0,0.0,0.0029525787859333,0.6551035714285715,0.238
139,0.0,0.0,0.0027846834787855,0.7097785714285714,0.238
0,0.0,0.0,0.0021022248217605,0.4578404761904762,0.238
