target,all_cells,kept_cells,all_gain_sum,kept_gain_sum,improvement_sum
Q2,12,12,1.976823748523643,1.976823748523643,0.0
Q3,9,9,1.168314109578631,1.168314109578631,0.0
S2,5,5,1.3614369514910036,1.3614369514910036,0.0
S3,13,8,0.9454718451027289,2.131960800703416,1.186488955600687
S4,5,4,-0.42500287012896504,-0.7808199832527296,-0.3558171131237646
