q_source,row_prior,subset_size,label_mode,best_mae,median_mae,best_spearman,n_particles
h012,h035_private_safe_score,95,sample,0.0006023430590822585,0.0031849288264952894,0.8932330827055366,36
h020vector,h035_score_identity_combo,95,sample,0.0006023430636027509,0.0023672207669906287,0.9187969924799375,36
h020vector,h030_score_no_h012_combo,125,temperature_sample,0.0006026101424567193,0.002383132662228714,0.8526315789461943,24
h012posterior,uniform,190,temperature_sample,0.000602921244759748,0.0022627916558798223,0.9157894736829492,24
h015feedback,h030_score_joint_vector_row,190,sample,0.0006035166938611359,0.0019168982778717928,0.9533834586453035,36
joint_hard_mid,h019_mean_abs_logit_move_to_proxy,125,temperature_sample,0.0006037389332506905,0.002694501709155221,0.9533834586453035,24
h012,h030_score_no_h012_combo,95,sample,0.0006044141697067866,0.0021496474851882856,0.9684210526302451,36
h020vector,h035_score_identity_combo,155,sample,0.00060525003456071,0.0017063977849561983,0.9428571428558443,36
posterior_vector_mid,h035_private_safe_score,125,sample,0.0006056042048614336,0.002398916801046228,0.9428571428558443,36
h017joint,uniform,155,sample,0.0006058157693095803,0.0019296059645318147,0.956390977442292,36
h020vector,h030_score_memory_public_combo,95,temperature_sample,0.0006062054764125671,0.0023444075147073954,0.9052631578934903,24
h017joint,h030_score_joint_vector_row,125,temperature_sample,0.0006068367089893374,0.0016437148541849473,0.8646616541341474,24
h017joint,h030_score_memory_public_combo,125,sample,0.0006068908250110974,0.0022027880232273235,0.9654135338332569,36
h018hard,h030_score_memory_public_combo,155,sample,0.0006070382379939326,0.002321145741365247,0.9458646616528326,36
h015feedback,uniform,95,sample,0.000607319060786098,0.003066416087180868,0.9383458646603617,36
h015feedback,h030_score_identity_combo,95,sample,0.0006074595809203514,0.0020693365814522975,0.9473684210513268,36
h020vector,h019_row_weight,95,temperature_sample,0.0006076409511608972,0.002725799893564029,0.9007518796980075,24
h012posterior,h019_mean_abs_logit_move_to_proxy,155,temperature_sample,0.0006080710582422819,0.0037825294089843496,0.9308270676678909,24
h012posterior,h035_private_safe_score,155,temperature_sample,0.0006085044953215342,0.0029249881716067426,0.8857142857130658,24
posterior_vector_mid,h019_row_score,155,sample,0.0006085486515098454,0.0016384033116823653,0.9639097744347628,36
h017joint,h013_body_calendar,125,sample,0.0006092725158628383,0.001649228816001762,0.9503759398483151,36
h020vector,h030_score_identity_combo,190,sample,0.0006093268530121726,0.0018506202570616262,0.9684210526302452,36
h017joint,h030_score_memory_public_combo,125,temperature_sample,0.0006096075173740082,0.0021690241175489787,0.956390977442292,24
joint_hard_mid,h035_route_translator_score,155,sample,0.0006096565210948637,0.001970604575327588,0.9744360902242218,36
h018hard,h013_calendar_pay_weekend,190,temperature_sample,0.0006097294542263534,0.0032930856079967426,0.8977443609010194,24
h020vector,h030_score_no_h012_combo,190,sample,0.0006099138162030419,0.0020020699416413647,0.9624060150362687,36
joint_hard_mid,h030_score_public_row_subset,190,temperature_sample,0.0006103811135990488,0.0016319844952486398,0.9353383458633737,24
h015feedback,h035_route_translator_score,125,sample,0.0006106647816267163,0.0023504419962539994,0.965413533833257,36
h020vector,h019_row_weight,70,temperature_sample,0.0006109651697957667,0.003656688465292698,0.9172932330814434,24
h012posterior,h019_inclusion_prob,190,temperature_sample,0.0006111222244006078,0.002063393969864896,0.9503759398483153,24
joint_hard_mid,h030_score_joint_vector_row,95,sample,0.0006111350881053112,0.0029781193788294435,0.9248120300739142,36
h018hard,h019_inclusion_prob,155,sample,0.0006112166941896113,0.0018413044486909748,0.957894736840786,36
h017joint,h030_score_identity_combo,155,sample,0.0006113470711069007,0.001754842644154072,0.975939849622716,36
h017joint,h030_score_identity_combo,125,temperature_sample,0.0006114077785320509,0.0015613965254405986,0.9037593984949958,24
h012posterior,h013_calendar_pay_weekend,155,sample,0.000611781003485185,0.0014163299527551803,0.9609022556377742,36
h017joint,h035_route_translator_score,190,sample,0.0006127587827736574,0.001999373327881055,0.9924812030061517,36
h012posterior,h019_row_weight,190,sample,0.0006131636647305735,0.0016185277159808022,0.9639097744347627,36
h015feedback,h030_score_memory_public_combo,155,sample,0.0006138852032017471,0.002185869208069719,0.9383458646603619,36
h012posterior,h030_score_no_h012_combo,125,temperature_sample,0.0006140314054974515,0.0026652235704544237,0.9639097744347628,24
h017joint,h035_route_translator_score,190,temperature_sample,0.0006141156079430232,0.0023443816480298767,0.9338345864648792,24
posterior_vector_mid,h030_score_public_row_subset,95,temperature_sample,0.000615735602051642,0.0029819990757456206,0.9157894736829493,24
h018hard,h030_score_public_row_subset,155,sample,0.0006158295418235779,0.0022758769034407584,0.9639097744347624,36
h017joint,h030_score_no_h012_combo,125,sample,0.0006158680426303802,0.002473185697083171,0.9488721804498208,36
h017joint,h019_row_weight,95,sample,0.000616020166467901,0.0021813740130536786,0.9699248120287393,36
h017joint,h030_score_joint_vector_row,95,sample,0.000616260851058937,0.0025725918716085544,0.9774436090212101,36
posterior_vector_mid,h035_score_identity_combo,190,temperature_sample,0.0006163074119833317,0.0016698836714052166,0.9548872180437976,24
h020vector,h013_late_social_phone,155,temperature_sample,0.0006164538277918939,0.00209791990806586,0.9609022556377743,24
h018hard,h013_late_social_phone,125,sample,0.0006165880133482693,0.0016681974620672822,0.9699248120287393,36
h015feedback,uniform,155,temperature_sample,0.000617580756985136,0.00366178420440697,0.9413533834573502,24
h018hard,h035_score_identity_combo,125,sample,0.0006181061860332347,0.0021092973314846,0.9639097744347627,36
h017joint,uniform,155,temperature_sample,0.0006181509532515099,0.001966056878657749,0.9278195488709026,24
h018hard,h030_score_joint_vector_row,230,temperature_sample,0.0006181704237309046,0.002826996317037012,0.9518796992468094,24
h012,h013_body_calendar,155,temperature_sample,0.0006185219824196517,0.006576962452550459,0.9428571428558442,24
h012posterior,h030_score_identity_combo,190,temperature_sample,0.0006189213157689437,0.002112750787437158,0.9593984962392802,24
h012,h035_score_identity_combo,230,sample,0.0006193135814910107,0.0034829489162983896,0.9654135338332569,36
joint_hard_mid,h013_calendar_pay_weekend,95,sample,0.0006200141139461229,0.002101301641249198,0.9624060150362684,36
h018hard,h035_score_identity_combo,95,sample,0.0006200485419542467,0.002928662448590047,0.9518796992468093,36
h020vector,uniform,125,sample,0.0006205583242692113,0.002122628821971722,0.9383458646603617,36
h018hard,h035_score_public_row_subset,125,sample,0.0006205592353437652,0.002954822717385721,0.9157894736829493,36
h015feedback,h019_row_weight,70,sample,0.0006215657325011834,0.0024689930979953823,0.9473684210513267,36
h017joint,h035_score_identity_combo,190,sample,0.0006219765257923963,0.0021167789635986207,0.966917293231751,36
h012posterior,h035_private_safe_score,190,temperature_sample,0.0006223113189317676,0.0035127098267644123,0.9383458646603617,24
h012posterior,h035_score_public_row_subset,125,temperature_sample,0.000622629972591303,0.002782672072356364,0.9187969924799377,24
h012posterior,h035_score_identity_combo,125,sample,0.0006230933276124711,0.0024654057531092143,0.9263157894724083,36
h015feedback,h035_route_translator_score,230,temperature_sample,0.0006234746949936055,0.0025112021931947355,0.9654135338332568,24
h012,h035_route_translator_score,70,sample,0.0006235452719366871,0.0031879473762799924,0.9368421052618676,36
h018hard,h013_late_social_phone,70,temperature_sample,0.0006235539645029541,0.0031162344675469853,0.9639097744347627,24
h012,h035_score_public_row_subset,155,sample,0.0006239856042424411,0.0019834116304228563,0.9639097744347628,36
joint_hard_mid,uniform,155,temperature_sample,0.000624002831365323,0.002876393308658096,0.9323308270663853,24
h020vector,h013_body_calendar,95,sample,0.0006241127553461679,0.0020967194419196627,0.9503759398483151,36
h012,h019_mean_abs_logit_move_to_proxy,190,sample,0.0006242046170267643,0.0028762532716429135,0.9624060150362683,36
joint_hard_mid,h013_calendar_pay_weekend,155,sample,0.0006242896199099612,0.002014101573687867,0.9563909774422916,36
joint_hard_mid,h030_score_identity_combo,125,sample,0.0006251648933331659,0.0022115120171845894,0.9413533834573502,36
joint_hard_mid,h013_calendar_pay_weekend,230,temperature_sample,0.0006254814880706425,0.0024944447865453217,0.9609022556377743,24
h015feedback,h030_score_no_h012_combo,125,sample,0.0006254839701495476,0.00307396002989506,0.9804511278181984,36
posterior_vector_mid,h013_late_social_phone,125,temperature_sample,0.0006254939193965505,0.0029677634359900292,0.957894736840786,24
joint_hard_mid,h035_score_public_row_subset,230,temperature_sample,0.0006256510708347857,0.002091102241311019,0.9443609022543384,24
h012,h030_score_no_h012_combo,155,sample,0.0006256997128420252,0.0024303481310210323,0.9233082706754202,36
h015feedback,h035_private_safe_score,70,temperature_sample,0.0006257017833857805,0.003603338600155208,0.8872180451115599,24
h020vector,h030_score_joint_vector_row,125,temperature_sample,0.0006258796659808039,0.0015782350625861865,0.9263157894724083,24
h020vector,h035_private_safe_score,230,temperature_sample,0.0006260440276741726,0.0030443415890383614,0.9233082706754201,24
posterior_vector_mid,h019_inclusion_prob,95,sample,0.00062628534159247,0.0021034725077820563,0.924812030073914,36
joint_hard_mid,h019_mean_abs_logit_move_to_proxy,230,temperature_sample,0.0006263402306707826,0.0024007238165056595,0.9609022556377742,24
h012posterior,h013_calendar_pay_weekend,125,temperature_sample,0.0006269637571528423,0.0035097921103922503,0.9503759398483151,24
posterior_vector_mid,h030_score_identity_combo,95,temperature_sample,0.0006277587698552381,0.0029895714858728826,0.8887218045100541,24
posterior_vector_mid,uniform,70,temperature_sample,0.0006278097752381736,0.0041398644997914175,0.9112781954874669,24
posterior_vector_mid,h030_score_identity_combo,125,temperature_sample,0.0006278388594355961,0.0019347527507486816,0.9744360902242218,24
h018hard,h013_late_social_phone,190,temperature_sample,0.0006291947754022365,0.0021507613291206,0.9533834586453034,24
h015feedback,h019_inclusion_prob,95,sample,0.0006293587732756086,0.0018914268731360733,0.9518796992468093,36
joint_hard_mid,h019_mean_abs_logit_move_to_proxy,70,sample,0.0006294973714013436,0.0025885467137828984,0.9684210526302451,36
h020vector,h035_private_safe_score,70,sample,0.0006295425989884745,0.0022783668725005683,0.8962406015025249,36
h020vector,h013_late_social_phone,155,sample,0.0006295920381439665,0.0012298606736534927,0.9744360902242218,36
h018hard,h030_score_identity_combo,125,temperature_sample,0.0006296588163759663,0.0023525047460154413,0.9278195488709026,24
h015feedback,uniform,190,sample,0.0006297529468289053,0.001494136292902886,0.9593984962392801,36
h018hard,h035_score_public_row_subset,155,sample,0.000630403033285483,0.0015921041185220218,0.9714285714272335,36
h012,h030_score_joint_vector_row,70,sample,0.0006306006728722294,0.0043042041285026676,0.8917293233070425,36
h012,h035_route_translator_score,155,temperature_sample,0.0006306025290490119,0.003338461578281104,0.933834586464879,24
posterior_vector_mid,h030_score_identity_combo,125,sample,0.0006306316849761685,0.0016672189657076575,0.9744360902242218,36
h017joint,h030_score_identity_combo,95,sample,0.0006310205397491777,0.0032364478949772116,0.9353383458633736,36
posterior_vector_mid,h030_score_memory_public_combo,155,sample,0.0006311327317189806,0.002152933795596147,0.9443609022543384,36
h012posterior,h030_score_joint_vector_row,125,sample,0.0006317960891059412,0.002508754947767158,0.9909774436076576,36
posterior_vector_mid,h030_score_identity_combo,155,sample,0.0006320669200272701,0.0015929683650109765,0.9533834586453035,36
joint_hard_mid,h030_score_memory_public_combo,95,temperature_sample,0.0006321485002385072,0.0023759409434885755,0.9157894736829492,24
h020vector,h019_inclusion_prob,125,sample,0.0006321560582392497,0.0018193919926002894,0.9413533834573502,36
posterior_vector_mid,h035_score_public_row_subset,125,sample,0.0006321588639443194,0.001910530911316597,0.9127819548859609,36
h012posterior,h013_late_social_phone,70,sample,0.0006321850820589152,0.00323115593106173,0.9488721804498208,36
h020vector,h019_inclusion_prob,95,sample,0.0006330789684341973,0.0019818984422054283,0.9699248120287393,36
h012posterior,h030_score_no_h012_combo,95,sample,0.0006335490509708212,0.002821271426980177,0.9458646616528326,36
posterior_vector_mid,h030_score_no_h012_combo,70,sample,0.000635104006793096,0.001982628339121918,0.9007518796980075,36
h012posterior,h019_mean_abs_logit_move_to_proxy,95,temperature_sample,0.0006351278472170885,0.0017098494381485893,0.9233082706754199,24
joint_hard_mid,h013_body_calendar,155,temperature_sample,0.0006356845228803111,0.0035982741682667107,0.9609022556377745,24
h015feedback,h013_calendar_pay_weekend,95,temperature_sample,0.0006356860377548976,0.0034827311521980105,0.975939849622716,24
posterior_vector_mid,h013_body_calendar,230,temperature_sample,0.000635953027425595,0.0029757650903758795,0.9428571428558443,24
h018hard,h030_score_identity_combo,125,sample,0.0006363453248501939,0.0023719499286081057,0.9593984962392803,36
h012,h019_row_score,190,sample,0.0006370042814672418,0.0028186342676559655,0.957894736840786,36
joint_hard_mid,h035_score_public_row_subset,70,sample,0.0006372788044027589,0.003184936246346578,0.9548872180437978,36
posterior_vector_mid,h019_inclusion_prob,125,sample,0.0006375006977064877,0.0018886216288342941,0.9518796992468093,36
joint_hard_mid,h030_score_no_h012_combo,95,temperature_sample,0.0006375145303762371,0.0029271834883645978,0.8977443609010195,24
h017joint,uniform,230,temperature_sample,0.0006380186227168894,0.0024884101056875567,0.9639097744347624,24
h015feedback,h013_late_social_phone,230,temperature_sample,0.0006381772019593955,0.0018998333233925238,0.9473684210513268,24
h017joint,h030_score_memory_public_combo,190,temperature_sample,0.0006391184791948296,0.0016283737111652645,0.9548872180437976,24
h012,h035_score_identity_combo,190,temperature_sample,0.0006413612020813844,0.004168870463791045,0.932330827066385,24
posterior_vector_mid,h013_body_calendar,155,sample,0.0006416713199425631,0.0016127028904457906,0.9428571428558443,36
h012posterior,h030_score_public_row_subset,70,sample,0.0006421990774938027,0.003708977601269028,0.9353383458633735,36
h017joint,h019_row_weight,70,sample,0.0006422522802121057,0.001974371690524946,0.9533834586453035,36
h012,h035_score_public_row_subset,125,sample,0.0006423075371244727,0.0026453471585972787,0.9533834586453035,36
joint_hard_mid,h013_late_social_phone,70,sample,0.0006424453020298413,0.002870821295710229,0.9473684210513267,36
h012,h030_score_no_h012_combo,190,sample,0.0006426698556048462,0.0023546968630817964,0.9548872180437976,36
h012,h035_private_safe_score,230,temperature_sample,0.0006428989347801331,0.0055116429660697725,0.9383458646603617,24
posterior_vector_mid,h035_private_safe_score,125,temperature_sample,0.0006430527674952476,0.0034328154752127525,0.8706766917281241,24
h012posterior,h035_route_translator_score,155,sample,0.0006435706822551511,0.001612176960534706,0.9909774436076577,36
h020vector,h019_row_weight,125,sample,0.0006438501928894546,0.001869109094083251,0.948872180449821,36
h015feedback,h019_mean_abs_logit_move_to_proxy,125,sample,0.0006440291885426279,0.002424284535160011,0.9428571428558443,36
h018hard,h030_score_joint_vector_row,190,sample,0.0006452253845524719,0.0019285794851257195,0.968421052630245,36
h017joint,h019_row_weight,125,temperature_sample,0.0006465767683641277,0.002244826645002815,0.9127819548859609,24
h012,h035_route_translator_score,125,sample,0.0006476604310675015,0.0021033345764590464,0.9609022556377742,36
h018hard,h035_route_translator_score,190,sample,0.0006477736677143991,0.0015552261399186394,0.9729323308257277,36
joint_hard_mid,h030_score_no_h012_combo,155,sample,0.0006480502530086128,0.0023402242566557792,0.948872180449821,36
h020vector,h013_calendar_pay_weekend,155,temperature_sample,0.0006486103208418951,0.002439786330524031,0.9097744360889727,24
h020vector,uniform,125,temperature_sample,0.0006486491930904261,0.003349314615592124,0.9248120300739142,24
h018hard,h035_private_safe_score,125,sample,0.0006489810532431574,0.0017891043922634762,0.956390977442292,36
h015feedback,h030_score_public_row_subset,70,sample,0.0006490710922982914,0.0033877076022934783,0.9443609022543386,36
joint_hard_mid,h030_score_memory_public_combo,155,sample,0.0006493407150346784,0.0022209251553101193,0.9789473684197043,36
h012,h030_score_memory_public_combo,95,temperature_sample,0.000649425667323114,0.003679366515575362,0.9052631578934901,24
h015feedback,h030_score_no_h012_combo,190,sample,0.0006497914132055407,0.0022943370712733523,0.9533834586453034,36
h017joint,h013_late_social_phone,190,sample,0.0006501768229977671,0.0013002007184965652,0.9503759398483151,36
joint_hard_mid,h013_body_calendar,190,sample,0.0006506930656247458,0.001926864399392984,0.9639097744347624,36
h015feedback,h013_body_calendar,125,sample,0.0006507708228601175,0.002061233527503031,0.9684210526302451,36
posterior_vector_mid,h030_score_joint_vector_row,95,sample,0.0006516059690648395,0.002339729896045412,0.9609022556377743,36
h017joint,h013_body_calendar,70,temperature_sample,0.000651695104743414,0.0032444068006217226,0.8766917293221008,24
h012posterior,h013_body_calendar,95,temperature_sample,0.0006518150635048869,0.0027910537805658957,0.8661654135326415,24
h018hard,h019_row_score,95,temperature_sample,0.0006519462679984605,0.002506389763249918,0.8992481202995135,24
h017joint,h019_inclusion_prob,230,temperature_sample,0.0006520958270146136,0.002685477981215596,0.939849624058856,24
h012,h030_score_memory_public_combo,125,sample,0.0006526352421985878,0.002532506479702357,0.92330827067542,36
h020vector,h030_score_no_h012_combo,155,temperature_sample,0.0006528572228115239,0.002057922102026921,0.9458646616528326,24
posterior_vector_mid,h019_inclusion_prob,70,sample,0.0006533414803833241,0.0034557668265552456,0.9308270676678909,36
posterior_vector_mid,h030_score_public_row_subset,155,temperature_sample,0.0006542446344108628,0.001962349988488689,0.8917293233070426,24
h015feedback,h013_calendar_pay_weekend,230,temperature_sample,0.0006545163935230378,0.003351660432639553,0.9338345864648794,24
joint_hard_mid,uniform,95,sample,0.0006547231292986145,0.002902514657124498,0.9458646616528327,36
h012,h030_score_memory_public_combo,155,temperature_sample,0.0006547876376855958,0.003098745862957504,0.9458646616528327,24
h017joint,h019_row_score,190,sample,0.000655283859007066,0.0017959973833280361,0.9428571428558443,36
posterior_vector_mid,h019_mean_abs_logit_move_to_proxy,190,temperature_sample,0.0006554777623959277,0.002058683948383308,0.9082706766904783,24
posterior_vector_mid,h030_score_no_h012_combo,155,sample,0.0006555263942059283,0.002172932463400001,0.9699248120287395,36
h017joint,h030_score_identity_combo,190,temperature_sample,0.0006559934312203057,0.0023024626872998532,0.9383458646603617,24
h018hard,h019_mean_abs_logit_move_to_proxy,125,temperature_sample,0.0006562327656101889,0.0023376448501835276,0.9609022556377743,24
h012,h030_score_joint_vector_row,155,sample,0.0006564833050910402,0.0035044782350801074,0.9368421052618675,36
h017joint,h030_score_memory_public_combo,95,temperature_sample,0.0006567054013432468,0.003044234176131485,0.8827067669160775,24
joint_hard_mid,h013_calendar_pay_weekend,190,sample,0.000657277796426268,0.0021038530533588925,0.975939849622716,36
h012posterior,h019_row_score,125,sample,0.0006574306628908441,0.0028173649615769146,0.9609022556377743,36
h018hard,h019_mean_abs_logit_move_to_proxy,155,sample,0.0006574382364954394,0.0023040717190206325,0.9593984962392803,36
h018hard,h035_route_translator_score,125,temperature_sample,0.0006577646502734572,0.0026835467519008005,0.9413533834573502,24
h015feedback,h035_score_public_row_subset,95,sample,0.000658470252757598,0.003069402126431393,0.947368421051327,36
h020vector,h019_row_weight,190,temperature_sample,0.000658746504484035,0.0028341360219091335,0.9353383458633735,24
h015feedback,h019_row_score,155,temperature_sample,0.0006590793966822382,0.001690282486888174,0.9398496240588559,24
posterior_vector_mid,h013_body_calendar,95,temperature_sample,0.0006592335469681673,0.002334653652022695,0.9248120300739142,24
h015feedback,h019_row_weight,95,temperature_sample,0.0006592861969614064,0.0023338550801696688,0.9293233082693968,24
h018hard,h035_route_translator_score,230,temperature_sample,0.0006594926116183372,0.0026293993067874086,0.9563909774422918,24
joint_hard_mid,h030_score_no_h012_combo,125,temperature_sample,0.0006597562132128209,0.002314894892443027,0.9578947368407861,24
h020vector,h013_body_calendar,70,temperature_sample,0.0006616397117690705,0.003649742408802466,0.9233082706754201,24
posterior_vector_mid,h019_row_score,95,sample,0.0006617459495161175,0.0020715085863063937,0.9654135338332569,36
h020vector,h013_body_calendar,70,sample,0.0006617576763531992,0.0028116270524225,0.9142857142844552,36
h012,h030_score_joint_vector_row,125,temperature_sample,0.0006617634707791742,0.003403072558927222,0.8766917293221008,24
h020vector,h013_calendar_pay_weekend,95,sample,0.0006617790700114216,0.0021420955217071463,0.9428571428558443,36
posterior_vector_mid,h013_calendar_pay_weekend,155,sample,0.0006621653183551687,0.0020647071621611893,0.9699248120287395,36
h017joint,h030_score_memory_public_combo,230,temperature_sample,0.0006625260560037748,0.001754103884826001,0.9533834586453034,24
h015feedback,h013_body_calendar,95,sample,0.0006627445295336433,0.0022296078124587654,0.9398496240588557,36
h018hard,h030_score_memory_public_combo,230,temperature_sample,0.0006630543975644981,0.0022974744851487067,0.9458646616528326,24
h017joint,h030_score_identity_combo,155,temperature_sample,0.0006634059258489764,0.0025122138179557102,0.9052631578934899,24
joint_hard_mid,h013_body_calendar,155,sample,0.0006635638385372488,0.001745719917221297,0.9774436090212101,36
h012posterior,h035_score_identity_combo,190,temperature_sample,0.000663774155789162,0.0026379045307694414,0.948872180449821,24
h020vector,h013_calendar_pay_weekend,230,sample,0.0006643531752462688,0.001305800821079187,0.9563909774422918,36
h015feedback,h019_row_score,155,sample,0.0006646705488945576,0.0018103456924326929,0.9624060150362684,36
h020vector,h035_score_public_row_subset,125,sample,0.0006646977891168156,0.002074053478803298,0.9729323308257276,36
joint_hard_mid,h013_late_social_phone,230,temperature_sample,0.0006649020538117298,0.00286263304858616,0.9864661654121752,24
h020vector,h030_score_public_row_subset,155,temperature_sample,0.0006653639354692779,0.0019032779996844243,0.8977443609010193,24
h017joint,h030_score_joint_vector_row,155,sample,0.000665614028026948,0.0015581731291290863,0.9458646616528326,36
h017joint,h019_row_score,95,sample,0.0006664292749013021,0.002198205148060046,0.939849624058856,36
h020vector,h013_body_calendar,125,sample,0.0006669967180190763,0.0018697997426917418,0.9804511278181985,36
h012posterior,h035_route_translator_score,155,temperature_sample,0.0006670263014046705,0.0030114524456120745,0.9804511278181985,24
h015feedback,h035_private_safe_score,230,temperature_sample,0.0006673229489596466,0.003051618306538234,0.9443609022543384,24
h017joint,h030_score_no_h012_combo,70,sample,0.0006685884347227658,0.003586359866606452,0.9218045112769262,36
h017joint,h019_inclusion_prob,95,sample,0.0006691690849101957,0.002018222886776188,0.94135338345735,36
h012posterior,h013_late_social_phone,125,sample,0.0006693355418556487,0.0026247656198471053,0.9609022556377743,36
h020vector,h030_score_memory_public_combo,155,temperature_sample,0.0006706362556340352,0.002076972383519807,0.9413533834573502,24
joint_hard_mid,h013_body_calendar,125,sample,0.0006709681060213127,0.0016978443248641876,0.9729323308257276,36
joint_hard_mid,h019_mean_abs_logit_move_to_proxy,155,temperature_sample,0.000671144671474511,0.0021882828240119513,0.9353383458633734,24
h012,h019_mean_abs_logit_move_to_proxy,125,sample,0.0006714770856124329,0.0026164119532018004,0.9398496240588559,36
h018hard,h030_score_public_row_subset,125,temperature_sample,0.0006717830560614484,0.002329441059605984,0.9263157894724083,24
h017joint,h030_score_joint_vector_row,190,temperature_sample,0.0006720137563113505,0.0021688030054707805,0.9503759398483153,24
h012,h030_score_no_h012_combo,230,sample,0.0006721411233436178,0.003699535885091373,0.9398496240588559,36
posterior_vector_mid,h013_late_social_phone,155,temperature_sample,0.0006725371156014704,0.002183116214244165,0.9443609022543384,24
h020vector,h030_score_public_row_subset,125,temperature_sample,0.0006728318326504552,0.0019317448903598846,0.9233082706754202,24
posterior_vector_mid,h035_private_safe_score,155,sample,0.0006728573390049577,0.0020175671667068957,0.9458646616528327,36
h020vector,h013_calendar_pay_weekend,190,temperature_sample,0.0006730460540780052,0.002824510256678245,0.9503759398483153,24
h012posterior,h030_score_memory_public_combo,155,sample,0.0006731854122007141,0.0018617492746961762,0.9699248120287393,36
joint_hard_mid,h030_score_public_row_subset,95,sample,0.0006732871754729435,0.002469983868832048,0.9398496240588559,36
h012posterior,h030_score_identity_combo,155,sample,0.000673612761962933,0.00215536467211437,0.9699248120287395,36
h017joint,h035_private_safe_score,125,temperature_sample,0.0006739716290695044,0.003237881571876545,0.94135338345735,24
joint_hard_mid,h019_mean_abs_logit_move_to_proxy,155,sample,0.0006743527305215307,0.001653323086820753,0.9714285714272335,36
h012posterior,h030_score_public_row_subset,125,sample,0.0006744294047176775,0.002691113438544811,0.9473684210513267,36
h018hard,h013_late_social_phone,230,temperature_sample,0.0006748518802022466,0.0033432365192811505,0.9473684210513267,24
joint_hard_mid,h035_score_identity_combo,125,temperature_sample,0.0006749050169408611,0.002092164893590821,0.9383458646603617,24
h017joint,h019_row_score,125,temperature_sample,0.0006756460182756796,0.002344045635306942,0.9428571428558443,24
h012posterior,h013_calendar_pay_weekend,95,temperature_sample,0.0006759874980358067,0.0033272284721752995,0.9142857142844552,24
h020vector,h019_row_weight,155,sample,0.0006765904435348827,0.001828850072337736,0.9548872180437978,36
h017joint,h013_calendar_pay_weekend,125,temperature_sample,0.0006766135715908644,0.0027030750341154033,0.9022556390965016,24
h020vector,h035_private_safe_score,95,sample,0.0006767148023321014,0.002007922057383687,0.9518796992468092,36
h018hard,h013_body_calendar,95,temperature_sample,0.000676887646405527,0.002914848002026957,0.9157894736829492,24
h012,h035_score_identity_combo,155,temperature_sample,0.0006769845780600491,0.0041482783316657765,0.9293233082693967,24
h017joint,h035_score_identity_combo,230,temperature_sample,0.0006775180534657569,0.0019597245434783603,0.9353383458633735,24
h012,h019_row_weight,125,sample,0.0006780258281856671,0.004306576909613996,0.9684210526302452,36
joint_hard_mid,uniform,125,sample,0.0006786230425632081,0.001921745932698797,0.9593984962392802,36
h017joint,h019_inclusion_prob,125,temperature_sample,0.0006786782858039603,0.003010931001869499,0.9353383458633734,24
h012posterior,h030_score_memory_public_combo,95,sample,0.0006795232451247284,0.0027845031988891246,0.9383458646603619,36
h020vector,h035_score_identity_combo,125,sample,0.000679527271163787,0.0031068814994946754,0.9548872180437976,36
h020vector,h030_score_joint_vector_row,95,sample,0.0006802361260314844,0.0030922185336033957,0.9398496240588559,36
h012,h035_route_translator_score,95,sample,0.0006805241879491712,0.0025862467923702653,0.957894736840786,36
h018hard,h030_score_memory_public_combo,155,temperature_sample,0.0006807161569339248,0.002180769050643596,0.9172932330814434,24
h017joint,h019_row_weight,95,temperature_sample,0.0006807516128069034,0.002110149599444398,0.9082706766904787,24
h017joint,h035_private_safe_score,125,sample,0.0006809692151308766,0.002186020538326982,0.9654135338332569,36
h012posterior,h019_mean_abs_logit_move_to_proxy,95,sample,0.0006811323548844151,0.001838672721090393,0.9248120300739142,36
joint_hard_mid,h030_score_no_h012_combo,190,temperature_sample,0.0006811555202891782,0.002510901442869011,0.9458646616528326,24
h015feedback,uniform,125,temperature_sample,0.0006815689729927109,0.004235257415625639,0.8917293233070425,24
h017joint,h013_body_calendar,70,sample,0.0006822728693039193,0.0030972501647984927,0.9518796992468093,36
h015feedback,h013_calendar_pay_weekend,95,sample,0.0006822770955053482,0.00202607994166297,0.9503759398483151,36
h018hard,uniform,230,temperature_sample,0.0006825848922981019,0.0035121803482809286,0.9714285714272336,24
posterior_vector_mid,h035_private_safe_score,95,sample,0.0006828017607210072,0.002958775172150845,0.9142857142844552,36
joint_hard_mid,h035_private_safe_score,95,sample,0.0006829361095400499,0.0027049900253030873,0.8992481202995133,36
posterior_vector_mid,h030_score_public_row_subset,125,temperature_sample,0.0006829628997776125,0.0023473876592141375,0.9112781954874668,24
h017joint,h035_route_translator_score,95,sample,0.0006833050923295202,0.0021806926053108064,0.9458646616528326,36
h015feedback,h035_private_safe_score,155,sample,0.000683602010502784,0.0020337941612521533,0.9533834586453034,36
h012,h019_row_score,95,sample,0.0006838526248134047,0.0031760250097385622,0.9263157894724086,36
h017joint,h035_private_safe_score,190,temperature_sample,0.0006840123724855391,0.002505854036007159,0.9263157894724083,24
posterior_vector_mid,h019_row_weight,70,sample,0.0006842421765422506,0.0023708886202891003,0.8902255639085483,36
joint_hard_mid,h035_score_public_row_subset,190,temperature_sample,0.0006843406551010438,0.0020334888152161463,0.9533834586453035,24
h018hard,h019_inclusion_prob,155,temperature_sample,0.000684464287340069,0.0021155513570210284,0.878195488720595,24
