q_source,row_prior,subset_size,label_mode,best_mae,median_mae,best_spearman,n_particles
h015feedback,h019_row_weight,70,temperature_sample,0.0007991705928477952,0.0033268462713902276,0.806015037592875,24
h015feedback,h019_row_score,125,temperature_sample,0.0007992222620116859,0.003409913904180229,0.9428571428558442,24
h018hard,h030_score_memory_public_combo,70,sample,0.0007995251848992707,0.0028214051221154505,0.9488721804498208,36
h020vector,uniform,155,temperature_sample,0.000799732040561141,0.002487403971532488,0.9082706766904786,24
h017joint,h019_mean_abs_logit_move_to_proxy,125,temperature_sample,0.0008000501456320513,0.0033331309309162843,0.9413533834573502,24
h012posterior,uniform,95,sample,0.0008000739875391256,0.0026188733885893992,0.956390977442292,36
h012,h030_score_identity_combo,190,sample,0.0008005976234494592,0.0020792696322982033,0.9639097744347627,36
joint_hard_mid,h030_score_memory_public_combo,70,temperature_sample,0.000800794966300299,0.0034352223299208696,0.8902255639085482,24
h012,h030_score_joint_vector_row,190,temperature_sample,0.0008015123823772605,0.00453685037749482,0.9624060150362684,24
posterior_vector_mid,uniform,70,sample,0.0008016931449899258,0.0024906705162039576,0.9383458646603619,36
h018hard,h030_score_identity_combo,155,temperature_sample,0.0008023573928037927,0.0023748088545014756,0.9443609022543384,24
h012,h035_score_public_row_subset,95,sample,0.0008025031606820589,0.0032903558619788334,0.8992481202995134,36
posterior_vector_mid,h035_score_identity_combo,70,sample,0.0008026729975745262,0.003059272907961672,0.957894736840786,36
h012posterior,h035_route_translator_score,95,sample,0.0008032531409056047,0.0021788371821304733,0.9007518796980075,36
h017joint,uniform,95,sample,0.0008033788714931336,0.0021507873994379297,0.9413533834573499,36
h012posterior,h035_score_identity_combo,125,temperature_sample,0.000803649962058372,0.002714833390533902,0.8917293233070426,24
h018hard,h030_score_public_row_subset,95,sample,0.0008044609870637671,0.002887646470672369,0.9248120300739142,36
posterior_vector_mid,uniform,125,temperature_sample,0.000804738011055547,0.003485524950425048,0.9413533834573502,24
h020vector,h013_late_social_phone,70,temperature_sample,0.000804831904963774,0.0032421837012921034,0.8902255639085485,24
h018hard,h019_row_score,70,temperature_sample,0.0008048817430944758,0.002614259706804757,0.8736842105251124,24
h012,h035_private_safe_score,70,sample,0.0008049615273236088,0.003456070182974931,0.9097744360889725,36
h012,h030_score_public_row_subset,125,temperature_sample,0.0008051548544548299,0.0025101132861506826,0.9172932330814435,24
posterior_vector_mid,h030_score_public_row_subset,230,temperature_sample,0.0008057687213752183,0.002497473894410262,0.9413533834573502,24
h012posterior,h035_route_translator_score,125,temperature_sample,0.0008062511697225283,0.0026831132067261163,0.9368421052618676,24
h012posterior,h019_row_score,190,temperature_sample,0.0008064564062241049,0.002565189836303586,0.9353383458633734,24
h020vector,h030_score_joint_vector_row,155,temperature_sample,0.0008066132683523817,0.0021388835250475873,0.939849624058856,24
h017joint,uniform,125,temperature_sample,0.0008066903846936406,0.002925462290889548,0.9278195488709026,24
joint_hard_mid,h030_score_joint_vector_row,95,temperature_sample,0.0008071674391225747,0.0033015979416615715,0.8315789473672759,24
joint_hard_mid,h013_late_social_phone,155,temperature_sample,0.0008076242450462592,0.0023370313858297066,0.9308270676678909,24
h017joint,h030_score_memory_public_combo,70,sample,0.0008082469960000737,0.003641355414518839,0.9127819548859609,36
h018hard,h030_score_memory_public_combo,125,temperature_sample,0.0008089573032308974,0.0021259194362602757,0.9654135338332568,24
joint_hard_mid,h013_calendar_pay_weekend,125,sample,0.000809665459652258,0.0020103273084124433,0.9654135338332568,36
h018hard,h035_private_safe_score,70,sample,0.0008103822194833219,0.002490447717897174,0.9654135338332569,36
h018hard,h035_private_safe_score,95,temperature_sample,0.0008109666396944708,0.0021039236761157144,0.9308270676678909,24
posterior_vector_mid,h019_row_score,70,sample,0.0008111501510339505,0.0018907512934343924,0.9488721804498212,36
h012,h019_mean_abs_logit_move_to_proxy,155,sample,0.0008119755310911633,0.0033922075189900805,0.9428571428558443,36
h018hard,h019_mean_abs_logit_move_to_proxy,70,temperature_sample,0.000812191744187161,0.00303354411595273,0.8150375939838398,24
h018hard,h019_inclusion_prob,125,temperature_sample,0.0008128364971628232,0.0023755103166412,0.9218045112769259,24
h018hard,h019_mean_abs_logit_move_to_proxy,95,sample,0.0008130878584190676,0.0025996807228150583,0.9278195488709027,36
h017joint,h030_score_no_h012_combo,125,temperature_sample,0.0008132085342568282,0.00317792996824285,0.9263157894724083,24
h012,h019_inclusion_prob,190,temperature_sample,0.000813836548443366,0.005380968008352789,0.8902255639085483,24
h012,h013_calendar_pay_weekend,155,sample,0.0008148234610953941,0.0037784949431417477,0.9729323308257276,36
h012posterior,h030_score_public_row_subset,95,temperature_sample,0.0008151726136638556,0.0032837639065316114,0.9473684210513267,24
h012,h030_score_memory_public_combo,230,temperature_sample,0.0008160558930744765,0.004164147508145097,0.9639097744347627,24
h020vector,h030_score_no_h012_combo,70,temperature_sample,0.0008163352591139846,0.0033655162774832723,0.9308270676678909,24
h018hard,uniform,95,sample,0.0008163658455601984,0.0023835758013589638,0.9308270676678909,36
joint_hard_mid,h013_calendar_pay_weekend,70,sample,0.0008163877254141847,0.00340222490902294,0.9473684210513267,36
h015feedback,h035_private_safe_score,95,temperature_sample,0.0008165356221778393,0.002368473815463403,0.878195488720595,24
h017joint,h030_score_identity_combo,230,temperature_sample,0.0008167419750465688,0.002168362185853028,0.9473684210513268,24
h015feedback,h030_score_public_row_subset,95,sample,0.0008168639607965746,0.003978198610263255,0.9593984962392802,36
posterior_vector_mid,h013_body_calendar,95,sample,0.0008169619274366096,0.003044388647235767,0.9097744360889726,36
joint_hard_mid,h019_row_weight,125,temperature_sample,0.0008206272745228654,0.0021196985065801595,0.8706766917281242,24
h012posterior,h013_body_calendar,70,sample,0.0008208057728736177,0.003024692406245793,0.8646616541341474,36
h012,h019_inclusion_prob,95,sample,0.0008211099999150491,0.003543227652219141,0.9458646616528326,36
h020vector,h019_inclusion_prob,70,temperature_sample,0.0008212425391788458,0.002056949149454558,0.8827067669160774,24
h012posterior,h030_score_identity_combo,125,sample,0.0008219432389244439,0.002925704307988582,0.9503759398483153,36
posterior_vector_mid,h030_score_joint_vector_row,190,temperature_sample,0.0008219685506046781,0.002240429140247518,0.9278195488709028,24
h012posterior,uniform,70,temperature_sample,0.0008220110516568936,0.003493551318734899,0.8932330827055367,24
h012posterior,h019_row_weight,230,temperature_sample,0.0008225207620485106,0.0027410333271926128,0.9368421052618676,24
joint_hard_mid,h013_body_calendar,95,temperature_sample,0.0008234432249084056,0.0032692665621852587,0.9714285714272336,24
posterior_vector_mid,h019_mean_abs_logit_move_to_proxy,70,sample,0.000824064099732728,0.0029908371194823967,0.9533834586453035,36
h012posterior,h030_score_joint_vector_row,95,sample,0.0008243628869102553,0.0028216729583202937,0.9503759398483151,36
h020vector,h030_score_no_h012_combo,95,sample,0.0008249449674736977,0.0029607258117742264,0.9187969924799375,36
h020vector,h035_route_translator_score,230,temperature_sample,0.0008251523578375128,0.0023713829548688494,0.974436090224222,24
h017joint,h035_score_identity_combo,95,sample,0.0008270044621744155,0.0019528450386520207,0.932330827066385,36
joint_hard_mid,h013_body_calendar,125,temperature_sample,0.0008275787904614855,0.002608631363844882,0.9248120300739142,24
h015feedback,h019_inclusion_prob,70,sample,0.0008281697328329854,0.0030644973080108753,0.8751879699236067,36
h015feedback,h035_score_public_row_subset,155,temperature_sample,0.0008284863945744056,0.002210552331937802,0.94135338345735,24
h012posterior,uniform,155,temperature_sample,0.0008287884723355121,0.002812828595322621,0.9263157894724083,24
h018hard,h019_row_weight,70,sample,0.0008296482445366054,0.0025193796327345106,0.9353383458633735,36
h020vector,h030_score_identity_combo,125,temperature_sample,0.0008309899404492693,0.0030938666685066604,0.9398496240588559,24
posterior_vector_mid,h013_body_calendar,70,sample,0.0008310474161897397,0.002792629237925946,0.9353383458633734,36
h015feedback,h030_score_no_h012_combo,70,sample,0.0008311324965242263,0.004137322610143478,0.9639097744347627,36
h018hard,h013_late_social_phone,125,temperature_sample,0.0008317420744570197,0.004136755515235771,0.9127819548859609,24
posterior_vector_mid,h030_score_memory_public_combo,155,temperature_sample,0.0008320639698609512,0.0021901910210705617,0.9563909774422921,24
h020vector,h019_row_score,190,temperature_sample,0.0008322628939888621,0.0026172918991358945,0.9383458646603617,24
posterior_vector_mid,h030_score_identity_combo,155,temperature_sample,0.0008326697391344672,0.0034818664524994703,0.9248120300739145,24
joint_hard_mid,h030_score_public_row_subset,125,temperature_sample,0.000833279504134201,0.0029230202289626047,0.9368421052618676,24
h018hard,h035_score_identity_combo,155,temperature_sample,0.0008332824167821124,0.0016654725388899226,0.9503759398483153,24
h017joint,h013_calendar_pay_weekend,155,temperature_sample,0.0008336930761616943,0.0037351818241184278,0.9127819548859607,24
h017joint,h019_mean_abs_logit_move_to_proxy,70,sample,0.000834170680027254,0.0025765243201553456,0.9563909774422918,36
h018hard,h030_score_joint_vector_row,190,temperature_sample,0.0008347020833117055,0.0016727381199433068,0.9278195488709026,24
h020vector,h035_private_safe_score,95,temperature_sample,0.0008353620673440514,0.0019832009504856555,0.9097744360889726,24
h017joint,h030_score_public_row_subset,95,temperature_sample,0.0008360620816309606,0.0028056427366521816,0.8977443609010193,24
h020vector,h030_score_public_row_subset,95,temperature_sample,0.0008361783283450197,0.002335970378016668,0.9203007518784317,24
h012posterior,h030_score_identity_combo,70,sample,0.0008365787732362067,0.004101133820275058,0.9578947368407859,36
h015feedback,h013_calendar_pay_weekend,70,sample,0.0008368278994085579,0.0023801142332906425,0.9067669172919843,36
joint_hard_mid,h019_row_score,70,sample,0.0008368463296952178,0.0020257513825751175,0.9353383458633735,36
h018hard,h030_score_memory_public_combo,95,sample,0.000836943330832788,0.003879140725156668,0.9593984962392802,36
h020vector,h030_score_public_row_subset,190,temperature_sample,0.000837994394500965,0.0025251634923932485,0.9383458646603617,24
h015feedback,h035_route_translator_score,95,temperature_sample,0.0008392022439773033,0.0019809834438242356,0.9233082706754201,24
joint_hard_mid,h035_score_identity_combo,95,sample,0.0008392117582621322,0.002854288566169683,0.9383458646603619,36
h017joint,h035_score_public_row_subset,95,sample,0.0008392708321062302,0.002217478402589462,0.9458646616528327,36
joint_hard_mid,h035_score_public_row_subset,95,temperature_sample,0.0008401275785233881,0.002340562403653713,0.9609022556377743,24
h015feedback,h030_score_no_h012_combo,95,sample,0.0008405172655176155,0.0029415005956559314,0.9548872180437976,36
h020vector,h035_score_identity_combo,125,temperature_sample,0.000840643673373216,0.0024798355433748127,0.9233082706754201,24
h017joint,h013_calendar_pay_weekend,70,temperature_sample,0.0008407553013939969,0.0031453507209343217,0.9518796992468094,24
h017joint,h013_calendar_pay_weekend,95,temperature_sample,0.0008412089542259787,0.003980545538925732,0.9443609022543384,24
h012posterior,uniform,70,sample,0.0008420290121421269,0.00238064721693431,0.9097744360889726,36
h012,h019_row_score,70,sample,0.000842741445582098,0.0041371454288371134,0.9308270676678909,36
h018hard,h013_calendar_pay_weekend,125,temperature_sample,0.0008428033659829245,0.004335897262771096,0.8947368421040308,24
h012posterior,h019_inclusion_prob,70,sample,0.0008430134966145025,0.002533763962854626,0.9338345864648792,36
h020vector,h035_score_public_row_subset,95,temperature_sample,0.0008432720156974005,0.0020624435429126816,0.8481203007507117,24
h012posterior,h030_score_no_h012_combo,70,temperature_sample,0.0008437489913109971,0.0033884152471037546,0.8541353383446885,24
posterior_vector_mid,h030_score_memory_public_combo,70,temperature_sample,0.0008445598462960169,0.0020466150691308685,0.912781954885961,24
joint_hard_mid,h030_score_identity_combo,70,sample,0.0008452061881790148,0.0033068523188774564,0.9263157894724083,36
h015feedback,h030_score_joint_vector_row,70,sample,0.0008459052702310468,0.0035886484691720526,0.9654135338332569,36
h012,h019_inclusion_prob,230,sample,0.0008469321229116249,0.0023972940194664045,0.966917293231751,36
h012,uniform,155,sample,0.0008479347607029599,0.003447907654654271,0.9819548872166927,36
posterior_vector_mid,h013_calendar_pay_weekend,155,temperature_sample,0.0008487527927882769,0.003361108411760007,0.9293233082693969,24
h018hard,h019_row_weight,95,sample,0.0008487905515555648,0.002850320693837706,0.9488721804498211,36
posterior_vector_mid,h035_score_identity_combo,95,sample,0.0008503617245419485,0.0029226599137104105,0.9639097744347628,36
joint_hard_mid,h030_score_no_h012_combo,155,temperature_sample,0.000851447365068378,0.0021480398345376218,0.9112781954874669,24
h015feedback,h030_score_joint_vector_row,95,temperature_sample,0.0008521937354875747,0.0021843756680068136,0.9112781954874668,24
h020vector,h013_late_social_phone,70,sample,0.0008538586770362368,0.003535914403170891,0.9142857142844552,36
h012posterior,h030_score_joint_vector_row,95,temperature_sample,0.000853865186413827,0.002719497625869721,0.8932330827055367,24
h020vector,h030_score_memory_public_combo,70,sample,0.0008540073098971254,0.0032614278145278917,0.9413533834573503,36
h015feedback,h030_score_no_h012_combo,190,temperature_sample,0.0008547126563291502,0.0022471456400397346,0.932330827066385,24
h020vector,h030_score_identity_combo,190,temperature_sample,0.0008555101574872265,0.002062370190457687,0.932330827066385,24
h015feedback,h013_body_calendar,190,temperature_sample,0.0008559885616120754,0.0034988570961273177,0.9624060150362684,24
h012posterior,h035_private_safe_score,95,sample,0.000856648016286738,0.003028393979484304,0.939849624058856,36
h018hard,h035_score_identity_combo,70,sample,0.0008588454509032235,0.003173517586723066,0.9172932330814434,36
joint_hard_mid,h035_score_identity_combo,190,temperature_sample,0.000858918830076511,0.0032353863405365467,0.8902255639085483,24
h012,h035_score_identity_combo,70,sample,0.000859964172905687,0.003477940547130908,0.9112781954874668,36
joint_hard_mid,h019_row_weight,70,temperature_sample,0.0008612286161280066,0.002695673888851714,0.8210526315778166,24
h012,h019_mean_abs_logit_move_to_proxy,70,sample,0.0008614188765345011,0.0037048789057739628,0.9172932330814434,36
h012,h035_private_safe_score,155,temperature_sample,0.000862320950806281,0.004614321248666323,0.9067669172919843,24
h020vector,h035_route_translator_score,70,sample,0.0008624730100425419,0.0042265794477036305,0.9413533834573502,36
posterior_vector_mid,h035_score_public_row_subset,70,sample,0.0008633001535831092,0.003695333977385604,0.9684210526302451,36
h018hard,h019_row_score,155,sample,0.0008634527917423882,0.0017800943615603043,0.9578947368407861,36
h020vector,h013_calendar_pay_weekend,70,sample,0.0008643216115375689,0.002522754869726116,0.9172932330814433,36
h020vector,h035_route_translator_score,125,temperature_sample,0.0008644815471496325,0.0022418433312408315,0.9503759398483151,24
h012,h035_route_translator_score,190,temperature_sample,0.0008645425487715574,0.0053301222872218865,0.9082706766904783,24
h012posterior,h035_score_public_row_subset,190,temperature_sample,0.0008646655264653264,0.0028459782251932203,0.9654135338332568,24
h018hard,h035_route_translator_score,155,temperature_sample,0.0008649105191658437,0.002921129524133182,0.9097744360889726,24
h018hard,h013_late_social_phone,95,temperature_sample,0.0008652046475460121,0.002762657907202515,0.9112781954874669,24
posterior_vector_mid,h030_score_no_h012_combo,95,temperature_sample,0.0008669178414947665,0.00280168155474414,0.9413533834573502,24
h012posterior,h030_score_joint_vector_row,125,temperature_sample,0.0008669906936878885,0.002749024895945273,0.966917293231751,24
h017joint,h013_late_social_phone,70,sample,0.0008681068450795637,0.0025256600506021218,0.957894736840786,36
h018hard,h019_inclusion_prob,70,temperature_sample,0.0008688300072609539,0.0040350009957097945,0.8586466165401707,24
posterior_vector_mid,h013_body_calendar,155,temperature_sample,0.0008691931031822392,0.0029864868830006604,0.9473684210513268,24
h012posterior,h013_late_social_phone,155,temperature_sample,0.0008718424828279142,0.0023414916279215613,0.9578947368407859,24
h015feedback,h019_mean_abs_logit_move_to_proxy,95,temperature_sample,0.0008720477910225156,0.004444946597014363,0.947368421051327,24
h017joint,h030_score_identity_combo,70,sample,0.0008720602003754564,0.0034511372902574526,0.9503759398483153,36
joint_hard_mid,h030_score_no_h012_combo,70,sample,0.0008724040951151316,0.00342262872190116,0.957894736840786,36
joint_hard_mid,h019_inclusion_prob,70,sample,0.0008724571893700551,0.0028156242972552864,0.9293233082693969,36
posterior_vector_mid,h019_mean_abs_logit_move_to_proxy,95,temperature_sample,0.0008733709286898964,0.0034547781713615113,0.8736842105251125,24
h012posterior,h019_mean_abs_logit_move_to_proxy,70,temperature_sample,0.0008734282229397565,0.0037215585016753903,0.8902255639085483,24
h018hard,uniform,95,temperature_sample,0.0008735199205146992,0.002907307840147855,0.9368421052618677,24
posterior_vector_mid,h035_route_translator_score,95,temperature_sample,0.0008741716489340694,0.0026432843325182773,0.975939849622716,24
h017joint,h019_row_score,70,temperature_sample,0.0008749133015811745,0.002769044793233879,0.9052631578934901,24
h018hard,h019_row_weight,125,temperature_sample,0.0008755097767131658,0.0033259417219008098,0.8721804511266184,24
h012,h030_score_memory_public_combo,70,sample,0.0008755404805172888,0.0024569685862297235,0.8962406015025249,36
h015feedback,h030_score_no_h012_combo,155,sample,0.0008760367494160752,0.002619084238651847,0.9699248120287395,36
h012posterior,h035_score_public_row_subset,155,temperature_sample,0.000876416644974461,0.0026455531213760487,0.9248120300739142,24
h012posterior,h035_score_public_row_subset,70,temperature_sample,0.0008771732013967265,0.002898599202877802,0.9022556390965016,24
h012posterior,uniform,125,temperature_sample,0.0008778058279641451,0.002267108809071357,0.9593984962392802,24
h012,h030_score_no_h012_combo,70,sample,0.0008778961399146731,0.003258108323177036,0.9052631578934901,36
h020vector,h035_score_public_row_subset,190,temperature_sample,0.0008780219497244019,0.002726167262883142,0.9157894736829493,24
h020vector,h035_private_safe_score,190,temperature_sample,0.0008789523757821171,0.0033055219442647997,0.9578947368407861,24
h012,h013_late_social_phone,125,sample,0.0008791728424445264,0.0034934631785937774,0.9699248120287395,36
h015feedback,h019_inclusion_prob,95,temperature_sample,0.0008793604752163012,0.0030739123336276635,0.8812030075175832,24
h015feedback,h030_score_memory_public_combo,125,temperature_sample,0.0008795414288206649,0.0022818162814278306,0.9458646616528326,24
posterior_vector_mid,h035_private_safe_score,190,temperature_sample,0.0008803472958286256,0.002608589595272111,0.9578947368407861,24
h015feedback,h030_score_public_row_subset,155,temperature_sample,0.0008815437538513611,0.0016358468896400175,0.947368421051327,24
joint_hard_mid,h030_score_identity_combo,125,temperature_sample,0.0008820744843351481,0.0018926630000360245,0.9187969924799375,24
h015feedback,uniform,70,temperature_sample,0.0008848326738951256,0.0024114872956764984,0.9428571428558443,24
h018hard,h030_score_joint_vector_row,95,sample,0.0008861783075929941,0.0025558929675595504,0.9563909774422918,36
h015feedback,h030_score_no_h012_combo,95,temperature_sample,0.0008879864667963939,0.004071330810435523,0.9157894736829493,24
h012,uniform,70,sample,0.0008887022198511404,0.0031491486116837796,0.957894736840786,36
h018hard,uniform,70,sample,0.0008892489241573992,0.002694048716908236,0.9248120300739142,36
h018hard,h030_score_public_row_subset,70,temperature_sample,0.0008894028213580924,0.0027115735749296856,0.9097744360889727,24
h012,h019_row_weight,190,temperature_sample,0.0008910059274003472,0.005458490274012313,0.957894736840786,24
h020vector,h019_mean_abs_logit_move_to_proxy,95,temperature_sample,0.0008943456843238645,0.003057826857657954,0.9413533834573502,24
h018hard,h019_mean_abs_logit_move_to_proxy,190,temperature_sample,0.0008984077475572922,0.0033558497043859135,0.930827067667891,24
posterior_vector_mid,h035_private_safe_score,95,temperature_sample,0.0008986658648947003,0.002561849541435902,0.8842105263145716,24
h012,h013_calendar_pay_weekend,70,temperature_sample,0.0008990964849947866,0.00459464067663571,0.92330827067542,24
h012posterior,h013_late_social_phone,70,temperature_sample,0.0008993398017961892,0.002824808092254253,0.8842105263145716,24
h012,h019_inclusion_prob,70,sample,0.0009008220126323031,0.004142830597917417,0.8781954887205949,36
h017joint,h035_score_identity_combo,70,temperature_sample,0.0009009508918346162,0.003715789654930313,0.9248120300739142,24
h017joint,h030_score_joint_vector_row,155,temperature_sample,0.0009009678960644005,0.002338679808213934,0.88721804511156,24
h017joint,h019_row_score,95,temperature_sample,0.000901192199481295,0.0023459154892578006,0.8977443609010193,24
h018hard,h035_route_translator_score,95,sample,0.0009012695936599348,0.0023754304619218207,0.8706766917281242,36
h012,h030_score_no_h012_combo,155,temperature_sample,0.0009016756018567628,0.004111107467144835,0.9097744360889726,24
h018hard,h019_mean_abs_logit_move_to_proxy,70,sample,0.0009029694277386483,0.0027520160217572457,0.9308270676678909,36
h017joint,h035_route_translator_score,70,sample,0.0009038828107081967,0.003648259760764377,0.9593984962392801,36
h020vector,h035_score_identity_combo,70,temperature_sample,0.0009050566919405853,0.0036824771270538934,0.9383458646603619,24
joint_hard_mid,h019_row_weight,155,temperature_sample,0.0009053530344895859,0.0031144911793607906,0.8676691729311359,24
h018hard,uniform,155,temperature_sample,0.0009078772729920007,0.0027892394054199353,0.9473684210513267,24
joint_hard_mid,h019_inclusion_prob,155,temperature_sample,0.0009104499513051657,0.003133283125847494,0.9609022556377743,24
h012,h019_row_weight,95,sample,0.0009106070204640878,0.004289564538742638,0.9368421052618675,36
h018hard,h030_score_no_h012_combo,95,sample,0.0009107135465427345,0.0025976643187638803,0.9248120300739143,36
joint_hard_mid,h030_score_public_row_subset,70,temperature_sample,0.0009116708112341515,0.004294611704157373,0.9097744360889726,24
h012,h030_score_identity_combo,95,temperature_sample,0.0009123187263530289,0.003936964737739944,0.9263157894724086,24
posterior_vector_mid,h030_score_memory_public_combo,70,sample,0.0009138864505839658,0.0030573097427725637,0.94135338345735,36
h020vector,h030_score_no_h012_combo,155,sample,0.0009147505290450344,0.0030060067367823655,0.9548872180437976,36
h015feedback,h030_score_joint_vector_row,95,sample,0.0009153347179478792,0.0030206434401054793,0.9338345864648794,36
posterior_vector_mid,h030_score_public_row_subset,95,sample,0.0009187526710747352,0.0027919295690578307,0.9428571428558443,36
h020vector,h035_score_identity_combo,70,sample,0.0009201618889046095,0.003036669706975157,0.8932330827055367,36
h017joint,uniform,70,temperature_sample,0.0009207225602193708,0.004247041564125045,0.9172932330814434,24
h020vector,h030_score_memory_public_combo,95,sample,0.0009224663161881794,0.0027785449060596296,0.9548872180437974,36
h018hard,h019_inclusion_prob,95,temperature_sample,0.0009243564430512468,0.003212822475766355,0.9127819548859609,24
h012posterior,h013_calendar_pay_weekend,70,sample,0.0009244776575358127,0.0029849755002563216,0.9293233082693967,36
h020vector,h035_route_translator_score,125,sample,0.000926019616541491,0.002400587445861066,0.9639097744347627,36
h017joint,h019_inclusion_prob,95,temperature_sample,0.0009260836605856266,0.0031848690584587685,0.878195488720595,24
h012,h019_row_score,125,temperature_sample,0.0009268785209305189,0.004301058617376757,0.9233082706754203,24
h012posterior,h035_route_translator_score,70,temperature_sample,0.0009270940470344314,0.0033291441758604838,0.8706766917281242,24
h015feedback,h019_inclusion_prob,70,temperature_sample,0.000927868266065833,0.003126012705528068,0.8496240601492058,24
joint_hard_mid,h035_private_safe_score,230,temperature_sample,0.0009284189993872281,0.0024022897933393943,0.9473684210513268,24
h020vector,h019_inclusion_prob,125,temperature_sample,0.0009305528589090173,0.0030994851241358304,0.8917293233070426,24
h018hard,h013_calendar_pay_weekend,95,sample,0.0009312999017502061,0.0028387806132278443,0.9203007518784317,36
h020vector,h019_row_weight,125,temperature_sample,0.000932432113619207,0.0029080446947106907,0.9052631578934901,24
h012,uniform,95,sample,0.000932758361482134,0.0036969320995136005,0.9458646616528326,36
h015feedback,h035_score_identity_combo,125,temperature_sample,0.0009336888736375989,0.0030721889105201545,0.9263157894724083,24
h012posterior,h030_score_no_h012_combo,95,temperature_sample,0.0009352736789941085,0.0035465592148123354,0.9082706766904785,24
h012posterior,h030_score_memory_public_combo,70,sample,0.0009389487470759418,0.003303988002092202,0.9218045112769259,36
h015feedback,h013_calendar_pay_weekend,125,temperature_sample,0.0009391245204777203,0.002778209870517131,0.9548872180437976,24
h012,h030_score_public_row_subset,155,temperature_sample,0.0009399890454334242,0.00397306349282338,0.9172932330814433,24
joint_hard_mid,h030_score_identity_combo,70,temperature_sample,0.0009413353025745439,0.0026656799036210797,0.8330827067657699,24
h015feedback,h030_score_identity_combo,70,temperature_sample,0.0009418759854961072,0.002731558561315076,0.8541353383446884,24
posterior_vector_mid,h019_row_score,70,temperature_sample,0.0009420131983694905,0.0023458180139927084,0.9338345864648792,24
h018hard,h035_route_translator_score,70,temperature_sample,0.0009431365506712998,0.004264276676010415,0.9052631578934901,24
h017joint,uniform,70,sample,0.0009459134945450226,0.0026497571639817518,0.9503759398483153,36
joint_hard_mid,h030_score_identity_combo,95,temperature_sample,0.0009464167017005882,0.00311832070866412,0.8766917293221009,24
h012,h030_score_identity_combo,70,temperature_sample,0.0009484075261632465,0.004037023638280025,0.9022556390965015,24
joint_hard_mid,h035_route_translator_score,125,temperature_sample,0.0009494873317310892,0.002243192304668548,0.8992481202995134,24
h017joint,h013_body_calendar,155,temperature_sample,0.0009505336219659388,0.0021422277035725635,0.94135338345735,24
posterior_vector_mid,h013_calendar_pay_weekend,70,sample,0.0009510389073487089,0.002639836467133499,0.9187969924799375,36
h012,h019_row_score,70,temperature_sample,0.0009512909475998293,0.003994941253974255,0.8210526315778166,24
h020vector,h019_row_score,155,temperature_sample,0.0009513377890676817,0.0020755719696747264,0.956390977442292,24
h018hard,h030_score_identity_combo,70,sample,0.0009514713192099644,0.0032238222651969697,0.95939849623928,36
h020vector,h035_private_safe_score,70,temperature_sample,0.0009538449548040905,0.003707457676122911,0.8706766917281242,24
h020vector,h030_score_identity_combo,70,sample,0.0009545766091436476,0.0031244025250783255,0.92330827067542,36
h012,h035_score_public_row_subset,70,temperature_sample,0.0009546812435974218,0.004525142775329803,0.834586466164264,24
h018hard,h013_calendar_pay_weekend,70,temperature_sample,0.0009546826968655695,0.0032549595959314543,0.9248120300739141,24
joint_hard_mid,h013_late_social_phone,70,temperature_sample,0.0009549641078087326,0.003152651754730368,0.9654135338332568,24
h020vector,h019_row_weight,70,sample,0.0009590873955435902,0.0027992272404840984,0.9022556390965016,36
posterior_vector_mid,uniform,95,temperature_sample,0.0009615599393704986,0.0023209930758500076,0.9548872180437975,24
h017joint,h013_late_social_phone,70,temperature_sample,0.0009633134017416554,0.0033150383736290367,0.9398496240588559,24
h015feedback,h013_late_social_phone,70,temperature_sample,0.0009657519226002591,0.003001072149891098,0.8827067669160775,24
h015feedback,h035_route_translator_score,70,temperature_sample,0.0009662735466971145,0.003887348030762372,0.914285714284455,24
h012,h013_body_calendar,125,temperature_sample,0.0009691174578146851,0.005554692614174232,0.9428571428558443,24
h018hard,h030_score_joint_vector_row,70,sample,0.0009693442002496284,0.0028969965177466223,0.9518796992468093,36
h012,h035_score_identity_combo,95,temperature_sample,0.0009706025457039153,0.004507153607268222,0.9353383458633735,24
h017joint,h035_score_public_row_subset,70,temperature_sample,0.0009709193929992921,0.0019913726232823606,0.8571428571416765,24
joint_hard_mid,h035_score_public_row_subset,155,temperature_sample,0.0009717258147406713,0.0015706136001432528,0.9112781954874666,24
h020vector,h013_late_social_phone,95,temperature_sample,0.0009728620296212019,0.0036584186910281237,0.9323308270663851,24
h012,h013_calendar_pay_weekend,95,sample,0.0009733049428311052,0.003028312074595524,0.9533834586453033,36
h020vector,h035_route_translator_score,70,temperature_sample,0.0009742370680796072,0.002621828164977027,0.8345864661642641,24
h015feedback,h035_score_identity_combo,70,sample,0.0009755376827995492,0.004434415024671205,0.9308270676678909,36
joint_hard_mid,h030_score_memory_public_combo,125,temperature_sample,0.000976594483511127,0.0027247370284687903,0.9007518796980076,24
h012,h019_inclusion_prob,155,temperature_sample,0.0009767424658103227,0.004648400407613145,0.9473684210513267,24
joint_hard_mid,h030_score_no_h012_combo,70,temperature_sample,0.0009777564206713348,0.003508585537533344,0.9233082706754201,24
h012posterior,h030_score_memory_public_combo,70,temperature_sample,0.0009806494051784094,0.0034313606435609463,0.9037593984949961,24
h017joint,h030_score_public_row_subset,70,temperature_sample,0.0009818718366401214,0.0029617088697998276,0.8736842105251125,24
