candidate_id,file,resolved_path,family,alpha,changed_cells,changed_rows,mean_abs_prob_move_h012,max_abs_prob_move_h012,world_expected_delta_vs_h012,world_delta_iqr,full_known_h024_pred_public_median,full_known_h024_pred_public_p10,full_known_h024_pred_public_p90,full_known_h024_margin_vs_h012_median,full_known_h024_margin_vs_h012_p10,full_known_h024_margin_vs_h012_p90,full_known_h024_support_better_than_h012,full_known_h024_model_count,pre_h012_h024_pred_public_median,pre_h012_h024_pred_public_p10,pre_h012_h024_pred_public_p90,pre_h012_h024_margin_vs_h012_median,pre_h012_h024_margin_vs_h012_p10,pre_h012_h024_margin_vs_h012_p90,pre_h012_h024_support_better_than_h012,pre_h012_h024_model_count,h025_score,pred_gain_top1200_sum,pred_gain_mean_moved,pred_positive_rate_moved,ood_abs_delta_rate,h036_score
h036_target_Q2_k140_a1_c140_9ef667d6,submission_h036_target_Q2_k140_a1_c140_9ef667d6.csv,/Users/kbsoo/Downloads/cl2/hitl/h036_global_public_world_solver_jepa/submission_h036_target_Q2_k140_a1_c140_9ef667d6.csv,target_Q2_k140,1.0,140,140,0.0026546569952764425,0.1063466758023821,-0.0002352011745010019,0.0015968234545580213,0.5742937910850161,0.5684560834310473,0.5976419922892123,0.005988772349882432,0.0003317519239214417,0.02950555109578941,0.0,12,0.5893311711486129,0.5383552473167866,0.5975570072066643,0.001430748621112199,-0.12109192960725859,0.035242434894915256,0.25,12,-3.102087123548732,3.102087123548732,0.02215776516820523,0.7857142857142857,0.0,0.7490384615384615
h036_celltop_k1600_a0.25_c1600_503f11ff,submission_h036_celltop_k1600_a0.25_c1600_503f11ff.csv,/Users/kbsoo/Downloads/cl2/hitl/h036_global_public_world_solver_jepa/submission_h036_celltop_k1600_a0.25_c1600_503f11ff.csv,celltop_k1600,0.25,1600,250,0.005590416510599523,0.03723934544830465,-0.0009834838913222337,0.001185374702246303,0.5736965924656877,0.5702063306047187,0.589730802019648,0.005391573730553989,0.0020819990975928905,0.02159511402703901,0.0,12,0.5674494434031934,0.5420525496634472,0.6347513186835271,0.0050777189133996425,-0.14199543024448105,0.0490185890083571,0.25,12,-15.460130137288933,15.46014442300322,-0.0030970113198411343,0.444375,0.0005714285714285715,0.7586538461538461
h036_target_Q2_k140_a0.7_c140_3a944f1c,submission_h036_target_Q2_k140_a0.7_c140_3a944f1c.csv,/Users/kbsoo/Downloads/cl2/hitl/h036_global_public_world_solver_jepa/submission_h036_target_Q2_k140_a0.7_c140_3a944f1c.csv,target_Q2_k140,0.7,140,140,0.0018620255334300458,0.07395043372917842,-0.0002131288045339879,0.001119101364246544,0.5741769891535448,0.5683236054717832,0.5976549293442514,0.005871970418411032,0.00019927396465744263,0.02951848815082845,0.08333333333333333,12,0.5893244993062656,0.5379106247808223,0.5975448415851734,0.0009975296342545348,-0.12109164899312086,0.0352471719325554,0.25,12,-3.1014423672851548,3.1014423672851548,0.02215315976632254,0.7928571428571428,0.0,0.7682692307692307
h036_target_Q2_k80_a1_c80_5183b5b2,submission_h036_target_Q2_k80_a1_c80_5183b5b2.csv,/Users/kbsoo/Downloads/cl2/hitl/h036_global_public_world_solver_jepa/submission_h036_target_Q2_k80_a1_c80_5183b5b2.csv,target_Q2_k80,1.0,80,80,0.0018661439627709784,0.1063466758023821,-0.00019699595194623968,0.0015000240473254385,0.5741886858585772,0.5683604179735239,0.5980717649474385,0.0058836671234435145,0.00023608646639807775,0.029935323754015655,0.0,12,0.59047304161413,0.5381387178851764,0.5985265243713411,0.0012090890736395354,-0.12002500564946211,0.0362155078292726,0.25,12,-1.8137816026564617,1.8137816026564617,0.022672270033205773,0.775,0.0,0.864423076923077
h036_celltop_k1600_a0.45_c1600_f852b1b0,submission_h036_celltop_k1600_a0.45_c1600_f852b1b0.csv,/Users/kbsoo/Downloads/cl2/hitl/h036_global_public_world_solver_jepa/submission_h036_celltop_k1600_a0.45_c1600_f852b1b0.csv,celltop_k1600,0.45,1600,250,0.010039119372575522,0.06530081712701685,-0.0015633659186561734,0.0021353901099639555,0.5739858707398195,0.5714510463403183,0.5897100458652077,0.005680852004685821,0.0032920454116884155,0.021574357872598628,0.0,12,0.5676559086507625,0.5463008868248381,0.6328045277609338,0.009114200656010707,-0.14199992545465212,0.047071798085763755,0.25,12,-15.622042992553784,15.62265727826807,-0.0029932596142896715,0.445625,0.02457142857142857,0.8740384615384615
h036_celltop_k200_a0.25_c200_19cc7079,submission_h036_celltop_k200_a0.25_c200_19cc7079.csv,/Users/kbsoo/Downloads/cl2/hitl/h036_global_public_world_solver_jepa/submission_h036_celltop_k200_a0.25_c200_19cc7079.csv,celltop_k200,0.25,200,116,0.0009644456735493149,0.03723934544830465,-0.0003660837849783959,0.0006987364800650612,0.5723330861350866,0.5687562242085574,0.5827748348700106,0.004028067399952817,0.0005631911107505161,0.014524928040540452,0.0,12,0.5581740218311525,0.5411579976651556,0.6314299357905422,0.004037679750429457,-0.15696344147555044,0.04546576347134327,0.25,12,-4.664511195239659,4.6645254809539445,0.023322627404769723,0.64,0.0005714285714285715,0.8740384615384615
h036_celltop_k400_a0.25_c400_9beb37c7,submission_h036_celltop_k400_a0.25_c400_9beb37c7.csv,/Users/kbsoo/Downloads/cl2/hitl/h036_global_public_world_solver_jepa/submission_h036_celltop_k400_a0.25_c400_9beb37c7.csv,celltop_k400,0.25,400,186,0.0021820868876279258,0.03723934544830465,-0.0006238864707665019,0.0009311345696400072,0.5727501618058326,0.5691753004591756,0.5857930875084413,0.004445143070698876,0.0009426666239691128,0.017543180678971204,0.0,12,0.5613255386033662,0.5414442095089268,0.6329401706622662,0.0043467702998228885,-0.15110475814896945,0.04711861396530501,0.25,12,-3.4691625663129755,3.4691768520272612,0.00867294213006815,0.54,0.0005714285714285715,0.8740384615384617
h036_target_Q2_k80_a0.7_c80_c611afae,submission_h036_target_Q2_k80_a0.7_c80_c611afae.csv,/Users/kbsoo/Downloads/cl2/hitl/h036_global_public_world_solver_jepa/submission_h036_target_Q2_k80_a0.7_c80_c611afae.csv,target_Q2_k80,0.7,80,80,0.0013099512689979046,0.07395043372917842,-0.00017819359863627612,0.0010497153466662978,0.5741079861650547,0.5682710568015985,0.5980803546282333,0.005802967429920869,0.0001467252944727271,0.029943913434810343,0.0,12,0.5904678935012223,0.5377630965792657,0.5985310497028467,0.0008441906307272706,-0.12002501503540496,0.03621900104351386,0.25,12,-1.8062997752791947,1.8062997752791947,0.022578747190989935,0.8,0.0,0.8932692307692308
h036_target_Q2_k140_a0.45_c140_73b59721,submission_h036_target_Q2_k140_a0.45_c140_73b59721.csv,/Users/kbsoo/Downloads/cl2/hitl/h036_global_public_world_solver_jepa/submission_h036_target_Q2_k140_a0.45_c140_73b59721.csv,target_Q2_k140,0.45,140,140,0.0011986709477497003,0.04717666548963351,-0.00016305930097689725,0.000719505337684098,0.5740792526898426,0.5682129640097964,0.597665215694649,0.0057742339547089405,8.863250267056034e-05,0.029528774501226086,0.08333333333333333,12,0.5893190443544358,0.5375400860988531,0.5975345296698307,0.0006364977733103738,-0.12109150113874333,0.035250982870943755,0.25,12,-3.0821886744614355,3.0821886744614355,0.022015633389010254,0.7928571428571428,0.0,0.9028846153846154
h036_celltop_k1600_a0.7_c1600_7716e2b2,submission_h036_celltop_k1600_a0.7_c1600_7716e2b2.csv,/Users/kbsoo/Downloads/cl2/hitl/h036_global_public_world_solver_jepa/submission_h036_celltop_k1600_a0.7_c1600_7716e2b2.csv,celltop_k1600,0.7,1600,250,0.01557313179122164,0.09801523244461341,-0.0020356181795472637,0.003314782323521553,0.5743489839320645,0.5725087571378209,0.5896863289670065,0.006043965196930734,0.004249067571681875,0.02155064097439744,0.0,12,0.5687027182327594,0.5516118304128473,0.6303704714786349,0.014160364203135212,-0.14200506439368357,0.04463774180346494,0.25,12,-15.73899031481129,15.739647457668433,-0.0029550892373880135,0.45,0.026285714285714287,0.9125
