perm,best_null_mae,median_null_mae
0,0.0010453939799698942,0.0031224355679411674
1,0.00046937891301092604,0.002778338783547013
2,0.001083307031851649,0.0031482172840723854
3,0.001175173337980201,0.0031906431006640647
4,0.0008899029626834365,0.0029962764130629597
5,0.0010007879518149465,0.0031281125457028047
6,0.0008427637888911599,0.0029476323121503945
7,0.0009749684606663534,0.0030700994075155475
8,0.001106845041778598,0.0032321459697549405
9,0.0007809278419505128,0.0029493492429182146
10,0.0008053272175439996,0.0029507111373603514
11,0.0009951802209872628,0.0031130111852059384
12,0.0010414827028528751,0.0031015203579126795
13,0.0010925710145271383,0.0031264898307133914
14,0.000866657568808854,0.003026849743899662
15,0.00109076703411784,0.0031580462560931557
16,0.000618799200091219,0.0028851936438158365
17,0.0010380475938220946,0.0031072598012897136
18,0.001148595114740697,0.003089796956142099
19,0.0009622243365600303,0.003120504953658154
20,0.0011192096838813226,0.003141892062502422
21,0.0009328337787904706,0.0031251874837278258
22,0.0010425396852814573,0.0031691325998403686
23,0.0011130966587365953,0.0030948888679257157
24,0.0010730999150681485,0.0031076646941526013
25,0.0010643969681136622,0.0031776922785599513
26,0.0008292012609720401,0.0031160385273551862
27,0.0010544669198452705,0.0031573416520517595
28,0.0010312870655683592,0.003131902217234567
29,0.0009949796578338443,0.0030199033321789636
30,0.0008749886868013868,0.0028643180130476066
31,0.0008408154809279756,0.003065744619491756
32,0.0008988261258936869,0.0030149861714803216
33,0.0010647510834778829,0.0031684449663321734
34,0.0010502152940666087,0.0031597621378820053
35,0.0009037041167187787,0.003024260441800935
36,0.0008228691407314026,0.0030068255767806643
37,0.0008701843298230816,0.0029107110109287794
38,0.001197094602143106,0.003074211704189439
39,0.0007968705255811115,0.0029802218337111885
40,0.0009247176006150382,0.0030592012715022878
41,0.0009541950179038639,0.0030282905957438044
42,0.0010019781975712573,0.0029682971900347743
43,0.0009639393219476988,0.0029877870734497437
44,0.0009098331089545109,0.0029255810760128232
45,0.0010559388106016255,0.0030916047549639945
46,0.0010956704128103178,0.003084600749335348
47,0.0011597940262054907,0.0032289966258641613
48,0.000939520888631612,0.0030542276597402772
49,0.0010518014627330873,0.0031247179072242393
50,0.0010515139196790092,0.003039149505330535
51,0.0011451175465408137,0.0031235802077972607
52,0.0010623011309440489,0.0031745283920662725
53,0.0010343239760029765,0.003010065366979475
54,0.0007010956847869843,0.0029318606795543933
55,0.0010808551736038064,0.003057457286431009
56,0.0009917858979989814,0.0029992496254723387
57,0.0008738149856129362,0.0031106345443712765
58,0.0008095055746635882,0.003059092069920599
59,0.000804241193582439,0.003052349424455475
60,0.0009816860445846232,0.0031355290671669757
61,0.0010377099194514184,0.003040899960999044
62,0.001123192077923646,0.0032226393778716222
63,0.0010884420483969703,0.0030847059348159843
64,0.0009619464076879358,0.0032040625565006807
65,0.0008165115643327503,0.0030247149848587175
66,0.0011337860663329924,0.003116726066775999
67,0.0010250465298078325,0.003029956684895563
68,0.0009915246996316685,0.00307046281299112
69,0.00098217332910005,0.003019290201717145
70,0.0010712108787669429,0.0030963822123930337
71,0.0010841476375299918,0.003148718083254615
72,0.0010385090213176295,0.003146709978781026
73,0.0007624195756582742,0.0029520492950962374
74,0.0009282782963472791,0.003053059688630749
75,0.0008523901117287569,0.0030891154488646875
76,0.0008788683639347983,0.003151050471210182
77,0.0008732122614567073,0.0030546095325180104
78,0.0009558984760015099,0.003043984014071072
79,0.0011108848682619687,0.0030659170486075026
80,0.0009998037224789812,0.0031093739370939787
81,0.0010634214232138229,0.0031161947923589615
82,0.0011297112105680795,0.0031439815444293025
83,0.0009168382652033291,0.003005228663035603
84,0.0008657598724984228,0.003041371716816843
85,0.0010048199319590279,0.003172760957129839
86,0.0007905859603279774,0.0029673617307966306
87,0.0007103396752413616,0.00295671476931057
88,0.0010284155110710958,0.003164334884168868
89,0.0010416640917635222,0.0030808071659785994
90,0.0008508168862673526,0.0031504987211651405
91,0.0006130549580354805,0.002950649622533957
92,0.001040288698372077,0.0032025342927157587
93,0.0012107211455463951,0.0031303913319438324
94,0.0007657001894019688,0.0029853564643900097
95,0.001148475590329806,0.0030930648994731136
96,0.001010482230796167,0.0030398064070418394
97,0.0008553648142874792,0.002964068369855871
98,0.0010809884957941717,0.003031843028411485
99,0.0011370127820959752,0.003159379013409297
100,0.001160346860712963,0.0031820888315257315
101,0.0011821312631793035,0.003164460908373168
102,0.000951975998631921,0.0030069123118610375
103,0.0009038285077905661,0.0029051253484121686
104,0.0010513627158331318,0.0031145853149284804
105,0.0008611413813246982,0.0030469540390134107
106,0.0010714581375465381,0.0030049619089978995
107,0.0006426552850844536,0.0029482040068795736
108,0.0010705805900416976,0.0031746388988487416
109,0.0010389579372705737,0.0031288982864390467
110,0.000726867585001828,0.0030145986638568543
111,0.0009969295068938456,0.003082394069829142
112,0.000871897200280175,0.003067719536835145
113,0.001064887445984658,0.003101457574725014
114,0.0010777019154286026,0.0032089904135122636
115,0.0009573407913539833,0.003158323045107886
116,0.0010460270925409742,0.0030858599680054387
117,0.0008826899681414647,0.0030804006672208338
118,0.0011224389177318995,0.0031286426087568375
119,0.0007261813233790659,0.002869612720860659
120,0.0011648417991014736,0.003073829884363155
121,0.0010947146225345483,0.003192074956107671
122,0.0007648180659898529,0.0029310232753656297
123,0.0009440810806153388,0.002938187588001512
124,0.0009043437662225873,0.003096873979018838
125,0.0008791936092707731,0.003176884816470155
126,0.0009279284461061466,0.0029911227203108463
127,0.0010813105244915576,0.0031857938058599154
128,0.001129717061868557,0.003172951675165914
129,0.0011009552617637307,0.0029979903835803236
130,0.0008151956776579928,0.003110484028957328
131,0.0008731518307962427,0.0030003684242219443
132,0.0009443007084408428,0.0030712496638966693
133,0.0010193342386694726,0.0030901725939283973
134,0.0011128389411090456,0.003104873074889275
135,0.0007392068398493767,0.0029815145417392886
136,0.001108712203394352,0.0032120158439921053
137,0.0009368824383449604,0.0029939421413514742
138,0.0008478860636172925,0.003089363396630479
139,0.0010339771505825158,0.00309191973079091
140,0.0009514440091292931,0.0031324155570523317
141,0.0009991911794805797,0.0031166400533766073
142,0.000956138910103338,0.003080889821770444
143,0.0008192170537864862,0.0030275058196254866
144,0.0011298248996455874,0.0031404256830734334
145,0.0008286001148537891,0.00313100955144765
146,0.0008650794924834504,0.0029917032622022778
147,0.0008422799691370997,0.00303022331175794
148,0.0008767958761894568,0.0030020094115572995
149,0.0010831367610684428,0.003198637181520492
150,0.0008630397260675105,0.003102410339151618
151,0.0009445928009836846,0.0030494973902566004
152,0.0008893584138128963,0.003037823630601305
153,0.0009014274724184646,0.0030142730248977566
154,0.0009841009463991523,0.0030851028924791914
155,0.000980204672804802,0.0030255387885723293
156,0.0008583151008326684,0.002913330176032525
157,0.0010392421512859962,0.003126016635554135
158,0.0007169835909244637,0.003049676496412268
159,0.0009830106952110895,0.0029432011289740323
160,0.0009637308036258118,0.0029799461003343353
