h057_seed_rows,h050_null_rows,candidate_rows_outside_seed_null,top60_h062_overlap,top60_h063_overlap,top60_episode_near_rate,top60_mean_graph,top60_mean_contrast,top60_mean_gain
45,66,139,0.48333333333333334,0.6333333333333333,0.65,0.6039122744688138,0.5990541186920739,0.009904202045567157
