candidate_id,step,row,target_index,target,subject_id,sleep_date,h127_move,h127_safe_score,h112_residual_safety,h112_residual_toxicity,h112_residual_gap,proposal_source,h127_add_score,after_route,after_h098,after_curv_marg,after_badw,after_badmax,after_h088,after_margin,delta_route,delta_h098,delta_curv_marg,delta_badw,delta_badmax,delta_h088,delta_margin
h127_episode_neighbor_residual_newbasis_9b7f8d9a,1,144,4,S2,id06,2024-08-14,0.015893375351831374,0.7583173076923077,0.7125683085714286,0.3736328571428571,0.3389354514285715,h112_pool,0.0006357888475708681,-0.0007011975636879749,-3.131028233016456e-05,4.5492632345482025e-05,0.0,0.0,-0.051158428647463276,0.1604339121837305,1.0593086972915562e-06,-3.5963538926606434e-07,5.752459498744537e-07,0.0,0.0,0.006511447073266542,0.010523321911634492
