test,representation,target,neighbor_match_rate,random_match_rate,lift,uses_public_score,uses_label_informed_features
nearest_neighbor_label_consistency,calendar_rhythm,Q1,0.5542222222222223,0.5222222222222223,0.03200000000000003,False,False
nearest_neighbor_label_consistency,calendar_rhythm,Q2,0.5493333333333333,0.49333333333333335,0.055999999999999994,False,False
nearest_neighbor_label_consistency,calendar_rhythm,Q3,0.568,0.5044444444444445,0.06355555555555548,False,False
nearest_neighbor_label_consistency,calendar_rhythm,S1,0.6342222222222222,0.5693333333333334,0.06488888888888888,False,False
nearest_neighbor_label_consistency,calendar_rhythm,S2,0.6213333333333334,0.5555555555555556,0.06577777777777782,False,False
nearest_neighbor_label_consistency,calendar_rhythm,S3,0.5982222222222222,0.5613333333333334,0.03688888888888886,False,False
nearest_neighbor_label_consistency,calendar_rhythm,S4,0.5777777777777777,0.4937777777777778,0.08399999999999991,False,False
nearest_neighbor_label_consistency,calendar_rhythm,all,0.5861587301587302,0.5285714285714286,0.05758730158730163,False,False
nearest_neighbor_label_consistency,raw_lifelog_pca8,Q1,0.5488888888888889,0.5048888888888889,0.04399999999999993,False,False
nearest_neighbor_label_consistency,raw_lifelog_pca8,Q2,0.5693333333333334,0.5048888888888888,0.06444444444444453,False,False
nearest_neighbor_label_consistency,raw_lifelog_pca8,Q3,0.5417777777777778,0.5102222222222222,0.03155555555555556,False,False
nearest_neighbor_label_consistency,raw_lifelog_pca8,S1,0.6066666666666667,0.5595555555555557,0.04711111111111099,False,False
nearest_neighbor_label_consistency,raw_lifelog_pca8,S2,0.6088888888888889,0.5408888888888889,0.06800000000000006,False,False
nearest_neighbor_label_consistency,raw_lifelog_pca8,S3,0.6253333333333333,0.5502222222222222,0.07511111111111113,False,False
nearest_neighbor_label_consistency,raw_lifelog_pca8,S4,0.5306666666666667,0.5115555555555555,0.01911111111111119,False,False
nearest_neighbor_label_consistency,raw_lifelog_pca8,all,0.5759365079365079,0.5260317460317461,0.049904761904761785,False,False
nearest_neighbor_label_consistency,hsjepa_state_only,Q1,0.5502222222222222,0.5044444444444445,0.045777777777777695,False,False
nearest_neighbor_label_consistency,hsjepa_state_only,Q2,0.5724444444444445,0.504,0.06844444444444453,False,False
nearest_neighbor_label_consistency,hsjepa_state_only,Q3,0.5408888888888889,0.5337777777777778,0.007111111111111068,False,False
nearest_neighbor_label_consistency,hsjepa_state_only,S1,0.6115555555555555,0.5675555555555555,0.04400000000000004,False,False
nearest_neighbor_label_consistency,hsjepa_state_only,S2,0.6106666666666667,0.5426666666666667,0.06799999999999995,False,False
nearest_neighbor_label_consistency,hsjepa_state_only,S3,0.6155555555555555,0.5257777777777778,0.08977777777777773,False,False
nearest_neighbor_label_consistency,hsjepa_state_only,S4,0.54,0.5088888888888888,0.0311111111111112,False,False
nearest_neighbor_label_consistency,hsjepa_state_only,all,0.5773333333333333,0.5267301587301587,0.05060317460317454,False,False
