test,score,target,low_quantile_rate,high_quantile_rate,absolute_shift,direction,uses_public_score,uses_label_informed_features
human_state_outlier_target_shift,dist_to_subject_normal,Q1,0.46017699115044247,0.504424778761062,0.04424778761061948,higher_in_outliers,False,False
human_state_outlier_target_shift,dist_to_subject_normal,Q2,0.5132743362831859,0.5752212389380531,0.06194690265486724,higher_in_outliers,False,False
human_state_outlier_target_shift,dist_to_subject_normal,Q3,0.5132743362831859,0.6371681415929203,0.12389380530973448,higher_in_outliers,False,False
human_state_outlier_target_shift,dist_to_subject_normal,S1,0.6637168141592921,0.6371681415929203,0.026548672566371723,lower_in_outliers,False,False
human_state_outlier_target_shift,dist_to_subject_normal,S2,0.6194690265486725,0.6460176991150443,0.026548672566371723,higher_in_outliers,False,False
human_state_outlier_target_shift,dist_to_subject_normal,S3,0.672566371681416,0.5752212389380531,0.09734513274336287,lower_in_outliers,False,False
human_state_outlier_target_shift,dist_to_subject_normal,S4,0.5309734513274337,0.6017699115044248,0.07079646017699115,higher_in_outliers,False,False
human_state_outlier_target_shift,dist_to_subject_normal,all,0.5676359039190898,0.5967130214917826,0.06447534766118838,mixed,False,False
human_state_outlier_target_shift,dist_to_peer_normal,Q1,0.4690265486725664,0.45132743362831856,0.017699115044247815,lower_in_outliers,False,False
human_state_outlier_target_shift,dist_to_peer_normal,Q2,0.504424778761062,0.5663716814159292,0.06194690265486724,higher_in_outliers,False,False
human_state_outlier_target_shift,dist_to_peer_normal,Q3,0.6106194690265486,0.5575221238938053,0.053097345132743334,lower_in_outliers,False,False
human_state_outlier_target_shift,dist_to_peer_normal,S1,0.7345132743362832,0.6283185840707964,0.10619469026548678,lower_in_outliers,False,False
human_state_outlier_target_shift,dist_to_peer_normal,S2,0.5663716814159292,0.6814159292035398,0.11504424778761058,higher_in_outliers,False,False
human_state_outlier_target_shift,dist_to_peer_normal,S3,0.672566371681416,0.6637168141592921,0.008849557522123908,lower_in_outliers,False,False
human_state_outlier_target_shift,dist_to_peer_normal,S4,0.4778761061946903,0.6371681415929203,0.15929203539823006,higher_in_outliers,False,False
human_state_outlier_target_shift,dist_to_peer_normal,all,0.5764854614412137,0.597977243994943,0.07458912768647281,mixed,False,False
human_state_outlier_target_shift,cohort_outlier_score,Q1,0.40707964601769914,0.45132743362831856,0.04424778761061943,higher_in_outliers,False,False
human_state_outlier_target_shift,cohort_outlier_score,Q2,0.504424778761062,0.584070796460177,0.07964601769911506,higher_in_outliers,False,False
human_state_outlier_target_shift,cohort_outlier_score,Q3,0.5929203539823009,0.5752212389380531,0.017699115044247815,lower_in_outliers,False,False
human_state_outlier_target_shift,cohort_outlier_score,S1,0.6991150442477876,0.6283185840707964,0.07079646017699115,lower_in_outliers,False,False
human_state_outlier_target_shift,cohort_outlier_score,S2,0.584070796460177,0.672566371681416,0.08849557522123896,higher_in_outliers,False,False
human_state_outlier_target_shift,cohort_outlier_score,S3,0.6637168141592921,0.6637168141592921,0.0,lower_in_outliers,False,False
human_state_outlier_target_shift,cohort_outlier_score,S4,0.48672566371681414,0.6194690265486725,0.1327433628318584,higher_in_outliers,False,False
human_state_outlier_target_shift,cohort_outlier_score,all,0.5625790139064476,0.5992414664981036,0.061946902654867256,mixed,False,False
