row,driver_target,driver_flat,action_count,action_targets,action_steps,action_roles,public_delta_estimate,public_utility,old_route_energy,new_route_energy,route_energy_delta,factor_residual,h088_same_direction_mass,driver_h088_alignment,driver_stability,source_support,solver_score
182,S3,1279,4,"S3,S2,S4,S1","1.36000000,0.64000000,0.64000000,0.64000000","driver,factor_bridge,factor_bridge,factor_bridge",-0.00550729247157791,0.00550729247157791,0.7520618144445538,0.740133843008947,-0.011927971435606755,0.48456466933139514,0.0,0.0,1.0,6,0.001713945770270605
93,S1,654,4,"S1,S2,S4,S3","0.15224481,0.25920194,0.20725897,0.15768633","driver,factor_bridge,factor_bridge,factor_bridge",-4.5360096440446015e-06,4.5360096440446015e-06,0.7632092532762378,0.7418180196314458,-0.021391233644792007,1.9998877221451656e-12,0.0,0.0,1.0,6,0.0009126446231886124
