view,ssl_loss,best_global,targetwise,drift_global,drift_targetwise,channels
no_sleep,0.5447989388874599,0.6227319080564111,0.6197632572748197,0.10010055671515651,0.09529434840078779,87
only_event,0.418006922858102,0.6229219051837864,0.6201244658977988,0.11369994879526135,0.09202029950554094,45
full,0.5483792577471052,0.6232108839655355,0.6206467108301503,0.08398748933131232,0.08824585325053155,110
