variant,metric,actual,null_mean,null_std,z,p
frontier_continuation_gate,mean_frontier_rank,0.9654315133450754,0.5006455877704015,0.023082278022052684,20.13605091883132,0.0
frontier_continuation_gate,mean_anti_bad_rank,0.8713453461590571,0.5012712934110102,0.0400176914441277,9.247761162453378,0.0
frontier_continuation_gate,mean_silence_pressure,0.20169374068554397,0.498006802714176,0.03513314474142049,-8.434003395070167,0.0
frontier_continuation_gate,mean_invariant_rank,0.7116379894323263,0.49859912839271997,0.043878801157947636,4.855165943863058,0.0
frontier_continuation_gate,mean_energy_delta,-0.037326413635263456,0.009139209667134196,0.008179354042380852,-5.680842651099182,0.0
frontier_continuation_gate,frontier_cosine,0.5443627041327709,-0.0007371344946612427,0.026305501941156065,20.72189460010267,0.0
frontier_continuation_gate,bad_tangent_cosine,-0.32761395434357604,0.0017830229556446678,0.024664318841991273,-13.355202688120409,0.0
frontier_continuation_gate,frontier_source_rate,0.9545454545454546,0.09409090909090909,0.0429199229545079,20.047905173701423,0.0
positive_path_overshoot_sensor,mean_frontier_rank,0.9725939289356028,0.5004072999189478,0.026576565252849325,17.767029882314493,0.0
positive_path_overshoot_sensor,mean_anti_bad_rank,0.886642089575653,0.49508082986900925,0.04282075544226429,9.144193176007608,0.0
positive_path_overshoot_sensor,mean_silence_pressure,0.19615342379794495,0.5009098263916125,0.036719457571659814,-8.299588903210799,0.0
positive_path_overshoot_sensor,mean_invariant_rank,0.6912306847595889,0.5042949250921641,0.045897490957464405,4.072897140296142,0.0
positive_path_overshoot_sensor,mean_energy_delta,-0.03250980643209089,0.00823757144514635,0.00853119355720485,-4.7762810214081775,0.0
positive_path_overshoot_sensor,frontier_cosine,0.579302782235591,-0.0006500231391789046,0.026741879579304968,21.687062184798123,0.0
positive_path_overshoot_sensor,bad_tangent_cosine,-0.3503830116408991,0.0044879195026818735,0.025964304381731595,-13.66764639353354,0.0
positive_path_overshoot_sensor,frontier_source_rate,1.0,0.09491228070175438,0.04905204504962074,18.451579712582106,0.0
active_silence_inversion,mean_frontier_rank,0.9179417122040072,0.5018162223326157,0.027284576172685305,15.251308550212203,0.0
active_silence_inversion,mean_anti_bad_rank,0.9153005464480874,0.49925992162057736,0.048093133078475125,8.650728247391225,0.0
active_silence_inversion,mean_silence_pressure,0.19996067229673786,0.5015792123419992,0.04148070728319815,-7.271296942601376,0.0
active_silence_inversion,mean_invariant_rank,0.6967295909918859,0.5001556549097533,0.0478626540203497,4.107042120952079,0.0
active_silence_inversion,mean_energy_delta,-0.03354411217180208,0.008849646218241324,0.008639879388366726,-4.90675349555516,0.0
active_silence_inversion,frontier_cosine,0.5850624557050857,0.0011438045392706039,0.026573843608086633,21.973435976274203,0.0
active_silence_inversion,bad_tangent_cosine,-0.3652112864083354,0.0040789025652228075,0.02559937759015065,-14.425748738345984,0.0
active_silence_inversion,frontier_source_rate,0.8611111111111112,0.09606481481481481,0.049770158642534625,15.371586451855746,0.0
frontier_silence_boundary_probe,mean_frontier_rank,0.9488657062427553,0.5034085113429376,0.03759110526065412,11.850069100417462,0.0
frontier_silence_boundary_probe,mean_anti_bad_rank,0.26095380029806253,0.4942252994425126,0.061121870294733066,-3.81649805576305,1.0
frontier_silence_boundary_probe,mean_silence_pressure,0.6995833747309157,0.4957377476955346,0.05138531322029339,3.9670017415574925,1.0
frontier_silence_boundary_probe,mean_invariant_rank,0.8195396588839212,0.4958124137550367,0.06729300679152267,4.810711551823042,0.0
frontier_silence_boundary_probe,mean_energy_delta,-0.0482456966869408,0.009475054450327945,0.012153874520109449,-4.749164642251791,0.0
frontier_silence_boundary_probe,frontier_cosine,0.18500199660847588,-1.288626353789235e-05,0.023537558767277186,7.860410873587645,0.0
frontier_silence_boundary_probe,bad_tangent_cosine,0.08027124308626875,0.0023318758190621946,0.021572297448000915,3.612937725111385,0.9983333333333333
frontier_silence_boundary_probe,frontier_source_rate,0.9444444444444444,0.09907407407407408,0.06778848593586749,12.470707358328493,0.0
