perm,loo_mae,loo_spearman,h149_pred_delta
63,0.003662300233988,0.05888432894159843,0.0008225607266700936
64,0.005222016698222195,0.276859651865761,-0.011789820343155264
65,0.004964436704573686,0.08471078900370299,-0.025423654562896355
66,0.006019143525710629,-0.3450415064297171,-0.022711582880549034
67,0.006581795422481987,-0.3336778640023911,-0.010002768991196629
68,0.003449800231863778,0.05888432894159843,0.006601366145853397
69,0.006082529799565419,0.006198350414905096,0.0032860739312775985
70,0.003261052767479629,0.5144630844371231,-0.0029685415615177692
71,0.006446441674333828,-0.3440084480272329,-0.007169826702159091
72,0.0042398758079190925,0.18388439564218453,-0.011848454778059988
73,0.004218430928559697,-0.12913230031052284,-0.0203137454169533
74,0.004624649893621564,0.24690095819371968,-0.005173919735683119
75,0.006675476771179089,-0.3088844623427707,0.011292150764341223
76,0.006281338421385428,-0.17045463640989017,-0.02398290195195648
77,0.005350391436361641,-0.1384298259328805,0.0012259054456910938
78,0.007106170883011383,-0.2747935350607926,-0.007591767769954804
79,0.003679857615335228,0.41219030259118894,0.0029769567332397465
80,0.00727046565434665,-0.4545456970930405,-0.017479482047684312
81,0.006569390355104104,-0.23450425736390954,-0.0006207290154835871
82,0.004337890292118393,-0.25516542541359316,-0.001684764853927335
83,0.005425874982395503,-0.25309930860862484,-0.020272172139409055
84,0.005516104443498891,-0.014462817634778559,-0.012716836050457998
85,0.004017167765664525,0.1859505124471529,-0.011574903398764703
86,0.005631556873685291,0.32541339678251757,-0.012237671232422715
87,0.005578282825594337,0.12396700829810194,-0.020555126496918794
88,0.004100755474282478,0.4008266601638629,-0.017223587679819567
89,0.007269241102341996,-0.5609507125489113,-0.008103807158857746
90,0.005763984460824838,-0.028925635269557118,-0.006911262779884941
91,0.006398956224549867,-0.13429759232294375,-0.007412397988409789
92,0.005970859138267792,-0.029958693672041306,-0.02044131543339599
93,0.0065993569565322326,-0.019628109647199472,0.012947114459473035
94,0.004175260643933712,0.41838865300609407,-0.0032788627599931175
95,0.008364983198371546,-0.36673573288188493,-0.015439371532660732
96,0.003870280310428482,0.22520673174155187,-0.019365818434699776
97,0.004757231059177642,-0.17458687001982692,-0.0018723749070126583
98,0.004840504669697679,-0.043388452904335684,-0.006549033389175757
99,0.004617514155481884,-0.15392570197014324,-0.005048856916470239
100,0.0066620817682988215,0.004132233609936732,-0.016525678892097224
101,0.005001420461826274,0.42562006182348333,-0.007034667101848967
102,0.004598773070239098,-0.11157030746829173,-0.0023928964055082067
103,0.005225591906903541,-0.15702487717759578,-0.014695059198958117
104,0.0061211832871781,-0.3884299593340527,0.005160847412335683
105,0.0056916544741439515,-0.23760343257136204,-0.03353341462178244
106,0.004473156430381389,0.10847113226083921,-0.012600219544542861
107,0.0040184208040547585,0.12603312510307033,0.008403497919397
108,0.005619133780016094,0.1394628843353647,-0.00682716569268477
109,0.005226050025411152,-0.022727284854652023,0.002248845180367944
110,0.003114243942807273,0.327479513587486,-0.0005583756456107144
111,0.004562965778649742,0.17458687001982692,0.010517420523825123
112,0.004703997990271986,0.05475209533166169,-0.00627177119331408
113,0.004884678224105849,0.013429759232294378,0.002839093574599906
114,0.005045706415724365,0.14049594273784888,-0.0003200569956238017
115,0.006269989512575795,0.1394628843353647,0.006171195292070051
116,0.005517656382867515,0.22933896535148857,0.004750513024241433
117,0.0038717753486535176,0.09504137302854482,-0.008050008973932581
118,0.007425980831447448,-0.3884299593340527,0.012462701277068187
119,0.004525677153067023,-0.10123972344344992,-0.011129449309660923
120,0.003952165056249782,0.1869835708496371,-0.01264821875948727
121,0.005738171822003944,-0.1508265267626907,-0.018754639206875357
122,0.005926927927038039,-0.20971085570428913,0.0007071095592930363
123,0.005470594144183074,-0.1683885196049218,-0.01869013955366746
124,0.00462228761414554,-0.060950445746566786,-0.010648731720631221
125,0.0060108124565132195,-0.2510331918036564,-0.011493213449953715
126,0.007397355563228987,-0.4679754563253349,-0.0024958947975152056
127,0.004929610920919089,0.25309930860862484,-0.01748415223451697
128,0.006435511193127518,-0.2789257686707294,-0.01109456868291022
129,0.0052236549641118575,-0.19628109647199474,-0.012912454856750886
130,0.0039019361268416153,0.16425628599498507,-0.015447613677561745
131,0.005767277429113846,-0.010330584024841829,-0.00749691370885031
132,0.005899490512729204,0.10433889865090247,-0.0062756003184851125
133,0.006139223627622887,-0.3553720904545589,-0.0034595771640296177
134,0.003248337867776493,0.3367770392098436,-0.017124974021992728
135,0.004893588307093763,0.1518595851651749,0.012747896519429704
136,0.004304736505854453,0.08264467219873463,-0.010923705956209003
137,0.005189084497908494,0.11053724906580757,0.002163814634790307
138,0.003651209394409307,0.5950416398308893,-0.009209566680132106
139,0.006960084640583477,-0.31611587116015993,-0.0113860322391722
140,0.006189035408829209,-0.26136377582849823,-0.01974115028593577
141,0.007446681212856404,-0.5154961428396072,-0.006794114597933776
142,0.004629879833911188,0.17871910362976362,-0.03233894476380445
143,0.005077072564032301,-0.20971085570428913,-0.014491933752794813
144,0.005785845319398641,0.04958680331924077,-0.02546237015909991
145,0.007113634291233041,-0.12500006670058614,-0.021464886037079803
146,0.006452790024242283,-0.23140508215645694,-0.03451364563497933
147,0.006460974832426556,-0.3791324337116951,0.014369718357632594
148,0.005409510698971453,-0.10537195705338666,-0.012915342017932254
149,0.004502159160507156,-0.3708679664918217,0.010734663704136357
150,0.00704442245891699,-0.3894630177365369,-0.00893912976599603
151,0.0052910667709832986,-0.15702487717759578,0.0005609316091586062
152,0.005122362138324654,0.10020666504096573,-0.0010847781044821718
153,0.005003014249756778,-0.3202481047700967,0.0021061701242677737
154,0.004028474503285817,0.40702501057876805,-0.006033548145089441
155,0.004673509422692741,0.05991738734408261,-0.026661354319492826
156,0.006166851919135147,-0.06301656255153516,-0.0027578713330741714
157,0.00534211757173017,-0.07334714657637699,-0.015101067257312441
158,0.005178353349145167,0.044421511306819865,-0.006258456592479499
159,0.0043841078019776734,0.27789271026824525,-0.03088328573960823
160,0.006052607295989118,-0.18078522043473202,-0.01300827969222091
161,0.0052829353425414595,-0.18078522043473202,0.0006433788422336052
162,0.004373143925214042,-0.08574384740618718,-0.012662721231880765
163,0.005787562161482604,0.02582646006210457,-0.008221686225136172
164,0.0040027184042510456,0.192148862862058,0.008929593443859444
165,0.004865722407692914,-0.1683885196049218,0.005548069628025463
166,0.006392687236863443,-0.3047522287328339,0.010204020450785759
167,0.0060392382092121335,-0.1456612347502698,0.008852279180483823
168,0.0044899524286267055,0.29235552790302377,-0.027912947719433628
169,0.004309073159595274,0.03512398568446222,-0.010524049165335935
170,0.004282157592317617,0.22107449813161514,0.005435419425570199
171,0.003953900153045042,0.05268597852669333,-0.006204679872647984
172,0.0045697072036883085,-0.03822316089191476,-0.007286551706524277
173,0.005823891269028735,0.08367773060121882,-0.013388881157673104
174,0.004961816269213503,0.22830590694900443,-0.017707359561261612
175,0.0056153395099284385,-0.3181819879651283,-0.018416895449813897
176,0.006002019279770723,-0.192148862862058,-0.017421721510105546
177,0.00697569195179479,-0.5681821213663005,-0.008792790849140596
178,0.005763193837267939,-0.1518595851651749,0.014323546976978999
179,0.004392040655310064,0.040289277696883126,0.00693881184206404
180,0.0069877385988067475,-0.5464878949141327,0.00797865912412354
181,0.004941287335878913,-0.096074431431029,-0.015532285412969457
182,0.00424067816028559,0.026859518464588755,-0.026456987287911717
183,0.005302286460662786,-0.25826460062104567,0.002672729999432894
184,0.0074889115596044825,-0.6673557280047822,-0.0007620673409975695
185,0.005392547468864772,0.08057855539376625,-0.009305366365460702
186,0.00578816600265999,0.4142564193961573,0.0028709764600332345
187,0.004947759934782844,0.008264467219873464,-0.002929501713557337
188,0.005634162733727493,0.07644632178382953,-0.011149462352007743
189,0.006270015813038252,-0.4287192370309359,-0.0069372771707330565
190,0.005379449037368506,0.020661168049683657,-0.015923027690504625
191,0.005856511193574373,-0.17045463640989017,-0.007514803060165752
192,0.006207066088819314,-0.31198363755022324,-0.022549512248026246
193,0.0069417953612694325,-0.5185953180470597,-0.022431297853425982
194,0.004675637123112222,0.08677690580867137,-0.018896034989497303
195,0.005531685971185935,-0.21900838132664677,-0.0050703772298525815
196,0.006315033017293347,-0.19731415487447893,-0.0030684778908347905
197,0.005547094765103648,-0.03512398568446222,-0.012793455198369547
198,0.006179855097234228,-0.20764473889932075,-0.0077365923432002985
199,0.003955993094124889,0.23140508215645694,-0.005845022749461063
200,0.007049697444473634,-0.3068183455378023,0.008525121678634411
201,0.004564041500706962,0.07954549699128208,0.001728188368037096
202,0.004345330130033564,-0.19111580445957382,-0.013226110414713872
203,0.006377887839506059,0.021694226452167842,-0.020429989196614658
204,0.005702561854524302,0.019628109647199472,-0.002371933113702092
205,0.003230245848625235,0.4152894777986415,-0.003298400151501426
206,0.005169369211664398,0.05475209533166169,-0.01002606175618214
207,0.004566410142872408,-0.1446281763477856,-0.004176028940931565
208,0.006123702296607091,-0.254132367011109,0.02146255703978275
209,0.008016019309485003,-0.5774796469886583,0.003819692325161656
210,0.004495143849694499,0.26136377582849823,-0.0194807407762482
211,0.006167822917596071,-0.5030994420097971,-0.013363627099073808
212,0.005466053499321888,-0.17252075321485855,-0.0027474429556674043
213,0.006859792020598437,-0.22727284854652025,-0.01291419891573826
214,0.004771655490779784,-0.41322336099367313,-0.015947607823601277
215,0.006487310077035473,-0.35330597364959054,-0.005860885139469596
216,0.006608375553617581,-0.3925621929439895,-0.005177908807422406
217,0.007743630622465127,-0.43801676265329353,0.01182504143820621
218,0.005250971969835117,0.1859505124471529,-0.0068050649489305864
219,0.0064240024276205135,-0.060950445746566786,-0.00014948523981498323
220,0.006280310129299764,-0.27272741825582425,-0.008016506702887774
221,0.0070026010174333315,-0.5692151797687848,-0.034595550883816016
222,0.0037385278974028536,0.37293408329679,-0.01413793370317061
223,0.003991419334882168,0.08780996421115554,0.003150591178369589
224,0.0027720534640735903,0.33884315601481196,-0.0025378216421164763
225,0.0055823374781086435,-0.002066116804968366,-0.038347756084149115
226,0.004713865306617309,0.23553731576639372,-0.013213439343776529
227,0.004716307334146438,-0.06611573775898771,0.011803159608813391
228,0.005102798436781951,-0.01859505124471529,-0.019048897462849174
229,0.005296655140171507,-0.005165292012420914,-0.001454756355880737
230,0.0056387696654789975,-0.20557862209435238,-0.011053461160911765
231,0.00629977200831313,-0.6652896111998138,-0.02219139293354725
232,0.005211199253430592,-0.039256219294398945,-0.01373863737890764
233,0.003004644450005916,0.29958693672041303,-0.011186963692116551
234,0.006279423740876821,-0.06611573775898771,0.011946804524465695
235,0.003906946866616429,0.16632240279995344,-0.011774802866789488
236,0.004941952193032868,0.17665298682479527,-0.0048567897620990326
237,0.00552583496142086,-0.07747938018631371,-0.01466478271108312
238,0.0057889428491704935,-0.22520673174155187,-0.020266592762085728
239,0.006273201455236547,-0.23037202375397275,-0.01890103142405076
240,0.0035077813378102327,0.3605373824669798,-0.006792310036063812
241,0.006433904055218352,-0.18491745404466872,-0.021452371080185013
242,0.003838023700822767,0.38636384252908446,-0.009544539419749809
243,0.005304679049824155,0.16012405238504834,0.004566699909707405
244,0.004368218329988047,-0.06508267935650353,0.005843344836582032
245,0.0057602181493665505,-0.29235552790302377,-0.0198803039571303
246,0.004159861190489408,0.1621901691900167,-0.001202249087567356
247,0.0036391795722530967,0.254132367011109,-0.010152199975735568
248,0.0055950979231408965,0.06611573775898771,0.003504711364507604
249,0.0045324880935788125,-0.10743807385835502,-0.016942536792058024
