trial,keep_prob,n_features,h012_public_equation_top_all_k1200_a0.7_pred_delta,h042_target_Q2_phase_k45_s0.5_c45_50fc6607_pred_delta,h050_target_route_phase_b140216b_pred_delta,h071_rowtarget_assignment_a52b6b57_pred_delta,h073_humanaction_bridge_7a2cbf07_pred_delta,h074_antishortcut_inversion_816703df_pred_delta,h075_antibad_transport_f6863945_pred_delta,h088_dual_state_gate_c31cc15b_pred_delta,h126_coeffeq_3fe3eee4_pred_delta,h141_commoncore_0999d3ae_pred_delta,h144_targetxor_def80b88_pred_delta,h145_q3repair_2d818e46_pred_delta,h149_bundle_listener_route_d8e1d789_pred_delta
90,0.5389503204973995,169,0.000379396738807564,0.00022225565828288933,0.00012083225428865271,-0.0005176398361748991,-0.0011401246526096065,6.605696292747169e-05,-0.0006607853907807209,0.0007234054169714057,8.160675779939992e-05,0.00011234389031449803,0.00011146922456877555,0.00011072166731590654,-0.005010426295310951
91,0.6794563256977857,206,0.0003859920034983918,0.00022039332404919475,0.00011843456817441081,-0.0008800088166659413,-0.0012333843199744438,-0.00038367239878358704,-0.0019463890002066253,0.000726249175901362,7.272344020829794e-05,0.00010678337410776556,0.00010541568378823459,0.00010485803476221068,-0.004920782285217366
92,0.5692059092145574,156,0.00039327802243839023,0.00024366738061009448,8.895944272371922e-05,-0.0008628695494002433,-0.0011565708263152,0.0003435383838267874,-0.0011651780426150497,0.0007183670094459558,4.928756161077513e-05,9.694033705209404e-05,9.256408267671182e-05,9.151247321221617e-05,-0.004758726005048405
93,0.6168549483314029,200,0.000394679456360752,0.00019688059729029312,0.00012935430199032888,-0.0005109442551606956,-0.0010832726006483795,-1.8325198948340046e-05,-0.0006995671716399816,0.0007307001474422481,-6.857401476594797e-05,0.00015167470186982834,0.0001473891868455647,0.00014629232321473914,-0.004856452450506624
94,0.5503012740040838,162,0.00040417560063230696,0.00021195344877588204,0.0001222773611168739,-0.0005371835013766927,-0.002064762149294668,-9.235444894281637e-05,-0.0006701004821708279,0.0007231041864563613,-0.0001187634810871567,0.00012155747404775934,0.00012181102772541593,0.00012176263652548083,-0.0056167528449572665
95,0.6995261258789903,213,0.0003905619705697623,0.00018859641885769519,0.00013764552676514175,-0.0002750914101280988,-0.0010576790682186726,-0.00033598472807062376,-0.0013442338669025986,0.000733890791230176,-8.448421601717764e-05,0.00014439447469430066,0.00013995873404472044,0.00013911708408345118,-0.004840760851465358
96,0.5226280010246427,166,0.0003924365579732115,0.00020067637291557998,0.00013029146113095768,0.0005990696660667396,-0.001173589584971239,-0.00034629417278607004,-0.0008247824553592676,0.000728650570757341,-0.00011453746040231847,0.00015820260213417648,0.00015433188495858207,0.00015358557381810152,-0.00397026376074606
97,0.6014184447150643,178,0.0003982555440189332,0.0001823125556580321,0.00014039238960189613,-0.00028390063851900353,-0.0009092190862676742,-0.0009168406990193347,-0.0016493940675131771,0.0007240333822968837,-0.00011342955171412817,0.00014146024943057246,0.00014120380558141138,0.00014070440956505685,-0.005499270585250416
98,0.6635482150147275,216,0.0004007618343372953,0.0001859860774224565,0.00013138077733659234,-0.00019909432237109033,-0.0010099852241636075,0.0005301447826752489,-0.0010115586163252292,0.000729691820898791,0.00011088464808236284,0.00011275674888327118,0.00011201613719142339,0.00011146438312774978,-0.004894903498270988
99,0.6794345143537056,213,0.0003954326867899266,0.00019048625841162128,0.00013262723565260956,7.618972302498159e-05,-0.001552245680522907,-3.828378599711148e-05,-0.0007813971176442658,0.0007322245130861445,-8.310688926160663e-05,0.000151317987627825,0.00014757977824765616,0.0001464894855802888,-0.005193715609662381
100,0.5956396654497061,201,0.0003886085344544505,0.00018727968815782247,0.00013808809097454148,-0.000680703085533916,-0.0011438637866548341,-0.001163743782705207,-0.0020578049797915815,0.000731320472400318,-7.853402387468401e-05,0.00015132407727284184,0.00014809096200339524,0.0001471548718985114,-0.004863328951591804
101,0.6799517175455443,214,0.00039066170501150517,0.00019807521249456955,0.00013489944709090419,-0.0008269026002074248,-0.0009998217200535891,-0.00081776980022201,-0.001835159111266709,0.0007328428734304709,-6.395650144233712e-05,0.00014165205522315307,0.0001420812443760972,0.0001418904314225449,-0.004913771649712367
102,0.5945516279025853,189,0.0003939395878574232,0.0002007944676021748,0.00013317641459900407,0.00010257531426565914,-0.0007954225370567277,-9.229966220589847e-05,-0.001032462349549483,0.0007289078928553337,-0.0001298981200398581,0.00013956154767369623,0.00014001513702993247,0.00013946256493977066,-0.004786927814602907
103,0.5859102868313324,182,0.00039429909919455863,0.00021755850845519949,0.00012266910142661898,-0.000743832213675552,-0.00013518323518708585,1.1581498542011454e-05,-0.0005446642275905396,0.0007226836696499768,9.146398929369112e-05,0.00013117464241450377,0.0001273201368009232,0.00012617107746141495,-0.004484556533616036
104,0.7112903997718288,229,0.00038636829020637873,0.00019906658319960172,0.00013642841282114767,-0.0010948060923697215,-0.0016211624841014417,-0.0003547858753638641,-0.0015648549220797791,0.0007322737181681986,8.529487164723092e-05,0.00011748355849264327,0.00011330986018839138,0.00011214564100141546,-0.005065134700770499
105,0.6015510525812947,196,0.0003921045298644258,0.00019213555039446063,0.00013691871412804913,-0.0005105846521647693,-0.0018329699894549887,-0.000602316093364972,-0.001477877118238524,0.0007302213620934333,-0.0001230615206818711,0.0001391609099510535,0.0001382650997059544,0.0001376081040516123,-0.005194440897449118
106,0.4621228568222865,142,0.0003975578111712357,0.00022048519963820397,0.00013255389287061904,-0.0006705867210218229,-0.0015762872031077316,-0.0003210145608152156,-0.0012100960231091029,0.0007191477022025953,-7.341669220486453e-05,0.00015109211398280464,0.00015090788855404453,0.00015072424937977345,-0.005090092362099019
107,0.5528277222114886,181,0.0003877712933412966,0.0002138243278648449,0.00011919436536950476,-0.0010422967936020602,-0.0014061380233793973,-0.0007254350043372147,-0.0018529484796967705,0.0007245520346670457,6.273945927033147e-05,9.58159394424148e-05,9.308006041613016e-05,9.19306411479107e-05,-0.0046705791489058835
108,0.49048226247855486,150,0.00041857928544732125,0.00021210917329176596,0.00010547593691680364,-0.0010940335211605005,-0.0013189501535534733,-0.00021408749091295597,-0.0007294309245156953,0.0007135193602355396,6.08310999916656e-05,8.279801556305752e-05,8.162353735400388e-05,8.035893823647337e-05,-0.004792673568776072
109,0.45442976647975014,162,0.0003992141487313706,0.00020218724958379465,0.00011722349353323843,-0.0008132601639844007,-0.0012169340054934141,6.779033092452067e-05,-0.0011238028386077092,0.000727452113046872,7.686582030474849e-05,0.00010876281580784192,0.00010556589636385431,0.0001047520327714659,-0.0052450393266037405
110,0.6071064614634807,189,0.00039782073425898,0.00019603791445242473,0.00012939786759076305,-0.0005413602512449174,-0.0005629630293054515,0.00011117141048872172,-0.0006169116332829343,0.0007238546367793297,9.66290151159237e-05,0.00010799952462253447,0.00010356175329073809,0.00010249739647185218,-0.004777600451607365
111,0.4803804697198132,146,0.0004006802940340569,0.00024007727024778175,0.00010582472813213207,-0.0008399012345120979,-0.0018590449635677484,-0.0009551812149538843,-0.002473178468898083,0.0007151943582176067,-0.00020469648570472333,0.00014889342616145556,0.00014438853424956775,0.0001434729189348599,-0.004800278987390813
112,0.6054461942961624,183,0.00039322670928148396,0.00022820044516777457,0.00011095975715674796,-0.0012932624454259805,-0.0008234107018186042,-0.00096074908017385,-0.0014542638570930696,0.0007227613143753789,8.66839437383953e-05,8.806084596564487e-05,8.865416135920357e-05,8.826597996466064e-05,-0.004600682806628964
113,0.7453297210537396,231,0.00038886646115543066,0.00019914406993942453,0.00013510014877917212,5.507181187503966e-05,-0.0011992064270710996,-0.0001547394163853769,-0.0008159785417143434,0.000734520261843252,-7.382983211589095e-05,0.00012401833052387695,0.00012285161002200366,0.00012194735315428917,-0.004563555728098273
114,0.5639933024638041,190,0.00040553004392712076,0.0002077130829824056,0.00011339429831095625,-0.0003841753661279217,-0.0006619444517634322,0.0006607118010454621,-0.00024362043255627094,0.0007239092965878495,9.483530879841687e-05,9.64774253758878e-05,9.381020597832387e-05,9.255271138430256e-05,-0.004872349290221777
115,0.646391426005836,204,0.00039319021310097417,0.0001902167635086359,0.00013017147864916048,-0.0003197131649368709,-0.0007907741203177645,0.0004011326212426863,-0.0006510919349661095,0.0007301252893527803,9.229916990400298e-05,0.0001018098906411113,0.00010129223699033983,0.00010058054830896849,-0.004931897692301685
116,0.7356327089512499,229,0.0003927434888500009,0.000203669596528083,0.00012731825041302825,0.00032182642621001096,-0.0009397539014671872,7.861807418619313e-05,-0.0007385389539157584,0.0007297717603271005,-0.00011005776875080709,0.00014617251120598525,0.00014582540846060657,0.00014533831981358334,-0.00496903049990016
117,0.7278298265017152,224,0.00038948451750400856,0.0001829962202822359,0.000139401772963859,0.00021135396771056832,-0.0012619913678034625,0.00010236207614676413,-0.0007629628938118469,0.0007322867769994487,-0.00011522991103646155,0.00014468000052974525,0.0001418287048687985,0.00014073803701400255,-0.005313290542665846
118,0.6530034322412771,204,0.000401200597328477,0.00018807961593924106,0.00012857232490560847,-0.0006799026372136134,-0.0011729715907699866,0.0003441780053356204,-0.0005353461060505104,0.000724869490194344,9.269378081013309e-05,0.00011386855242827455,0.00011019025238443505,0.00010901108431334292,-0.005202571640735429
119,0.5718475580485164,178,0.0003977415766547856,0.00021103206768278117,0.00011738415755303574,-0.000600661061350876,-0.0005067673436426155,-0.0006235020514026532,-0.0009781061787701485,0.0007248301000781587,9.277879522574884e-05,0.00011976402493061446,0.000118111606540385,0.00011720663811636249,-0.004594054329912413
120,0.4658701542369834,154,0.00042835171449875204,0.00018644038639688826,0.00012810138631765483,-0.00021727013720722143,-0.00028930344256372387,-0.0006077847102781958,-0.0012038964429139482,0.0007201177025892192,-0.00013949935314133295,0.00015223393285668097,0.00014747180757397615,0.0001463996555750572,-0.00436084619345068
121,0.7325366074801953,230,0.000385998070613013,0.00019771535655778154,0.00013358326213398167,-0.00014856342325092784,-0.0010377069904901912,3.216170702132403e-05,-0.0008079008683976267,0.0007327010840915626,-5.1584622660887666e-05,0.00015023399356122382,0.00014696453111914275,0.00014601610760910298,-0.004798040972908942
122,0.7060741849817824,218,0.00040146548110115587,0.00019030362090823123,0.00013148877320547046,-0.00012423917662793515,-0.0005828944033531771,0.0003682659120900395,-0.0006753638644548017,0.0007306106783092086,9.257053740008475e-05,0.00010097243477797462,9.630187564933944e-05,9.468159067344917e-05,-0.004930610566086567
123,0.6246472158596653,200,0.00038946618853672534,0.00019814389230137503,0.00013384378715369983,-1.5696762508533297e-05,-0.0012948075321164432,-0.00030600833509784983,-0.0013022124137121547,0.0007330750524850249,-9.318920603992119e-05,0.00014121728600547843,0.00014135533531250204,0.00014076972580236808,-0.005291799042905413
124,0.7731792735468631,257,0.0003843443502686375,0.0001926899386183533,0.00013913912195485405,0.00010254247225440223,-0.0011297589808592324,-3.339752041101177e-05,-0.0010662400783550759,0.0007343663964821227,-6.185690854950275e-05,0.00015282400037879465,0.0001495622251701344,0.0001486415906601593,-0.0053909942597041354
125,0.7730635241060837,236,0.0003985342374524021,0.0001760797370578697,0.00013856854031656484,-0.00018270362324937712,-0.0013241480846796615,-0.0001515341707748653,-0.001209443856266662,0.0007326045247782107,-0.00010447600438083148,0.00014099467220799004,0.0001401471421833243,0.0001394470463870957,-0.005117401837852152
126,0.45914967250025984,150,0.0003808401665722594,0.0002571177627455363,0.00010444543273183277,0.00043570760838150795,-0.00011131639803443011,0.0004258331136196455,-0.00043376718066842694,0.0007106877796661654,8.677358162348824e-05,9.684202304577173e-05,9.70315876835251e-05,9.68001023166486e-05,-0.004996696478492472
127,0.7365211892508915,233,0.0003958080467092529,0.00017848365687842357,0.00014033411929757864,7.552257529699222e-07,-0.0017063471579274129,-0.00036716462318915556,-0.0016642264721737896,0.0007299095024559457,-9.864673318077711e-05,0.00014593864779144532,0.0001430486974735876,0.0001419529778527303,-0.0052327306280565925
128,0.7354335546975166,219,0.00038562397134193476,0.00018994890307995482,0.00013781044755590923,3.411788646679134e-05,-0.0010234868986911763,-7.607325206612001e-05,-0.0010324646699086985,0.0007343848936912807,-9.029575502005436e-05,0.00014784829726873134,0.00014437951297429285,0.00014342609618303974,-0.004784773437961751
129,0.6667172675175935,223,0.000388123297656516,0.0001975533399324962,0.00013191227286648132,0.0004345451398213518,-0.0006723249803910761,7.78081675519588e-06,-0.0006509063081490965,0.0007302589494797538,-8.612151846294133e-05,0.00015160334214936268,0.00014813462373847595,0.00014740494290624778,-0.004941720108688902
130,0.5584172360285651,167,0.00039795384432441745,0.0002543865191030638,9.380341257857242e-05,-0.0002454229139718995,-0.0005243604800401153,-7.969176592814988e-05,-4.816625315129342e-05,0.0007242430034247915,8.403975615716065e-05,9.955868669044605e-05,9.768389910080031e-05,9.701547802195194e-05,-0.004369799895348654
131,0.6047156208641611,191,0.00039743717579140904,0.0002169955565631106,0.00012598347928395001,-6.474211526830191e-05,-0.00022024665703379218,-0.0003632701385001827,-0.0010840690779680242,0.000725900146395081,-7.973221997100006e-05,0.00014087616462815224,0.0001418918640470928,0.00014148032605474677,-0.0041371826530885135
132,0.6741248347376277,210,0.00040017041019258713,0.0002179357339770691,0.00011605199661233227,-0.0005709404178167159,-0.0005327432521475766,0.00045864668371651564,-0.0001686405952361359,0.0007262948321230902,0.00010745604702281326,0.00012864229115737473,0.00012457096855456734,0.000123539596089363,-0.004415110111337968
133,0.6828464470400255,204,0.0003845142522041273,0.00020175600430508465,0.00013514254924115195,-0.00013897387781059125,-0.0009709225702890576,-0.0004076806854886432,-0.0009967834273723892,0.0007308267554288009,-0.0001096089672640637,0.00015162850723880595,0.00014830788871321565,0.00014720715427907498,-0.004562899873008626
134,0.6513931385946428,200,0.00038799742568650027,0.000210512924038903,0.00011870508511862219,-0.0007879436345710339,-0.000995268995821488,0.00015052066690383632,-0.0008851133444368504,0.0007261507073042115,0.0001227084293605088,0.00010879479471328968,0.00010473538847024968,0.00010334792142965234,-0.004659125567814264
135,0.7080960790675945,231,0.00039118839413970297,0.00019974432738201632,0.0001341386043475404,-8.742298850365108e-06,-0.00012914053670903532,-0.0005375285107114982,-0.0010931739025351085,0.0007303646236259682,-8.872260910233595e-05,0.0001428146343840823,0.0001426985261127683,0.000142083446249772,-0.004442185128443217
136,0.7033233793597728,237,0.00038645648741998965,0.00019999414525712918,0.0001339592650857546,-0.0001294784639416088,-0.0012431244514832958,-0.00036002113220792346,-0.0009873962338837578,0.0007343438682806194,-4.6214045695827976e-05,0.00015366716361066193,0.00014972978337316628,0.0001484011140519699,-0.004730351457872291
137,0.7768693661517474,259,0.00038978070975290553,0.00018451386747049176,0.00013876213150492748,-0.000155580026952169,-0.0012363784972912102,-4.958165752085582e-05,-0.0006914977410782548,0.0007304477668455951,-7.20397721897966e-05,0.00015257783806551457,0.00014933524180640753,0.00014840765401642492,-0.004964439490782954
138,0.5878381580350723,187,0.00039197928151025823,0.00021074837532771275,0.00012290154799461615,4.394732690911287e-05,-0.0007202038990158197,3.12722335763947e-05,-0.0006366234489648362,0.0007366302280912149,-3.648024733103386e-05,0.0001445724416513054,0.0001401024479232196,0.00013898194933870768,-0.004508225806355906
139,0.7013609287651197,210,0.00039040601450800454,0.00019821027441827504,0.00012755979474671735,0.00023761449095680319,-0.0010227204854543212,8.996349228708796e-05,-0.0005454895250141083,0.0007312997852896889,-8.694778790463203e-05,0.00015017994901695794,0.00014652295087189395,0.00014552552121343314,-0.0044060963483358055
140,0.7713702736183804,241,0.0003851728719507058,0.0001989362679783167,0.0001336102734461991,0.00010338635942916828,-0.0011674359058057775,5.113904398149187e-05,-0.0010043295914951872,0.0007330535987699968,-7.002061794984052e-05,0.00015484578682503695,0.00015254064199578108,0.0001518733602720083,-0.005158729749681771
141,0.6951320792233004,212,0.0003874500881291792,0.00023195284843883718,0.00011353334907632427,-0.0006393783317189634,-0.0007734812099048609,-0.00020365590278311965,-0.0006058024839822622,0.0007176737188331272,8.900319783650201e-05,0.00012291324528575898,0.0001190577030735899,0.00011807256335309165,-0.00499127619524614
142,0.46833984542540746,148,0.00039620724970762576,0.0002101477604915235,0.0001289423800002584,-0.0009158847522160852,-0.0018951644200267377,-0.0006819119895036968,-0.002231471569569949,0.0007260103118438537,-0.00016684863472625144,0.00012349945822449077,0.00012375778189177211,0.00012356681988485497,-0.00555648962665839
143,0.5144715079424721,164,0.0004005626124560038,0.00022866659526696136,9.308261943363183e-05,-0.00024025509897478478,-0.0013265860889482642,-0.0003925147272963063,0.0001146884442887801,0.0007085432154317447,6.592627722194548e-05,9.352511544441548e-05,9.044615435576909e-05,8.978228234471723e-05,-0.004190219112687234
144,0.5265769426757732,176,0.00041152941944735505,0.0001796221092920547,0.0001304965068656191,-0.0002755820077249551,-0.00016482440547967275,0.0004638503641762147,-0.0005169144145450421,0.0007273638322296811,0.00010853897523276181,0.0001061655236084218,0.00010366993261427721,0.00010293089538326065,-0.004675629336046445
145,0.49482531077289077,175,0.0003893989073587065,0.00021469091756850565,0.00012966730015454247,-0.0008520085015512844,-0.000980085051494843,-0.00016437645652162122,-0.0013731304378540924,0.0007264825270991227,7.788124001725533e-05,0.0001108673383089913,0.00010522111762135593,0.00010398842684860635,-0.004351541319963574
146,0.6315977623754389,190,0.00038298586862173934,0.0002267209795749489,0.0001270828521023896,-0.0013714527962305134,-0.001533374898842721,-0.000555691696654981,-0.0010640860848410458,0.0007220450117740356,8.775629233380513e-05,0.00010874770859868794,0.00010564164651616283,0.0001045144330064475,-0.0051484734270770246
147,0.6325835934017727,194,0.0003902842319438747,0.00021953989954799936,0.00011665253424366062,-0.0011385447905090842,-0.0009908756235301583,-0.0005628183443832223,-0.0011731814047342799,0.000725336466658261,9.484650656030526e-05,0.00010738506606734703,0.00010220247114397119,0.00010095129023778562,-0.0048796457860276095
148,0.5703478555946636,166,0.00039483150971620853,0.00021643328643072192,0.0001235131936617161,-0.0008766986801134109,-0.0019258796871391894,-0.000910308915213463,-0.0015239754011851267,0.0007224930109973678,0.00012157991623068045,9.886067494094531e-05,9.459842646834434e-05,9.341472549201513e-05,-0.004693499927933436
149,0.599795855173349,177,0.00039482505761226946,0.00019275201539715523,0.00012997817656836024,-0.0005631654365619762,-0.0007727355537903814,-0.00026477706290559106,-0.0007668290352757603,0.0007266888838187961,9.383864291397834e-05,0.00011060819787969114,0.0001067162207938801,0.000105564019858351,-0.004762464708333549
150,0.5687011566643672,190,0.0004417740309412318,0.0001862223741630029,9.339070266366195e-05,-0.00030672461750221573,-0.0012952591240091074,0.0006661066363681709,0.00033508406849819164,0.0007175242556415654,7.190838248523386e-05,8.237936019072414e-05,7.800914273194165e-05,7.720708247936002e-05,-0.00527500256734559
151,0.6220242921033668,201,0.0003833739578783726,0.00021161961709624804,0.00013137772242562506,-0.0005091023372844498,-0.0006099385179772506,-0.0004808162569396821,-0.0011797751931270156,0.0007303037095230655,-6.877455229266572e-05,0.0001533249554940385,0.00014976057103942563,0.00014912280708499084,-0.004641475771235379
152,0.4926093569908729,168,0.0003941417416351108,0.00019617747883790516,0.0001381371049150641,-0.00020673502204742155,-0.0015292332246046477,-0.000540119979376934,-0.0014650208378516171,0.0007346587460274076,-0.00012336333184918987,0.00013553024361092454,0.0001300564011316925,0.0001283870667755283,-0.00474249952964421
153,0.4514419706058027,151,0.00038917669604959933,0.00022113434596310886,0.000115138116109855,-0.0006902816865713863,-0.0009510977877270203,-0.000459980135358234,-0.0014924974729355125,0.0007272089313671118,5.0495487761140434e-05,7.483060715327216e-05,7.663074694309784e-05,7.615535407292185e-05,-0.004586507652984841
154,0.7778502617047729,256,0.0003988039388257612,0.00019885866534087788,0.00011509042086883824,-0.0006411604513039819,-0.0010124157640753742,0.00022211394859956318,-0.0004413032900323229,0.0007270445997852187,0.00010638733728958057,0.00011677775171175218,0.00011196145060273719,0.00011061697669398017,-0.004742092132737086
155,0.6506758514612787,211,0.0003810652015470299,0.0002060424143980943,0.00013113161579900498,0.00031770718061122305,-0.0006389332201666804,-0.00011345748049854333,-0.0003965899874561746,0.0007298360929967602,-8.443599073043004e-05,0.0001410066461992127,0.0001355478874901406,0.00013442173094358034,-0.00451174958238877
156,0.5883098055668611,175,0.00039336182825166284,0.00022688515679734471,0.00011455508752117424,-0.00033938917524399976,-0.00046042543987650044,0.00046497667552437377,-0.00019740995910818684,0.0007298313445955393,0.00010605856285163823,0.00012046344607121408,0.00011752479430810325,0.00011647029942749941,-0.0049870215457143135
157,0.7717229659983087,245,0.0003890769823626349,0.00019207306102378912,0.00013165469457942914,-0.00027235419106536783,-0.0006744607993391309,0.0002386688065830685,-0.0007180474864228794,0.0007308483141897098,0.0001233526068926293,0.00012941161027670998,0.00012679602508653437,0.00012582971460433528,-0.005055819217832565
158,0.7790890190432729,240,0.00038734878140246094,0.00019147887638238243,0.00013649804365864227,-0.00010298006979571495,-0.0012610725140587598,8.406693144770852e-05,-0.0010695845693039674,0.0007331122971815233,-6.299021737888837e-05,0.00015420584703271012,0.00015138997640985923,0.00015041296551846438,-0.005322585255448416
159,0.7439484077097055,231,0.0003891140303634399,0.0002016954752882913,0.00013305449144900241,0.0004913409065349477,-0.0007355922431088343,-0.0001496701962179093,-0.0007124500522349759,0.000730755794577061,-7.779423636959905e-05,0.00015479255885698026,0.00015222014340033753,0.00015135721364555865,-0.004641949041920944
160,0.6820142791957026,224,0.00039135066715229185,0.00019915810615542717,0.0001333030028163178,-0.0004540866385002561,-0.0015139418916878065,-0.0006761274462599441,-0.0015504001287243295,0.0007310429734232384,-6.601163921731512e-05,0.00015486805790499212,0.0001513799540381183,0.00015026500999302492,-0.004641889216831994
161,0.7208047741440401,217,0.0003840469970351411,0.0002042032488280937,0.0001311888970879367,-8.917127546022884e-05,-0.0006215570293419092,0.00011060892861138535,-0.0007098340967565653,0.0007238882410078606,0.00010790138467849144,0.0001232294615207574,0.00011985480043725758,0.00011905101897891388,-0.005003354234052983
162,0.5398100102850334,167,0.00038990255389097055,0.00023788730794851401,0.00011919546389042641,-0.0004052167476278921,-0.0018761818796112536,-0.00027954026929186734,-0.0011192800460393456,0.0007280115438414504,-8.317735028092993e-05,0.00014163863203270447,0.0001406008550613374,0.00014007443577531155,-0.004900284700965682
163,0.7018798975750844,223,0.00038920628233661905,0.00020020216943233493,0.00013028716835177575,0.00027035140298457773,-0.0009229196136177435,0.000454893587617004,-0.000317842202422863,0.0007344956600513358,-7.596363062584074e-05,0.0001477531318631928,0.00014367745147381866,0.00014262836780893227,-0.005114751738846414
164,0.6080565182892115,190,0.00039068963707884053,0.00021836487193799915,0.00011810248683517092,-0.0001774059665640353,-0.0017612882057274066,-0.0004822752033551623,-0.0011224923928099797,0.000727776261882184,-0.0001311612711517558,0.00014810571003805062,0.00014410498834912486,0.00014287368710657448,-0.004709680865451128
165,0.6412881446765011,196,0.00039404690225686834,0.00021408993403057648,0.00012720878942102442,-0.0001260482734948263,-0.0015296888398590594,-0.0006360675580765698,-0.0014919920505136023,0.0007321341603276945,-0.00010674246608952201,0.0001446374255321611,0.00014474807974295602,0.00014424255247335482,-0.005293976500126883
166,0.757103273331807,251,0.00039003489796737693,0.00018930113938954692,0.0001372857160973975,8.052240666239523e-05,-0.0014260237282640008,4.423702680965664e-06,-0.0009484114593016014,0.0007326460012299002,-0.00011250768345179567,0.00015400295192722014,0.00015119915557264778,0.00015035863496798313,-0.004992879081048881
167,0.4974856879038464,150,0.0003878470982077066,0.0002467050537194505,9.795936067580921e-05,-0.0013168810848528912,-0.0020642159233920146,-0.001616652227852833,-0.0019191832481773735,0.0007132294044765133,3.132128471226142e-05,5.6634674951060354e-05,5.50278457566337e-05,5.424653718337346e-05,-0.003960486751087826
168,0.6088737647801371,186,0.0003942234901721977,0.00023048111128289714,0.00010258267448229116,-0.00014459495560552606,-9.908839119517269e-05,1.1614222452645725e-05,-0.00031658817321747224,0.0007226630720678178,0.0001063435494635617,0.00011584890163373015,0.00011249621969955013,0.00011195392789013032,-0.004377156901957452
169,0.49922263854494203,153,0.0003739952160741212,0.00021076697299369436,0.00014109515889759402,-0.00028587040741276333,-0.0007957632802289209,-0.0004378390232837445,-0.0016084930595539402,0.000727482335909425,-9.832860554496805e-05,0.0001340942350274839,0.00013022892004469475,0.0001293472062671327,-0.005240888834119546
170,0.7133845409580268,232,0.000385792445484031,0.0002024817905098684,0.00013274481953035475,-0.00043790080405907466,-0.001191348226897545,-0.0007242534906422211,-0.001338332898672381,0.000731169729704623,-6.913101528057044e-05,0.0001558550926013904,0.00015263570621195635,0.00015175289866707693,-0.005007686772022427
171,0.523246871391926,164,0.0003920198726214005,0.0002169259538072927,0.00011512285066195083,-0.000898652930128196,-0.0008899436351442683,0.00028762468168494,-0.0011514480102348035,0.0007282874067653476,5.771727250480938e-05,9.579311439207598e-05,9.309381401738708e-05,9.197207210507485e-05,-0.004787817139652644
172,0.585388961367858,185,0.0004026867586639817,0.00019095177041148005,0.00013256638255250864,0.00012850662438070035,-0.0012248418288356893,0.00023102469843335266,-0.0009940774631399718,0.0007288688083341869,-0.00011059105751108469,0.00014257122818726024,0.00014189279233828585,0.00014167223870344874,-0.0051799128149993085
173,0.7336682997288071,224,0.00038745807527726834,0.0002185155617544571,0.00011918965407219171,-0.0004115017199162217,-0.0006566559945960656,0.00029834482712044427,-0.0006265965521489009,0.0007233631644176884,0.00011900614381635744,0.00012149160246439621,0.0001176215154824499,0.00011653973320408283,-0.004578512635165909
174,0.6004811122014058,185,0.0003842032731975913,0.0002172786532100962,0.00012607944274152334,-0.0010991491468501657,-0.001160355276381497,-0.0001471876533597994,-0.0004833182356617499,0.0007165705625086384,8.026524642205123e-05,9.871703260350098e-05,9.433835011687862e-05,9.305873918041955e-05,-0.004129438529058153
175,0.6667091830207981,214,0.00038613269211691166,0.0001960892577973633,0.0001328376754982702,-0.00058820497009206,-0.001360717636759318,2.4051110685386912e-05,-0.0010761581672865718,0.0007289800428625799,0.00011095521848050242,0.00012201596833371858,0.00011903314995169086,0.00011798707200680126,-0.005134394361318814
176,0.6277591019047761,208,0.00038737169778176066,0.00019265649442730005,0.00013556575952302478,-0.00019391344091563526,-0.0008886536483337308,-0.00020224094538058882,-0.0011395976894308809,0.0007333019446951312,-6.320670431956765e-05,0.00014301646109865631,0.0001419603124747938,0.00014151280141470074,-0.00492797747417516
177,0.4877077786995366,171,0.000409833119407504,0.00018119566322617598,0.0001388477266183865,-0.0002328484196151549,-0.001293020456528552,-0.00032441844161255624,-0.0011895716981812625,0.0007254446666567759,-0.00011492064001418514,0.00013469491539271753,0.0001334911970288696,0.0001331889679208087,-0.0051920699600551444
178,0.49109387283082284,160,0.00041200159391098555,0.00018753998655411858,0.00012626911480947918,-0.00039456899850142334,-0.0011698169869499312,-0.0009019821209772252,-0.0018400613906782181,0.0007217422655773893,-9.741401427603629e-05,0.00013956439420422756,0.0001385408598077592,0.00013813899476820832,-0.004461197456195716
179,0.6599789233246747,199,0.00038919382659452126,0.0001981996934097072,0.0001333313451309014,0.00016741763218272574,-0.0014231230455076511,5.622242695549638e-05,-0.000922386225629565,0.0007333012487028077,-9.5911195699086e-05,0.0001540905035229992,0.00015061981864872946,0.00014978614570548823,-0.00536841872080768
