iter,kind,mean_h071_route_support,topk_h071_overlap,auc_h071_route,spearman_assignment
-1,real,0.7767960918943656,0.06962025316455696,0.7697869712874345,0.5083655684811514
0,subject_row_permutation,0.7867805203649948,0.0759493670886076,0.7765236184007409,0.5126866792893635
1,subject_row_permutation,0.7720590339668594,0.06962025316455696,0.7760018524235875,0.514315622068645
2,subject_row_permutation,0.7842698814271233,0.0759493670886076,0.777286199444273,0.5152020034584722
3,subject_row_permutation,0.7869792526926618,0.0759493670886076,0.7795461562210558,0.5088919754224875
4,subject_row_permutation,0.7759233002433686,0.056962025316455694,0.7745507872800248,0.5064923456807736
5,subject_row_permutation,0.7907988445467503,0.06329113924050633,0.7850138931769066,0.5238509153494201
6,subject_row_permutation,0.7768082768246393,0.06329113924050633,0.7752485334979933,0.5028385968629207
7,subject_row_permutation,0.7789734559683306,0.06329113924050633,0.7782093238653904,0.5169127472873909
8,subject_row_permutation,0.7882063795660004,0.06962025316455696,0.7815375115776475,0.5098765689052573
9,subject_row_permutation,0.7809544388978753,0.06962025316455696,0.7771750540290213,0.5092633656430785
10,subject_row_permutation,0.7899086145458314,0.06962025316455696,0.7770886075949366,0.5112436166717099
11,subject_row_permutation,0.786294258286288,0.06962025316455696,0.779212719975301,0.5088491349242891
12,subject_row_permutation,0.7873819945356636,0.0759493670886076,0.782383451682618,0.5238291929984471
13,subject_row_permutation,0.7825507507976974,0.06962025316455696,0.7736307502315529,0.5097728788469713
14,subject_row_permutation,0.7895527255156848,0.0759493670886076,0.7812503859215807,0.5169507112370759
15,subject_row_permutation,0.7776300161815677,0.0379746835443038,0.7773541216424823,0.5011386088640013
16,subject_row_permutation,0.7831905214021864,0.06329113924050633,0.7820098795924668,0.5169564578612814
17,subject_row_permutation,0.7825446054646418,0.06962025316455696,0.7786971287434392,0.5139646292983738
18,subject_row_permutation,0.7767454380238275,0.0759493670886076,0.7778758876196358,0.5045029268078232
19,subject_row_permutation,0.7914957746651089,0.0759493670886076,0.7773973448595245,0.5183465060591439
20,subject_row_permutation,0.7842479809404549,0.08227848101265822,0.777134918184625,0.5149163889894784
21,subject_row_permutation,0.7820779988684604,0.0759493670886076,0.7756900277863538,0.5063836943516776
22,subject_row_permutation,0.7915010635594054,0.06962025316455696,0.7816085211485027,0.5259461880435243
23,subject_row_permutation,0.7919790627784628,0.0759493670886076,0.7722970052485336,0.5122956936933541
24,subject_row_permutation,0.7982658464403689,0.0759493670886076,0.7846742821858598,0.5288660918355819
25,subject_row_permutation,0.7756061043135375,0.06962025316455696,0.7759802408150664,0.511578666600842
26,subject_row_permutation,0.7860961137843129,0.06962025316455696,0.7781444890398272,0.5153277257729747
27,subject_row_permutation,0.7809008841614488,0.06329113924050633,0.7733220129669651,0.5019092974985844
28,subject_row_permutation,0.7894405816030667,0.06962025316455696,0.7772028403828342,0.5072782213444278
29,subject_row_permutation,0.7880189800324732,0.06962025316455696,0.7790429144797778,0.5058357679469737
30,subject_row_permutation,0.7806061872890722,0.06329113924050633,0.7771966656375425,0.5032748459033383
31,subject_row_permutation,0.7901839603567286,0.0759493670886076,0.7823433158382217,0.5145802293097362
32,subject_row_permutation,0.7878698892221305,0.08227848101265822,0.7772645878357517,0.507175071948167
33,subject_row_permutation,0.7808494963627284,0.06962025316455696,0.7793393022537821,0.5117513713305621
34,subject_row_permutation,0.7872410849902642,0.0759493670886076,0.7785180611299785,0.5081312895927532
35,subject_row_permutation,0.78718590400134,0.06962025316455696,0.7782062364927447,0.5131132270694229
36,subject_row_permutation,0.7802711190682102,0.056962025316455694,0.7764062982401976,0.4964433476719522
37,subject_row_permutation,0.790096250717601,0.06962025316455696,0.7820438406915715,0.5145709382836566
38,subject_row_permutation,0.7855063245663886,0.06329113924050633,0.7793331275084904,0.5124767820287652
39,subject_row_permutation,0.7751305379694542,0.06962025316455696,0.7764958320469281,0.502402542906739
40,subject_row_permutation,0.7824575019607448,0.06962025316455696,0.7775517134918184,0.5082955455029095
41,subject_row_permutation,0.789613559787762,0.06962025316455696,0.781901821549861,0.518204863756227
42,subject_row_permutation,0.7832721540601095,0.06962025316455696,0.7800370484717505,0.5086834632599639
43,subject_row_permutation,0.7852545745788886,0.06962025316455696,0.77553565915406,0.511282663617596
44,subject_row_permutation,0.789558230326071,0.06962025316455696,0.7841463414634147,0.5212586533019831
45,subject_row_permutation,0.7860978137665899,0.06962025316455696,0.7792435937017598,0.5106458534907256
46,subject_row_permutation,0.7804682984949994,0.056962025316455694,0.7794195739425749,0.5175487179946635
47,subject_row_permutation,0.7862639532413596,0.06962025316455696,0.77959555418339,0.5132417875808654
48,subject_row_permutation,0.7875597268544646,0.08227848101265822,0.7783359061438716,0.5125518883448107
49,subject_row_permutation,0.7824826125896835,0.04430379746835443,0.77817227539364,0.5024894501469044
50,subject_row_permutation,0.7831279771113084,0.06962025316455696,0.7795893794380981,0.5092761715297051
51,subject_row_permutation,0.7869364846715042,0.06962025316455696,0.7807286199444272,0.5114212107697648
52,subject_row_permutation,0.7829103464560104,0.06962025316455696,0.7755696202531646,0.5124803035779146
53,subject_row_permutation,0.7795246699684562,0.0759493670886076,0.7771657919110837,0.5143551322002454
54,subject_row_permutation,0.7834099136152817,0.0759493670886076,0.7723772769373263,0.5080770104697301
55,subject_row_permutation,0.7834873859634656,0.0759493670886076,0.7734300710095708,0.5039958454682765
56,subject_row_permutation,0.7859493665032672,0.06962025316455696,0.7768755788823711,0.5050009289270321
57,subject_row_permutation,0.7831436714342265,0.0759493670886076,0.7752917567150355,0.5075956975282085
58,subject_row_permutation,0.796478473162675,0.0759493670886076,0.7798672429762272,0.5180519377811068
59,subject_row_permutation,0.777371712586416,0.06962025316455696,0.7754430379746835,0.5082282999668029
60,subject_row_permutation,0.7838998864032298,0.08227848101265822,0.7721735103426984,0.5018697466779862
61,subject_row_permutation,0.7801106197044468,0.0759493670886076,0.7755047854276012,0.5176611885157145
