candidate_id,file,resolved_path,high_n,low_n,alpha_high,alpha_mid,alpha_low,changed_cells_vs_h057,changed_rows_vs_h057,changed_cells_vs_h042,changed_rows_vs_h042,q2_changed_vs_h057,posterior_delta_vs_h057,route_energy,route_split_score,high_route_score_mean,low_route_score_mean,high_rows,low_rows,Q1_changed_vs_h057,Q2_changed_vs_h057,Q3_changed_vs_h057,S1_changed_vs_h057,S2_changed_vs_h057,S3_changed_vs_h057,S4_changed_vs_h057
h060_routecore_hi26_lo10_ah1p85_am1p15_al0p0_738762a9,submission_h060_routecore_hi26_lo10_ah1p85_am1p15_al0p0_738762a9.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi26_lo10_ah1p85_am1p15_al0p0_738762a9.csv,26,10,1.85,1.15,0.0,216,36,210,35,0,8.920402809187156e-05,0.24170586080586093,0.2237799676026813,0.6409035409035411,0.2746825396825397,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143,139,48,144,163,164,235,167,93,44,10,216","136,3,196,110,27,225,78,242,97,50",36,0,36,36,36,36,36
h060_routecore_hi22_lo10_ah2p15_am1p15_al0p35_3e34c03d,submission_h060_routecore_hi22_lo10_ah2p15_am1p15_al0p35_3e34c03d.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi22_lo10_ah2p15_am1p15_al0p35_3e34c03d.csv,22,10,2.15,1.15,0.35,192,32,270,45,0,0.00012819355819437828,0.26247715247715253,0.22355951345912808,0.6683982683982685,0.2746825396825397,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143,139,48,144,163,164,235,167","136,3,196,110,27,225,78,242,97,50",32,0,32,32,32,32,32
h060_routecore_hi30_lo10_ah1p85_am1p15_al0p0_3ee94262,submission_h060_routecore_hi30_lo10_ah1p85_am1p15_al0p0_3ee94262.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi30_lo10_ah1p85_am1p15_al0p0_3ee94262.csv,30,10,1.85,1.15,0.0,240,40,210,35,0,9.950061577845837e-05,0.24353982951205178,0.22344120676284301,0.6118915343915344,0.2746825396825397,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143,139,48,144,163,164,235,167,93,44,10,216,152,194,174,98","136,3,196,110,27,225,78,242,97,50",40,0,40,40,40,40,40
h060_routecore_hi15_lo8_ah2p15_am0p85_al0p0_e7c4e2ea,submission_h060_routecore_hi15_lo8_ah2p15_am0p85_al0p0_e7c4e2ea.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi15_lo8_ah2p15_am0p85_al0p0_e7c4e2ea.csv,15,8,2.15,0.85,0.0,270,45,222,37,0,0.00010519865183489241,0.2427237948265726,0.22328042846417318,0.7143915343915345,0.26304563492063493,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143","196,110,27,225,78,242,97,50",45,0,45,45,45,45,45
h060_routecore_hi18_lo10_ah1p85_am0p85_al0p0_82457128,submission_h060_routecore_hi18_lo10_ah1p85_am0p85_al0p0_82457128.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi18_lo10_ah1p85_am0p85_al0p0_82457128.csv,18,10,1.85,0.85,0.0,270,45,210,35,0,6.645503224544935e-05,0.22446342347638648,0.22322955832102528,0.6938051146384481,0.2746825396825397,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143,139,48,144","136,3,196,110,27,225,78,242,97,50",45,0,45,45,45,45,45
h060_routecore_hi26_lo8_ah2p15_am0p85_al0p55_b4c80dd4,submission_h060_routecore_hi26_lo8_ah2p15_am0p85_al0p55_b4c80dd4.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi26_lo8_ah2p15_am0p85_al0p55_b4c80dd4.csv,26,8,2.15,0.85,0.55,270,45,270,45,0,0.00014048734111637984,0.2586227445394113,0.22259369421471278,0.6409035409035411,0.26304563492063493,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143,139,48,144,163,164,235,167,93,44,10,216","196,110,27,225,78,242,97,50",45,0,45,45,45,45,45
h060_routecore_hi26_lo12_ah2p15_am0p85_al0p55_bb42e8c6,submission_h060_routecore_hi26_lo12_ah2p15_am0p85_al0p55_bb42e8c6.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi26_lo12_ah2p15_am0p85_al0p55_bb42e8c6.csv,26,12,2.15,0.85,0.55,270,45,270,45,0,0.00014157867075192954,0.25892787048342614,0.22238589523001925,0.6409035409035411,0.28994708994708995,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143,139,48,144,163,164,235,167,93,44,10,216","61,56,136,3,196,110,27,225,78,242,97,50",45,0,45,45,45,45,45
h060_routecore_hi12_lo12_ah1p85_am0p85_al0p0_c202a20c,submission_h060_routecore_hi12_lo12_ah1p85_am0p85_al0p0_c202a20c.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi12_lo12_ah1p85_am0p85_al0p0_c202a20c.csv,12,12,1.85,0.85,0.0,270,45,198,33,0,6.0818074095192465e-05,0.22072751322751322,0.22214301840277276,0.7373677248677248,0.28994708994708995,"150,148,146,151,149,35,70,158,103,91,135,121","61,56,136,3,196,110,27,225,78,242,97,50",45,0,45,45,45,45,45
h060_routecore_hi15_lo18_ah1p45_am0p85_al0p0_adc7e367,submission_h060_routecore_hi15_lo18_ah1p45_am0p85_al0p0_adc7e367.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi15_lo18_ah1p45_am0p85_al0p0_adc7e367.csv,15,18,1.45,0.85,0.0,270,45,162,27,0,5.1631853617783996e-05,0.21639259259259258,0.2221256213922341,0.7143915343915345,0.32797619047619053,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143","194,174,98,168,203,0,61,56,136,3,196,110,27,225,78,242,97,50",45,0,45,45,45,45,45
h060_routecore_hi12_lo22_ah1p85_am0p85_al0p35_98c9fefc,submission_h060_routecore_hi12_lo22_ah1p85_am0p85_al0p35_98c9fefc.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi12_lo22_ah1p85_am0p85_al0p35_98c9fefc.csv,12,22,1.85,0.85,0.35,270,45,270,45,0,6.392314869752003e-05,0.22189487467265243,0.221850994784818,0.7373677248677248,0.3533189033189033,"150,148,146,151,149,35,70,158,103,91,135,121","44,10,216,152,194,174,98,168,203,0,61,56,136,3,196,110,27,225,78,242,97,50",45,0,45,45,45,45,45
h060_routecore_hi15_lo22_ah1p85_am0p85_al0p35_3f818103,submission_h060_routecore_hi15_lo22_ah1p85_am0p85_al0p35_3f818103.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi15_lo22_ah1p85_am0p85_al0p35_3f818103.csv,15,22,1.85,0.85,0.35,270,45,270,45,0,7.175396639691467e-05,0.225469798514243,0.2217454343076931,0.7143915343915345,0.3533189033189033,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143","44,10,216,152,194,174,98,168,203,0,61,56,136,3,196,110,27,225,78,242,97,50",45,0,45,45,45,45,45
h060_routecore_hi10_lo18_ah1p45_am1p15_al0p0_6f609645,submission_h060_routecore_hi10_lo18_ah1p45_am1p15_al0p0_6f609645.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi10_lo18_ah1p45_am1p15_al0p0_6f609645.csv,10,18,1.45,1.15,0.0,168,28,162,27,0,4.7911216797813516e-05,0.22535899470899468,0.221507389480689,0.7558730158730159,0.32797619047619053,"150,148,146,151,149,35,70,158,103,91","194,174,98,168,203,0,61,56,136,3,196,110,27,225,78,242,97,50",28,0,28,28,28,28,28
h060_routecore_hi18_lo22_ah1p85_am1p15_al0p35_59c59cf8,submission_h060_routecore_hi18_lo22_ah1p85_am1p15_al0p35_59c59cf8.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi18_lo22_ah1p85_am1p15_al0p35_59c59cf8.csv,18,22,1.85,1.15,0.35,240,40,270,45,0,7.199135876045926e-05,0.2285040795966723,0.22133480764592312,0.6938051146384481,0.3533189033189033,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143,139,48,144","44,10,216,152,194,174,98,168,203,0,61,56,136,3,196,110,27,225,78,242,97,50",40,0,40,40,40,40,40
h060_routecore_hi30_lo10_ah2p15_am1p15_al0p55_9261e03d,submission_h060_routecore_hi30_lo10_ah2p15_am1p15_al0p55_9261e03d.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi30_lo10_ah2p15_am1p15_al0p55_9261e03d.csv,30,10,2.15,1.15,0.55,240,40,270,45,0,0.00016016639558258383,0.26976719576719577,0.22115565651004804,0.6118915343915344,0.2746825396825397,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143,139,48,144,163,164,235,167,93,44,10,216,152,194,174,98","136,3,196,110,27,225,78,242,97,50",40,0,40,40,40,40,40
h060_routecore_hi22_lo22_ah1p45_am0p85_al0p0_f183151b,submission_h060_routecore_hi22_lo22_ah1p45_am0p85_al0p0_f183151b.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi22_lo22_ah1p45_am0p85_al0p0_f183151b.csv,22,22,1.45,0.85,0.0,270,45,138,23,0,6.869321070301915e-05,0.2233562610229278,0.2210704519925088,0.6683982683982685,0.3533189033189033,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143,139,48,144,163,164,235,167","44,10,216,152,194,174,98,168,203,0,61,56,136,3,196,110,27,225,78,242,97,50",45,0,45,45,45,45,45
h060_routecore_hi10_lo22_ah1p85_am0p85_al0p35_26505728,submission_h060_routecore_hi10_lo22_ah1p85_am0p85_al0p35_26505728.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi10_lo22_ah1p85_am0p85_al0p35_26505728.csv,10,22,1.85,0.85,0.35,270,45,270,45,0,6.230985859345672e-05,0.22006291486291488,0.22077728132399022,0.7558730158730159,0.3533189033189033,"150,148,146,151,149,35,70,158,103,91","44,10,216,152,194,174,98,168,203,0,61,56,136,3,196,110,27,225,78,242,97,50",45,0,45,45,45,45,45
h060_routecore_hi30_lo12_ah2p15_am0p85_al0p55_40ff1892,submission_h060_routecore_hi30_lo12_ah2p15_am0p85_al0p55_40ff1892.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi30_lo12_ah2p15_am0p85_al0p55_40ff1892.csv,30,12,2.15,0.85,0.55,270,45,270,45,0,0.00016065827068145744,0.2661407407407408,0.2206313535204558,0.6118915343915344,0.28994708994708995,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143,139,48,144,163,164,235,167,93,44,10,216,152,194,174,98","61,56,136,3,196,110,27,225,78,242,97,50",45,0,45,45,45,45,45
h060_routecore_hi22_lo22_ah1p45_am1p15_al0p0_e2388a55,submission_h060_routecore_hi22_lo22_ah1p45_am1p15_al0p0_e2388a55.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi22_lo22_ah1p45_am1p15_al0p0_e2388a55.csv,22,22,1.45,1.15,0.0,264,44,138,23,0,6.844225332880427e-05,0.2233562610229278,0.22052173529172311,0.6683982683982685,0.3533189033189033,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143,139,48,144,163,164,235,167","44,10,216,152,194,174,98,168,203,0,61,56,136,3,196,110,27,225,78,242,97,50",44,0,44,44,44,44,44
h060_routecore_hi22_lo22_ah1p85_am0p85_al0p35_4c6a218b,submission_h060_routecore_hi22_lo22_ah1p85_am0p85_al0p35_4c6a218b.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi22_lo22_ah1p85_am0p85_al0p35_4c6a218b.csv,22,22,1.85,0.85,0.35,270,45,270,45,0,8.639334311766333e-05,0.23105820105820118,0.22045332979289942,0.6683982683982685,0.3533189033189033,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143,139,48,144,163,164,235,167","44,10,216,152,194,174,98,168,203,0,61,56,136,3,196,110,27,225,78,242,97,50",45,0,45,45,45,45,45
h060_routecore_hi26_lo15_ah2p15_am0p85_al0p55_5a880358,submission_h060_routecore_hi26_lo15_ah2p15_am0p85_al0p55_5a880358.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi26_lo15_ah2p15_am0p85_al0p55_5a880358.csv,26,15,2.15,0.85,0.55,270,45,270,45,0,0.0001433841324764984,0.2577192149414373,0.22032867267748305,0.6409035409035411,0.3095502645502645,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143,139,48,144,163,164,235,167,93,44,10,216","168,203,0,61,56,136,3,196,110,27,225,78,242,97,50",45,0,45,45,45,45,45
h060_routecore_hi30_lo8_ah2p15_am1p15_al0p55_13ffa0a6,submission_h060_routecore_hi30_lo8_ah2p15_am1p15_al0p55_13ffa0a6.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi30_lo8_ah2p15_am1p15_al0p55_13ffa0a6.csv,30,8,2.15,1.15,0.55,228,38,270,45,0,0.00015956220598678517,0.2697741622574956,0.2201132587770399,0.6118915343915344,0.26304563492063493,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143,139,48,144,163,164,235,167,93,44,10,216,152,194,174,98","196,110,27,225,78,242,97,50",38,0,38,38,38,38,38
h060_routecore_hi10_lo18_ah2p15_am0p85_al0p35_77af91d7,submission_h060_routecore_hi10_lo18_ah2p15_am0p85_al0p35_77af91d7.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi10_lo18_ah2p15_am0p85_al0p35_77af91d7.csv,10,18,2.15,0.85,0.35,270,45,270,45,0,8.9226835874201e-05,0.23201516754850085,0.22007855468762638,0.7558730158730159,0.32797619047619053,"150,148,146,151,149,35,70,158,103,91","194,174,98,168,203,0,61,56,136,3,196,110,27,225,78,242,97,50",45,0,45,45,45,45,45
h060_routecore_hi26_lo15_ah1p65_am0p85_al0p0_f9a52025,submission_h060_routecore_hi26_lo15_ah1p65_am0p85_al0p0_f9a52025.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi26_lo15_ah1p65_am0p85_al0p0_f9a52025.csv,26,15,1.65,0.85,0.0,270,45,180,30,0,6.95032625204206e-05,0.2227430357708137,0.220076502386216,0.6409035409035411,0.3095502645502645,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143,139,48,144,163,164,235,167,93,44,10,216","168,203,0,61,56,136,3,196,110,27,225,78,242,97,50",45,0,45,45,45,45,45
h060_routecore_hi22_lo22_ah1p85_am1p15_al0p35_09abf138,submission_h060_routecore_hi22_lo22_ah1p85_am1p15_al0p35_09abf138.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi22_lo22_ah1p85_am1p15_al0p35_09abf138.csv,22,22,1.85,1.15,0.35,264,44,270,45,0,8.614238574344846e-05,0.23105820105820118,0.21990461309211373,0.6683982683982685,0.3533189033189033,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143,139,48,144,163,164,235,167","44,10,216,152,194,174,98,168,203,0,61,56,136,3,196,110,27,225,78,242,97,50",44,0,44,44,44,44,44
h060_routecore_hi26_lo8_ah1p85_am0p85_al0p0_464b83cc,submission_h060_routecore_hi26_lo8_ah1p85_am0p85_al0p0_464b83cc.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi26_lo8_ah1p85_am0p85_al0p0_464b83cc.csv,26,8,1.85,0.85,0.0,270,45,222,37,0,8.588394375419472e-05,0.23007348053181398,0.21970802696734246,0.6409035409035411,0.26304563492063493,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143,139,48,144,163,164,235,167,93,44,10,216","196,110,27,225,78,242,97,50",45,0,45,45,45,45,45
h060_routecore_hi18_lo15_ah1p65_am1p15_al0p0_1c490862,submission_h060_routecore_hi18_lo15_ah1p65_am1p15_al0p0_1c490862.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi18_lo15_ah1p65_am1p15_al0p0_1c490862.csv,18,15,1.65,1.15,0.0,198,33,180,30,0,5.635263153247472e-05,0.22414866255144042,0.2196629257311773,0.6938051146384481,0.3095502645502645,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143,139,48,144","168,203,0,61,56,136,3,196,110,27,225,78,242,97,50",33,0,33,33,33,33,33
h060_routecore_hi8_lo18_ah2p15_am0p85_al0p35_04df08e3,submission_h060_routecore_hi8_lo18_ah2p15_am0p85_al0p35_04df08e3.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi8_lo18_ah2p15_am0p85_al0p35_04df08e3.csv,8,18,2.15,0.85,0.35,270,45,270,45,0,7.391679816659558e-05,0.22439506172839507,0.21965416659009515,0.7787698412698414,0.32797619047619053,"150,148,146,151,149,35,70,158","194,174,98,168,203,0,61,56,136,3,196,110,27,225,78,242,97,50",45,0,45,45,45,45,45
h060_routecore_hi22_lo15_ah1p65_am1p15_al0p0_2843893b,submission_h060_routecore_hi22_lo15_ah1p65_am1p15_al0p0_2843893b.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi22_lo15_ah1p65_am1p15_al0p0_2843893b.csv,22,15,1.65,1.15,0.0,222,37,180,30,0,6.446264422288461e-05,0.22527680241569142,0.21964602629760233,0.6683982683982685,0.3095502645502645,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143,139,48,144,163,164,235,167","168,203,0,61,56,136,3,196,110,27,225,78,242,97,50",37,0,37,37,37,37,37
h060_routecore_hi18_lo12_ah2p15_am1p15_al0p35_48e4a3b0,submission_h060_routecore_hi18_lo12_ah2p15_am1p15_al0p35_48e4a3b0.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi18_lo12_ah2p15_am1p15_al0p35_48e4a3b0.csv,18,12,2.15,1.15,0.35,180,30,270,45,0,0.00010312500236764333,0.24769958847736628,0.2192308373645739,0.6938051146384481,0.28994708994708995,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143,139,48,144","61,56,136,3,196,110,27,225,78,242,97,50",30,0,30,30,30,30,30
h060_routecore_hi10_lo12_ah2p15_am1p15_al0p0_72ac3edc,submission_h060_routecore_hi10_lo12_ah2p15_am1p15_al0p0_72ac3edc.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi10_lo12_ah2p15_am1p15_al0p0_72ac3edc.csv,10,12,2.15,1.15,0.0,132,22,198,33,0,8.9648929852304e-05,0.2464230452674897,0.2189547149035735,0.7558730158730159,0.28994708994708995,"150,148,146,151,149,35,70,158,103,91","61,56,136,3,196,110,27,225,78,242,97,50",22,0,22,22,22,22,22
h060_routecore_hi22_lo10_ah1p85_am1p15_al0p0_da71e2fd,submission_h060_routecore_hi22_lo10_ah1p85_am1p15_al0p0_da71e2fd.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi22_lo10_ah1p85_am1p15_al0p0_da71e2fd.csv,22,10,1.85,1.15,0.0,192,32,210,35,0,8.034757661545822e-05,0.23535451338784683,0.2189244857119148,0.6683982683982685,0.2746825396825397,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143,139,48,144,163,164,235,167","136,3,196,110,27,225,78,242,97,50",32,0,32,32,32,32,32
h060_routecore_hi30_lo8_ah1p85_am0p85_al0p0_4960e057,submission_h060_routecore_hi30_lo8_ah1p85_am0p85_al0p0_4960e057.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi30_lo8_ah1p85_am0p85_al0p0_4960e057.csv,30,8,1.85,0.85,0.0,270,45,222,37,0,9.617987547660967e-05,0.23411435920047036,0.2189098177264638,0.6118915343915344,0.26304563492063493,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143,139,48,144,163,164,235,167,93,44,10,216,152,194,174,98","196,110,27,225,78,242,97,50",45,0,45,45,45,45,45
h060_routecore_hi30_lo12_ah2p15_am1p15_al0p55_069e13fd,submission_h060_routecore_hi30_lo12_ah2p15_am1p15_al0p55_069e13fd.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi30_lo12_ah2p15_am1p15_al0p55_069e13fd.csv,30,12,2.15,1.15,0.55,252,42,270,45,0,0.0001606570436409882,0.2661407407407408,0.21863193022947633,0.6118915343915344,0.28994708994708995,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143,139,48,144,163,164,235,167,93,44,10,216,152,194,174,98","61,56,136,3,196,110,27,225,78,242,97,50",42,0,42,42,42,42,42
h060_routecore_hi18_lo18_ah1p45_am0p85_al0p0_4e3d3a00,submission_h060_routecore_hi18_lo18_ah1p45_am0p85_al0p0_4e3d3a00.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi18_lo18_ah1p45_am0p85_al0p0_4e3d3a00.csv,18,18,1.45,0.85,0.0,270,45,162,27,0,5.045756311783389e-05,0.21218077601410937,0.21846572134872744,0.6938051146384481,0.32797619047619053,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143,139,48,144","194,174,98,168,203,0,61,56,136,3,196,110,27,225,78,242,97,50",45,0,45,45,45,45,45
h060_routecore_hi12_lo18_ah1p45_am1p15_al0p0_de6a6094,submission_h060_routecore_hi12_lo18_ah1p45_am1p15_al0p0_de6a6094.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi12_lo18_ah1p45_am1p15_al0p0_de6a6094.csv,12,18,1.45,1.15,0.0,180,30,162,27,0,4.8198011175615285e-05,0.22107142857142853,0.21841836331888934,0.7373677248677248,0.32797619047619053,"150,148,146,151,149,35,70,158,103,91,135,121","194,174,98,168,203,0,61,56,136,3,196,110,27,225,78,242,97,50",30,0,30,30,30,30,30
h060_routecore_hi18_lo18_ah1p85_am0p85_al0p35_c2b03378,submission_h060_routecore_hi18_lo18_ah1p85_am0p85_al0p35_c2b03378.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi18_lo18_ah1p85_am0p85_al0p35_c2b03378.csv,18,18,1.85,0.85,0.35,270,45,270,45,0,6.632798717254307e-05,0.21949735449735455,0.2183232005262593,0.6938051146384481,0.32797619047619053,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143,139,48,144","194,174,98,168,203,0,61,56,136,3,196,110,27,225,78,242,97,50",45,0,45,45,45,45,45
h060_routecore_hi26_lo10_ah2p15_am1p15_al0p55_a9df38fe,submission_h060_routecore_hi26_lo10_ah2p15_am1p15_al0p55_a9df38fe.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi26_lo10_ah2p15_am1p15_al0p55_a9df38fe.csv,26,10,2.15,1.15,0.55,216,36,270,45,0,0.00014108613968866202,0.26042382309048984,0.21811333743681868,0.6409035409035411,0.2746825396825397,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143,139,48,144,163,164,235,167,93,44,10,216","136,3,196,110,27,225,78,242,97,50",36,0,36,36,36,36,36
h060_routecore_hi10_lo10_ah2p15_am0p85_al0p0_380a4ee0,submission_h060_routecore_hi10_lo10_ah2p15_am0p85_al0p0_380a4ee0.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi10_lo10_ah2p15_am0p85_al0p0_380a4ee0.csv,10,10,2.15,0.85,0.0,270,45,210,35,0,8.935388094710728e-05,0.2299021164021164,0.217905792356976,0.7558730158730159,0.2746825396825397,"150,148,146,151,149,35,70,158,103,91","136,3,196,110,27,225,78,242,97,50",45,0,45,45,45,45,45
h060_routecore_hi26_lo12_ah2p15_am1p15_al0p55_21568ac4,submission_h060_routecore_hi26_lo12_ah2p15_am1p15_al0p55_21568ac4.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi26_lo12_ah2p15_am1p15_al0p55_21568ac4.csv,26,12,2.15,1.15,0.55,228,38,270,45,0,0.0001415767877470664,0.25892787048342614,0.21772011357563825,0.6409035409035411,0.28994708994708995,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143,139,48,144,163,164,235,167,93,44,10,216","61,56,136,3,196,110,27,225,78,242,97,50",38,0,38,38,38,38,38
h060_routecore_hi26_lo15_ah2p15_am1p15_al0p55_53cdf1bc,submission_h060_routecore_hi26_lo15_ah2p15_am1p15_al0p55_53cdf1bc.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi26_lo15_ah2p15_am1p15_al0p55_53cdf1bc.csv,26,15,2.15,1.15,0.55,246,41,270,45,0,0.00014338347651210448,0.2577192149414373,0.2176623143140815,0.6409035409035411,0.3095502645502645,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143,139,48,144,163,164,235,167,93,44,10,216","168,203,0,61,56,136,3,196,110,27,225,78,242,97,50",41,0,41,41,41,41,41
h060_routecore_hi26_lo18_ah2p15_am0p85_al0p55_63180107,submission_h060_routecore_hi26_lo18_ah2p15_am0p85_al0p55_63180107.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi26_lo18_ah2p15_am0p85_al0p55_63180107.csv,26,18,2.15,0.85,0.55,270,45,270,45,0,0.0001452203807472685,0.25590503323836666,0.21765145428715046,0.6409035409035411,0.32797619047619053,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143,139,48,144,163,164,235,167,93,44,10,216","194,174,98,168,203,0,61,56,136,3,196,110,27,225,78,242,97,50",45,0,45,45,45,45,45
h060_routecore_hi22_lo18_ah1p85_am0p85_al0p35_3395ed70,submission_h060_routecore_hi22_lo18_ah1p85_am0p85_al0p35_3395ed70.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi22_lo18_ah1p85_am0p85_al0p35_3395ed70.csv,22,18,1.85,0.85,0.35,270,45,270,45,0,8.047713053715988e-05,0.22543506493506502,0.21761081358259987,0.6683982683982685,0.32797619047619053,"150,148,146,151,149,35,70,158,103,91,135,121,101,226,143,139,48,144,163,164,235,167","194,174,98,168,203,0,61,56,136,3,196,110,27,225,78,242,97,50",45,0,45,45,45,45,45
h060_routecore_hi10_lo12_ah1p85_am0p85_al0p0_79ca31cd,submission_h060_routecore_hi10_lo12_ah1p85_am0p85_al0p0_79ca31cd.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi10_lo12_ah1p85_am0p85_al0p0_79ca31cd.csv,10,12,1.85,0.85,0.0,270,45,198,33,0,5.920478399112916e-05,0.215361316872428,0.21753506839659728,0.7558730158730159,0.28994708994708995,"150,148,146,151,149,35,70,158,103,91","61,56,136,3,196,110,27,225,78,242,97,50",45,0,45,45,45,45,45
