decision,selected_candidate_id,selected_file,selected_resolved_path,root_uploadsafe_path,worldview,route_core_rows,marker_rollback_rows,middle_damped_rows,changed_cells_vs_h057,changed_rows_vs_h057,candidate_id,file,resolved_path,high_n,low_n,alpha_high,alpha_mid,alpha_low,changed_cells_vs_h042,changed_rows_vs_h042,q2_changed_vs_h057,posterior_delta_vs_h057,route_energy,route_split_score,high_route_score_mean,low_route_score_mean,high_rows,low_rows,Q1_changed_vs_h057,Q2_changed_vs_h057,Q3_changed_vs_h057,S1_changed_vs_h057,S2_changed_vs_h057,S3_changed_vs_h057,S4_changed_vs_h057,validation_ok,shape,columns_ok,duplicate_keys,nan_targets,min_prob,max_prob,keys_match
promote_routecore_state_split_sensor,h060_routecore_hi8_lo22_ah2p15_am0p85_al0p0_c12487b8,submission_h060_routecore_hi8_lo22_ah2p15_am0p85_al0p0_c12487b8.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi8_lo22_ah2p15_am0p85_al0p0_c12487b8.csv,/Users/kbsoo/Downloads/cl2/submission_h060_routecore_state_split_16c7766d_uploadsafe.csv,"H057 support is a heterogeneous mixture: small route-core rows carry full state, low-consensus rows are Q2 markers only",8,22,15,270,45,h060_routecore_hi8_lo22_ah2p15_am0p85_al0p0_c12487b8,submission_h060_routecore_hi8_lo22_ah2p15_am0p85_al0p0_c12487b8.csv,/Users/kbsoo/Downloads/cl2/hitl/h060_routecore_state_split_jepa/submission_h060_routecore_hi8_lo22_ah2p15_am0p85_al0p0_c12487b8.csv,8,22,2.15,0.85,0.0,138,23,0,0.00011118049681635434,0.31483369408369416,0.2925788605800076,0.7787698412698414,0.3533189033189033,"150,148,146,151,149,35,70,158","44,10,216,152,194,174,98,168,203,0,61,56,136,3,196,110,27,225,78,242,97,50",45,0,45,45,45,45,45,True,"(250, 10)",True,0,0,3.2940112962205446e-05,0.999999,True
