action_name,oof_logloss,prior_logloss,delta_vs_prior,positive_gain_rate,decisive_cells,decisive_positive_rate
raw_lifelog_memory,0.693112684026121,0.6778575331695814,0.015255150856539612,0.4980952380952381,2440,0.4959016393442623
masked_world_memory,0.7091669831956304,0.6778575331695814,0.03130945002604901,0.4749206349206349,2290,0.4799126637554585
