feature_set,null_family,selection_policy,decoder_action,release_fraction,decisive_only,support_auc,support_ap,base_positive_rate,selected_cells,selected_gain_sum,selected_mean_gain,selected_positive_gain_rate,all_gain_sum,all_mean_gain,all_positive_gain_rate,uses_public_score_ledger,uses_prior_submission_probabilities,null_gain_mean,null_gain_std,gain_lift_vs_null,gain_z_vs_null,robust_score
tail_weighted_preference__action_pair_only,observed,top05_all_cells,raw_memory_release,0.05,False,0.5825616416101176,0.5639997892482607,0.4980952380952381,158,-19.20498602754108,-0.12155054447810809,0.5379746835443038,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-2.861929811901801,4.032450945743938,-16.34305621563928,-4.052884073614982,-23.48048713645402
tail_weighted_preference__action_pair_only,observed,top10_all_cells,raw_memory_release,0.1,False,0.5825616416101176,0.5639997892482607,0.4980952380952381,315,-19.741656348349416,-0.06267192491539497,0.580952380952381,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-5.853124561577441,4.583009854404357,-13.888531786771974,-3.030438997076308,-23.310986319570418
tail_weighted_preference__action_pair_only,observed,top18_all_cells,raw_memory_release,0.18,False,0.5825616416101176,0.5639997892482607,0.4980952380952381,567,-14.024687300069276,-0.02473489823645375,0.6067019400352733,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-9.836274929523666,6.572390761506447,-4.18841237054561,-0.6372737900912012,-14.971096810904157
tail_weighted_preference__action_pair_only,observed,top25_all_cells,raw_memory_release,0.25,False,0.5825616416101176,0.5639997892482607,0.4980952380952381,788,-13.513170891670413,-0.01714869402496245,0.618020304568528,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-12.962788683142351,6.881724471368645,-0.5503822085280614,-0.07997736771036415,-13.502659557077127
tail_weighted_preference__action_pair_only,observed,top18_decisive_only,raw_memory_release,0.18,True,0.5825616416101176,0.5639997892482607,0.4980952380952381,439,-11.347927690842035,-0.025849493601006912,0.6378132118451025,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-9.777957321119482,6.717345340943068,-1.5699703697225527,-0.23371887107744557,-11.599664489997593
tail_weighted_preference__action_pair_only,observed,low05_inverse_decisive,inverse_toxic_memory,0.05,True,0.5825616416101176,0.5639997892482607,0.4980952380952381,122,-23.118823914586518,-0.18949855667693866,0.5,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-4.103367918279879,2.104880926630041,-19.01545599630664,-9.03398180663397,-28.470406458193896
tail_weighted_preference__action_pair_only,observed,low08_inverse_decisive,inverse_toxic_memory,0.08,True,0.5825616416101176,0.5639997892482607,0.4980952380952381,195,-33.495461948402934,-0.17177159973539965,0.48205128205128206,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-8.211236729366302,3.109710530340138,-25.28422521903663,-8.130732739381715,-40.346464051799806
tail_weighted_preference__action_pair_only,observed,low10_inverse_decisive,inverse_toxic_memory,0.1,True,0.5825616416101176,0.5639997892482607,0.4980952380952381,244,-34.34971626726624,-0.14077752568551738,0.5163934426229508,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-9.65971863579677,3.168963125501493,-24.689997631469467,-7.791191204713763,-41.01641261085497
tail_weighted_preference__action_pair_only,observed,low18_inverse_decisive,inverse_toxic_memory,0.18,True,0.5825616416101176,0.5639997892482607,0.4980952380952381,439,-47.1356460477559,-0.10737049213611823,0.5489749430523918,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-17.595233695584213,3.965395899277259,-29.540412352171685,-7.449549326854295,-54.97946934618407
tail_weighted_preference__action_pair_only,observed,low25_inverse_decisive,inverse_toxic_memory,0.25,True,0.5825616416101176,0.5639997892482607,0.4980952380952381,610,-54.409810331865,-0.08919641038010656,0.5639344262295082,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-24.85273271145927,4.318762388785039,-29.55707762040573,-6.843876777560058,-62.20560627261386
binary_preference__target_action_pair_only,observed,top05_all_cells,raw_memory_release,0.05,False,0.5565367741290476,0.5534186645378985,0.4980952380952381,158,-13.759079690589939,-0.08708278285183506,0.6139240506329114,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-3.8385332130873486,3.8026103106935745,-9.92054647750259,-2.608878025077763,-16.294445539313575
binary_preference__target_action_pair_only,observed,top10_all_cells,raw_memory_release,0.1,False,0.5565367741290476,0.5534186645378985,0.4980952380952381,315,-16.276494869791627,-0.05167141228505278,0.6190476190476191,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-6.629996691469789,4.336233749275553,-9.646498178321838,-2.2246259625495197,-18.711327586614143
binary_preference__target_action_pair_only,observed,top18_all_cells,raw_memory_release,0.18,False,0.5565367741290476,0.5534186645378985,0.4980952380952381,567,-18.722168997014435,-0.033019698407432865,0.5943562610229277,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-10.510716843323246,5.102903536304429,-8.211452153691189,-1.609172522128059,-20.755176771951746
binary_preference__target_action_pair_only,observed,top25_all_cells,raw_memory_release,0.25,False,0.5565367741290476,0.5534186645378985,0.4980952380952381,788,-17.374540623090247,-0.02204890942016529,0.5888324873096447,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-13.47073763081137,5.217602983473839,-3.9038029922788766,-0.7481985510671714,-18.26313913341793
binary_preference__target_action_pair_only,observed,top18_decisive_only,raw_memory_release,0.18,True,0.5565367741290476,0.5534186645378985,0.4980952380952381,439,-14.247101167600647,-0.032453533411391,0.6287015945330297,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-10.535883164592846,5.077520636091801,-3.711218003007801,-0.7309114563962359,-15.076203186231039
binary_preference__target_action_pair_only,observed,low05_inverse_decisive,inverse_toxic_memory,0.05,True,0.5565367741290476,0.5534186645378985,0.4980952380952381,122,-25.66668717901415,-0.21038268179519795,0.47540983606557374,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-3.4503368631509947,2.4479933552139315,-22.216350315863156,-9.075331135415462,-31.827948789796782
binary_preference__target_action_pair_only,observed,low08_inverse_decisive,inverse_toxic_memory,0.08,True,0.5565367741290476,0.5534186645378985,0.4980952380952381,195,-25.65467684653532,-0.1315624453668478,0.5230769230769231,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-5.644061807382543,3.4955868825654957,-20.01061503915278,-5.7245365975473925,-30.984524303358075
binary_preference__target_action_pair_only,observed,low10_inverse_decisive,inverse_toxic_memory,0.1,True,0.5565367741290476,0.5534186645378985,0.4980952380952381,244,-27.836251906375534,-0.11408299961629317,0.5286885245901639,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-7.342055008472012,3.6476185933853458,-20.49419689790352,-5.618514209536065,-33.27711013646676
binary_preference__target_action_pair_only,observed,low18_inverse_decisive,inverse_toxic_memory,0.18,True,0.5565367741290476,0.5534186645378985,0.4980952380952381,439,-40.849445732756735,-0.09305112923179211,0.510250569476082,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-12.241384696999352,3.5437547526335083,-28.60806103575738,-8.072810629600585,-48.5197231996951
binary_preference__target_action_pair_only,observed,low25_inverse_decisive,inverse_toxic_memory,0.25,True,0.5565367741290476,0.5534186645378985,0.4980952380952381,610,-47.43874109621255,-0.07776842802657795,0.5278688524590164,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-19.551405924663683,3.522331934089374,-27.88733517154887,-7.917293342417077,-54.91199114337838
tail_weighted_preference__target_action_pair_only,observed,top05_all_cells,raw_memory_release,0.05,False,0.5599083524114636,0.5463486103607909,0.4980952380952381,158,-14.536542740880975,-0.09200343506886693,0.569620253164557,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-2.5028240315354533,2.370348916218079,-12.033718709345521,-5.076771030209961,-17.808709037343014
tail_weighted_preference__target_action_pair_only,observed,top10_all_cells,raw_memory_release,0.1,False,0.5599083524114636,0.5463486103607909,0.4980952380952381,315,-19.113839916087706,-0.06067885687646891,0.5746031746031746,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-5.015571211275229,4.128174614468072,-14.098268704812476,-3.4151338112981153,-22.767967003543884
tail_weighted_preference__target_action_pair_only,observed,top18_all_cells,raw_memory_release,0.18,False,0.5599083524114636,0.5463486103607909,0.4980952380952381,567,-19.696511699104672,-0.03473811587143681,0.5908289241622575,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-7.657156086710987,6.175810638560336,-12.039355612393685,-1.9494372993275937,-22.714598355108738
tail_weighted_preference__target_action_pair_only,observed,top25_all_cells,raw_memory_release,0.25,False,0.5599083524114636,0.5463486103607909,0.4980952380952381,788,-25.31008127315972,-0.032119392478629084,0.5736040609137056,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-10.673602511727644,6.5313353624657,-14.636478761432077,-2.2409626744241375,-29.005076962243244
tail_weighted_preference__target_action_pair_only,observed,top18_decisive_only,raw_memory_release,0.18,True,0.5599083524114636,0.5463486103607909,0.4980952380952381,439,-18.901144479775873,-0.043054998814979206,0.5968109339407744,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-7.916082440635042,5.962108862251236,-10.985062039140832,-1.842479279218155,-21.64560559841334
tail_weighted_preference__target_action_pair_only,observed,low05_inverse_decisive,inverse_toxic_memory,0.05,True,0.5599083524114636,0.5463486103607909,0.4980952380952381,122,-24.025945263005063,-0.19693397756561526,0.45081967213114754,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-4.3932400449808435,2.766590072526374,-19.63270521802422,-7.0963549724936925,-29.38912504727783
tail_weighted_preference__target_action_pair_only,observed,low08_inverse_decisive,inverse_toxic_memory,0.08,True,0.5599083524114636,0.5463486103607909,0.4980952380952381,195,-28.788851422732264,-0.1476351355011911,0.5230769230769231,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-6.166165230803487,2.9087944212312355,-22.62268619192878,-7.777341027198835,-34.935941022121135
tail_weighted_preference__target_action_pair_only,observed,low10_inverse_decisive,inverse_toxic_memory,0.1,True,0.5599083524114636,0.5463486103607909,0.4980952380952381,244,-32.34950468052333,-0.13257993721525957,0.5286885245901639,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-7.994084519036053,2.450978108623039,-24.355420161487277,-9.937020684028127,-39.10114924446986
tail_weighted_preference__target_action_pair_only,observed,low18_inverse_decisive,inverse_toxic_memory,0.18,True,0.5599083524114636,0.5463486103607909,0.4980952380952381,439,-46.71934742223238,-0.10642220369529017,0.5353075170842825,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-14.883618048092094,3.191812617885889,-31.835729374140286,-9.974184949248937,-55.3423876824363
tail_weighted_preference__target_action_pair_only,observed,low25_inverse_decisive,inverse_toxic_memory,0.25,True,0.5599083524114636,0.5463486103607909,0.4980952380952381,610,-57.31233570931021,-0.09395464870378724,0.5393442622950819,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-21.914180542461228,4.608571464715852,-35.39815516684898,-7.680938754636737,-66.64151353581963
binary_preference__world_residual_energy_pair,observed,top05_all_cells,raw_memory_release,0.05,False,0.5129221326064092,0.5089459613055421,0.4980952380952381,158,-0.9090281350317658,-0.005753342626783328,0.5126582278481012,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-2.5371093092854267,3.014497617737895,1.6280811742536607,0.5400837488388486,-0.3306365845992174
binary_preference__world_residual_energy_pair,observed,top10_all_cells,raw_memory_release,0.1,False,0.5129221326064092,0.5089459613055421,0.4980952380952381,315,2.3832191589048595,0.0075657751076344745,0.5396825396825397,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-4.626901119949454,4.593421386554932,7.0101202788543135,1.5261217486758616,4.3927596034331415
binary_preference__world_residual_energy_pair,observed,top18_all_cells,raw_memory_release,0.18,False,0.5129221326064092,0.5089459613055421,0.4980952380952381,567,-5.6191449133165525,-0.009910308489094449,0.4991181657848324,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-8.652559895678621,5.360870186635645,3.0334149823620686,0.5658437672906548,-4.690744124896575
binary_preference__world_residual_energy_pair,observed,top25_all_cells,raw_memory_release,0.25,False,0.5129221326064092,0.5089459613055421,0.4980952380952381,788,-1.7205844750021377,-0.0021834828362971292,0.5076142131979695,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-10.96804362064882,6.7077190874932855,9.247459145646681,1.3786294603315763,0.8284742215355512
binary_preference__world_residual_energy_pair,observed,top18_decisive_only,raw_memory_release,0.18,True,0.5129221326064092,0.5089459613055421,0.4980952380952381,439,-5.407804566487902,-0.012318461427079505,0.5011389521640092,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-9.207897928305186,5.57034066546268,3.800093361817284,0.6822012494457811,-4.277920388036917
binary_preference__world_residual_energy_pair,observed,low05_inverse_decisive,inverse_toxic_memory,0.05,True,0.5129221326064092,0.5089459613055421,0.4980952380952381,122,-2.6557175293022777,-0.0217681764696908,0.5491803278688525,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-5.120795580030172,2.823084306316182,2.465078050727894,0.8731861266816197,-1.8322980445185617
binary_preference__world_residual_energy_pair,observed,low08_inverse_decisive,inverse_toxic_memory,0.08,True,0.5129221326064092,0.5089459613055421,0.4980952380952381,195,-4.395466081437372,-0.022540851699678833,0.5333333333333333,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-8.470595634715039,3.0719139995933262,4.075129553277667,1.326576705538355,-3.137224223341554
binary_preference__world_residual_energy_pair,observed,low10_inverse_decisive,inverse_toxic_memory,0.1,True,0.5129221326064092,0.5089459613055421,0.4980952380952381,244,-6.7473922288548875,-0.027653246839569212,0.5286885245901639,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-10.218159216598204,3.1304113939537874,3.4707669877433167,1.1087255159008516,-5.658830309499449
binary_preference__world_residual_energy_pair,observed,low18_inverse_decisive,inverse_toxic_memory,0.18,True,0.5129221326064092,0.5089459613055421,0.4980952380952381,439,-15.19539667084219,-0.03461365984246512,0.5353075170842825,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-17.56862431376536,4.82986102885173,2.373227642923169,0.49136561668056716,-14.42895363150588
binary_preference__world_residual_energy_pair,observed,low25_inverse_decisive,inverse_toxic_memory,0.25,True,0.5129221326064092,0.5089459613055421,0.4980952380952381,610,-21.41325880238807,-0.03510370295473454,0.5180327868852459,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-24.863274924311337,5.109617442032015,3.450016121923266,0.6752004746075958,-20.367230537217335
tail_weighted_preference__world_residual_energy_pair,observed,top05_all_cells,raw_memory_release,0.05,False,0.5063339795508245,0.4922230344486254,0.4980952380952381,158,-4.907206122728281,-0.031058266599546084,0.41139240506329117,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-2.9918137433991614,4.4049885791519365,-1.9153923793291199,-0.43482346092662916,-5.317991993168868
tail_weighted_preference__world_residual_energy_pair,observed,top10_all_cells,raw_memory_release,0.1,False,0.5063339795508245,0.4922230344486254,0.4980952380952381,315,-7.487169773232336,-0.023768792930896305,0.4222222222222222,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-4.495474676788929,4.576836857116374,-2.991695096443407,-0.6536599817386365,-8.181830790326721
tail_weighted_preference__world_residual_energy_pair,observed,top18_all_cells,raw_memory_release,0.18,False,0.5063339795508245,0.4922230344486254,0.4980952380952381,567,-10.012896940258898,-0.017659430229733507,0.4673721340388007,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-9.529142791495302,5.266833581758362,-0.48375414876359635,-0.09184914261181049,-10.02434037534904
tail_weighted_preference__world_residual_energy_pair,observed,top25_all_cells,raw_memory_release,0.25,False,0.5063339795508245,0.4922230344486254,0.4980952380952381,788,-8.522280824140003,-0.010815077187994928,0.49111675126903553,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-13.450540264484276,6.326469140012,4.928259440344274,0.778990512919016,-7.105117535203154
tail_weighted_preference__world_residual_energy_pair,observed,top18_decisive_only,raw_memory_release,0.18,True,0.5063339795508245,0.4922230344486254,0.4980952380952381,439,-10.879196616030594,-0.0247817690570173,0.4510250569476082,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-9.63619498595922,5.192055020203121,-1.2430016300713742,-0.239404556622504,-11.096343123841336
tail_weighted_preference__world_residual_energy_pair,observed,low05_inverse_decisive,inverse_toxic_memory,0.05,True,0.5063339795508245,0.4922230344486254,0.4980952380952381,122,-6.5666796625803165,-0.053825243135904234,0.5163934426229508,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-5.938438721563635,2.304476432626515,-0.6282409410166814,-0.2726176463000956,-6.616450948882757
tail_weighted_preference__world_residual_energy_pair,observed,low08_inverse_decisive,inverse_toxic_memory,0.08,True,0.5063339795508245,0.4922230344486254,0.4980952380952381,195,-5.219139185657155,-0.026764816336703356,0.5641025641025641,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-8.823637925554872,2.2162924618792994,3.604498739897717,1.626364210453205,-4.046879722820828
tail_weighted_preference__world_residual_energy_pair,observed,low10_inverse_decisive,inverse_toxic_memory,0.1,True,0.5063339795508245,0.4922230344486254,0.4980952380952381,244,-6.035221057867557,-0.024734512532244086,0.5573770491803278,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-10.433650164045241,2.3666901340371207,4.398429106177685,1.8584727433983113,-4.647591699556189
tail_weighted_preference__world_residual_energy_pair,observed,low18_inverse_decisive,inverse_toxic_memory,0.18,True,0.5063339795508245,0.4922230344486254,0.4980952380952381,439,-10.13724340525577,-0.02309167062700631,0.5489749430523918,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-16.368580993766557,3.9561631739764116,6.231337588510787,1.5750962016684351,-8.316157576231502
tail_weighted_preference__world_residual_energy_pair,observed,low25_inverse_decisive,inverse_toxic_memory,0.25,True,0.5063339795508245,0.4922230344486254,0.4980952380952381,610,-18.094773993656883,-0.029663563924027678,0.5344262295081967,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-22.920859002429967,4.221976156595139,4.826085008773084,1.1430867512679503,-16.663199243985126
binary_preference__world_residual_energy_action_pair,observed,top05_all_cells,raw_memory_release,0.05,False,0.5751853692812473,0.5621230327269171,0.4980952380952381,158,-16.187089396445828,-0.10244993288889764,0.5886075949367089,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-1.5319678445240967,3.581104327679891,-14.65512155192173,-4.092346999959206,-20.031105645688818
binary_preference__world_residual_energy_action_pair,observed,top10_all_cells,raw_memory_release,0.1,False,0.5751853692812473,0.5621230327269171,0.4980952380952381,315,-17.58632749383048,-0.05582961109152534,0.6031746031746031,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-3.2551370294376514,4.70871314827098,-14.33119046439283,-3.0435471461359214,-21.26181523082591
binary_preference__world_residual_energy_action_pair,observed,top18_all_cells,raw_memory_release,0.18,False,0.5751853692812473,0.5621230327269171,0.4980952380952381,567,-14.568693602766636,-0.0256943449784244,0.6084656084656085,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-6.931796957799615,4.95926240984935,-7.636896644967021,-1.5399259030535977,-16.44899543413628
binary_preference__world_residual_energy_action_pair,observed,top25_all_cells,raw_memory_release,0.25,False,0.5751853692812473,0.5621230327269171,0.4980952380952381,788,-11.13240978669996,-0.01412742358718269,0.6142131979695431,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-10.422435761746495,4.425028763495023,-0.7099740249534641,-0.16044506440511924,-11.16918559859835
binary_preference__world_residual_energy_action_pair,observed,top18_decisive_only,raw_memory_release,0.18,True,0.5751853692812473,0.5621230327269171,0.4980952380952381,439,-16.427225216515385,-0.03741964741803049,0.6195899772209568,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-6.822805613897643,4.974281367478862,-9.604419602617742,-1.9308155074238582,-18.82789786345849
binary_preference__world_residual_energy_action_pair,observed,low05_inverse_decisive,inverse_toxic_memory,0.05,True,0.5751853692812473,0.5621230327269171,0.4980952380952381,122,-9.291176782940637,-0.07615718674541505,0.5737704918032787,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-2.548511901583717,2.30028658695877,-6.742664881356919,-2.9312281867762655,-11.067898635271149
binary_preference__world_residual_energy_action_pair,observed,low08_inverse_decisive,inverse_toxic_memory,0.08,True,0.5751853692812473,0.5621230327269171,0.4980952380952381,195,-17.031428285310263,-0.08734065787338596,0.5743589743589743,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-4.867110866440137,3.2336310630424743,-12.164317418870127,-3.761813633564277,-20.229862987123195
binary_preference__world_residual_energy_action_pair,observed,low10_inverse_decisive,inverse_toxic_memory,0.1,True,0.5751853692812473,0.5621230327269171,0.4980952380952381,244,-20.14117437666213,-0.08254579662566446,0.5737704918032787,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-6.452770214465427,3.5555746006790674,-13.6884041621967,-3.849843049160717,-23.727820238193342
binary_preference__world_residual_energy_action_pair,observed,low18_inverse_decisive,inverse_toxic_memory,0.18,True,0.5751853692812473,0.5621230327269171,0.4980952380952381,439,-30.46281286585119,-0.06939137327073164,0.5831435079726651,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-13.680128592532563,4.612709097679371,-16.78268427331863,-3.6383573986406184,-34.80376664907893
binary_preference__world_residual_energy_action_pair,observed,low25_inverse_decisive,inverse_toxic_memory,0.25,True,0.5751853692812473,0.5621230327269171,0.4980952380952381,610,-45.88087372004796,-0.07521454708204584,0.5573770491803278,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-18.818217627152226,4.772285504848974,-27.062656092895732,-5.6707956943058395,-52.96085713652128
tail_weighted_preference__world_residual_energy_action_pair,observed,top05_all_cells,raw_memory_release,0.05,False,0.5441574561525508,0.5289937569950548,0.4980952380952381,158,-3.9885812479127924,-0.025244185113372106,0.5189873417721519,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-1.4185248193595783,3.220795924705889,-2.5700564285532144,-0.797956930098855,-4.565185074015966
tail_weighted_preference__world_residual_energy_action_pair,observed,top10_all_cells,raw_memory_release,0.1,False,0.5441574561525508,0.5289937569950548,0.4980952380952381,315,-11.382575061111972,-0.03613515892416499,0.5142857142857142,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-5.0681784689447085,5.047146525449151,-6.314396592167263,-1.2510824800366456,-12.932689378985291
tail_weighted_preference__world_residual_energy_action_pair,observed,top18_all_cells,raw_memory_release,0.18,False,0.5441574561525508,0.5289937569950548,0.4980952380952381,567,-11.998971451313965,-0.02116220714517454,0.5537918871252204,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-8.471725155317797,5.973382842958818,-3.527246295996168,-0.5904939275998261,-12.789574567739688
tail_weighted_preference__world_residual_energy_action_pair,observed,top25_all_cells,raw_memory_release,0.25,False,0.5441574561525508,0.5289937569950548,0.4980952380952381,788,-18.677323269116336,-0.023702186889741544,0.5418781725888325,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-12.927593473177348,6.173100596707936,-5.749729795938988,-0.931416831114865,-20.053799521443064
tail_weighted_preference__world_residual_energy_action_pair,observed,top18_decisive_only,raw_memory_release,0.18,True,0.5441574561525508,0.5289937569950548,0.4980952380952381,439,-9.531927964539584,-0.02171281996478265,0.5740318906605922,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-8.649102519327064,5.919111229832177,-0.8828254452125197,-0.14914831144971577,-9.621058218093543
tail_weighted_preference__world_residual_energy_action_pair,observed,low05_inverse_decisive,inverse_toxic_memory,0.05,True,0.5441574561525508,0.5289937569950548,0.4980952380952381,122,-12.024985244984842,-0.0985654528277446,0.5573770491803278,-48.053725198099905,-0.015255150856539652,0.4980952380952381,False,False,-3.808195316781035,2.1408817823275017,-8.216789928203807,-3.838040005773118,-14.246881665202563
