target,selected_cells,gain_sum,mean_gain,positive_gain_rate
Q1,57,-0.6383830655514364,-0.011199702904411165,0.49122807017543857
Q2,29,0.528078298161958,0.018209596488343378,0.6206896551724138
Q3,50,-0.12167480901486893,-0.002433496180297379,0.56
S1,34,-0.5182873695539725,-0.015243746163352131,0.5
S2,48,3.54211949490077,0.07379415614376604,0.5833333333333334
S3,44,-1.8403429617865519,-0.041825976404239816,0.4090909090909091
S4,53,1.4317095717489614,0.02701338814620682,0.6226415094339622
