semantic_name,file,available,changed_cells,changed_rows,mean_abs_logit_delta,p95_abs_logit_delta,max_abs_logit_delta,mean_core_support_rank,mean_weighted_law_alignment,positive_law_alignment_rate,route_energy_delta,p95_route_energy_delta,Q_changed_cells,S_changed_cells,support_score,law_score,route_safety_score,spread_safety_score,amplitude_safety_score,hsjepa_action_health_score,public_lb,semantic_stage
core_geometry_outlier_route_bigbet,submission_hsjepa_core_geometry_outlier_route_bigbet_ef001c23_uploadsafe.csv,True,561,87,0.15522905122541783,0.5089529199948745,2.3461480214049057,0.660270944741533,0.17757283927247472,0.7201426024955436,0.003139708953072251,0.04418119911323955,234.0,327.0,0.660270944741533,0.5887864196362373,0.8181818181818182,0.18181818181818182,0.8181818181818182,0.6383535729496947,,
row_state_vector_frontier,submission_h057_q2row_fullvector_state_7cde1a77_uploadsafe.csv,True,315,45,0.2299685330858821,1.8974999999757132,1.8975000000558886,0.47546666666666665,-0.005847029077117577,0.48253968253968255,0.00600669443974744,0.0466011961513692,135.0,180.0,0.47546666666666665,0.49707648546144123,0.7272727272727273,0.8636363636363636,0.6363636363636364,0.5872174910929778,0.5677475939,row-state vector frontier
frontier_active_silence,submission_hsjepa_frontier_silence_positive_path_overshoot_sensor_1e013277_uploadsafe.csv,True,315,45,0.2754652188152295,1.8975000000013844,2.2826780268389992,0.47546666666666665,-0.005847029077117577,0.48253968253968255,0.0030785703259905706,0.044902083650014975,135.0,180.0,0.47546666666666665,0.49707648546144123,0.9090909090909091,0.8636363636363636,0.09090909090909091,0.5690356729111596,0.5677269444,frontier active-silence
public_equation_jump,submission_h012_public_equation_top_all_k1200_a0.7_uploadsafe.csv,True,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.5,1.0,1.0,1.0,0.5499999999999999,0.5681234831,public-equation jump
target_split_xor_stress,submission_h144_targetxor_def80b88_uploadsafe.csv,True,326,56,0.2257547133104349,1.8974999999785158,1.9427181660240587,0.47707975460122704,-0.0025266029643303163,0.4938650306748466,0.006303170271001246,0.055031472750378015,138.0,188.0,0.47707975460122704,0.49873669851783486,0.6363636363636364,0.6363636363636364,0.36363636363636365,0.5200176632084459,0.567929641,target-split XOR stress
cross_listener_transport_stress,submission_hsjepa_cross_listener_transport_listener_confirmed_shadow_660faef3_uploadsafe.csv,True,338,59,0.25202429832590423,1.8974999999748896,1.8975000000558886,0.5062721893491124,-0.00632952819814631,0.4911242603550296,0.006602463673155423,0.05787546031627624,135.0,203.0,0.5062721893491124,0.4968352359009268,0.45454545454545453,0.5454545454545454,0.7272727272727273,0.51911404575683,0.5684860446,cross-listener transport
q3_repair_only_stress,submission_h145_q3repair_2d818e46_uploadsafe.csv,True,325,55,0.22640261228616404,1.8974999999786835,1.9427181660240587,0.4765907692307692,-0.0010034036759700503,0.49538461538461537,0.006314438160746283,0.055031472750378015,138.0,187.0,0.4765907692307692,0.49949829816201496,0.5454545454545454,0.7272727272727273,0.22727272727272727,0.49737217476328976,0.567929641,Q3 repair-only stress
dual_head_toxicity_stress,submission_h088_dual_state_gate_c31cc15b_uploadsafe.csv,True,1185,184,0.16228316750810595,0.41180851297412174,3.8474999999971615,0.5300556962025317,-0.02308838355550576,0.4506329113924051,0.019849608729525015,0.08604153326990213,476.0,709.0,0.5300556962025317,0.4884558082222471,0.36363636363636365,0.09090909090909091,0.9090909090909091,0.47828072405470634,0.5684942019,dual-head toxicity stress
target_route_teacher_only,submission_hsjepa_target_route_toxicity_teacher_only_66f1f5b4_uploadsafe.csv,True,385,105,0.41701148882917777,1.8974999999786835,2.432,0.522877922077922,-0.01521951499827606,0.4675324675324675,0.04212170898631995,0.2576358973099258,157.0,228.0,0.522877922077922,0.492390242500862,0.2727272727272727,0.45454545454545453,0.22727272727272727,0.4273077221009079,,
target_route_q2_extra,submission_hsjepa_target_route_toxicity_q2_extra_90b62d2d_uploadsafe.csv,True,393,109,0.4288723813294964,1.897499999977342,2.432,0.5226564885496183,-0.018101623544776953,0.46055979643765904,0.045148456337907206,0.2576358973099258,165.0,228.0,0.5226564885496183,0.4909491882276115,0.18181818181818182,0.36363636363636365,0.45454545454545453,0.42226352121498717,,
public_private_toxicity,submission_hsjepa_public_private_toxicity_23c62cf4_uploadsafe.csv,True,435,130,0.47557570883877853,1.8974999999770066,2.318000000000001,0.5311540229885058,-0.011015664734004676,0.4689655172413793,0.06012996231113066,0.2896679415561999,175.0,260.0,0.5311540229885058,0.49449216763299764,0.09090909090909091,0.2727272727272727,0.5454545454545454,0.40769385718645107,,
