candidate_id,file,basename,mode,rank,top_k,alpha,cap,changed_rows,changed_cells,mean_abs_logit_move,l1_logit_move,max_abs_logit_move,max_abs_prob_delta,selected_delta_mean,selected_mobility_rank_mean,promotion_decision,pred_delta_vs_current_mean,pred_delta_vs_current_p10,pred_delta_vs_current_p90,pred_beats_current_rate,incremental_bad_axis_vs_current,strict_promote_gate,info_sensor_gate,below_resolution_gate,block_gate,bad_axis_abs_load,mean_abs_move_vs_a2c8,mean_abs_move_vs_raw05,changed_rows_vs_current,changed_cells_vs_current,l1_logit_delta_vs_current,max_abs_prob_delta_vs_current,cos_delta_with_h003_tiny,l1_ratio_to_h003_tiny,shape_gate,h007_strict_upload_gate,h007_info_gate,h007_decision
s4latent_pos_top20_a018_cap008,hitl/h007_s4_mobility_latent_model/submission_h007_s4latent_pos_top20_a018_cap008_4eab106c.csv,submission_h007_s4latent_pos_top20_a018_cap008_4eab106c.csv,pos,consensus,20,0.18,0.008,20,20,0.00064,0.16,0.008,0.001999810397880164,0.4727066759312306,0.8866956521739129,too_small_to_submit,-7.911492054337877e-06,-3.379611441242339e-05,9.22565430688069e-07,0.7916666666666666,0.0002701989658339121,False,True,True,False,0.1998304637882587,0.04438752679106934,0.047522046604003616,20,20,0.15999999999999925,0.001999810397880164,0.010096889142318455,0.011815757578017259,True,False,True,too_small_to_submit
s4latent_signed_top40_a008_cap004,hitl/h007_s4_mobility_latent_model/submission_h007_s4latent_signed_top40_a008_cap004_8aef9545.csv,submission_h007_s4latent_signed_top40_a008_cap004_8aef9545.csv,signed,absdelta,40,0.08,0.004,40,40,0.0006400000000000002,0.16000000000000003,0.004,0.0009999948078449616,-0.23685883470068125,0.3203043478260869,too_small_to_submit,-7.917874906443009e-07,-2.125464156037891e-06,3.0022317019381347e-06,0.7777777777777778,-1.6658727781559968e-05,False,True,True,False,0.19954360609464322,0.044363146568655726,0.04748834754041749,40,40,0.15999999999999906,0.0009999948078449616,0.06118918194437629,0.011815757578017243,True,False,True,too_small_to_submit
s4latent_lowenergy_top28_a016_cap006,hitl/h007_s4_mobility_latent_model/submission_h007_s4latent_lowenergy_top28_a016_cap006_21a42c54.csv,submission_h007_s4latent_lowenergy_top28_a016_cap006_21a42c54.csv,pos,lowenergy,28,0.16,0.006,28,28,0.0006529318101007487,0.16323295252518716,0.006,0.0014993756722535556,0.23745236177963833,0.7714906832298137,too_small_to_submit,-6.740308531564666e-06,-2.8965428024588677e-05,3.1382846991505823e-06,0.8194444444444444,0.0002624278027017479,False,True,True,False,0.19982269262512653,0.04434721649655798,0.04749251499638732,28,28,0.16323295252518616,0.0014993756722535556,-0.00570325611544556,0.012054506223635054,True,False,True,too_small_to_submit
s4latent_pos_top50_a012_cap005,hitl/h007_s4_mobility_latent_model/submission_h007_s4latent_pos_top50_a012_cap005_2c6bc5c9.csv,submission_h007_s4latent_pos_top50_a012_cap005_2c6bc5c9.csv,pos,consensus,50,0.12,0.005,50,50,0.001,0.25,0.005,0.0012498636854970102,0.401459799024633,0.8340869565217391,too_small_to_submit,-1.1392415195811687e-05,-4.833576315479033e-05,5.042066543917593e-06,0.8611111111111112,0.000503239766182495,False,True,True,False,0.20006350458860728,0.04437192104085808,0.04749832576447563,50,50,0.24999999999999636,0.0012498636854969547,-0.009538467046257852,0.018462121215651783,True,False,True,too_small_to_submit
s4latent_pos_top36_a015_cap006,hitl/h007_s4_mobility_latent_model/submission_h007_s4latent_pos_top36_a015_cap006_3b5b1e47.csv,submission_h007_s4latent_pos_top36_a015_cap006_3b5b1e47.csv,pos,consensus,36,0.15,0.006,36,36,0.0008640000000000001,0.21600000000000003,0.006,0.0014998437977808976,0.4226060792920465,0.8668357487922705,too_small_to_submit,-8.641521592115127e-06,-4.095870585945858e-05,5.516625979419294e-06,0.8194444444444444,0.00030932972786895663,False,True,True,False,0.19986959455029374,0.04436924107678362,0.04750141497763829,36,36,0.21599999999999525,0.0014998437977808976,-0.009494658880961395,0.015951272730323023,True,False,True,too_small_to_submit
s4latent_lowenergy_top60_a018_cap008,hitl/h007_s4_mobility_latent_model/submission_h007_s4latent_lowenergy_top60_a018_cap008_f9f31a85.csv,submission_h007_s4latent_lowenergy_top60_a018_cap008_f9f31a85.csv,pos,lowenergy,60,0.18,0.008,57,57,0.0017018583544695896,0.4254645886173974,0.008,0.001999125150130676,0.2022356840788382,0.774072463768116,too_small_to_submit,-1.6090489519330714e-05,-7.9315249408987e-05,1.4160324260037615e-05,0.7222222222222222,0.0006364063593424785,False,True,True,False,0.20019667118176726,0.04438108951665222,0.04752798445708236,57,57,0.42546458861738784,0.001999125150130676,-0.028415946673565604,0.031419915232086995,True,False,True,too_small_to_submit
s4latent_signed_top80_a010_cap006,hitl/h007_s4_mobility_latent_model/submission_h007_s4latent_signed_top80_a010_cap006_37820f4c.csv,submission_h007_s4latent_signed_top80_a010_cap006_37820f4c.csv,signed,absdelta,80,0.1,0.006,80,80,0.0019199999999999998,0.48,0.006,0.0014999945181743968,-0.019119557476868165,0.43902173913043485,too_small_to_submit,-6.295463651542686e-06,-2.5998054735745624e-05,-2.646817799562011e-07,0.9166666666666666,0.00010854091636117169,False,True,True,False,0.19966880573878595,0.04439669498208609,0.0475021512564003,80,80,0.48000000000000087,0.0014999945181743968,0.04480575979838943,0.035447272734052,False,False,False,reject_shape_or_bad_axis
s4latent_pos_top80_a014_cap006,hitl/h007_s4_mobility_latent_model/submission_h007_s4latent_pos_top80_a014_cap006_31d9abce.csv,submission_h007_s4latent_pos_top80_a014_cap006_31d9abce.csv,pos,consensus,80,0.14,0.006,80,80,0.0018654551254878894,0.4663637813719724,0.006,0.0014998437977808976,0.3476929673992006,0.7982608695652174,too_small_to_submit,-2.029100122378819e-05,-9.106506278535435e-05,9.123587017144002e-06,0.8611111111111112,0.0008787271497919802,False,True,True,False,0.20043899197221676,0.04440106870571987,0.047526330572194554,80,80,0.4663637813719695,0.0014998437977808976,-0.027618202262753806,0.03444025864911661,False,False,False,reject_shape_or_bad_axis
s4latent_pos_top50_a024_cap010,hitl/h007_s4_mobility_latent_model/submission_h007_s4latent_pos_top50_a024_cap010_1860fc52.csv,submission_h007_s4latent_pos_top50_a024_cap010_1860fc52.csv,pos,consensus,50,0.24,0.01,50,50,0.002,0.5,0.01,0.002499784665571214,0.401459799024633,0.8340869565217391,too_small_to_submit,-2.317408461518267e-05,-9.797082116414711e-05,1.0153951948986131e-05,0.8611111111111112,0.0010064795323650455,False,True,True,False,0.20056674435478983,0.0444064081041267,0.04753090121765186,50,50,0.5000000000000004,0.0024997846655711586,-0.009538467046598172,0.036924242431304134,False,False,False,reject_shape_or_bad_axis
s4latent_pos_top80_a020_cap008,hitl/h007_s4_mobility_latent_model/submission_h007_s4latent_pos_top80_a020_cap008_6e21f037.csv,submission_h007_s4latent_pos_top80_a020_cap008_6e21f037.csv,pos,consensus,80,0.2,0.008,80,80,0.0024935073221255565,0.6233768305313891,0.008,0.001999810397880164,0.3476929673992006,0.7982608695652174,too_small_to_submit,-2.5894091009788914e-05,-0.000121102132036352,1.2871944858544874e-05,0.7916666666666666,0.0011748431955675154,False,True,True,False,0.2007351080179923,0.044425145666199616,0.04754609376009283,80,80,0.6233768305313815,0.001999810397880164,-0.027635883044106004,0.04603543443319741,False,False,False,reject_shape_or_bad_axis
