feature_set,C,split,mode,rep,base_loss,null_loss,null_delta
mobility_teacher,0.8,subject5,dateblock,0,0.7387100102694526,0.7403232892494215,0.0016132789799688796
mobility_teacher,0.8,subject5,dateblock,1,0.7387100102694526,0.730589983909314,-0.008120026360138644
mobility_teacher,0.8,subject5,dateblock,2,0.7387100102694526,0.7366334384821939,-0.0020765717872587297
mobility_teacher,0.8,subject5,dateblock,3,0.7387100102694526,0.7408896407812215,0.0021796305117689485
mobility_teacher,0.8,dateblock5,row,0,0.6747054199964759,0.6769069579105765,0.002201537914100604
mobility_teacher,0.8,dateblock5,row,1,0.6747054199964759,0.677018864435874,0.0023134444393980713
mobility_teacher,0.8,dateblock5,row,2,0.6747054199964759,0.6792935762003272,0.004588156203851224
mobility_teacher,0.8,dateblock5,row,3,0.6747054199964759,0.6740693057072513,-0.0006361142892246097
mobility_teacher,0.8,dateblock5,subject,0,0.6747054199964759,0.6742284004494804,-0.0004770195469955274
mobility_teacher,0.8,dateblock5,subject,1,0.6747054199964759,0.6740574156588658,-0.0006480043376101419
mobility_teacher,0.8,dateblock5,subject,2,0.6747054199964759,0.6759761510171595,0.0012707310206835354
mobility_teacher,0.8,dateblock5,subject,3,0.6747054199964759,0.6755373781698546,0.0008319581733786663
mobility_teacher,0.8,dateblock5,dateblock,0,0.6747054199964759,0.6698147706756551,-0.004890649320820839
mobility_teacher,0.8,dateblock5,dateblock,1,0.6747054199964759,0.6733462816250042,-0.0013591383714717242
mobility_teacher,0.8,dateblock5,dateblock,2,0.6747054199964759,0.6766763683348275,0.0019709483383515414
mobility_teacher,0.8,dateblock5,dateblock,3,0.6747054199964759,0.66654205227034,-0.008163367726135906
mobility_hypotheses,0.05,subject5,row,0,0.7055693968723641,0.7056870856604872,0.000117688788123127
mobility_hypotheses,0.05,subject5,row,1,0.7055693968723641,0.7078347126330486,0.002265315760684561
mobility_hypotheses,0.05,subject5,row,2,0.7055693968723641,0.7080129289896818,0.002443532117317737
mobility_hypotheses,0.05,subject5,row,3,0.7055693968723641,0.7072922211324286,0.0017228242600645371
mobility_hypotheses,0.05,subject5,subject,0,0.7055693968723641,0.7053983226474557,-0.000171074224908363
mobility_hypotheses,0.05,subject5,subject,1,0.7055693968723641,0.718809799393763,0.013240402521398908
mobility_hypotheses,0.05,subject5,subject,2,0.7055693968723641,0.707952511173209,0.002383114300844924
mobility_hypotheses,0.05,subject5,subject,3,0.7055693968723641,0.712098294851217,0.006528897978852921
mobility_hypotheses,0.05,subject5,dateblock,0,0.7055693968723641,0.6988834985113087,-0.006685898361055376
mobility_hypotheses,0.05,subject5,dateblock,1,0.7055693968723641,0.7022438976603794,-0.0033254992119846616
mobility_hypotheses,0.05,subject5,dateblock,2,0.7055693968723641,0.7088702064385833,0.003300809566219254
mobility_hypotheses,0.05,subject5,dateblock,3,0.7055693968723641,0.7039265801872256,-0.0016428166851384374
mobility_hypotheses,0.05,dateblock5,row,0,0.6574191987513781,0.6500620835781388,-0.007357115173239337
mobility_hypotheses,0.05,dateblock5,row,1,0.6574191987513781,0.6599453878853582,0.0025261891339800613
mobility_hypotheses,0.05,dateblock5,row,2,0.6574191987513781,0.6631385052840887,0.005719306532710577
mobility_hypotheses,0.05,dateblock5,row,3,0.6574191987513781,0.6589436862551217,0.0015244875037435657
mobility_hypotheses,0.05,dateblock5,subject,0,0.6574191987513781,0.6457516794507152,-0.011667519300662899
mobility_hypotheses,0.05,dateblock5,subject,1,0.6574191987513781,0.6579448727466795,0.0005256739953013456
mobility_hypotheses,0.05,dateblock5,subject,2,0.6574191987513781,0.6600899265349308,0.0026707277835527066
mobility_hypotheses,0.05,dateblock5,subject,3,0.6574191987513781,0.6619496862129414,0.0045304874615632595
mobility_hypotheses,0.05,dateblock5,dateblock,0,0.6574191987513781,0.6527333637612591,-0.004685834990118987
mobility_hypotheses,0.05,dateblock5,dateblock,1,0.6574191987513781,0.6575154268609583,9.622810958020978e-05
mobility_hypotheses,0.05,dateblock5,dateblock,2,0.6574191987513781,0.6494874956100434,-0.007931703141334734
mobility_hypotheses,0.05,dateblock5,dateblock,3,0.6574191987513781,0.6649311149274114,0.007511916176033306
mobility_hypotheses,0.12,subject5,row,0,0.7116089121643729,0.7120196271308762,0.000410714966503245
mobility_hypotheses,0.12,subject5,row,1,0.7116089121643729,0.7133345717105126,0.0017256595461396795
mobility_hypotheses,0.12,subject5,row,2,0.7116089121643729,0.7211130000115439,0.009504087847170939
mobility_hypotheses,0.12,subject5,row,3,0.7116089121643729,0.7204642779061701,0.008855365741797128
mobility_hypotheses,0.12,subject5,subject,0,0.7116089121643729,0.7140549787711108,0.002446066606737851
mobility_hypotheses,0.12,subject5,subject,1,0.7116089121643729,0.71099506852869,-0.0006138436356829535
mobility_hypotheses,0.12,subject5,subject,2,0.7116089121643729,0.71688222064242,0.0052733084780470785
mobility_hypotheses,0.12,subject5,subject,3,0.7116089121643729,0.7173948351590963,0.005785922994723358
mobility_hypotheses,0.12,subject5,dateblock,0,0.7116089121643729,0.7133437734077119,0.001734861243338992
mobility_hypotheses,0.12,subject5,dateblock,1,0.7116089121643729,0.7108181931204965,-0.0007907190438763978
mobility_hypotheses,0.12,subject5,dateblock,2,0.7116089121643729,0.7150345802704693,0.0034256681060963468
mobility_hypotheses,0.12,subject5,dateblock,3,0.7116089121643729,0.7114177724936441,-0.00019113967072881266
mobility_hypotheses,0.12,dateblock5,row,0,0.6638428837377442,0.6643734910594954,0.000530607321751142
mobility_hypotheses,0.12,dateblock5,row,1,0.6638428837377442,0.6714563816940691,0.007613497956324822
mobility_hypotheses,0.12,dateblock5,row,2,0.6638428837377442,0.6722053094182362,0.008362425680491947
mobility_hypotheses,0.12,dateblock5,row,3,0.6638428837377442,0.6687135292533556,0.004870645515611338
mobility_hypotheses,0.12,dateblock5,subject,0,0.6638428837377442,0.6666631094968268,0.002820225759082584
mobility_hypotheses,0.12,dateblock5,subject,1,0.6638428837377442,0.666993108314234,0.003150224576489724
mobility_hypotheses,0.12,dateblock5,subject,2,0.6638428837377442,0.6654394757505051,0.0015965920127608557
mobility_hypotheses,0.12,dateblock5,subject,3,0.6638428837377442,0.6660698003486003,0.0022269166108560556
mobility_hypotheses,0.12,dateblock5,dateblock,0,0.6638428837377442,0.6625684262742235,-0.0012744574635207284
mobility_hypotheses,0.12,dateblock5,dateblock,1,0.6638428837377442,0.6722202826773491,0.008377398939604874
mobility_hypotheses,0.12,dateblock5,dateblock,2,0.6638428837377442,0.6617592469853169,-0.002083636752427398
mobility_hypotheses,0.12,dateblock5,dateblock,3,0.6638428837377442,0.6728513704299106,0.009008486692166362
mobility_hypotheses,0.35,subject5,row,0,0.7226843518383355,0.7243960498904263,0.0017116980520908154
mobility_hypotheses,0.35,subject5,row,1,0.7226843518383355,0.7181524638449587,-0.004531887993376782
mobility_hypotheses,0.35,subject5,row,2,0.7226843518383355,0.7236353169308101,0.0009509650924746094
mobility_hypotheses,0.35,subject5,row,3,0.7226843518383355,0.7211580237856138,-0.0015263280527216816
mobility_hypotheses,0.35,subject5,subject,0,0.7226843518383355,0.728345263736456,0.005660911898120569
mobility_hypotheses,0.35,subject5,subject,1,0.7226843518383355,0.729409613409396,0.00672526157106057
mobility_hypotheses,0.35,subject5,subject,2,0.7226843518383355,0.7226754049902888,-8.946848046642586e-06
mobility_hypotheses,0.35,subject5,subject,3,0.7226843518383355,0.7256801201877474,0.0029957683494119536
mobility_hypotheses,0.35,subject5,dateblock,0,0.7226843518383355,0.7294379124340279,0.006753560595692432
mobility_hypotheses,0.35,subject5,dateblock,1,0.7226843518383355,0.7304699514921144,0.007785599653778896
mobility_hypotheses,0.35,subject5,dateblock,2,0.7226843518383355,0.719265258237525,-0.0034190936008104966
mobility_hypotheses,0.35,subject5,dateblock,3,0.7226843518383355,0.731531791382483,0.008847439544147573
mobility_hypotheses,0.35,dateblock5,row,0,0.670939855156744,0.6695327813221623,-0.001407073834581718
mobility_hypotheses,0.35,dateblock5,row,1,0.670939855156744,0.6708913760113102,-4.847914543382181e-05
mobility_hypotheses,0.35,dateblock5,row,2,0.670939855156744,0.6733066551369364,0.0023667999801924022
mobility_hypotheses,0.35,dateblock5,row,3,0.670939855156744,0.6687760195782678,-0.002163835578476214
mobility_hypotheses,0.35,dateblock5,subject,0,0.670939855156744,0.6712480849256417,0.00030822976889766096
mobility_hypotheses,0.35,dateblock5,subject,1,0.670939855156744,0.6725158620316425,0.0015760068748984501
mobility_hypotheses,0.35,dateblock5,subject,2,0.670939855156744,0.6764083373518249,0.005468482195080893
mobility_hypotheses,0.35,dateblock5,subject,3,0.670939855156744,0.6765876528338065,0.005647797677062472
mobility_hypotheses,0.35,dateblock5,dateblock,0,0.670939855156744,0.6716536529979168,0.0007137978411727586
mobility_hypotheses,0.35,dateblock5,dateblock,1,0.670939855156744,0.6649669536555439,-0.005972901501200112
mobility_hypotheses,0.35,dateblock5,dateblock,2,0.670939855156744,0.6788773043491495,0.007937449192405466
mobility_hypotheses,0.35,dateblock5,dateblock,3,0.670939855156744,0.6750869961909964,0.0041471410342523995
mobility_hypotheses,0.8,subject5,row,0,0.7387100102694526,0.7509707616481036,0.012260751378651014
mobility_hypotheses,0.8,subject5,row,1,0.7387100102694526,0.7433518534388496,0.004641843169396975
mobility_hypotheses,0.8,subject5,row,2,0.7387100102694526,0.7408625205573971,0.002152510287944498
mobility_hypotheses,0.8,subject5,row,3,0.7387100102694526,0.7462374446482899,0.007527434378837294
mobility_hypotheses,0.8,subject5,subject,0,0.7387100102694526,0.7425509715609871,0.0038409612915345503
mobility_hypotheses,0.8,subject5,subject,1,0.7387100102694526,0.7355925827935468,-0.0031174274759058207
mobility_hypotheses,0.8,subject5,subject,2,0.7387100102694526,0.740149474073079,0.0014394638036263618
mobility_hypotheses,0.8,subject5,subject,3,0.7387100102694526,0.7488391515750911,0.010129141305638467
mobility_hypotheses,0.8,subject5,dateblock,0,0.7387100102694526,0.7512969772517823,0.01258696698232975
mobility_hypotheses,0.8,subject5,dateblock,1,0.7387100102694526,0.7376312374626729,-0.0010787728067797042
mobility_hypotheses,0.8,subject5,dateblock,2,0.7387100102694526,0.746684950344152,0.007974940074699455
mobility_hypotheses,0.8,subject5,dateblock,3,0.7387100102694526,0.7450216659904486,0.006311655720996012
mobility_hypotheses,0.8,dateblock5,row,0,0.6747054199964759,0.6876761772466129,0.012970757250136966
mobility_hypotheses,0.8,dateblock5,row,1,0.6747054199964759,0.6769913377742821,0.002285917777806179
mobility_hypotheses,0.8,dateblock5,row,2,0.6747054199964759,0.6874857083054736,0.01278028830899769
mobility_hypotheses,0.8,dateblock5,row,3,0.6747054199964759,0.681841398828687,0.007135978832211065
mobility_hypotheses,0.8,dateblock5,subject,0,0.6747054199964759,0.6759383967851441,0.001232976788668183
mobility_hypotheses,0.8,dateblock5,subject,1,0.6747054199964759,0.6758625890810565,0.0011571690845805227
mobility_hypotheses,0.8,dateblock5,subject,2,0.6747054199964759,0.6771970942649476,0.002491674268471633
mobility_hypotheses,0.8,dateblock5,subject,3,0.6747054199964759,0.679699766879285,0.0049943468828090865
mobility_hypotheses,0.8,dateblock5,dateblock,0,0.6747054199964759,0.6815288615618523,0.006823441565376398
mobility_hypotheses,0.8,dateblock5,dateblock,1,0.6747054199964759,0.6672843737780025,-0.007421046218473393
mobility_hypotheses,0.8,dateblock5,dateblock,2,0.6747054199964759,0.6857897147297176,0.011084294733241684
mobility_hypotheses,0.8,dateblock5,dateblock,3,0.6747054199964759,0.6693290201339361,-0.0053763998625397935
mobility_jepa,0.05,subject5,row,0,0.7055693968723641,0.7146700471993898,0.009100650327025672
mobility_jepa,0.05,subject5,row,1,0.7055693968723641,0.7139545471505199,0.008385150278155784
mobility_jepa,0.05,subject5,row,2,0.7055693968723641,0.7058146743119847,0.0002452774396206614
mobility_jepa,0.05,subject5,row,3,0.7055693968723641,0.7152143411793008,0.009644944306936742
mobility_jepa,0.05,subject5,subject,0,0.7055693968723641,0.7133046638472825,0.007735266974918442
mobility_jepa,0.05,subject5,subject,1,0.7055693968723641,0.7113094103641038,0.005740013491739693
mobility_jepa,0.05,subject5,subject,2,0.7055693968723641,0.7185605120426329,0.012991115170268852
mobility_jepa,0.05,subject5,subject,3,0.7055693968723641,0.7032492775049253,-0.002320119367438811
mobility_jepa,0.05,subject5,dateblock,0,0.7055693968723641,0.7100137872504428,0.004444390378078755
mobility_jepa,0.05,subject5,dateblock,1,0.7055693968723641,0.7165531503935179,0.010983753521153772
mobility_jepa,0.05,subject5,dateblock,2,0.7055693968723641,0.6976387228527247,-0.007930674019639428
mobility_jepa,0.05,subject5,dateblock,3,0.7055693968723641,0.7174063090905384,0.01183691221817429
mobility_jepa,0.05,dateblock5,row,0,0.6574191987513781,0.6696460501815066,0.012226851430128471
mobility_jepa,0.05,dateblock5,row,1,0.6574191987513781,0.6578172348098552,0.00039803605847710255
mobility_jepa,0.05,dateblock5,row,2,0.6574191987513781,0.6677600826251798,0.01034088387380172
mobility_jepa,0.05,dateblock5,row,3,0.6574191987513781,0.6678709878136794,0.010451789062301264
mobility_jepa,0.05,dateblock5,subject,0,0.6574191987513781,0.6574244673034617,5.2685520836037725e-06
mobility_jepa,0.05,dateblock5,subject,1,0.6574191987513781,0.663882245304096,0.006463046552717899
mobility_jepa,0.05,dateblock5,subject,2,0.6574191987513781,0.6695458711579562,0.012126672406578054
mobility_jepa,0.05,dateblock5,subject,3,0.6574191987513781,0.6621839700657389,0.004764771314360816
mobility_jepa,0.05,dateblock5,dateblock,0,0.6574191987513781,0.6676360526303983,0.01021685387902016
mobility_jepa,0.05,dateblock5,dateblock,1,0.6574191987513781,0.6559132323833059,-0.001505966368072209
mobility_jepa,0.05,dateblock5,dateblock,2,0.6574191987513781,0.6583567396240084,0.0009375408726303158
mobility_jepa,0.05,dateblock5,dateblock,3,0.6574191987513781,0.6664650998167012,0.009045901065323103
mobility_jepa,0.12,subject5,row,0,0.7116089121643729,0.714043250464572,0.0024343383001990127
mobility_jepa,0.12,subject5,row,1,0.7116089121643729,0.7103794885069452,-0.0012294236574277306
mobility_jepa,0.12,subject5,row,2,0.7116089121643729,0.7222035902867983,0.010594678122425316
mobility_jepa,0.12,subject5,row,3,0.7116089121643729,0.7217011588965528,0.0100922467321799
mobility_jepa,0.12,subject5,subject,0,0.7116089121643729,0.7202585797337994,0.008649667569426422
mobility_jepa,0.12,subject5,subject,1,0.7116089121643729,0.7093051793925201,-0.0023037327718528067
mobility_jepa,0.12,subject5,subject,2,0.7116089121643729,0.741418688775264,0.029809776610891014
mobility_jepa,0.12,subject5,subject,3,0.7116089121643729,0.7181708475714365,0.006561935407063513
mobility_jepa,0.12,subject5,dateblock,0,0.7116089121643729,0.7064222740628171,-0.0051866381015558405
mobility_jepa,0.12,subject5,dateblock,1,0.7116089121643729,0.7232933589191258,0.011684446754752886
mobility_jepa,0.12,subject5,dateblock,2,0.7116089121643729,0.714984004073111,0.0033750919087380815
mobility_jepa,0.12,subject5,dateblock,3,0.7116089121643729,0.7102958002383517,-0.0013131119260212376
mobility_jepa,0.12,dateblock5,row,0,0.6638428837377442,0.6643435244787376,0.0005006407409933189
mobility_jepa,0.12,dateblock5,row,1,0.6638428837377442,0.6691297817963611,0.005286898058616818
mobility_jepa,0.12,dateblock5,row,2,0.6638428837377442,0.662318859454518,-0.0015240242832262885
mobility_jepa,0.12,dateblock5,row,3,0.6638428837377442,0.6674193804501447,0.0035764967124004565
mobility_jepa,0.12,dateblock5,subject,0,0.6638428837377442,0.6711018175003667,0.007258933762622433
mobility_jepa,0.12,dateblock5,subject,1,0.6638428837377442,0.6660397211093702,0.0021968373716259038
mobility_jepa,0.12,dateblock5,subject,2,0.6638428837377442,0.662928019853812,-0.0009148638839322487
mobility_jepa,0.12,dateblock5,subject,3,0.6638428837377442,0.6692825450916569,0.005439661353912606
mobility_jepa,0.12,dateblock5,dateblock,0,0.6638428837377442,0.6614285239054861,-0.0024143598322581283
mobility_jepa,0.12,dateblock5,dateblock,1,0.6638428837377442,0.6543357105400255,-0.009507173197718766
mobility_jepa,0.12,dateblock5,dateblock,2,0.6638428837377442,0.6656582795416318,0.001815395803887565
mobility_jepa,0.12,dateblock5,dateblock,3,0.6638428837377442,0.676038145057407,0.012195261319662754
mobility_jepa,0.35,subject5,row,0,0.7226843518383355,0.7328686573067413,0.010184305468405874
mobility_jepa,0.35,subject5,row,1,0.7226843518383355,0.7338376829463068,0.011153331107971343
mobility_jepa,0.35,subject5,row,2,0.7226843518383355,0.7282516576051192,0.00556730576678377
mobility_jepa,0.35,subject5,row,3,0.7226843518383355,0.7269887544017561,0.004304402563420684
mobility_jepa,0.35,subject5,subject,0,0.7226843518383355,0.728445183246457,0.005760831408121558
mobility_jepa,0.35,subject5,subject,1,0.7226843518383355,0.7296449300949533,0.006960578256617889
mobility_jepa,0.35,subject5,subject,2,0.7226843518383355,0.7148062298296227,-0.00787812200871274
mobility_jepa,0.35,subject5,subject,3,0.7226843518383355,0.7215981152711278,-0.0010862365672076324
mobility_jepa,0.35,subject5,dateblock,0,0.7226843518383355,0.7461661505449259,0.023481798706590395
mobility_jepa,0.35,subject5,dateblock,1,0.7226843518383355,0.7319383247581848,0.009253972919849307
mobility_jepa,0.35,subject5,dateblock,2,0.7226843518383355,0.7323839622885853,0.009699610450249807
mobility_jepa,0.35,subject5,dateblock,3,0.7226843518383355,0.7237364116175828,0.001052059779247383
mobility_jepa,0.35,dateblock5,row,0,0.670939855156744,0.6787845476875842,0.007844692530840192
mobility_jepa,0.35,dateblock5,row,1,0.670939855156744,0.6802779757169269,0.009338120560182905
mobility_jepa,0.35,dateblock5,row,2,0.670939855156744,0.6864385580657406,0.015498702908996576
mobility_jepa,0.35,dateblock5,row,3,0.670939855156744,0.6762660330675783,0.005326177910834229
mobility_jepa,0.35,dateblock5,subject,0,0.670939855156744,0.6874586380796478,0.016518782922903763
mobility_jepa,0.35,dateblock5,subject,1,0.670939855156744,0.6774011508632454,0.0064612957065013354
mobility_jepa,0.35,dateblock5,subject,2,0.670939855156744,0.6813347401496773,0.010394884992933284
mobility_jepa,0.35,dateblock5,subject,3,0.670939855156744,0.683572973088027,0.012633117931282967
mobility_jepa,0.35,dateblock5,dateblock,0,0.670939855156744,0.6718253099723359,0.0008854548155918796
mobility_jepa,0.35,dateblock5,dateblock,1,0.670939855156744,0.6711194781852042,0.0001796230284601963
mobility_jepa,0.35,dateblock5,dateblock,2,0.670939855156744,0.6820941374931464,0.011154282336402366
mobility_jepa,0.35,dateblock5,dateblock,3,0.670939855156744,0.6781564061531917,0.00721655099644769
mobility_jepa,0.8,subject5,row,0,0.7387100102694526,0.7565279908959627,0.017817980626510077
mobility_jepa,0.8,subject5,row,1,0.7387100102694526,0.7445866100000704,0.005876599730617826
mobility_jepa,0.8,subject5,row,2,0.7387100102694526,0.7616471708619691,0.022937160592516492
mobility_jepa,0.8,subject5,row,3,0.7387100102694526,0.7323384573612439,-0.0063715529082086775
mobility_jepa,0.8,subject5,subject,0,0.7387100102694526,0.7497969265098655,0.011086916240412914
mobility_jepa,0.8,subject5,subject,1,0.7387100102694526,0.7421168282165351,0.00340681794708253
mobility_jepa,0.8,subject5,subject,2,0.7387100102694526,0.7591207596386079,0.020410749369155323
mobility_jepa,0.8,subject5,subject,3,0.7387100102694526,0.7483565490790884,0.00964653880963584
mobility_jepa,0.8,subject5,dateblock,0,0.7387100102694526,0.7545046922122314,0.015794681942778777
mobility_jepa,0.8,subject5,dateblock,1,0.7387100102694526,0.7331812227854926,-0.005528787483960018
mobility_jepa,0.8,subject5,dateblock,2,0.7387100102694526,0.7276403005003671,-0.0110697097690855
mobility_jepa,0.8,subject5,dateblock,3,0.7387100102694526,0.7510938501423012,0.012383839872848634
