file,basename,changed_rows_vs_current,changed_cells_vs_current,mean_abs_logit_delta_vs_current,l1_logit_delta_vs_current,max_abs_logit_delta_vs_current,max_abs_prob_delta_vs_current,changed_Q1,changed_Q2,changed_Q3,changed_S1,changed_S2,changed_S3,changed_S4,cos_delta_with_h003_tiny,l1_ratio_to_h003_tiny
hitl/h006_h005_route_materializer/submission_h006_s4_mobility_only_top20_amp0p008_4ab3c0e1.csv,submission_h006_s4_mobility_only_top20_amp0p008_4ab3c0e1.csv,20,20,9.142857142857024e-05,0.15999999999999792,0.008000000000000895,0.0019924882143479983,0,0,0,0,0,0,20,0.004951605581241455,0.01181575757801716
hitl/h006_h005_route_materializer/submission_h006_s4_mobility_only_top28_3aa3d8d2.csv,submission_h006_s4_mobility_only_top28_3aa3d8d2.csv,28,28,9.60000000000003e-05,0.16800000000000054,0.006000000000003336,0.0014984180058070784,0,0,0,0,0,0,28,-0.01194730003794539,0.012406545456918218
hitl/h006_h005_route_materializer/submission_h006_s4_mobility_down_control_top28_amp0p006_aee91ace.csv,submission_h006_s4_mobility_down_control_top28_amp0p006_aee91ace.csv,28,28,9.600000000000183e-05,0.1680000000000032,0.0060000000000006715,0.001498696427139068,0,0,0,0,0,0,28,0.011947300037939642,0.012406545456918416
hitl/h006_h005_route_materializer/submission_h006_forced_commute_q3s4q1_top16_4bb09eea.csv,submission_h006_forced_commute_q3s4q1_top16_4bb09eea.csv,16,48,0.00013714285714285768,0.24000000000000093,0.005000000000000782,0.0012499527239971941,16,0,16,0,0,0,16,0.00046843778923838075,0.01772363636702604
hitl/h006_h005_route_materializer/submission_h006_q2s2_recovery_only_top24_b23d9daa.csv,submission_h006_q2s2_recovery_only_top24_b23d9daa.csv,24,48,0.000150857142857139,0.26399999999999324,0.005500000000000949,0.0013722524619267373,0,24,0,0,24,0,0,-0.07135534139841793,0.019496000003728066
hitl/h006_h005_route_materializer/submission_h006_vehicle_s4s1_top22_e1657b33.csv,submission_h006_vehicle_s4s1_top22_e1657b33.csv,22,44,0.00015085714285714607,0.2640000000000056,0.006000000000002892,0.001497031062762666,0,0,0,22,0,0,22,-0.01604306540432555,0.019496000003728982
hitl/h006_h005_route_materializer/submission_h006_routine_anchor_q2s2q1_top18_d1bb6df2.csv,submission_h006_routine_anchor_q2s2q1_top18_d1bb6df2.csv,18,54,0.00015428571428570967,0.2699999999999919,0.005000000000003446,0.0012498319078358966,18,18,0,0,18,0,0,-0.008978195743690832,0.01993909091290362
hitl/h006_h005_route_materializer/submission_h006_bedtime_decision_s3q1q2_top18_ec607fdb.csv,submission_h006_bedtime_decision_s3q1q2_top18_ec607fdb.csv,18,54,0.00015428571428571536,0.2700000000000019,0.005000000000001226,0.001249999346612407,18,18,0,0,0,18,0,-0.0604793139320418,0.019939090912904356
hitl/h006_h005_route_materializer/submission_h006_balanced_routebook_tiny_18e5792e.csv,submission_h006_balanced_routebook_tiny_18e5792e.csv,27,87,0.0001577142857142925,0.27600000000001185,0.006200000000000205,0.0015499986565928325,27,20,0,10,10,10,10,-0.046852473382701244,0.02038218182208074
hitl/h006_h005_route_materializer/submission_h006_s4_mobility_only_top36_amp0p008_52d4d1e1.csv,submission_h006_s4_mobility_only_top36_amp0p008_52d4d1e1.csv,36,36,0.0001645714285714272,0.2879999999999976,0.008000000000000895,0.0019978241554211573,0,0,0,0,0,0,36,-0.024078222884027483,0.021268363640430984
hitl/h006_h005_route_materializer/submission_h006_s4_mobility_down_control_top36_amp0p008_dca8a631.csv,submission_h006_s4_mobility_down_control_top36_amp0p008_dca8a631.csv,36,36,0.00016457142857142853,0.2879999999999999,0.008000000000002228,0.0019983191243715392,0,0,0,0,0,0,36,0.024078222884025342,0.021268363640431158
hitl/h006_h005_route_materializer/submission_h006_s4_mobility_only_top50_amp0p006_cd002efd.csv,submission_h006_s4_mobility_only_top50_amp0p006_cd002efd.csv,50,50,0.00017142857142857094,0.29999999999999916,0.006000000000003336,0.0014984180058070784,0,0,0,0,0,0,50,-0.03857342204878826,0.0221545454587824
hitl/h006_h005_route_materializer/submission_h006_weekend_obligation_s4q2s1_top18_e55fb596.csv,submission_h006_weekend_obligation_s4q2s1_top18_e55fb596.csv,18,54,0.00018514285714285705,0.32399999999999984,0.006000000000003336,0.001499868434933993,0,18,0,18,0,0,18,0.008417435365840293,0.023926909095485047
hitl/h006_h005_route_materializer/submission_h006_mobility_errand_s4s1q1_top18_6d0c2398.csv,submission_h006_mobility_errand_s4s1q1_top18_6d0c2398.csv,18,54,0.00018514285714286397,0.32400000000001195,0.0060000000000060005,0.0014999988109296036,18,0,0,18,0,0,18,-0.03189216905664075,0.023926909095485942
hitl/h006_h005_route_materializer/submission_h006_s4_mobility_only_top50_amp0p008_2fcc469d.csv,submission_h006_s4_mobility_only_top50_amp0p008_2fcc469d.csv,50,50,0.0002285714285714247,0.3999999999999932,0.008000000000000895,0.0019978241554211573,0,0,0,0,0,0,50,-0.03857342204935937,0.02953939394504278
