row,driver_target,driver_flat,driver_step,bridge_target,bridge_flat,bridge_step,actions,action_count,public_delta_estimate,driver_public_delta,bridge_public_delta,public_utility,old_route_energy,new_route_energy,route_energy_delta,same_direction,driver_h088_alignment,driver_stability,source_support,solver_score
182,S3,1279,1.2,S2,1278,0.42,"[(1279, 'S3', 1.2, 'driver'), (1278, 'S2', 0.42, 'bridge')]",2,-0.004880776376655966,-0.004942890506079853,6.211412942388705e-05,0.004880776376655966,0.7520618144445538,0.7463834828666612,-0.005678331577892548,True,0.0,1.0,6,0.006022042179743777
182,S3,1279,1.2,S2,1278,0.27999999999999997,"[(1279, 'S3', 1.2, 'driver'), (1278, 'S2', 0.27999999999999997, 'bridge')]",2,-0.004901481086463928,-0.004942890506079853,4.14094196159247e-05,0.004901481086463928,0.7520618144445538,0.7561652071034802,0.0041033926589264524,True,0.0,1.0,6,0.005562475816214809
234,S4,1644,-1.1128684185433706,S2,1642,-0.42,"[(1644, 'S4', -1.1128684185433706, 'driver'), (1642, 'S2', -0.42, 'bridge')]",2,-0.0015094269238207175,-0.0015094269238207175,-0.0,0.0015094269238207175,0.734783888398664,0.6991886903563556,-0.035595198042308485,True,0.5085714285714286,1.0,4,0.003097440402053891
184,S2,1292,1.1030257394307186,S1,1291,0.42,"[(1292, 'S2', 1.1030257394307186, 'driver'), (1291, 'S1', 0.42, 'bridge')]",2,-0.0015089214495735061,-0.001177176692494217,-0.0003317447570792891,0.0015089214495735061,0.6840839009131192,0.6486228246480952,-0.03546107626502404,True,0.5348571428571428,1.0,5,0.003091997187846317
234,S4,1644,-1.1128684185433706,S2,1642,-0.28,"[(1644, 'S4', -1.1128684185433706, 'driver'), (1642, 'S2', -0.28, 'bridge')]",2,-0.0015094269238207175,-0.0015094269238207175,-0.0,0.0015094269238207175,0.734783888398664,0.6997845085423117,-0.034999379856352375,True,0.5085714285714286,1.0,4,0.0030759583441883355
234,S4,1644,-1.1128684185433706,S2,1642,-0.14,"[(1644, 'S4', -1.1128684185433706, 'driver'), (1642, 'S2', -0.14, 'bridge')]",2,-0.0015094269238207175,-0.0015094269238207175,-0.0,0.0015094269238207175,0.734783888398664,0.7011392854395905,-0.033644602959073566,True,0.5085714285714286,1.0,4,0.0030271122424944796
184,S2,1292,1.1030257394307186,S1,1291,0.27999999999999997,"[(1292, 'S2', 1.1030257394307186, 'driver'), (1291, 'S1', 0.27999999999999997, 'bridge')]",2,-0.0013983398638804097,-0.001177176692494217,-0.00022116317138619272,0.0013983398638804097,0.6840839009131192,0.6507220864033592,-0.03336181450976006,True,0.5348571428571428,1.0,5,0.002883409289409546
184,S2,1292,1.1030257394307186,S3,1293,0.42,"[(1292, 'S2', 1.1030257394307186, 'driver'), (1293, 'S3', 0.42, 'bridge')]",2,-0.001177176692494217,-0.001177176692494217,0.0,0.001177176692494217,0.6840839009131192,0.6467198630970264,-0.037364037816092766,True,0.5348571428571428,1.0,5,0.002761909122808806
184,S2,1292,1.1030257394307186,S4,1294,0.42,"[(1292, 'S2', 1.1030257394307186, 'driver'), (1294, 'S4', 0.42, 'bridge')]",2,-0.001177176692494217,-0.001177176692494217,0.0,0.001177176692494217,0.6840839009131192,0.647207351299338,-0.03687654961378117,True,0.5348571428571428,1.0,5,0.0027443328721711586
234,S4,1644,-1.1128684185433706,S1,1641,0.42,"[(1644, 'S4', -1.1128684185433706, 'driver'), (1641, 'S1', 0.42, 'bridge')]",2,-0.0015094269238207175,-0.0015094269238207175,0.0,0.0015094269238207175,0.734783888398664,0.6983221330389366,-0.0364617553597274,False,0.5085714285714286,1.0,4,0.002707410767997041
