task,target,components,context_feature_count,target_feature_count,component_corr,null_component_corr,component_corr_lift_vs_null,r2,null_r2,r2_lift_vs_null,valid_rows
masked_context_to_sleep_pressure_family,night_disturbance,4,84,79,0.16085567362200995,-0.014263610886128328,0.17511928450813827,-0.061260249062024444,-0.10906361423716504,0.0478033651751406,
masked_context_to_sleep_pressure_family,physiological_load,4,80,99,0.31366396259895113,0.002844808076156704,0.3108191545227944,0.10766100731844347,-0.1250806120961336,0.23274161941457708,
masked_context_to_sleep_pressure_family,social_cognitive_arousal,4,68,159,0.5857394963488224,0.022691360302972165,0.5630481360458502,0.4114186289956297,-0.08771366142483511,0.4991322904204648,
masked_context_to_sleep_pressure_family,rest_environment_stability,4,57,214,0.4449586316758143,-0.0186891161750634,0.4636477478508777,0.26980379869151744,-0.09689260454137834,0.36669640323289576,
masked_context_to_sleep_pressure_family,calendar_routine_pressure,4,94,29,0.11726242510852233,0.0265745685640388,0.09068785654448352,-0.09056532754255738,-0.14143377240683552,0.05086844486427815,
current_context_to_next_sleep_pressure,next_sleep_pressure_state,8,99,580,0.21589373376331966,0.011107806951461952,0.2047859268118577,-0.06598541864165633,-0.16192729381486484,0.09594187517320851,690.0
