feature_set,target,neighbor_match_rate,random_match_rate,lift
raw_lifelog_pca,Q1,0.54,0.4902222222222223,0.049777777777777754
raw_lifelog_pca,Q2,0.5551111111111111,0.5266666666666666,0.028444444444444494
raw_lifelog_pca,Q3,0.5635555555555556,0.520888888888889,0.04266666666666663
raw_lifelog_pca,S1,0.6111111111111112,0.5702222222222222,0.040888888888888975
raw_lifelog_pca,S2,0.6164444444444444,0.5524444444444444,0.06399999999999995
raw_lifelog_pca,S3,0.6275555555555555,0.5426666666666666,0.0848888888888889
raw_lifelog_pca,S4,0.5502222222222222,0.5124444444444445,0.03777777777777769
raw_lifelog_pca,all,0.5805714285714285,0.5307936507936508,0.0497777777777777
existing_cohort_human_state,Q1,0.5502222222222222,0.5053333333333333,0.04488888888888887
existing_cohort_human_state,Q2,0.5724444444444445,0.5044444444444445,0.06800000000000006
existing_cohort_human_state,Q3,0.5408888888888889,0.5244444444444445,0.016444444444444373
existing_cohort_human_state,S1,0.6115555555555555,0.5737777777777777,0.0377777777777778
existing_cohort_human_state,S2,0.6106666666666667,0.5351111111111111,0.0755555555555556
existing_cohort_human_state,S3,0.6155555555555555,0.5528888888888889,0.06266666666666665
existing_cohort_human_state,S4,0.54,0.5008888888888889,0.039111111111111097
existing_cohort_human_state,all,0.5773333333333333,0.5281269841269841,0.04920634920634914
sleep_pressure_predicted,Q1,0.5271111111111111,0.4951111111111111,0.03199999999999997
sleep_pressure_predicted,Q2,0.5275555555555556,0.4982222222222222,0.029333333333333378
sleep_pressure_predicted,Q3,0.5231111111111111,0.5262222222222223,-0.0031111111111111756
sleep_pressure_predicted,S1,0.5768888888888889,0.5648888888888889,0.01200000000000001
sleep_pressure_predicted,S2,0.5542222222222223,0.5551111111111111,-0.000888888888888828
sleep_pressure_predicted,S3,0.5671111111111111,0.5404444444444445,0.026666666666666616
sleep_pressure_predicted,S4,0.5008888888888889,0.5164444444444444,-0.015555555555555434
sleep_pressure_predicted,all,0.5395555555555556,0.5280634920634921,0.011492063492063442
sleep_pressure_energy,Q1,0.4915555555555555,0.5004444444444445,-0.008888888888888946
sleep_pressure_energy,Q2,0.5004444444444445,0.5057777777777779,-0.005333333333333412
sleep_pressure_energy,Q3,0.5253333333333333,0.5342222222222222,-0.008888888888888835
sleep_pressure_energy,S1,0.5533333333333333,0.5657777777777777,-0.01244444444444437
sleep_pressure_energy,S2,0.5368888888888889,0.5622222222222222,-0.02533333333333332
sleep_pressure_energy,S3,0.552,0.5408888888888889,0.011111111111111183
sleep_pressure_energy,S4,0.4946666666666667,0.5097777777777778,-0.015111111111111075
sleep_pressure_energy,all,0.5220317460317461,0.5313015873015873,-0.009269841269841206
sleep_pressure_observed,Q1,0.5115555555555555,0.4924444444444444,0.019111111111111134
sleep_pressure_observed,Q2,0.5102222222222222,0.5097777777777778,0.0004444444444444695
sleep_pressure_observed,Q3,0.5168888888888888,0.5324444444444445,-0.015555555555555656
sleep_pressure_observed,S1,0.5666666666666667,0.5804444444444444,-0.013777777777777778
sleep_pressure_observed,S2,0.5444444444444444,0.5408888888888889,0.003555555555555534
sleep_pressure_observed,S3,0.544,0.5457777777777778,-0.001777777777777767
sleep_pressure_observed,S4,0.49644444444444447,0.4986666666666667,-0.0022222222222222365
sleep_pressure_observed,all,0.5271746031746032,0.5286349206349207,-0.001460317460317495
sleep_pressure_full,Q1,0.5013333333333334,0.49333333333333335,0.008000000000000063
sleep_pressure_full,Q2,0.512,0.5142222222222222,-0.0022222222222222365
sleep_pressure_full,Q3,0.5231111111111111,0.5191111111111112,0.0039999999999998925
sleep_pressure_full,S1,0.5755555555555556,0.5577777777777778,0.01777777777777778
sleep_pressure_full,S2,0.5364444444444445,0.5768888888888889,-0.040444444444444394
sleep_pressure_full,S3,0.5577777777777778,0.5693333333333335,-0.011555555555555652
sleep_pressure_full,S4,0.5115555555555555,0.4955555555555556,0.01599999999999996
sleep_pressure_full,all,0.5311111111111111,0.5323174603174604,-0.001206349206349322
raw_plus_sleep_pressure_full,Q1,0.532888888888889,0.5204444444444444,0.012444444444444591
raw_plus_sleep_pressure_full,Q2,0.5337777777777778,0.4866666666666667,0.047111111111111104
raw_plus_sleep_pressure_full,Q3,0.5524444444444444,0.5217777777777778,0.03066666666666662
raw_plus_sleep_pressure_full,S1,0.5977777777777777,0.5688888888888889,0.028888888888888853
raw_plus_sleep_pressure_full,S2,0.595111111111111,0.5413333333333333,0.0537777777777777
raw_plus_sleep_pressure_full,S3,0.595111111111111,0.5528888888888889,0.04222222222222216
raw_plus_sleep_pressure_full,S4,0.5293333333333333,0.5124444444444445,0.016888888888888842
raw_plus_sleep_pressure_full,all,0.5623492063492064,0.5292063492063492,0.03314285714285714
