split,feature_set,target,neighbor_match_rate,random_match_rate,lift
subject_heldout,calendar_rhythm,Q1,0.5542222222222223,0.4902222222222223,0.064
subject_heldout,calendar_rhythm,Q2,0.5493333333333333,0.5266666666666666,0.022666666666666724
subject_heldout,calendar_rhythm,Q3,0.568,0.520888888888889,0.04711111111111099
subject_heldout,calendar_rhythm,S1,0.6342222222222222,0.5702222222222222,0.06400000000000006
subject_heldout,calendar_rhythm,S2,0.6213333333333334,0.5524444444444444,0.068888888888889
subject_heldout,calendar_rhythm,S3,0.5982222222222222,0.5426666666666666,0.05555555555555558
subject_heldout,calendar_rhythm,S4,0.5777777777777777,0.5124444444444445,0.06533333333333324
subject_heldout,calendar_rhythm,all,0.5861587301587302,0.5307936507936508,0.055365079365079395
subject_heldout,raw_lifelog_pca,Q1,0.54,0.5053333333333333,0.034666666666666734
subject_heldout,raw_lifelog_pca,Q2,0.5551111111111111,0.5044444444444445,0.05066666666666664
subject_heldout,raw_lifelog_pca,Q3,0.5635555555555556,0.5244444444444445,0.039111111111111097
subject_heldout,raw_lifelog_pca,S1,0.6111111111111112,0.5737777777777777,0.03733333333333344
subject_heldout,raw_lifelog_pca,S2,0.6164444444444444,0.5351111111111111,0.08133333333333326
subject_heldout,raw_lifelog_pca,S3,0.6275555555555555,0.5528888888888889,0.07466666666666666
subject_heldout,raw_lifelog_pca,S4,0.5502222222222222,0.5008888888888889,0.04933333333333323
subject_heldout,raw_lifelog_pca,all,0.5805714285714285,0.5281269841269841,0.052444444444444405
subject_heldout,transported_prototype_stats,Q1,0.5088888888888888,0.4951111111111111,0.013777777777777722
subject_heldout,transported_prototype_stats,Q2,0.520888888888889,0.4982222222222222,0.02266666666666678
subject_heldout,transported_prototype_stats,Q3,0.5408888888888889,0.5262222222222223,0.014666666666666606
subject_heldout,transported_prototype_stats,S1,0.5764444444444444,0.5648888888888889,0.011555555555555541
subject_heldout,transported_prototype_stats,S2,0.5662222222222223,0.5551111111111111,0.011111111111111183
subject_heldout,transported_prototype_stats,S3,0.5622222222222222,0.5404444444444445,0.021777777777777674
subject_heldout,transported_prototype_stats,S4,0.4982222222222222,0.5164444444444444,-0.018222222222222195
subject_heldout,transported_prototype_stats,all,0.5391111111111111,0.5280634920634921,0.011047619047618973
subject_heldout,transported_prototype_probabilities,Q1,0.48533333333333334,0.5004444444444445,-0.01511111111111113
subject_heldout,transported_prototype_probabilities,Q2,0.5302222222222223,0.5057777777777779,0.02444444444444438
subject_heldout,transported_prototype_probabilities,Q3,0.5537777777777778,0.5342222222222222,0.01955555555555566
subject_heldout,transported_prototype_probabilities,S1,0.5871111111111113,0.5657777777777777,0.021333333333333537
subject_heldout,transported_prototype_probabilities,S2,0.5666666666666668,0.5622222222222222,0.004444444444444584
subject_heldout,transported_prototype_probabilities,S3,0.575111111111111,0.5408888888888889,0.034222222222222154
subject_heldout,transported_prototype_probabilities,S4,0.5048888888888888,0.5097777777777778,-0.004888888888888943
subject_heldout,transported_prototype_probabilities,all,0.5433015873015873,0.5313015873015873,0.01200000000000001
subject_heldout,transported_prototype_stats_probabilities,Q1,0.4906666666666667,0.4924444444444444,-0.0017777777777777115
subject_heldout,transported_prototype_stats_probabilities,Q2,0.5244444444444445,0.5097777777777778,0.014666666666666717
subject_heldout,transported_prototype_stats_probabilities,Q3,0.5711111111111111,0.5324444444444445,0.03866666666666663
subject_heldout,transported_prototype_stats_probabilities,S1,0.5791111111111111,0.5804444444444444,-0.0013333333333332975
subject_heldout,transported_prototype_stats_probabilities,S2,0.5715555555555555,0.5408888888888889,0.03066666666666662
subject_heldout,transported_prototype_stats_probabilities,S3,0.5693333333333334,0.5457777777777778,0.023555555555555552
subject_heldout,transported_prototype_stats_probabilities,S4,0.5035555555555555,0.4986666666666667,0.0048888888888888316
subject_heldout,transported_prototype_stats_probabilities,all,0.5442539682539683,0.5286349206349207,0.015619047619047643
subject_heldout,transported_observed_upper_bound,Q1,0.4995555555555556,0.49333333333333335,0.00622222222222224
subject_heldout,transported_observed_upper_bound,Q2,0.5408888888888889,0.5142222222222222,0.026666666666666616
subject_heldout,transported_observed_upper_bound,Q3,0.544,0.5191111111111112,0.02488888888888885
subject_heldout,transported_observed_upper_bound,S1,0.5706666666666667,0.5577777777777778,0.012888888888888839
subject_heldout,transported_observed_upper_bound,S2,0.5715555555555555,0.5768888888888889,-0.005333333333333412
subject_heldout,transported_observed_upper_bound,S3,0.5844444444444444,0.5693333333333335,0.015111111111110964
subject_heldout,transported_observed_upper_bound,S4,0.5115555555555555,0.4955555555555556,0.01599999999999996
subject_heldout,transported_observed_upper_bound,all,0.5460952380952381,0.5323174603174604,0.013777777777777667
chronological_holdout,calendar_rhythm,Q1,0.5542222222222223,0.4902222222222223,0.064
chronological_holdout,calendar_rhythm,Q2,0.5493333333333333,0.5266666666666666,0.022666666666666724
chronological_holdout,calendar_rhythm,Q3,0.568,0.520888888888889,0.04711111111111099
chronological_holdout,calendar_rhythm,S1,0.6342222222222222,0.5702222222222222,0.06400000000000006
chronological_holdout,calendar_rhythm,S2,0.6213333333333334,0.5524444444444444,0.068888888888889
chronological_holdout,calendar_rhythm,S3,0.5982222222222222,0.5426666666666666,0.05555555555555558
chronological_holdout,calendar_rhythm,S4,0.5777777777777777,0.5124444444444445,0.06533333333333324
chronological_holdout,calendar_rhythm,all,0.5861587301587302,0.5307936507936508,0.055365079365079395
chronological_holdout,raw_lifelog_pca,Q1,0.54,0.5053333333333333,0.034666666666666734
chronological_holdout,raw_lifelog_pca,Q2,0.5551111111111111,0.5044444444444445,0.05066666666666664
chronological_holdout,raw_lifelog_pca,Q3,0.5635555555555556,0.5244444444444445,0.039111111111111097
chronological_holdout,raw_lifelog_pca,S1,0.6111111111111112,0.5737777777777777,0.03733333333333344
chronological_holdout,raw_lifelog_pca,S2,0.6164444444444444,0.5351111111111111,0.08133333333333326
chronological_holdout,raw_lifelog_pca,S3,0.6275555555555555,0.5528888888888889,0.07466666666666666
chronological_holdout,raw_lifelog_pca,S4,0.5502222222222222,0.5008888888888889,0.04933333333333323
chronological_holdout,raw_lifelog_pca,all,0.5805714285714285,0.5281269841269841,0.052444444444444405
chronological_holdout,transported_prototype_stats,Q1,0.5151111111111112,0.4951111111111111,0.020000000000000073
chronological_holdout,transported_prototype_stats,Q2,0.5142222222222221,0.4982222222222222,0.01599999999999996
chronological_holdout,transported_prototype_stats,Q3,0.5231111111111111,0.5262222222222223,-0.0031111111111111756
chronological_holdout,transported_prototype_stats,S1,0.5813333333333334,0.5648888888888889,0.016444444444444484
chronological_holdout,transported_prototype_stats,S2,0.5484444444444445,0.5551111111111111,-0.006666666666666599
chronological_holdout,transported_prototype_stats,S3,0.5506666666666666,0.5404444444444445,0.010222222222222133
chronological_holdout,transported_prototype_stats,S4,0.5048888888888888,0.5164444444444444,-0.011555555555555541
chronological_holdout,transported_prototype_stats,all,0.533968253968254,0.5280634920634921,0.005904761904761857
chronological_holdout,transported_prototype_probabilities,Q1,0.5137777777777778,0.5004444444444445,0.013333333333333308
chronological_holdout,transported_prototype_probabilities,Q2,0.52,0.5057777777777779,0.014222222222222136
chronological_holdout,transported_prototype_probabilities,Q3,0.5373333333333333,0.5342222222222222,0.0031111111111111756
chronological_holdout,transported_prototype_probabilities,S1,0.6128888888888889,0.5657777777777777,0.047111111111111215
chronological_holdout,transported_prototype_probabilities,S2,0.5631111111111111,0.5622222222222222,0.000888888888888939
