split,feature_set,probe_target,logloss,auc,average_precision,positive_rate,evaluated_rows,uses_public_score,uses_train_labels,core_representation_frozen,probe_calibration_shrink
subject_heldout,prior_only,recovery_up_subjective,0.6882188796964791,0.4342551336691205,0.3979730016761746,0.43414634146341463,410,False,True,True,
subject_heldout,prior_only,intervention_relief_Q2,0.6296430896122875,0.46517331589274036,0.3032248993863746,0.32195121951219513,410,False,True,True,
subject_heldout,prior_only,intervention_worsening_Q2,0.6783642008190603,0.42295012889153283,0.3610101711673102,0.4,410,False,True,True,
subject_heldout,prior_only,quality_rise_Q3,0.6790018835208207,0.43956531381681074,0.37387180705816514,0.4073170731707317,410,False,True,True,
subject_heldout,prior_only,objective_stage_shift,0.18718605328823423,0.208426882203263,0.9288596953941544,0.9585365853658536,410,False,True,True,
subject_heldout,prior_only,drift_up_Q1,0.6730947305392551,0.43882361745117116,0.3598066024228931,0.3926829268292683,410,False,True,True,
subject_heldout,prior_only,drift_down_Q1,0.6343213818433181,0.445598096474151,0.2990811012359914,0.32682926829268294,410,False,True,True,
subject_heldout,prior_only,drift_up_Q2,0.6783642008190603,0.42295012889153283,0.3610101711673102,0.4,410,False,True,True,
subject_heldout,prior_only,drift_down_Q2,0.6296430896122875,0.46517331589274036,0.3032248993863746,0.32195121951219513,410,False,True,True,
subject_heldout,prior_only,drift_up_Q3,0.6790018835208207,0.43956531381681074,0.37387180705816514,0.4073170731707317,410,False,True,True,
subject_heldout,prior_only,drift_down_Q3,0.651346203117967,0.4261805610120217,0.3143248691535348,0.348780487804878,410,False,True,True,
subject_heldout,prior_only,drift_up_S1,0.6428520678638123,0.46879629629629627,0.32364309128977875,0.34146341463414637,410,False,True,True,
subject_heldout,prior_only,drift_down_S1,0.6354099108283306,0.42254553350886237,0.2881424737008819,0.32439024390243903,410,False,True,True,
subject_heldout,prior_only,drift_up_S2,0.6221638678894709,0.4626551418439716,0.29515406798903226,0.3121951219512195,410,False,True,True,
subject_heldout,prior_only,drift_down_S2,0.6206386001250842,0.4027605459057072,0.25977865754409296,0.3024390243902439,410,False,True,True,
subject_heldout,prior_only,drift_up_S3,0.6203192666734457,0.4341465459423206,0.27576492168071154,0.3073170731707317,410,False,True,True,
subject_heldout,prior_only,drift_down_S3,0.6401161158371037,0.37912117978604065,0.2661635996786222,0.3195121951219512,410,False,True,True,
subject_heldout,prior_only,drift_up_S4,0.6680642408443117,0.459526321076954,0.36372459469014795,0.3853658536585366,410,False,True,True,
subject_heldout,prior_only,drift_down_S4,0.6398940296706723,0.4643941815856777,0.31685764980122294,0.33658536585365856,410,False,True,True,
subject_heldout,calendar_rhythm,recovery_up_subjective,0.6953035776398113,0.4766563347539713,0.40698524430352356,0.43414634146341463,410,False,True,True,
subject_heldout,calendar_rhythm,intervention_relief_Q2,0.6435423476143384,0.4543138216699367,0.2852354056532136,0.32195121951219513,410,False,True,True,
subject_heldout,calendar_rhythm,intervention_worsening_Q2,0.6865186421115562,0.4844834423953996,0.43191876621809777,0.4,410,False,True,True,
subject_heldout,calendar_rhythm,quality_rise_Q3,0.6837773404900702,0.5287203371035706,0.4234156771478971,0.4073170731707317,410,False,True,True,
subject_heldout,calendar_rhythm,objective_stage_shift,0.19484858995618531,0.22317018410417602,0.9298177578653931,0.9585365853658536,410,False,True,True,
subject_heldout,calendar_rhythm,drift_up_Q1,0.6923392102150013,0.3913417645738232,0.33517216501641367,0.3926829268292683,410,False,True,True,
subject_heldout,calendar_rhythm,drift_down_Q1,0.6533368058672407,0.3872755786285962,0.2772073989573415,0.32682926829268294,410,False,True,True,
subject_heldout,calendar_rhythm,drift_up_Q2,0.6865186421115562,0.4844834423953996,0.43191876621809777,0.4,410,False,True,True,
subject_heldout,calendar_rhythm,drift_down_Q2,0.6435423476143384,0.4543138216699367,0.2852354056532136,0.32195121951219513,410,False,True,True,
subject_heldout,calendar_rhythm,drift_up_Q3,0.6837773404900702,0.5287203371035706,0.4234156771478971,0.4073170731707317,410,False,True,True,
subject_heldout,calendar_rhythm,drift_down_Q3,0.6451620232293283,0.5824231947827454,0.3995514649807488,0.348780487804878,410,False,True,True,
subject_heldout,calendar_rhythm,drift_up_S1,0.6537340782601637,0.5075264550264551,0.3391049708959326,0.34146341463414637,410,False,True,True,
subject_heldout,calendar_rhythm,drift_down_S1,0.6394687746907928,0.5322873971933444,0.3589701742303535,0.32439024390243903,410,False,True,True,
subject_heldout,calendar_rhythm,drift_up_S2,0.6317253291222096,0.5355164007092198,0.32876747407363305,0.3121951219512195,410,False,True,True,
subject_heldout,calendar_rhythm,drift_down_S2,0.6240708863045352,0.49282370854951507,0.3138797177384205,0.3024390243902439,410,False,True,True,
