file,resolved_path,source,style,target_subset,top_k,alpha,cell_score_sum,cell_score_mean,pred_gain_sum,public_bad_energy_mean,public_good_energy_mean,private_safety_mean,private_conflict_mean,human_agree_rate,memory_agree_rate,q2_share,mean_abs_delta_prob,max_abs_delta_prob,changed_cells,changed_rows,hash,pred_public_median,pred_public_p10,pred_public_p90,pred_public_min,pred_public_max,support_better_than_h012,support_better_than_0567,n_predictions,resolved_path_h024,source_h024,mean_abs_prob_move_h012,max_abs_prob_move_h012,changed_cells_h012_1e4,changed_rows_h012_1e4,bad_axis_abs_load,good_axis_abs_load,bad_to_good_load_ratio,state_h015_cell_score_w_h012,state_h023_combined_score_w_h012,state_h015_direction_agree,state_h023_direction_agree,risk_width,decoder_score,h026_variant_score,h027_selection_score
hitl/h027_public_private_aware_generator_jepa/submission_h027_h015_public_feedback_bad_axis_escape_S1S2S3_k80_a0p25.csv,/Users/kbsoo/Downloads/cl2/hitl/h027_public_private_aware_generator_jepa/submission_h027_h015_public_feedback_bad_axis_escape_S1S2S3_k80_a0p25.csv,h015_public_feedback,bad_axis_escape,S1S2S3,80,0.25,403.4377649655026,5.042972062068783,1.4337190256538173,0.0,0.0,0.6056253571428571,0.26137547755102036,0.4625,0.4625,0.0,0.00023939063627632614,0.021200429022458667,80,70,1f9266ba,0.5697124612826243,0.5600207471343337,0.5832150216971361,0.5247978489198759,0.6202078131697221,0.15,0.15,60,/Users/kbsoo/Downloads/cl2/hitl/h027_public_private_aware_generator_jepa/submission_h027_h015_public_feedback_bad_axis_escape_S1S2S3_k80_a0p25.csv,h027_public_private_aware_generator_jepa,0.00023939063627632131,0.021200429022458667,64,57,15.14512414990733,3.9145845273325577,3.868896951973213,2.723308256893148,0.43693704055820104,0.9999999999999993,0.9871658644950181,0.02319427456280243,0.5791620713127957,5.969584790021006,5.525329356814985
hitl/h027_public_private_aware_generator_jepa/submission_h027_h015_public_feedback_bad_axis_escape_S1S2S3_k80_a0p45.csv,/Users/kbsoo/Downloads/cl2/hitl/h027_public_private_aware_generator_jepa/submission_h027_h015_public_feedback_bad_axis_escape_S1S2S3_k80_a0p45.csv,h015_public_feedback,bad_axis_escape,S1S2S3,80,0.45,403.4377649655026,5.042972062068783,1.4337190256538173,0.0,0.0,0.6056253571428571,0.26137547755102036,0.4625,0.4625,0.0,0.0004220561992262773,0.03586966063182262,80,70,f1a3f597,0.5697416446270802,0.5601428385147822,0.5832091257430196,0.5247890073304953,0.6193451385465225,0.15,0.15,60,/Users/kbsoo/Downloads/cl2/hitl/h027_public_private_aware_generator_jepa/submission_h027_h015_public_feedback_bad_axis_escape_S1S2S3_k80_a0p45.csv,h027_public_private_aware_generator_jepa,0.0004220561992262717,0.03586966063182262,64,57,15.773438925191662,3.9070146980156233,4.037210028712152,2.72330825688956,0.4369370405584471,0.9999999999999998,0.9871658644949433,0.023066287228237448,0.5792053686670126,5.957554967021128,5.512212698185115
hitl/h027_public_private_aware_generator_jepa/submission_h027_h015_public_feedback_bad_axis_escape_S1S2S3_k80_a0p7.csv,/Users/kbsoo/Downloads/cl2/hitl/h027_public_private_aware_generator_jepa/submission_h027_h015_public_feedback_bad_axis_escape_S1S2S3_k80_a0p7.csv,h015_public_feedback,bad_axis_escape,S1S2S3,80,0.7,403.4377649655026,5.042972062068783,1.4337190256538173,0.0,0.0,0.6056253571428571,0.26137547755102036,0.4625,0.4625,0.0,0.0006407106475829893,0.05164167766874972,80,70,19cce905,0.5697767231998455,0.5602946628305362,0.5832021192074592,0.5247785003100548,0.618264502660545,0.15,0.15,60,/Users/kbsoo/Downloads/cl2/hitl/h027_public_private_aware_generator_jepa/submission_h027_h015_public_feedback_bad_axis_escape_S1S2S3_k80_a0p7.csv,h027_public_private_aware_generator_jepa,0.000640710647582984,0.05164167766874983,64,57,16.558832394310443,3.8975524113715525,4.248520774666082,2.723308256891413,0.43693704055821064,0.9999999999999997,0.9871658644949763,0.02290745637692304,0.5792588152029017,5.943372259106512,5.496740932839272
hitl/h027_public_private_aware_generator_jepa/submission_h027_h015_public_feedback_bad_axis_escape_S1S2S3_k80_a1p0.csv,/Users/kbsoo/Downloads/cl2/hitl/h027_public_private_aware_generator_jepa/submission_h027_h015_public_feedback_bad_axis_escape_S1S2S3_k80_a1p0.csv,h015_public_feedback,bad_axis_escape,S1S2S3,80,1.0,403.4377649655026,5.042972062068783,1.4337190256538173,0.0,0.0,0.6056253571428571,0.26137547755102036,0.4625,0.4625,0.0,0.0008905921363779634,0.06727601732653143,80,70,8633a2ca,0.5698169579939243,0.5604758027917407,0.5831942019530818,0.5247666275730878,0.6169647004431255,0.15,0.15,60,/Users/kbsoo/Downloads/cl2/hitl/h027_public_private_aware_generator_jepa/submission_h027_h015_public_feedback_bad_axis_escape_S1S2S3_k80_a1p0.csv,h027_public_private_aware_generator_jepa,0.0008905921363779582,0.06727601732653143,64,57,17.50130455725476,3.886197667394947,4.503451973013775,2.72330825689251,0.436937040558227,0.9999999999999998,0.9871658644949994,0.022718399161341107,0.5793221058909485,5.927487086912054,5.479401115157647
hitl/h027_public_private_aware_generator_jepa/submission_h027_h015_public_feedback_public_memory_bridge_all_k80_a0p45.csv,/Users/kbsoo/Downloads/cl2/hitl/h027_public_private_aware_generator_jepa/submission_h027_h015_public_feedback_public_memory_bridge_all_k80_a0p45.csv,h015_public_feedback,public_memory_bridge,all,80,0.45,703.0526269479587,8.788157836849484,2.264079897241566,0.0,0.0,0.5199092857142856,0.4264036489795918,0.1875,0.2875,0.075,0.0004956725048801502,0.03586966063182262,80,65,b642e527,0.570386610003172,0.562354216805429,0.5835949444059968,0.5278433912622308,0.6194995609614337,0.15,0.13333333333333333,60,/Users/kbsoo/Downloads/cl2/hitl/h027_public_private_aware_generator_jepa/submission_h027_h015_public_feedback_public_memory_bridge_all_k80_a0p45.csv,h027_public_private_aware_generator_jepa,0.0004956725048801445,0.03586966063182262,57,48,16.639743493649192,3.9832840330213526,4.177393163914154,3.69732040864709,0.4625054824526274,0.9999999999999999,0.9975899924353417,0.021240727600567832,0.5792604522707407,6.087954118014868,4.976513096399186
hitl/h027_public_private_aware_generator_jepa/submission_h027_h015_public_feedback_public_memory_bridge_all_k80_a0p25.csv,/Users/kbsoo/Downloads/cl2/hitl/h027_public_private_aware_generator_jepa/submission_h027_h015_public_feedback_public_memory_bridge_all_k80_a0p25.csv,h015_public_feedback,public_memory_bridge,all,80,0.25,703.0526269479587,8.788157836849484,2.264079897241566,0.0,0.0,0.5199092857142856,0.4264036489795918,0.1875,0.2875,0.075,0.0002860065924799146,0.021200429022458667,80,65,7781d109,0.5703205288193474,0.5612990424976355,0.5836087200580927,0.5278407060986409,0.6207441691687136,0.15,0.13333333333333333,60,/Users/kbsoo/Downloads/cl2/hitl/h027_public_private_aware_generator_jepa/submission_h027_h015_public_feedback_public_memory_bridge_all_k80_a0p25.csv,h027_public_private_aware_generator_jepa,0.0002860065924799095,0.021200429022458667,57,48,15.626404465715117,3.956956380112647,3.9490969726891874,3.6973204086468257,0.46250548245254164,0.9999999999999997,0.9975899924353473,0.02230967756045721,0.5794885999059486,6.071901966844252,4.960216177529752
hitl/h027_public_private_aware_generator_jepa/submission_h027_h015_public_feedback_public_memory_bridge_QS_quality_k80_a0p7.csv,/Users/kbsoo/Downloads/cl2/hitl/h027_public_private_aware_generator_jepa/submission_h027_h015_public_feedback_public_memory_bridge_QS_quality_k80_a0p7.csv,h015_public_feedback,public_memory_bridge,QS_quality,80,0.7,695.2596341475055,8.690745426843819,2.108474208474378,0.0,0.0,0.5147075,0.43166406530612245,0.1875,0.2875,0.0,0.0007422182608458394,0.05164167766874972,80,66,e7b9a9ab,0.5706618705027072,0.5629104251512194,0.5836329140084185,0.527782077328022,0.6180667926260281,0.15,0.13333333333333333,60,/Users/kbsoo/Downloads/cl2/hitl/h027_public_private_aware_generator_jepa/submission_h027_h015_public_feedback_public_memory_bridge_QS_quality_k80_a0p7.csv,h027_public_private_aware_generator_jepa,0.0007422182608458346,0.05164167766874983,57,49,17.98456765432949,4.014768420263116,4.479602748462197,3.6703618793680994,0.46584851336409105,1.0,0.9976132428441818,0.020722488857199184,0.5794601025646887,6.12021211557225,4.937867934343763
hitl/h027_public_private_aware_generator_jepa/submission_h027_h015_public_feedback_public_memory_bridge_all_k80_a0p7.csv,/Users/kbsoo/Downloads/cl2/hitl/h027_public_private_aware_generator_jepa/submission_h027_h015_public_feedback_public_memory_bridge_all_k80_a0p7.csv,h015_public_feedback,public_memory_bridge,all,80,0.7,703.0526269479587,8.788157836849484,2.264079897241566,0.0,0.0,0.5199092857142856,0.4264036489795918,0.1875,0.2875,0.075,0.0007429797237998198,0.05164167766874972,80,65,962e44b7,0.5704669708690908,0.5626017471690535,0.5835791011003526,0.527846479454821,0.6179412124011766,0.15,0.13333333333333333,60,/Users/kbsoo/Downloads/cl2/hitl/h027_public_private_aware_generator_jepa/submission_h027_h015_public_feedback_public_memory_bridge_all_k80_a0p7.csv,h027_public_private_aware_generator_jepa,0.0007429797237998148,0.05164167766874983,57,48,17.9064172785702,4.016193599155692,4.4585543082076615,3.6973204086490066,0.46250548245276113,0.9999999999999998,0.9975899924353437,0.02097735393129907,0.5793470387529182,6.049879692682887,4.935136622967404
hitl/h027_public_private_aware_generator_jepa/submission_h027_h015_public_feedback_public_memory_bridge_QS_quality_k80_a0p45.csv,/Users/kbsoo/Downloads/cl2/hitl/h027_public_private_aware_generator_jepa/submission_h027_h015_public_feedback_public_memory_bridge_QS_quality_k80_a0p45.csv,h015_public_feedback,public_memory_bridge,QS_quality,80,0.45,695.2596341475055,8.690745426843819,2.108474208474378,0.0,0.0,0.5147075,0.43166406530612245,0.1875,0.2875,0.0,0.0004964898100377893,0.03586966063182262,80,66,7cf24075,0.570638821882111,0.5623869758966811,0.5836483059813357,0.5277784725436251,0.619636842289289,0.15,0.13333333333333333,60,/Users/kbsoo/Downloads/cl2/hitl/h027_public_private_aware_generator_jepa/submission_h027_h015_public_feedback_public_memory_bridge_QS_quality_k80_a0p45.csv,h027_public_private_aware_generator_jepa,0.0004964898100377836,0.03586966063182262,57,49,16.689983020923016,3.982367846590411,4.190969709395763,3.6703618793661796,0.4658485133639611,0.9999999999999999,0.9976132428441797,0.021261330084654584,0.5795246268100286,6.105389742005965,4.922383718654886
hitl/h027_public_private_aware_generator_jepa/submission_h027_h015_public_feedback_public_memory_bridge_QS_quality_k80_a1p0.csv,/Users/kbsoo/Downloads/cl2/hitl/h027_public_private_aware_generator_jepa/submission_h027_h015_public_feedback_public_memory_bridge_QS_quality_k80_a1p0.csv,h015_public_feedback,public_memory_bridge,QS_quality,80,1.0,695.2596341475055,8.690745426843819,2.108474208474378,0.0,0.0,0.5147075,0.43166406530612245,0.1875,0.2875,0.0,0.001017677199236923,0.07222008365524257,80,66,cfb72525,0.5707471945493142,0.5632048656831302,0.5836161704973746,0.5277859986412676,0.6161845352724974,0.15,0.13333333333333333,60,/Users/kbsoo/Downloads/cl2/hitl/h027_public_private_aware_generator_jepa/submission_h027_h015_public_feedback_public_memory_bridge_QS_quality_k80_a1p0.csv,h027_public_private_aware_generator_jepa,0.0010176771992369176,0.07222008365524257,57,49,19.53806921443248,4.053649108670879,4.819871845301085,3.6703618793657107,0.46584851336383626,0.9999999999999999,0.9976132428441855,0.020411304814244358,0.5795556063801551,6.081538868589288,4.8957982446244905
