candidate_id,step,row,target_index,target,subject_id,sleep_date,old_move,new_move,state,h130_active_toxic_rank,h129_toxicity_field,h112_residual_toxicity,h112_residual_safety,h112_residual_gap,h130_step_score,after_route,after_h098,after_curv_marg,after_badw,after_badmax,after_h088,after_margin,delta_route,delta_h098,delta_curv_marg,delta_badw,delta_badmax,delta_h088,delta_margin
h130_h129_core_plus_h128_value_b5900b3d,1,136,3,S1,id06,2024-07-16,0.0,0.04000000004404747,h128,0.5185185185185185,0.08286285714285715,0.3735008571428571,0.6684614342857145,0.2949605771428573,0.00510707940583145,-0.0006090044235819591,-2.3652921159129643e-05,4.1265375232329765e-05,0.0,0.0,-0.07145283911111529,0.15940477130231612,1.31608006600668e-06,-5.665658906329855e-07,3.587601172550317e-06,0.0,0.0,0.0058784989006726435,0.028436448305180828
h130_h129_core_plus_h128_value_b5900b3d,2,131,0,Q1,id06,2024-07-10,0.0901350428933605,0.0,off,0.3333333333333333,0.04775714285714285,0.3519642857142857,0.589577222857143,0.2376129371428572,0.0041659207970509,-0.0006104779778937493,-2.394212317377814e-05,4.198495958650868e-05,0.0,0.0,-0.08176870259565222,0.1680418456743835,-1.4735543117901442e-06,-2.8920201464849565e-07,7.195843541789142e-07,0.0,0.0,-0.010315863484536933,0.008637074372067371
h130_h129_core_plus_h128_value_b5900b3d,3,143,6,S4,id06,2024-08-13,0.0,0.03999989988313146,h128,0.9629629629629629,0.22802571428571425,0.5064902857142857,0.7079142171428572,0.2014239314285715,0.002301984858818594,-0.000609161898141545,-2.2971893206341458e-05,4.460709473032656e-05,0.0,0.0,-0.08162246978823358,0.1828186866586354,1.3160797522043105e-06,9.702299674366806e-07,2.622135143817879e-06,0.0,0.0,0.00014623280741864197,0.014776840984251916
h130_h129_core_plus_h128_value_b5900b3d,4,59,0,Q1,id03,2024-08-17,0.016589744640421955,0.0,off,0.037037037037037035,-0.07192285714285712,0.375798,0.7394776342857142,0.3636796342857142,0.0004194949495263106,-0.0006104047219893293,-2.3043907986864775e-05,4.427299196507078e-05,0.0,0.0,-0.08177346506808432,0.18315688714222259,-1.2428238477843034e-06,-7.201478052331744e-08,-3.341027652557782e-07,0.0,0.0,-0.0001509952798507408,0.000338200483587181
h130_h129_core_plus_h128_value_b5900b3d,5,135,0,Q1,id06,2024-07-14,-0.030229447619811056,-0.015114723809905528,h129_half,0.8148148148148148,0.14479142857142852,0.4885834285714285,0.8901125942857142,0.4015291657142856,0.0003856185168568067,-0.0006102824231540392,-2.252460934691527e-05,4.401344430213206e-05,0.0,0.0,-0.08195911262381159,0.18273118693069115,1.2229883529003317e-07,5.192986399495071e-07,-2.5954766293872014e-07,0.0,0.0,-0.00018564755572726688,-0.00042570021153143234
h130_h129_core_plus_h128_value_b5900b3d,6,79,0,Q1,id03,2024-10-10,0.007936233543109239,0.0,off,0.07407407407407407,-0.07180285714285714,0.3760208571428571,0.73722956,0.3612087028571428,0.00035226393316556583,-0.0006114982125088652,-2.2621058115427197e-05,4.376437611991837e-05,0.0,0.0,-0.081994188156455,0.1828093892624023,-1.2157893548260176e-06,-9.644876851192842e-08,-2.490681822136902e-07,0.0,0.0,-3.507553264341101e-05,7.820233171115798e-05
h130_h128_value_with_core_eraser_6af0d9b3,1,207,0,Q1,id09,2024-08-12,-0.08955908022168368,0.0,off,0.5555555555555556,0.08443714285714288,0.3571962857142857,0.5626609428571429,0.2054646571428571,0.004103811661766819,-0.0006987356667256575,-3.302044602202078e-05,5.173568389572826e-05,0.0,0.0,-0.053492907877492016,0.20824614590278384,-1.4717406458353115e-06,-1.4521750545294513e-06,3.958857483935072e-07,0.0,0.0,-0.007132401989306009,0.008267642111481732
h130_h128_value_with_core_eraser_6af0d9b3,2,131,0,Q1,id06,2024-07-10,0.0901350428933605,0.0,off,0.3333333333333333,0.04775714285714285,0.3519642857142857,0.589577222857143,0.2376129371428572,0.004076696136837608,-0.0007002092210374478,-3.330964803666895e-05,5.2369829881196775e-05,0.0,0.0,-0.06184284187412637,0.21776155167139458,-1.473554311790361e-06,-2.892020146481704e-07,6.341459854685132e-07,0.0,0.0,-0.008349933996634355,0.009515405768610735
h130_h128_value_with_core_eraser_6af0d9b3,3,188,2,Q3,id08,2024-08-10,0.16999999999999993,0.12749999999999995,h122_075,0.2222222222222222,-0.03974571428571428,0.3709808571428571,0.6152545199999999,0.2442736628571428,0.003639557200270937,-0.0007014811197590571,-2.7977811962541358e-05,5.42653162841696e-05,0.0,0.0,-0.06690002603594673,0.23556895244394316,-1.2718987216092398e-06,5.331836074127594e-06,1.8954864029728253e-06,0.0,0.0,-0.005057184161820362,0.01780740077254858
h130_h128_value_with_core_eraser_6af0d9b3,4,164,3,S1,id07,2024-07-26,0.07643484474678175,0.05732613356008631,h122_075,0.7407407407407407,0.12338571428571443,0.4909685714285714,0.7107931428571429,0.2198245714285714,0.0008788454923218134,-0.0006921158431934356,-2.8609788524195886e-05,5.439460712804937e-05,0.0,0.0,-0.06805868598803179,0.23916412860465944,9.365276565621427e-06,-6.319765616545278e-07,1.2929084387976707e-07,0.0,0.0,-0.001158659952085056,0.003595176160716279
h130_h128_value_with_core_eraser_6af0d9b3,5,135,0,Q1,id06,2024-07-14,-0.060458895239622,-0.030229447619811,h122_half,0.8148148148148148,0.14479142857142852,0.4885834285714285,0.8901125942857142,0.4015291657142856,0.000927568825346756,-0.0006918714648039519,-2.7571218247988147e-05,5.425842396284135e-05,0.0,0.0,-0.06899707174581743,0.24123370913814704,2.443783894837473e-07,1.038570276207739e-06,-1.361831652080172e-07,0.0,0.0,-0.0009383857577856397,0.0020695805334876027
h130_h128_value_with_core_eraser_6af0d9b3,6,110,3,S1,id05,2024-10-02,-0.03533806566882525,-0.026503549251618935,h128_075,0.7777777777777778,0.14039142857142858,0.4940485714285714,0.7040578514285714,0.2100092799999999,0.0005617049539971113,-0.0006918991175148018,-2.7393046942814883e-05,5.433517496244316e-05,0.0,0.0,-0.06920200915890519,0.24141164746312607,-2.7652710849878498e-08,1.781713051732638e-07,7.675099960181148e-08,0.0,0.0,-0.0002049374130877607,0.00017793832497903228
h130_h128_value_with_core_eraser_6af0d9b3,7,196,0,Q1,id08,2024-09-11,-0.03235929349068031,-0.024269470118010235,h122_075,0.6296296296296297,0.09844857142857144,0.4416234285714286,0.7624737657142858,0.3208503371428572,0.0005246865812715536,-0.0006919244325332966,-2.7146562613104244e-05,5.428939080508524e-05,0.0,0.0,-0.06937806400161095,0.24188125503863397,-2.5315018494865074e-08,2.4648432971063894e-07,-4.57841573579202e-08,0.0,0.0,-0.00017605484270576122,0.0004696075755079021
h130_h128_value_with_core_eraser_6af0d9b3,8,59,0,Q1,id03,2024-08-17,0.016589744640421955,0.0,off,0.037037037037037035,-0.07192285714285712,0.375798,0.7394776342857142,0.3636796342857142,0.00045226057570380826,-0.0006931672563810807,-2.721857739362767e-05,5.396903564007386e-05,0.0,0.0,-0.06951895317643127,0.24237245425148748,-1.2428238477840865e-06,-7.201478052342586e-08,-3.2035516501138436e-07,0.0,0.0,-0.00014088917482031615,0.0004911992128535103
h130_h128_value_with_core_eraser_6af0d9b3,9,79,0,Q1,id03,2024-10-10,0.007936233543109239,0.0,off,0.07407407407407407,-0.07180285714285714,0.3760208571428571,0.73722956,0.3612087028571428,0.0003598163006127097,-0.0006943830457359067,-2.7315026162139382e-05,5.372187790852524e-05,0.0,0.0,-0.06955131642289054,0.2424852862075725,-1.2157893548260176e-06,-9.644876851171158e-08,-2.471577315486199e-07,0.0,0.0,-3.236324645927713e-05,0.00011283195608502439
h130_h122_full_lattice_69da8d10,1,149,2,Q3,id06,2024-08-23,0.0,0.0261724842488672,h128_075,0.28125,0.028362857142857148,0.4297414285714285,0.6108972857142858,0.1811558571428572,0.012776078355097472,-0.0006804697414272155,-2.9967540108647578e-05,4.166438997987875e-05,0.0,0.0,-0.06579823745751583,0.1252072156767057,-7.524262953586083e-05,-1.3136674133646655e-06,3.3872158667507847e-07,0.0,0.0,0.00035998172527325345,-0.0006471491498437065
h130_h122_full_lattice_69da8d10,2,136,3,S1,id06,2024-07-16,0.0,0.04000000004404747,h128,0.5,0.08286285714285715,0.3735008571428571,0.6684614342857145,0.2949605771428573,0.004659330083780007,-0.0006791536613612088,-3.0534105999280455e-05,4.503566340915716e-05,0.0,0.0,-0.06063454981921349,0.15111740461607698,1.31608006600668e-06,-5.665658906328771e-07,3.3712734292784107e-06,0.0,0.0,0.005163687638302335,0.025910188939371276
h130_h122_full_lattice_69da8d10,3,207,0,Q1,id09,2024-08-12,-0.08955908022168368,0.0,off,0.53125,0.08443714285714288,0.3571962857142857,0.5626609428571429,0.2054646571428571,0.003821264397485861,-0.0006806254020070441,-3.198628105381012e-05,4.53070960911323e-05,0.0,0.0,-0.068586653219736,0.1576440358005675,-1.4717406458353115e-06,-1.452175054529668e-06,2.714326819751398e-07,0.0,0.0,-0.007952103400522513,0.006526631184490511
