target,oof_base_loss,oof_candidate_loss,oof_loss_delta,oof_base_mean,oof_candidate_mean,oof_mean_delta,oof_abs_delta_mean,oof_abs_delta_p90,oof_abs_delta_max
Q1,0.5794820268812545,0.5746308240745168,-0.0048512028067376756,0.49699854626978945,0.4966221311209267,-0.00037641514886283916,0.025999743132416285,0.05837290717538016,0.1613203860791147
Q2,0.6429986926145494,0.6429986926145494,0.0,0.5650238098664506,0.5650238098664506,0.0,0.0,0.0,0.0
Q3,0.6381610384567173,0.6303484889503163,-0.00781254950640109,0.6073322791180961,0.6056017489383948,-0.0017305301797012475,0.03251258454688234,0.058949716208902034,0.09290984220555348
S1,0.48685705352101377,0.47894327588040597,-0.0079137776406078,0.6890511708169313,0.6841055470752521,-0.004945623741679332,0.015240659967756427,0.029331222217927062,0.40394687262011364
S2,0.5437256633704466,0.5389534496173579,-0.004772213753088672,0.6545866939862114,0.653299683601699,-0.0012870103845124806,0.019988930690460337,0.04231571137284738,0.187746150278783
S3,0.506445918491372,0.5034376794790675,-0.0030082390123045144,0.6608769106177789,0.6603307163912431,-0.0005461942265356639,0.023069871690352208,0.05019083292744745,0.07046472695463435
S4,0.6108847251173285,0.6034040622125061,-0.0074806629048224105,0.5643008521248143,0.5618441328928999,-0.0024567192319144776,0.02318850257347016,0.04188018551893179,0.2704172817725371
