file,oof_file,targets_changed,donor,mask,weight,source_file,oof_loss,public_self_expected_loss,geometry_mean_delta,geometry_win_rate,risk_score
submission_public_entropytm_public2d0_q1_q3_s1_s2_s3_s4_g050.csv,final_public_entropytm_public2d0_q1_q3_s1_s2_s3_s4_g050_oof.npy,Q1+Q3+S1+S2+S3+S4,public_entropy_targetmask,Q1+Q3+S1+S2+S3+S4,0.5,public_entropy_targetmask_summary.csv,0.5557065712022639,0.5761489175584812,-0.008157990225146003,1.0,0.5770424167957671
submission_public_entropytm_public2d0_q1_q3_s2_s3_s4_g050.csv,final_public_entropytm_public2d0_q1_q3_s2_s3_s4_g050_oof.npy,Q1+Q3+S2+S3+S4,public_entropy_targetmask,Q1+Q3+S2+S3+S4,0.5,public_entropy_targetmask_summary.csv,0.5566885054012426,0.576203798474419,-0.006416886101681743,1.0,0.5770498479076756
submission_public_entropytm_public2d0_q1_q2_q3_s1_s2_s3_s4_g050.csv,final_public_entropytm_public2d0_q1_q2_q3_s1_s2_s3_s4_g050_oof.npy,Q1+Q2+Q3+S1+S2+S3+S4,public_entropy_targetmask,Q1+Q2+Q3+S1+S2+S3+S4,0.5,public_entropy_targetmask_summary.csv,0.555624850449518,0.5760997785864291,-0.008287847163540321,1.0,0.5770705170247649
submission_public_entropytm_public2d0_q1_q2_q3_s2_s3_s4_g050.csv,final_public_entropytm_public2d0_q1_q2_q3_s2_s3_s4_g050_oof.npy,Q1+Q2+Q3+S2+S3+S4,public_entropy_targetmask,Q1+Q2+Q3+S2+S3+S4,0.5,public_entropy_targetmask_summary.csv,0.5566067846484968,0.576154659502367,-0.0065467430400760335,1.0,0.5770779481366733
submission_public_entropytm_public2d0_q1_q3_s1_s3_s4_g050.csv,final_public_entropytm_public2d0_q1_q3_s1_s3_s4_g050_oof.npy,Q1+Q3+S1+S3+S4,public_entropy_targetmask,Q1+Q3+S1+S3+S4,0.5,public_entropy_targetmask_summary.csv,0.5563774229922603,0.5762966145365781,-0.006922466825953835,1.0,0.5771027767539334
submission_public_entropytm_public2d0_q1_q3_s2_s3_s4_g075.csv,final_public_entropytm_public2d0_q1_q3_s2_s3_s4_g075_oof.npy,Q1+Q3+S2+S3+S4,public_entropy_targetmask,Q1+Q3+S2+S3+S4,0.75,public_entropy_targetmask_summary.csv,0.5554073664376086,0.5759556184092364,-0.008045000323787188,1.0,0.5771065818488433
submission_public_entropytm_public2d0_q1_q3_s3_s4_g050.csv,final_public_entropytm_public2d0_q1_q3_s3_s4_g050_oof.npy,Q1+Q3+S3+S4,public_entropy_targetmask,Q1+Q3+S3+S4,0.5,public_entropy_targetmask_summary.csv,0.5573593571912391,0.5763514954525161,-0.005181362702489534,1.0,0.577110207865842
submission_public_entropytm_public2d0_q1_q3_s1_s2_s3_s4_g075.csv,final_public_entropytm_public2d0_q1_q3_s1_s2_s3_s4_g075_oof.npy,Q1+Q3+S1+S2+S3+S4,public_entropy_targetmask,Q1+Q3+S1+S2+S3+S4,0.75,public_entropy_targetmask_summary.csv,0.554185187608484,0.5758870302496651,-0.010184803701255893,1.0,0.5771126892256383
submission_public_entropytm_public2d0_q1_s1_s2_s3_s4_g050.csv,final_public_entropytm_public2d0_q1_s1_s2_s3_s4_g050_oof.npy,Q1+S1+S2+S3+S4,public_entropy_targetmask,Q1+S1+S2+S3+S4,0.5,public_entropy_targetmask_summary.csv,0.557419630095035,0.5763436929857034,-0.006224631063139113,1.0,0.5771266343078972
submission_public_entropytm_public2d0_q1_q2_q3_s1_s3_s4_g050.csv,final_public_entropytm_public2d0_q1_q2_q3_s1_s3_s4_g050_oof.npy,Q1+Q2+Q3+S1+S3+S4,public_entropy_targetmask,Q1+Q2+Q3+S1+S3+S4,0.5,public_entropy_targetmask_summary.csv,0.5562957022395146,0.5762474755645262,-0.00705232376434814,1.0,0.5771308769829314
