file,probe,targets_changed,already_same_design_observed,pred_delta_uncertainty,expected_variance_reduction,orthogonality_to_full_stage2,n_targets_changed
submission_publicprobe_anchor578_stage2_geo_top_q1s3s4.csv,stage2_geo_top_q1s3s4,"Q1,S3,S4",False,1.3416407864998736,0.6142857142857142,0.7559289460184544,3
submission_publicprobe_anchor578_stage2only_q3s1s4.csv,stage2only_q3s1s4,"Q3,S1,S4",False,1.3416407864998736,0.6142857142857142,0.7559289460184544,3
submission_publicgated_anchor578_stage2_q1_s3_s4_prob_w1000.csv,,"Q1,S3,S4",False,1.3416407864998736,0.6142857142857142,0.7559289460184544,3
submission_publicgated_anchor578_stage2_q1_s3_s4_prob_w850.csv,,"Q1,S3,S4",False,1.3416407864998736,0.6142857142857142,0.7559289460184544,3
submission_publicgated_anchor578_stage2_q1_s3_s4_prob_w750.csv,,"Q1,S3,S4",False,1.3416407864998736,0.6142857142857142,0.7559289460184544,3
submission_publicgated_anchor578_stage2_q1_s3_s4_prob_w650.csv,,"Q1,S3,S4",False,1.3416407864998736,0.6142857142857142,0.7559289460184544,3
submission_publicgated_anchor578_stage2_q1_s3_s4_prob_w545.csv,,"Q1,S3,S4",False,1.3416407864998736,0.6142857142857142,0.7559289460184544,3
submission_publicgated_anchor578_stage2_q1_s3_s4_prob_w500.csv,,"Q1,S3,S4",False,1.3416407864998736,0.6142857142857142,0.7559289460184544,3
submission_publicgated_anchor578_stage2_q1_s3_s4_prob_w350.csv,,"Q1,S3,S4",False,1.3416407864998736,0.6142857142857142,0.7559289460184544,3
submission_anchor578_presleep_core_q1_s1_s4.csv,anchor578_presleep_core_q1_s1_s4,"Q1,S1,S4",False,1.3416407864998738,0.6142857142857142,0.7559289460184544,3
submission_anchor578_presleep_core_q1_s1_s4_soft.csv,anchor578_presleep_core_q1_s1_s4_soft,"Q1,S1,S4",False,1.3416407864998738,0.6142857142857142,0.7559289460184544,3
submission_publicprobe_anchor578_stage2only_q.csv,stage2only_q,"Q1,Q2,Q3",False,1.3416407864998736,0.6142857142857141,0.7559289460184544,3
submission_publicprobe_anchor578_stage2only_s.csv,stage2only_s,"S1,S2,S3,S4",False,1.3662601021279464,0.6015503875968992,0.6546536707079771,4
submission_publicgated_anchor578_stage2_s_only_prob_w1000.csv,,"S1,S2,S3,S4",False,1.3662601021279464,0.6015503875968992,0.6546536707079771,4
submission_publicgated_anchor578_stage2_s_only_prob_w850.csv,,"S1,S2,S3,S4",False,1.3662601021279464,0.6015503875968992,0.6546536707079771,4
submission_publicgated_anchor578_stage2_s_only_prob_w750.csv,,"S1,S2,S3,S4",False,1.3662601021279464,0.6015503875968992,0.6546536707079771,4
submission_publicgated_anchor578_stage2_s_only_prob_w650.csv,,"S1,S2,S3,S4",False,1.3662601021279464,0.6015503875968992,0.6546536707079771,4
submission_publicgated_anchor578_stage2_s_only_prob_w545.csv,,"S1,S2,S3,S4",False,1.3662601021279464,0.6015503875968992,0.6546536707079771,4
submission_publicgated_anchor578_stage2_s_only_prob_w500.csv,,"S1,S2,S3,S4",False,1.3662601021279464,0.6015503875968992,0.6546536707079771,4
submission_publicgated_anchor578_stage2_s_only_prob_w350.csv,,"S1,S2,S3,S4",False,1.3662601021279464,0.6015503875968992,0.6546536707079771,4
submission_anchor578_presleep_core_q1_s1_s4_q3hr_ble.csv,anchor578_presleep_core_q1_s1_s4_q3hr_ble,"Q1,Q3,S1,S4",False,1.3662601021279464,0.601550387596899,0.6546536707079771,4
submission_anchor578_presleep_core_soft_q3hr_ble.csv,anchor578_presleep_core_soft_q3hr_ble,"Q1,Q3,S1,S4",False,1.3662601021279464,0.601550387596899,0.6546536707079771,4
submission_anchor578_presleep_core_q1_s1_s4_q3hr.csv,anchor578_presleep_core_q1_s1_s4_q3hr,"Q1,Q3,S1,S4",False,1.3662601021279464,0.601550387596899,0.6546536707079771,4
submission_publicprobe_anchor578_stage2only_q1q2.csv,stage2only_q1q2,"Q1,Q2",False,1.2110601416389966,0.5801801801801802,0.8451542547285166,2
submission_publicprobe_anchor578_broadq1q2only_q1q2.csv,broadq1q2only_q1q2,"Q1,Q2",False,1.2110601416389966,0.5801801801801802,0.8451542547285166,2
submission_publicprobe_anchor578_stage2only_s2s3.csv,stage2only_s2s3,"S2,S3",False,1.2110601416389966,0.5801801801801801,0.8451542547285166,2
submission_publicprobe_anchor578_stage2only_s1s4.csv,stage2only_s1s4,"S1,S4",False,1.2110601416389966,0.5801801801801801,0.8451542547285165,2
submission_publicprobe_anchor578_stage2_geo_top_s3s4.csv,stage2_geo_top_s3s4,"S3,S4",False,1.2110601416389966,0.5801801801801801,0.8451542547285165,2
submission_publicgated_anchor578_stage2_s3_s4_prob_w1000.csv,,"S3,S4",False,1.2110601416389966,0.5801801801801801,0.8451542547285165,2
submission_publicgated_anchor578_stage2_s1_s4_prob_w1000.csv,,"S1,S4",False,1.2110601416389966,0.5801801801801801,0.8451542547285165,2
submission_publicgated_anchor578_stage2_s3_s4_prob_w850.csv,,"S3,S4",False,1.2110601416389966,0.5801801801801801,0.8451542547285165,2
submission_publicgated_anchor578_stage2_s1_s4_prob_w850.csv,,"S1,S4",False,1.2110601416389966,0.5801801801801801,0.8451542547285165,2
submission_publicgated_anchor578_stage2_s3_s4_prob_w750.csv,,"S3,S4",False,1.2110601416389966,0.5801801801801801,0.8451542547285165,2
submission_publicgated_anchor578_stage2_s1_s4_prob_w750.csv,,"S1,S4",False,1.2110601416389966,0.5801801801801801,0.8451542547285165,2
submission_publicgated_anchor578_stage2_s3_s4_prob_w650.csv,,"S3,S4",False,1.2110601416389966,0.5801801801801801,0.8451542547285165,2
submission_publicgated_anchor578_stage2_s1_s4_prob_w650.csv,,"S1,S4",False,1.2110601416389966,0.5801801801801801,0.8451542547285165,2
submission_publicgated_anchor578_stage2_s3_s4_prob_w545.csv,,"S3,S4",False,1.2110601416389966,0.5801801801801801,0.8451542547285165,2
submission_publicgated_anchor578_stage2_s1_s4_prob_w545.csv,,"S1,S4",False,1.2110601416389966,0.5801801801801801,0.8451542547285165,2
submission_publicgated_anchor578_stage2_s3_s4_prob_w500.csv,,"S3,S4",False,1.2110601416389966,0.5801801801801801,0.8451542547285165,2
submission_publicgated_anchor578_stage2_s1_s4_prob_w500.csv,,"S1,S4",False,1.2110601416389966,0.5801801801801801,0.8451542547285165,2
submission_publicgated_anchor578_stage2_s3_s4_prob_w350.csv,,"S3,S4",False,1.2110601416389966,0.5801801801801801,0.8451542547285165,2
submission_publicgated_anchor578_stage2_s1_s4_prob_w350.csv,,"S1,S4",False,1.2110601416389966,0.5801801801801801,0.8451542547285165,2
submission_publicprobe_anchor578_stage2_geo_stable_no_q2q3.csv,stage2_geo_stable_no_q2q3,"Q1,S1,S2,S3,S4",False,1.2909944487358056,0.5416666666666666,0.5345224838248488,5
submission_publicgated_anchor578_stage2_no_q2q3_prob_w1000.csv,,"Q1,S1,S2,S3,S4",False,1.2909944487358056,0.5416666666666666,0.5345224838248488,5
submission_publicgated_anchor578_stage2_q1_s_only_prob_w1000.csv,,"Q1,S1,S2,S3,S4",False,1.2909944487358056,0.5416666666666666,0.5345224838248488,5
