hard_delta_vs_h012,uniform_hard_delta_vs_h012,candidate_id,mode,target_kind,target_subset,k,alpha,changed_rows,changed_cells,mean_abs_prob_delta_vs_h012,max_abs_prob_delta_vs_h012,h018_decision,decision_rank,file
-0.0005666257945659117,-0.000544472669387477,shock_all_k1750_a0.75,shock,posterior,all,1750,0.75,250,1750,0.008451065450608464,0.08739248873299255,hard_world_sensor,1,hitl/h018_hard_label_world_jepa/submission_h018_shock_all_k1750_a0.75_25ad9990.csv
-0.0005666257945659117,-0.000544472669387477,confidence_all_k1750_a0.75,confidence,posterior,all,1750,0.75,250,1750,0.008451065450608464,0.08739248873299255,hard_world_sensor,1,hitl/h018_hard_label_world_jepa/submission_h018_confidence_all_k1750_a0.75_25ad9990.csv
-0.0005666257945659117,-0.000544472669387477,h017_gain_all_k1750_a0.75,h017_gain,posterior,all,1750,0.75,250,1750,0.008451065450608464,0.08739248873299255,hard_world_sensor,1,hitl/h018_hard_label_world_jepa/submission_h018_h017_gain_all_k1750_a0.75_25ad9990.csv
-0.0005660992886067403,-0.00054393935171565,gain_all_k1600_a0.75,gain,posterior,all,1600,0.75,250,1600,0.008360718681908342,0.08739248873299255,hard_world_sensor,1,hitl/h018_hard_label_world_jepa/submission_h018_gain_all_k1600_a0.75_0f0f9bb6.csv
-0.0005654851410867483,-0.0005432170149287923,h017_gain_all_k1600_a1.25,h017_gain,posterior,all,1600,1.25,250,1600,0.01371602289748982,0.13669790015525174,hard_world_sensor,1,hitl/h018_hard_label_world_jepa/submission_h018_h017_gain_all_k1600_a1.25_5cd67855.csv
-0.0005649443489185355,-0.0005426373503420796,combined_all_k1600_a1.25,combined,posterior,all,1600,1.25,250,1600,0.01364582285497028,0.13669790015525174,hard_world_sensor,1,hitl/h018_hard_label_world_jepa/submission_h018_combined_all_k1600_a1.25_c6347502.csv
-0.0005648035574020171,-0.0005426273791048031,h017_gain_all_k1600_a0.75,h017_gain,posterior,all,1600,0.75,250,1600,0.008290970097429186,0.08739248873299255,hard_world_sensor,1,hitl/h018_hard_label_world_jepa/submission_h018_h017_gain_all_k1600_a0.75_3528772a.csv
-0.0005642628045536241,-0.0005420477547661539,combined_all_k1600_a0.75,combined,posterior,all,1600,0.75,250,1600,0.008248805553657257,0.08739248873299255,hard_world_sensor,1,hitl/h018_hard_label_world_jepa/submission_h018_combined_all_k1600_a0.75_12a13986.csv
-0.0005592554536729367,-0.000534883479208554,combined_all_k1000_a1,combined,posterior,all,1000,1.0,250,1000,0.008709219193821824,0.11298815705193355,hard_world_sensor,1,hitl/h018_hard_label_world_jepa/submission_h018_combined_all_k1000_a1_3be78760.csv
-0.0005589969991476085,-0.000536772433734107,gain_all_k1300_a1.25,gain,posterior,all,1300,1.25,250,1300,0.01300797339941639,0.13669790015525174,hard_world_sensor,1,hitl/h018_hard_label_world_jepa/submission_h018_gain_all_k1300_a1.25_ad2b686a.csv
-0.0005585917253649081,-0.00053637086567503,h017_gain_all_k1300_a1.25,h017_gain,posterior,all,1300,1.25,250,1300,0.012985171844695763,0.13669790015525174,hard_world_sensor,1,hitl/h018_hard_label_world_jepa/submission_h018_h017_gain_all_k1300_a1.25_bc0d0069.csv
-0.0005583293740332309,-0.0005361938313718589,gain_all_k1300_a0.75,gain,posterior,all,1300,0.75,250,1300,0.007865757607563268,0.08739248873299255,hard_world_sensor,1,hitl/h018_hard_label_world_jepa/submission_h018_gain_all_k1300_a0.75_2292531e.csv
-0.0005583288250378281,-0.0005374763825748092,shock_all_k1600_a1,shock,posterior,all,1600,1.0,250,1600,0.010572792170361294,0.11298815705193355,hard_world_sensor,1,hitl/h018_hard_label_world_jepa/submission_h018_shock_all_k1600_a1_78054082.csv
-0.0005579240708194106,-0.0005357922332747604,h017_gain_all_k1300_a0.75,h017_gain,posterior,all,1300,0.75,250,1300,0.007852102282816742,0.08739248873299255,hard_world_sensor,1,hitl/h018_hard_label_world_jepa/submission_h018_h017_gain_all_k1300_a0.75_7a818b8e.csv
-0.0005525074864054964,-0.000529923545207453,combined_all_k1300_a1.25,combined,posterior,all,1300,1.25,250,1300,0.012522737486344153,0.13669790015525174,hard_world_sensor,1,hitl/h018_hard_label_world_jepa/submission_h018_combined_all_k1300_a1.25_03e1fe5a.csv
-0.0005518261208966889,-0.0005293341316539896,combined_all_k1300_a0.75,combined,posterior,all,1300,0.75,250,1300,0.0075747893595951585,0.08739248873299255,hard_world_sensor,1,hitl/h018_hard_label_world_jepa/submission_h018_combined_all_k1300_a0.75_65b8d553.csv
-0.0005362914488936558,-0.0005136908843748337,gain_all_k1000_a1.25,gain,posterior,all,1000,1.25,249,1000,0.011397192782205792,0.13669790015525174,hard_world_sensor,1,hitl/h018_hard_label_world_jepa/submission_h018_gain_all_k1000_a1.25_77fb5dd8.csv
-0.0005358989914837711,-0.0005132884727546077,h017_gain_all_k1000_a1.25,h017_gain,posterior,all,1000,1.25,249,1000,0.011385387976340621,0.13669790015525174,hard_world_sensor,1,hitl/h018_hard_label_world_jepa/submission_h018_h017_gain_all_k1000_a1.25_b1ea23af.csv
-0.0005356245815335767,-0.000513113045690073,gain_all_k1000_a0.75,gain,posterior,all,1000,0.75,249,1000,0.00689871627590828,0.08739248873299255,hard_world_sensor,1,hitl/h018_hard_label_world_jepa/submission_h018_gain_all_k1000_a0.75_52e91a57.csv
-0.0005352317468035798,-0.0005127102524117269,h017_gain_all_k1000_a0.75,h017_gain,posterior,all,1000,0.75,249,1000,0.006891902485145764,0.08739248873299255,hard_world_sensor,1,hitl/h018_hard_label_world_jepa/submission_h018_h017_gain_all_k1000_a0.75_21d2cdcb.csv
-0.0005349311880009889,-0.0005125085699851477,confidence_all_k1600_a1.25,confidence,posterior,all,1600,1.25,250,1600,0.012676807063364437,0.13669790015525174,hard_world_sensor,1,hitl/h018_hard_label_world_jepa/submission_h018_confidence_all_k1600_a1.25_2a09a695.csv
-0.0005342500172799074,-0.0005119193316633318,confidence_all_k1600_a0.75,confidence,posterior,all,1600,0.75,250,1600,0.007667463134663762,0.08739248873299255,hard_world_sensor,1,hitl/h018_hard_label_world_jepa/submission_h018_confidence_all_k1600_a0.75_5af10515.csv
-0.0005262575137443484,-0.000503120360987034,combined_all_k1000_a1.25,combined,posterior,all,1000,1.25,250,1000,0.01083676386376339,0.13669790015525174,hard_world_sensor,1,hitl/h018_hard_label_world_jepa/submission_h018_combined_all_k1000_a1.25_7ad3e2c8.csv
-0.0005255764898684206,-0.0005025312972713345,combined_all_k1000_a0.75,combined,posterior,all,1000,0.75,250,1000,0.006562975183527896,0.08739248873299255,hard_world_sensor,1,hitl/h018_hard_label_world_jepa/submission_h018_combined_all_k1000_a0.75_fa640adc.csv
-0.0005250780547917871,-0.0005052805820189308,shock_all_k1600_a1.25,shock,posterior,all,1600,1.25,250,1600,0.01317345820019451,0.13669790015525174,hard_world_sensor,1,hitl/h018_hard_label_world_jepa/submission_h018_shock_all_k1600_a1.25_1f428410.csv
-0.0005245021420087414,-0.0005047838224459118,shock_all_k1600_a0.75,shock,posterior,all,1600,0.75,250,1600,0.007956033313483442,0.08739248873299255,hard_world_sensor,1,hitl/h018_hard_label_world_jepa/submission_h018_shock_all_k1600_a0.75_f4903dac.csv
-0.0005219915589158532,-0.0004974058819843786,gain_all_k700_a1,gain,posterior,all,700,1.0,237,700,0.007327691000258806,0.11298815705193355,hard_world_sensor,1,hitl/h018_hard_label_world_jepa/submission_h018_gain_all_k700_a1_49eefcd0.csv
-0.0005215454091647932,-0.0004969696560123165,h017_gain_all_k700_a1,h017_gain,posterior,all,700,1.0,238,700,0.007329822360109417,0.11298815705193355,hard_world_sensor,1,hitl/h018_hard_label_world_jepa/submission_h018_h017_gain_all_k700_a1_7e64dc6e.csv
-0.0005090589263279806,-0.00048373905969916533,combined_all_k700_a1,combined,posterior,all,700,1.0,238,700,0.006955734430476357,0.11298815705193355,hard_world_sensor,1,not_materialized
-0.0004912707836031238,-0.00046794289785870953,gain_all_k700_a1.25,gain,posterior,all,700,1.25,237,700,0.009111290309222477,0.13669790015525174,hard_world_sensor,1,not_materialized
-0.0004908496980541977,-0.0004675310967178251,h017_gain_all_k700_a1.25,h017_gain,posterior,all,700,1.25,238,700,0.00911437411727986,0.13669790015525174,hard_world_sensor,1,not_materialized
-0.0004906065621789052,-0.0004673677258715652,gain_all_k700_a0.75,gain,posterior,all,700,0.75,237,700,0.0055259354484629,0.08739248873299255,hard_world_sensor,1,not_materialized
-0.0004901865966638434,-0.00046695705233950236,h017_gain_all_k700_a0.75,h017_gain,posterior,all,700,0.75,238,700,0.005527280885859053,0.08739248873299255,hard_world_sensor,1,not_materialized
-0.0004889215535985576,-0.0004674716412020031,confidence_all_k1300_a1,confidence,posterior,all,1300,1.0,250,1300,0.008147029244142666,0.11298815705193355,hard_world_sensor,1,not_materialized
-0.00048407899673554716,-0.0004649051263694038,combined_all_k1750_a0.55,combined,posterior,all,1750,0.55,250,1750,0.006216524713255591,0.06558874566176454,hard_world_sensor,1,not_materialized
-0.00048407899673554716,-0.0004649051263694038,gain_all_k1750_a0.55,gain,posterior,all,1750,0.55,250,1750,0.006216524713255591,0.06558874566176454,hard_world_sensor,1,not_materialized
-0.00048407899673554716,-0.0004649051263694038,shock_all_k1750_a0.55,shock,posterior,all,1750,0.55,250,1750,0.006216524713255591,0.06558874566176454,hard_world_sensor,1,not_materialized
-0.00048407899673554716,-0.0004649051263694038,confidence_all_k1750_a0.55,confidence,posterior,all,1750,0.55,250,1750,0.006216524713255591,0.06558874566176454,hard_world_sensor,1,not_materialized
-0.00048407899673554716,-0.0004649051263694038,h017_gain_all_k1750_a0.55,h017_gain,posterior,all,1750,0.55,250,1750,0.006216524713255591,0.06558874566176454,hard_world_sensor,1,not_materialized
-0.00048362965792876167,-0.00046445009216436,gain_all_k1600_a0.55,gain,posterior,all,1600,0.55,250,1600,0.006150270998833568,0.06558874566176454,hard_world_sensor,1,not_materialized
-0.00048252895494359596,-0.0004633354756607905,h017_gain_all_k1600_a0.55,h017_gain,posterior,all,1600,0.55,250,1600,0.006099133900360668,0.06558874566176454,hard_world_sensor,1,not_materialized
-0.0004820688668529583,-0.0004628423189282087,combined_all_k1600_a0.55,combined,posterior,all,1600,0.55,250,1600,0.006068200467687179,0.06558874566176454,hard_world_sensor,1,not_materialized
-0.00047915301258864097,-0.0004551351182696236,combined_all_k700_a1.25,combined,posterior,all,700,1.25,238,700,0.00864610423118664,0.13669790015525174,hard_world_sensor,1,not_materialized
-0.0004784868581079366,-0.0004545584871459234,combined_all_k700_a0.75,combined,posterior,all,700,0.75,238,700,0.005247145852341499,0.08739248873299255,hard_world_sensor,1,not_materialized
-0.00047696231252858444,-0.0004578164481247858,gain_all_k1300_a0.55,gain,posterior,all,1300,0.55,250,1300,0.005787155147059989,0.06558874566176454,hard_world_sensor,1,not_materialized
-0.0004766176062005507,-0.00045747489500860177,h017_gain_all_k1300_a0.55,h017_gain,posterior,all,1300,0.55,250,1300,0.0057771490419873716,0.06558874566176454,hard_world_sensor,1,not_materialized
-0.00047148904034622263,-0.0004520269033138465,combined_all_k1300_a0.55,combined,posterior,all,1300,0.55,250,1300,0.0055738778474933815,0.06558874566176454,hard_world_sensor,1,not_materialized
-0.00046029521636803536,-0.0004399015036688509,confidence_all_k1300_a1.25,confidence,posterior,all,1300,1.25,250,1300,0.01013432274122742,0.13669790015525174,hard_world_sensor,1,not_materialized
-0.00045962736957438227,-0.00043932352007239317,confidence_all_k1300_a0.75,confidence,posterior,all,1300,0.75,250,1300,0.00614134425470623,0.08739248873299255,hard_world_sensor,1,not_materialized
-0.0004576464059916864,-0.0004381806838860932,gain_all_k1000_a0.55,gain,posterior,all,1000,0.55,249,1000,0.005077827676377362,0.06558874566176454,hard_world_sensor,1,not_materialized
-0.0004573131042531007,-0.0004378389208399212,h017_gain_all_k1000_a0.55,h017_gain,posterior,all,1000,0.55,249,1000,0.005072910075321307,0.06558874566176454,hard_world_sensor,1,not_materialized
-0.000456538454546775,-0.00043721355344082365,confidence_all_k1600_a0.55,confidence,posterior,all,1600,0.55,250,1600,0.005641938297224545,0.06558874566176454,hard_world_sensor,1,not_materialized
-0.0004491587600927804,-0.00042922601739981087,combined_all_k1000_a0.55,combined,posterior,all,1000,0.55,250,1000,0.004831824105231256,0.06558874566176454,hard_world_sensor,1,not_materialized
-0.00044789995538164947,-0.00043084464028254606,shock_all_k1600_a0.55,shock,posterior,all,1600,0.55,250,1600,0.005850500619244243,0.06558874566176454,hard_world_sensor,1,not_materialized
-0.00043901715794046083,-0.0004231947142207953,shock_all_k1300_a1,shock,posterior,all,1300,1.0,250,1300,0.008526070668886325,0.11298815705193355,hard_world_sensor,1,not_materialized
-0.0004341781675183944,-0.00040837925329059363,gain_all_k400_a1,gain,posterior,all,400,1.0,206,400,0.004874213721891314,0.11298815705193355,hard_world_sensor,1,not_materialized
-0.00043395497305165576,-0.0004081797696753916,h017_gain_all_k400_a1,h017_gain,posterior,all,400,1.0,203,400,0.004872781458494969,0.11298815705193355,hard_world_sensor,1,not_materialized
-0.0004195294025932464,-0.00039903034725469476,confidence_all_k1000_a1,confidence,posterior,all,1000,1.0,249,1000,0.006193856378570593,0.11298815705193355,hard_world_sensor,1,not_materialized
-0.0004193451273679904,-0.0003992606720023809,gain_all_k700_a0.55,gain,posterior,all,700,0.55,237,700,0.004070770014638803,0.06558874566176454,hard_world_sensor,1,not_materialized
-0.0004189852758516535,-0.0003989087071586827,h017_gain_all_k700_a0.55,h017_gain,posterior,all,700,0.55,238,700,0.004071607507014228,0.06558874566176454,hard_world_sensor,1,not_materialized
-0.0004162818417476075,-0.00038969416084237794,combined_all_k400_a1,combined,posterior,all,400,1.0,204,400,0.004485498836993323,0.11298815705193355,hard_world_sensor,1,not_materialized
-0.00041288860669182913,-0.0003978453574287094,shock_all_k1300_a1.25,shock,posterior,all,1300,1.25,250,1300,0.010623019474616274,0.13669790015525174,hard_world_sensor,1,not_materialized
-0.0004124280124078294,-0.00039745097960814545,shock_all_k1300_a0.75,shock,posterior,all,1300,0.75,250,1300,0.006416024039088178,0.08739248873299255,hard_world_sensor,1,not_materialized
-0.00040904386428417433,-0.00038837044945106867,combined_all_k700_a0.55,combined,posterior,all,700,0.55,238,700,0.0038664477576713188,0.06558874566176454,hard_world_sensor,1,not_materialized
-0.0004089224827926016,-0.0003844574130927447,gain_all_k400_a1.25,gain,posterior,all,400,1.25,206,400,0.006047504308942209,0.13669790015525174,hard_world_sensor,1,not_materialized
-0.0004087128633464755,-0.00038427003491804445,h017_gain_all_k400_a1.25,h017_gain,posterior,all,400,1.25,203,400,0.006045735507437672,0.13669790015525174,hard_world_sensor,1,not_materialized
-0.0004082676212765969,-0.0003838915155857003,gain_all_k400_a0.75,gain,posterior,all,400,0.75,206,400,0.003684023213745572,0.08739248873299255,hard_world_sensor,1,not_materialized
-0.00040805815250674973,-0.00038370428298750085,h017_gain_all_k400_a0.75,h017_gain,posterior,all,400,0.75,203,400,0.003682936067376668,0.08739248873299255,hard_world_sensor,1,not_materialized
-0.0003952380305025379,-0.00037573571961286244,confidence_all_k1000_a1.25,confidence,posterior,all,1000,1.25,249,1000,0.0076938314530422686,0.13669790015525174,diagnostic_only,2,not_materialized
-0.0003945717152673463,-0.00037515923424801656,confidence_all_k1000_a0.75,confidence,posterior,all,1000,0.75,249,1000,0.004675963910420404,0.08739248873299255,diagnostic_only,2,not_materialized
-0.00039304449832296585,-0.0003754461558131872,confidence_all_k1300_a0.55,confidence,posterior,all,1300,0.55,250,1300,0.0045227362923322065,0.06558874566176454,diagnostic_only,2,not_materialized
-0.0003921542272594489,-0.00036694917878695956,combined_all_k400_a1.25,combined,posterior,all,400,1.25,204,400,0.00556074884150955,0.13669790015525174,diagnostic_only,2,not_materialized
-0.0003914959504699004,-0.00036638007266015814,combined_all_k400_a0.75,combined,posterior,all,400,0.75,204,400,0.0033930661541377556,0.08739248873299255,diagnostic_only,2,not_materialized
-0.00036261998861284275,-0.00035051915463605877,combined_S_k1000_a1,combined,posterior,S,1000,1.0,250,1000,0.006499772945052226,0.04240276971856882,diagnostic_only,2,not_materialized
-0.00036261998861284275,-0.00035051915463605877,combined_S_k1300_a1,combined,posterior,S,1300,1.0,250,1000,0.006499772945052226,0.04240276971856882,diagnostic_only,2,not_materialized
-0.00036261998861284275,-0.00035051915463605877,combined_S_k1600_a1,combined,posterior,S,1600,1.0,250,1000,0.006499772945052226,0.04240276971856882,diagnostic_only,2,not_materialized
-0.00036261998861284275,-0.00035051915463605877,combined_S_k1750_a1,combined,posterior,S,1750,1.0,250,1000,0.006499772945052226,0.04240276971856882,diagnostic_only,2,not_materialized
-0.00036261998861284275,-0.00035051915463605877,gain_S_k1000_a1,gain,posterior,S,1000,1.0,250,1000,0.006499772945052226,0.04240276971856882,diagnostic_only,2,not_materialized
-0.00036261998861284275,-0.00035051915463605877,gain_S_k1300_a1,gain,posterior,S,1300,1.0,250,1000,0.006499772945052226,0.04240276971856882,diagnostic_only,2,not_materialized
-0.00036261998861284275,-0.00035051915463605877,gain_S_k1600_a1,gain,posterior,S,1600,1.0,250,1000,0.006499772945052226,0.04240276971856882,diagnostic_only,2,not_materialized
-0.00036261998861284275,-0.00035051915463605877,gain_S_k1750_a1,gain,posterior,S,1750,1.0,250,1000,0.006499772945052226,0.04240276971856882,diagnostic_only,2,not_materialized
-0.00036261998861284275,-0.00035051915463605877,shock_S_k1000_a1,shock,posterior,S,1000,1.0,250,1000,0.006499772945052226,0.04240276971856882,diagnostic_only,2,not_materialized
-0.00036261998861284275,-0.00035051915463605877,shock_S_k1300_a1,shock,posterior,S,1300,1.0,250,1000,0.006499772945052226,0.04240276971856882,diagnostic_only,2,not_materialized
-0.00036261998861284275,-0.00035051915463605877,shock_S_k1600_a1,shock,posterior,S,1600,1.0,250,1000,0.006499772945052226,0.04240276971856882,diagnostic_only,2,not_materialized
-0.00036261998861284275,-0.00035051915463605877,shock_S_k1750_a1,shock,posterior,S,1750,1.0,250,1000,0.006499772945052226,0.04240276971856882,diagnostic_only,2,not_materialized
-0.00036261998861284275,-0.00035051915463605877,confidence_S_k1000_a1,confidence,posterior,S,1000,1.0,250,1000,0.006499772945052226,0.04240276971856882,diagnostic_only,2,not_materialized
-0.00036261998861284275,-0.00035051915463605877,confidence_S_k1300_a1,confidence,posterior,S,1300,1.0,250,1000,0.006499772945052226,0.04240276971856882,diagnostic_only,2,not_materialized
-0.00036261998861284275,-0.00035051915463605877,confidence_S_k1600_a1,confidence,posterior,S,1600,1.0,250,1000,0.006499772945052226,0.04240276971856882,diagnostic_only,2,not_materialized
-0.00036261998861284275,-0.00035051915463605877,confidence_S_k1750_a1,confidence,posterior,S,1750,1.0,250,1000,0.006499772945052226,0.04240276971856882,diagnostic_only,2,not_materialized
-0.00036261998861284275,-0.00035051915463605877,h017_gain_S_k1000_a1,h017_gain,posterior,S,1000,1.0,250,1000,0.006499772945052226,0.04240276971856882,diagnostic_only,2,not_materialized
-0.00036261998861284275,-0.00035051915463605877,h017_gain_S_k1300_a1,h017_gain,posterior,S,1300,1.0,250,1000,0.006499772945052226,0.04240276971856882,diagnostic_only,2,not_materialized
-0.00036261998861284275,-0.00035051915463605877,h017_gain_S_k1600_a1,h017_gain,posterior,S,1600,1.0,250,1000,0.006499772945052226,0.04240276971856882,diagnostic_only,2,not_materialized
-0.00036261998861284275,-0.00035051915463605877,h017_gain_S_k1750_a1,h017_gain,posterior,S,1750,1.0,250,1000,0.006499772945052226,0.04240276971856882,diagnostic_only,2,not_materialized
-0.00035305355156455193,-0.0003409192143305932,gain_S_k700_a1,gain,posterior,S,700,1.0,246,700,0.005859645983291966,0.04240276971856882,diagnostic_only,2,not_materialized
-0.00035265401180323,-0.00034054325172601927,h017_gain_S_k700_a1,h017_gain,posterior,S,700,1.0,246,700,0.005853420290328917,0.04240276971856882,diagnostic_only,2,not_materialized
-0.00035263319012722856,-0.0003384041143323253,combined_all_k1750_a0.35,combined,posterior,all,1750,0.35,250,1750,0.003968611580383202,0.04265317571363858,diagnostic_only,2,not_materialized
-0.00035263319012722856,-0.0003384041143323253,gain_all_k1750_a0.35,gain,posterior,all,1750,0.35,250,1750,0.003968611580383202,0.04265317571363858,diagnostic_only,2,not_materialized
-0.00035263319012722856,-0.0003384041143323253,shock_all_k1750_a0.35,shock,posterior,all,1750,0.35,250,1750,0.003968611580383202,0.04265317571363858,diagnostic_only,2,not_materialized
-0.00035263319012722856,-0.0003384041143323253,confidence_all_k1750_a0.35,confidence,posterior,all,1750,0.35,250,1750,0.003968611580383202,0.04265317571363858,diagnostic_only,2,not_materialized
-0.00035263319012722856,-0.0003384041143323253,h017_gain_all_k1750_a0.35,h017_gain,posterior,all,1750,0.35,250,1750,0.003968611580383202,0.04265317571363858,diagnostic_only,2,not_materialized
-0.0003523060537750802,-0.0003380729726864772,gain_all_k1600_a0.35,gain,posterior,all,1600,0.35,250,1600,0.003926449614622597,0.04265317571363858,diagnostic_only,2,not_materialized
-0.000352206077724727,-0.00033922607955750656,shock_all_k1300_a0.55,shock,posterior,all,1300,0.55,250,1300,0.004718118049565198,0.06558874566176454,diagnostic_only,2,not_materialized
-0.0003515108169073825,-0.00033726754306020773,h017_gain_all_k1600_a0.35,h017_gain,posterior,all,1600,0.35,250,1600,0.0038939163836800767,0.04265317571363858,diagnostic_only,2,not_materialized
-0.00035117756769930227,-0.0003369103457827812,combined_all_k1600_a0.35,combined,posterior,all,1600,0.35,250,1600,0.0038742234535029557,0.04265317571363858,diagnostic_only,2,not_materialized
