posterior_id,method,temperature,top_k,weight_power,posterior_pred_mae,posterior_pred_p90_abs,best_world_mae,top100_world_mae,sample_error_median,ess,ess_rate,q_prior_abs_shift,q_prior_corr,hardness,pred_delta_rank,posterior_score
soft_t0.00035_p1.5,soft,0.00035,0,1.5,5.557486489901619e-06,1.7260961937864972e-05,0.00016773960195696214,0.0002529669894001291,0.0013981739430521598,19756.395104281004,0.21951550115867782,0.002394823165631831,0.9998797854053735,0.7017964268208546,1.0,8.435833074988765e-06
soft_t0.0002_p1,soft,0.0002,0,1.0,5.7422840565202195e-06,1.7890323960834124e-05,0.00016773960195696214,0.0002529669894001291,0.0013981739430521598,16293.344045887225,0.1810371560654136,0.002643677414957236,0.9998559166876291,0.7018214084588994,1.0,8.62865859775441e-06
soft_t0.0006_p2,soft,0.0006,0,2.0,5.9282718879200004e-06,1.5853192937870245e-05,0.00016773960195696214,0.0002529669894001291,0.0013981739430521598,25989.92804079728,0.2887769782310809,0.0020811664672064716,0.9999091622887512,0.7017656171804402,1.0,8.64287024206368e-06
soft_t0.00035_p1,soft,0.00035,0,1.0,6.3126477725355954e-06,1.4713107471286962e-05,0.00016773960195696214,0.0002529669894001291,0.0013981739430521598,30129.045634860937,0.3347671737206771,0.0019305188240428786,0.9999216900069294,0.7017497179037386,1.0,8.83261334593161e-06
soft_t0.00035_p2,soft,0.00035,0,2.0,6.071844448035657e-06,1.8337734637058347e-05,0.00016773960195696214,0.0002529669894001291,0.0013981739430521598,13542.473483608253,0.15047192759564726,0.0029004268791848684,0.9998251739583016,0.7018468121194718,0.9984962406015038,8.916021979789324e-06
soft_t0.0006_p1.5,soft,0.0006,0,1.5,6.694243749905126e-06,1.3555499105910592e-05,0.00016773960195696214,0.0002529669894001291,0.0013981739430521598,33879.93027116079,0.37644366967956433,0.0018179178349453373,0.9999296119134378,0.7017370596514636,1.0,8.992367825415572e-06
soft_t0.00012_p1.5,soft,0.00012,0,1.5,8.532254948542816e-06,1.752590993225334e-05,0.00016773960195696214,0.0002529669894001291,0.0013981739430521598,2914.2146768727844,0.03238016307636427,0.006373895365333649,0.9991895786651419,0.7022492232181915,0.9984962406015038,9.089395212405964e-06
elite1000,elite,0.0,1000,1.0,9.381902629879146e-06,2.4686261497436362e-05,0.00016773960195696214,0.0002529669894001291,0.0013981739430521598,1000.0,0.011111111111111112,0.010751187715683253,0.9978247242746252,0.7027559742857146,0.9954887218045112,9.102755374828285e-06
soft_t0.00012_p2,soft,0.00012,0,2.0,9.578862376841135e-06,2.1012951402143992e-05,0.00016773960195696214,0.0002529669894001291,0.0013981739430521598,1308.968650620902,0.014544096118010023,0.009492043282624998,0.9982043192680102,0.7025672796279593,0.9984962406015038,9.136874257802134e-06
top1000_t0.001,topk,0.001,1000,1.0,9.424758635884212e-06,2.5996138035166986e-05,0.00016773960195696214,0.0002529669894001291,0.0013981739430521598,998.5713302010672,0.01109523700223408,0.010771420984676013,0.9978164412811033,0.7027707711633867,0.9954887218045112,9.46094055387035e-06
soft_t0.0002_p1.5,soft,0.0002,0,1.5,6.94505761318076e-06,1.9127230946358603e-05,0.00016773960195696214,0.0002529669894001291,0.0013981739430521598,8739.363902093663,0.09710404335659625,0.003628379996986709,0.9997270099381671,0.7019238680908158,0.9984962406015038,9.549837351578385e-06
soft_t0.00012_p1,soft,0.00012,0,1.0,7.2868955396238055e-06,1.94273738589712e-05,0.00016773960195696214,0.0002529669894001291,0.0013981739430521598,7190.764504419912,0.07989738338244347,0.004009856311657929,0.9996712475979508,0.7019715418294691,0.9984962406015038,9.737825217371848e-06
top1000_t0.0005,topk,0.0005,1000,1.0,9.503848041414465e-06,2.7284330542914906e-05,0.00016773960195696214,0.0002529669894001291,0.0013981739430521598,994.0900114485722,0.011045444571650803,0.010811431920272391,0.9978005011556447,0.7027861029224591,0.9954887218045112,9.838071524979757e-06
soft_t0.0002_p2,soft,0.0002,0,2.0,7.847221496348755e-06,1.9949691528786675e-05,0.00016773960195696214,0.0002529669894001291,0.0013981739430521598,4942.131641474493,0.054912573794161035,0.004868577192186601,0.9995244012456214,0.7020779475448715,0.9984962406015038,9.913498063233463e-06
top1000_t0.00025,topk,0.00025,1000,1.0,9.667594290413417e-06,2.97852050228975e-05,0.00016773960195696214,0.0002529669894001291,0.0013981739430521598,974.910276506205,0.0108323364056245,0.010951113201709606,0.9977254421746611,0.7028205496076813,0.9984962406015038,1.054322762511203e-05
top5000_t0.00012,topk,0.00012,5000,1.0,9.069082774043613e-06,2.0380349712823002e-05,0.00016773960195696214,0.0002529669894001291,0.0013981739430521598,3416.7962018974895,0.03796440224330544,0.005861206355250648,0.9993187649890489,0.7022015287342313,0.9984962406015038,1.0647446389098975e-05
soft_t0.001_p2,soft,0.001,0,2.0,8.283908581305233e-06,1.3526045261097473e-05,0.00016773960195696214,0.0002529669894001291,0.0013981739430521598,40420.57757897153,0.44911752865523924,0.0016636328845191296,0.999940520768302,0.7017177580665114,1.0,1.0667240165868124e-05
top5000_t0.00025,topk,0.00025,5000,1.0,8.898458132883259e-06,2.005427308337529e-05,0.00016773960195696214,0.0002529669894001291,0.0013981739430521598,4623.94299204275,0.05137714435603056,0.004997203601692129,0.9995056687780561,0.7020392522080787,0.9984962406015038,1.0913704242711803e-05
top5000_t0.0005,topk,0.0005,5000,1.0,8.87108242052237e-06,1.994240978389631e-05,0.00016773960195696214,0.0002529669894001291,0.0013981739430521598,4910.948700202205,0.05456609666891339,0.004830303197390362,0.9995366578216973,0.7019886852059749,0.9984962406015038,1.095850294806223e-05
elite5000,elite,0.0,5000,1.0,8.873949325485797e-06,1.9850881405680844e-05,0.00016773960195696214,0.0002529669894001291,0.0013981739430521598,5000.0,0.05555555555555555,0.004778678916321547,0.9995502921171804,0.7019504902856869,0.9984962406015038,1.096946232711308e-05
top5000_t0.001,topk,0.001,5000,1.0,8.87370589162384e-06,1.989433440609537e-05,0.00016773960195696214,0.0002529669894001291,0.0013981739430521598,4978.628919791607,0.05531809910879563,0.004790345758443782,0.9995435385537139,0.7019683725980649,0.9984962406015038,1.0973082038081415e-05
