kind,iteration,best_world_mae,top100_world_mae,median_world_mae,p01_world_mae,p05_world_mae
real,-1,0.00016773960195696214,0.0002529669894001291,0.0013981739430521598,0.0003713851674091293,0.0005056952782482297
permute_actual,0,0.0006567091677551734,0.000768967106911252,0.001765949379220233,0.0009471249731769127,0.0011050198362625942
permute_actual,1,0.0010856718189732272,0.0011539024846130693,0.0020322754088642507,0.0013087245544124181,0.0014438649001429838
permute_actual,2,0.0009264467219954192,0.0010458983879878896,0.0019195963397896656,0.0012089481669955238,0.0013423567431967746
permute_actual,3,0.0010156851034872933,0.0012050872742939852,0.002165863269017067,0.0013932110619236182,0.0015568432507576718
permute_actual,4,0.0011567158534183885,0.0013501787848413768,0.0023045202075180782,0.0015399567275459288,0.0017067812187670293
permute_actual,5,0.0009506088664466728,0.001148111258878369,0.0021870701248088474,0.0013765203610667522,0.0015629819946539271
permute_actual,6,0.0009796436647430517,0.0011796674648793589,0.0022084328943137986,0.0014007850599254865,0.0015851827658122063
permute_actual,7,0.0011040833681114192,0.0012928818936738793,0.002214955068194334,0.001471937539456048,0.001623909105573614
permute_actual,8,0.0009949157975827267,0.0011551905004447206,0.0020535998164530915,0.0013417481264163403,0.0014991709317751837
permute_actual,9,0.0012095531918287715,0.0013508279402055937,0.0023503145789908336,0.0015557789602594174,0.0017313349466932066
permute_actual,10,0.0009491477729567571,0.00107554059191975,0.002100522560954275,0.0012693037788031492,0.0014492483449331706
permute_actual,11,0.0008212485861367497,0.0009501926489524199,0.0019587612815763237,0.0011298901935255527,0.0012842844899308367
permute_actual,12,0.0009178439324506127,0.0010557327031603984,0.0020366711684558624,0.0012348802730392954,0.0013866657409600182
permute_actual,13,0.0010153928442645816,0.001146367456133914,0.001973549700058674,0.0013006648315167393,0.0014298828538365316
permute_actual,14,0.0011349127420761135,0.0012600870988872393,0.0022247535480495557,0.0014380375482433247,0.001600086955177767
permute_actual,15,0.0007080742735395996,0.0009444452920335957,0.0020499836972522377,0.0011772107463327915,0.0013677360758872791
permute_actual,16,0.0008563597866563688,0.0010028657300297928,0.0019062005912525034,0.0011622883382970959,0.001302133923274431
permute_actual,17,0.0009291086377570201,0.0010465475342072933,0.0019884454978342306,0.001202095705086503,0.00133878712229024
