candidate_id,family,regime,changed_cells,changed_rows,core_rows,tail_rows,core_alpha,tail_alpha,route_public_mean,route_private_mean,route_transition_mean,route_memory_disagree_mean,route_regime_mean,h042_overlap_cells,h042_jaccard,h043_overlap_cells,h043_jaccard,h042_distance_l2,h043_distance_l2,tangent_expected_delta,mean_abs_logit_move,max_abs_logit_move,mean_abs_prob_move,max_abs_prob_move,resolved_path
h044_pubtrans_top55_a0.78_c55_9867ae37,pubtrans_top55_a0.78,pubtrans,55,55,55,0,0.78,0.0,0.758624,0.4937927272727273,0.6873163636363634,0.548051948051948,0.5187143272727273,28,0.3888888888888889,55,0.5238095238095238,0.032379018850762865,0.038972358038341044,-0.00013772791610014727,0.01732783520632245,0.3491901725494082,0.0036909009563007517,0.05640827282238181,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_pubtrans_top55_a0.78_c55_9867ae37.csv
h044_pubtrans_top55_a0.92_c55_d17adfbe,pubtrans_top55_a0.92,pubtrans,55,55,55,0,0.92,0.0,0.758624,0.4937927272727273,0.6873163636363634,0.548051948051948,0.5187143272727273,28,0.3888888888888889,55,0.5238095238095238,0.03828081130939468,0.04151815348339324,-0.00017307210579488338,0.020437959474123902,0.411865331724943,0.004341402699779784,0.06530560317851364,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_pubtrans_top55_a0.92_c55_d17adfbe.csv
h044_pubtrans_top65_a0.5_c65_84b6dd42,pubtrans_top65_a0.5,pubtrans,65,65,65,0,0.5,0.0,0.7269686153846153,0.5166529230769229,0.6617316923076925,0.5230769230769231,0.49799486769230766,36,0.4864864864864865,65,0.6190476190476191,0.02108247729633812,0.03389094751453231,-0.0001116379394348813,0.014029179227550901,0.22383985419833818,0.0030242875481537547,0.03750264228826794,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_pubtrans_top65_a0.5_c65_84b6dd42.csv
h044_pubtrans_top65_a0.58_c65_2c5fb71d,pubtrans_top65_a0.58,pubtrans,65,65,65,0,0.58,0.0,0.7269686153846153,0.5166529230769229,0.6617316923076925,0.5230769230769231,0.49799486769230766,36,0.4864864864864865,65,0.6190476190476191,0.022424278869305782,0.03248514022171452,-0.00013818265102591342,0.01627384790395905,0.25965423087007267,0.0035041949145090106,0.04305671614590323,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_pubtrans_top65_a0.58_c65_2c5fb71d.csv
h044_pubtrans_top65_a0.66_c65_dc3f47a0,pubtrans_top65_a0.66,pubtrans,65,65,65,0,0.66,0.0,0.7269686153846153,0.5166529230769229,0.6617316923076925,0.5230769230769231,0.49799486769230766,36,0.4864864864864865,65,0.6190476190476191,0.024968654525325557,0.032002817675245585,-0.000164727362616949,0.01851851658036718,0.2954686075418076,0.00398292435343617,0.048488496918805524,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_pubtrans_top65_a0.66_c65_dc3f47a0.csv
h044_pubtrans_top65_a0.78_c65_a4c1ece6,pubtrans_top65_a0.78,pubtrans,65,65,65,0,0.78,0.0,0.7269686153846153,0.5166529230769229,0.6617316923076925,0.5230769230769231,0.49799486769230766,36,0.4864864864864865,65,0.6190476190476191,0.030347188223301246,0.03307815488069517,-0.00020426433476497432,0.021885519594979398,0.3491901725494082,0.004698749950763487,0.05640827282238181,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_pubtrans_top65_a0.78_c65_a4c1ece6.csv
h044_pubtrans_top65_a0.92_c65_4415906a,pubtrans_top65_a0.92,pubtrans,65,65,65,0,0.92,0.0,0.7269686153846153,0.5166529230769229,0.6617316923076925,0.5230769230769231,0.49799486769230766,36,0.4864864864864865,65,0.6190476190476191,0.03801263328162638,0.03677929169571515,-0.00024320521436283865,0.025813689778693628,0.411865331724943,0.005530332508272592,0.06530560317851364,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_pubtrans_top65_a0.92_c65_4415906a.csv
h044_pubtrans_top75_a0.5_c75_bd7e35a3,pubtrans_top75_a0.5,pubtrans,75,75,75,0,0.5,0.0,0.6898325333333334,0.5120778666666665,0.6367829333333334,0.5085714285714286,0.47783169066666675,42,0.5384615384615384,75,0.7142857142857143,0.016784039492298425,0.02887221677441016,-0.000149012856151422,0.01642947195785877,0.22383985419833818,0.003575850074153678,0.03750264228826794,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_pubtrans_top75_a0.5_c75_bd7e35a3.csv
h044_pubtrans_top75_a0.58_c75_d14e61cb,pubtrans_top75_a0.58,pubtrans,75,75,75,0,0.58,0.0,0.6898325333333334,0.5120778666666665,0.6367829333333334,0.5085714285714286,0.47783169066666675,42,0.5384615384615384,75,0.7142857142857143,0.018699907124865214,0.026935888614470174,-0.00017972610854336224,0.01905818747111618,0.25965423087007267,0.004143477172982293,0.04305671614590323,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_pubtrans_top75_a0.58_c75_d14e61cb.csv
h044_pubtrans_top75_a0.66_c75_419d0f27,pubtrans_top75_a0.66,pubtrans,75,75,75,0,0.66,0.0,0.6898325333333334,0.5120778666666665,0.6367829333333334,0.5085714285714286,0.47783169066666675,42,0.5384615384615384,75,0.7142857142857143,0.022129413502313913,0.026258734929771748,-0.00021043936093530495,0.021686902984373566,0.2954686075418076,0.004709761140903779,0.048488496918805524,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_pubtrans_top75_a0.66_c75_419d0f27.csv
h044_pubtrans_top75_a0.78_c75_81d8f41f,pubtrans_top75_a0.78,pubtrans,75,75,75,0,0.78,0.0,0.6898325333333334,0.5120778666666665,0.6367829333333334,0.5085714285714286,0.47783169066666675,42,0.5384615384615384,75,0.7142857142857143,0.028893356895571022,0.02775911138032077,-0.00025429233036463835,0.02562997625425968,0.3491901725494082,0.0055565941793942275,0.05640827282238181,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_pubtrans_top75_a0.78_c75_81d8f41f.csv
h044_pubtrans_top75_a0.92_c75_0939dc78,pubtrans_top75_a0.92,pubtrans,75,75,75,0,0.92,0.0,0.6898325333333334,0.5120778666666665,0.6367829333333334,0.5085714285714286,0.47783169066666675,42,0.5384615384615384,75,0.7142857142857143,0.03797801287101512,0.03271073661095943,-0.0002948640624029849,0.03023022840246012,0.411865331724943,0.006540500421628385,0.06530560317851364,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_pubtrans_top75_a0.92_c75_0939dc78.csv
h044_pubtrans_top90_a0.5_c90_8807dc93,pubtrans_top90_a0.5,pubtrans,90,90,90,0,0.5,0.0,0.6429426666666667,0.5115999999999998,0.5935831111111112,0.4777777777777778,0.43176005333333345,44,0.4835164835164835,90,0.8571428571428571,0.014301547833318301,0.02318990731910475,-0.0001751399217117967,0.018865578287785473,0.22383985419833818,0.004154268808875753,0.03750264228826794,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_pubtrans_top90_a0.5_c90_8807dc93.csv
h044_pubtrans_top90_a0.58_c90_48a0bca3,pubtrans_top90_a0.58,pubtrans,90,90,90,0,0.58,0.0,0.6429426666666667,0.5115999999999998,0.5935831111111112,0.4777777777777778,0.43176005333333345,44,0.4835164835164835,90,0.8571428571428571,0.01713619881474351,0.02039253166827333,-0.00020887889655454278,0.021884070813831168,0.25965423087007267,0.004814154559655547,0.04305671614590323,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_pubtrans_top90_a0.58_c90_48a0bca3.csv
h044_pubtrans_top90_a0.66_c90_355bb574,pubtrans_top90_a0.66,pubtrans,90,90,90,0,0.66,0.0,0.6429426666666667,0.5115999999999998,0.5935831111111112,0.4777777777777778,0.43176005333333345,44,0.4835164835164835,90,0.8571428571428571,0.021541633757901597,0.019370506703899573,-0.00024260448443415484,0.024902563339876827,0.2954686075418076,0.005472592639795682,0.048488496918805524,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_pubtrans_top90_a0.66_c90_355bb574.csv
h044_pubtrans_top90_a0.78_c90_f51ee6b3,pubtrans_top90_a0.78,pubtrans,90,90,90,0,0.78,0.0,0.6429426666666667,0.5115999999999998,0.5935831111111112,0.4777777777777778,0.43176005333333345,44,0.4835164835164835,90,0.8571428571428571,0.029530095914256885,0.021602172811691193,-0.0002877874054859462,0.029430302128945342,0.3491901725494082,0.006457441187875424,0.05640827282238181,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_pubtrans_top90_a0.78_c90_f51ee6b3.csv
h044_pubtrans_top90_a0.92_c90_a9e50222,pubtrans_top90_a0.92,pubtrans,90,90,90,0,0.92,0.0,0.6429426666666667,0.5115999999999998,0.5935831111111112,0.4777777777777778,0.43176005333333345,44,0.4835164835164835,90,0.8571428571428571,0.03973841782301574,0.028363075358254546,-0.0003280827363298783,0.03471266404952527,0.411865331724943,0.007602002577306255,0.06530560317851364,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_pubtrans_top90_a0.92_c90_a9e50222.csv
h044_pubtrans_top105_a0.5_c105_feba9882,pubtrans_top105_a0.5,pubtrans,105,105,105,0,0.5,0.0,0.5857474285714286,0.5219245714285714,0.5499215238095237,0.44081632653061226,0.3782889904761905,45,0.42857142857142855,105,1.0,0.01771402751520657,0.013586999829126076,-0.00017693835537480697,0.02198059525365917,0.22383985419833818,0.004896374876311011,0.03750264228826794,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_pubtrans_top105_a0.5_c105_feba9882.csv
h044_pubtrans_top105_a0.58_c105_7930084e,pubtrans_top105_a0.58,pubtrans,105,105,105,0,0.58,0.0,0.5857474285714286,0.5219245714285714,0.5499215238095237,0.44081632653061226,0.3782889904761905,45,0.42857142857142855,105,1.0,0.021455772616191242,0.006793499914563042,-0.00021192368337470576,0.02549749049424465,0.25965423087007267,0.00567494019998489,0.04305671614590323,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_pubtrans_top105_a0.58_c105_7930084e.csv
h044_pubtrans_top105_a0.78_c105_d729838a,pubtrans_top105_a0.78,pubtrans,105,105,105,0,0.78,0.0,0.5857474285714286,0.5219245714285714,0.5499215238095237,0.44081632653061226,0.3782889904761905,45,0.42857142857142855,105,1.0,0.0350797029271691,0.01019024987184449,-0.000288639988996421,0.034289728595708314,0.3491901725494082,0.007614749425780266,0.05640827282238181,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_pubtrans_top105_a0.78_c105_d729838a.csv
h044_pubtrans_top105_a0.92_c105_38db7594,pubtrans_top105_a0.92,pubtrans,105,105,105,0,0.92,0.0,0.5857474285714286,0.5219245714285714,0.5499215238095237,0.44081632653061226,0.3782889904761905,45,0.42857142857142855,105,1.0,0.045967414037442124,0.02207887472232975,-0.0003242029417998992,0.04044429526673286,0.411865331724943,0.008966677649745741,0.06530560317851364,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_pubtrans_top105_a0.92_c105_38db7594.csv
h044_pubtrans_top120_a0.5_c105_feba9882,pubtrans_top120_a0.5,pubtrans,105,105,120,0,0.5,0.0,0.5857474285714286,0.5219245714285714,0.5499215238095237,0.44081632653061226,0.3782889904761905,45,0.42857142857142855,105,1.0,0.01771402751520657,0.013586999829126076,-0.00017693835537480697,0.02198059525365917,0.22383985419833818,0.004896374876311011,0.03750264228826794,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_pubtrans_top120_a0.5_c105_feba9882.csv
h044_pubtrans_top120_a0.58_c105_7930084e,pubtrans_top120_a0.58,pubtrans,105,105,120,0,0.58,0.0,0.5857474285714286,0.5219245714285714,0.5499215238095237,0.44081632653061226,0.3782889904761905,45,0.42857142857142855,105,1.0,0.021455772616191242,0.006793499914563042,-0.00021192368337470576,0.02549749049424465,0.25965423087007267,0.00567494019998489,0.04305671614590323,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_pubtrans_top120_a0.58_c105_7930084e.csv
h044_pubtrans_top120_a0.78_c105_d729838a,pubtrans_top120_a0.78,pubtrans,105,105,120,0,0.78,0.0,0.5857474285714286,0.5219245714285714,0.5499215238095237,0.44081632653061226,0.3782889904761905,45,0.42857142857142855,105,1.0,0.0350797029271691,0.01019024987184449,-0.000288639988996421,0.034289728595708314,0.3491901725494082,0.007614749425780266,0.05640827282238181,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_pubtrans_top120_a0.78_c105_d729838a.csv
h044_pubtrans_top120_a0.92_c105_38db7594,pubtrans_top120_a0.92,pubtrans,105,105,120,0,0.92,0.0,0.5857474285714286,0.5219245714285714,0.5499215238095237,0.44081632653061226,0.3782889904761905,45,0.42857142857142855,105,1.0,0.045967414037442124,0.02207887472232975,-0.0003242029417998992,0.04044429526673286,0.411865331724943,0.008966677649745741,0.06530560317851364,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_pubtrans_top120_a0.92_c105_38db7594.csv
h044_h042like_top38_a0.5_c38_797a5ccb,h042like_top38_a0.5,h042like,38,38,38,0,0.5,0.0,0.6645094736842105,0.5109,0.6235200000000001,0.48496240601503754,0.49876950526315794,15,0.22058823529411764,38,0.3619047619047619,0.03419382933807798,0.04838028439957608,2.8740079046744362e-05,0.006924354241524864,0.12246576512872573,0.00155226166285544,0.03056301094639735,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_h042like_top38_a0.5_c38_797a5ccb.csv
h044_h042like_top38_a0.58_c38_2c5fd1f7,h042like_top38_a0.58,h042like,38,38,38,0,0.58,0.0,0.6645094736842105,0.5109,0.6235200000000001,0.48496240601503754,0.49876950526315794,15,0.22058823529411764,38,0.3619047619047619,0.03476563149514896,0.0479912806836894,1.9248645675670647e-05,0.008032250920168843,0.14206028754932207,0.0017996347476887365,0.035461574640074434,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_h042like_top38_a0.58_c38_2c5fd1f7.csv
h044_h042like_top38_a0.66_c38_1d286fe1,h042like_top38_a0.66,h042like,38,38,38,0,0.66,0.0,0.6645094736842105,0.5109,0.6235200000000001,0.48496240601503754,0.49876950526315794,15,0.22058823529411764,38,0.3619047619047619,0.03568014713619027,0.04786091017402676,9.757212304588536e-06,0.009140147598812811,0.1616548099699181,0.002046687871147765,0.04035989652130473,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_h042like_top38_a0.66_c38_1d286fe1.csv
h044_h042like_top38_a0.78_c38_af349503,h042like_top38_a0.78,h042like,38,38,38,0,0.78,0.0,0.6645094736842105,0.5109,0.6235200000000001,0.48496240601503754,0.49876950526315794,15,0.22058823529411764,38,0.3619047619047619,0.03763734409359587,0.04815374746973139,-4.4799377520447265e-06,0.010801992616778782,0.19104659360081222,0.0024166306783167087,0.047704869691448104,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_h042like_top38_a0.78_c38_af349503.csv
h044_h042like_top38_a0.92_c38_4448fe4e,h042like_top38_a0.92,h042like,38,38,38,0,0.92,0.0,0.6645094736842105,0.5109,0.6235200000000001,0.48496240601503754,0.49876950526315794,15,0.22058823529411764,38,0.3619047619047619,0.04068237050684383,0.04922051280313296,-2.108994615145993e-05,0.012740811804405727,0.22533700783685595,0.0028471973193996405,0.056266417947604286,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_h042like_top38_a0.92_c38_4448fe4e.csv
h044_h042like_top45_a0.5_c45_532695a4,h042like_top45_a0.5,h042like,45,45,45,0,0.5,0.0,0.6694728888888888,0.5163164444444445,0.6313582222222223,0.49523809523809514,0.492991191111111,19,0.2676056338028169,45,0.42857142857142855,0.03348895420366596,0.04703337602054776,1.7529748504412966e-05,0.008141386058352764,0.12246576512872573,0.0018167648565887693,0.03056301094639735,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_h042like_top45_a0.5_c45_532695a4.csv
h044_h042like_top45_a0.58_c45_60ed30a7,h042like_top45_a0.58,h042like,45,45,45,0,0.58,0.0,0.6694728888888888,0.5163164444444445,0.6313582222222223,0.49523809523809514,0.492991191111111,19,0.2676056338028169,45,0.42857142857142855,0.03417384845874553,0.04656856634824232,6.557268193276857e-06,0.009444007827689204,0.14206028754932207,0.0021066263626321534,0.035461574640074434,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_h042like_top45_a0.58_c45_60ed30a7.csv
h044_h042like_top45_a0.66_c45_b981a056,h042like_top45_a0.66,h042like,45,45,45,0,0.66,0.0,0.6694728888888888,0.5163164444444445,0.6313582222222223,0.49523809523809514,0.492991191111111,19,0.2676056338028169,45,0.42857142857142855,0.035259020246556735,0.046412595370338684,-4.415212117866828e-06,0.010746629597025634,0.1616548099699181,0.0023962098938396267,0.04035989652130473,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_h042like_top45_a0.66_c45_b981a056.csv
h044_h042like_top45_a0.78_c45_bb098f27,h042like_top45_a0.78,h042like,45,45,45,0,0.78,0.0,0.6694728888888888,0.5163164444444445,0.6313582222222223,0.49523809523809514,0.492991191111111,19,0.2676056338028169,45,0.42857142857142855,0.03755798522744901,0.04676279851688173,-2.0873932584591543e-05,0.012700562251030306,0.19104659360081222,0.002830023481868765,0.047704869691448104,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_h042like_top45_a0.78_c45_bb098f27.csv
h044_h042like_top45_a0.92_c45_9d271a1b,h042like_top45_a0.92,h042like,45,45,45,0,0.92,0.0,0.6694728888888888,0.5163164444444445,0.6313582222222223,0.49523809523809514,0.492991191111111,19,0.2676056338028169,45,0.42857142857142855,0.041090008666086225,0.04803446903255348,-4.007577312911262e-05,0.014980150347369062,0.22533700783685595,0.0033352133869916007,0.056266417947604286,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_h042like_top45_a0.92_c45_9d271a1b.csv
h044_h042like_top55_a0.5_c55_510b5847,h042like_top55_a0.5,h042like,55,55,55,0,0.5,0.0,0.685610909090909,0.51764,0.6351941818181818,0.4987012987012986,0.4887466909090909,24,0.3157894736842105,55,0.5238095238095238,0.028565601942602947,0.04093437807087997,-4.1622957997828624e-05,0.010687518524673695,0.22383985419833818,0.0023297838199654876,0.03750264228826794,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_h042like_top55_a0.5_c55_510b5847.csv
h044_h042like_top55_a0.58_c55_a432f676,h042like_top55_a0.58,h042like,55,55,55,0,0.58,0.0,0.685610909090909,0.51764,0.6351941818181818,0.4987012987012986,0.4887466909090909,24,0.3157894736842105,55,0.5238095238095238,0.029566377207653326,0.040087299833008454,-6.002782159314355e-05,0.012397521488621496,0.25965423087007267,0.0027000566544021372,0.04305671614590323,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_h042like_top55_a0.58_c55_a432f676.csv
h044_h042like_top55_a0.66_c55_b6ac4fa6,h042like_top55_a0.66,h042like,55,55,55,0,0.66,0.0,0.685610909090909,0.51764,0.6351941818181818,0.4987012987012986,0.4887466909090909,24,0.3157894736842105,55,0.5238095238095238,0.031274625094359174,0.03980093434228373,-7.843268518846366e-05,0.014107524452569272,0.2954686075418076,0.0030695812127193678,0.048488496918805524,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_h042like_top55_a0.66_c55_b6ac4fa6.csv
