candidate_id,family,regime,changed_cells,changed_rows,core_rows,tail_rows,core_alpha,tail_alpha,route_public_mean,route_private_mean,route_transition_mean,route_memory_disagree_mean,route_regime_mean,h042_overlap_cells,h042_jaccard,h043_overlap_cells,h043_jaccard,h042_distance_l2,h043_distance_l2,tangent_expected_delta,mean_abs_logit_move,max_abs_logit_move,mean_abs_prob_move,max_abs_prob_move,resolved_path
h044_pubtrans_top38_a0.5_c38_20e0aa55,pubtrans_top38_a0.5,pubtrans,38,38,38,0,0.5,0.0,0.8116252631578947,0.47205157894736854,0.73698,0.5977443609022558,0.5507281263157895,21,0.3387096774193548,38,0.3619047619047619,0.027574011748316724,0.04292903698699557,-4.0229366050075204e-05,0.00823007636208425,0.22383985419833818,0.0017288315444210932,0.03750264228826794,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_pubtrans_top38_a0.5_c38_20e0aa55.csv
h044_pubtrans_top38_a0.58_c38_a809ebdf,pubtrans_top38_a0.58,pubtrans,38,38,38,0,0.58,0.0,0.8116252631578947,0.47205157894736854,0.73698,0.5977443609022558,0.5507281263157895,21,0.3387096774193548,38,0.3619047619047619,0.028118771235306067,0.042214974421077966,-5.80899307822556e-05,0.009546888580017733,0.25965423087007267,0.0020014454729729253,0.04305671614590323,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_pubtrans_top38_a0.58_c38_a809ebdf.csv
h044_pubtrans_top38_a0.66_c38_03a7b525,pubtrans_top38_a0.66,pubtrans,38,38,38,0,0.66,0.0,0.8116252631578947,0.47205157894736854,0.73698,0.5977443609022558,0.5507281263157895,21,0.3387096774193548,38,0.3619047619047619,0.029351943181153913,0.0419742541917393,-7.595049551444134e-05,0.010863700797951209,0.2954686075418076,0.002272913892665732,0.048488496918805524,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_pubtrans_top38_a0.66_c38_03a7b525.csv
h044_pubtrans_top38_a0.78_c38_2225ccff,pubtrans_top38_a0.78,pubtrans,38,38,38,0,0.78,0.0,0.8116252631578947,0.47205157894736854,0.73698,0.5977443609022558,0.5507281263157895,21,0.3387096774193548,38,0.3619047619047619,0.03230853086527168,0.042513958041996855,-0.00010274134261272606,0.01283891912485142,0.3491901725494082,0.0026779390475271565,0.05640827282238181,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_pubtrans_top38_a0.78_c38_2225ccff.csv
h044_pubtrans_top38_a0.92_c38_86c7b1db,pubtrans_top38_a0.92,pubtrans,38,38,38,0,0.92,0.0,0.8116252631578947,0.47205157894736854,0.73698,0.5977443609022558,0.5507281263157895,21,0.3387096774193548,38,0.3619047619047619,0.037037724367049406,0.04445107616817558,-0.00013399733089406463,0.015143340506235,0.411865331724943,0.0031471149927444152,0.06530560317851364,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_pubtrans_top38_a0.92_c38_86c7b1db.csv
h044_pubtrans_top45_a0.5_c45_fa6e468c,pubtrans_top45_a0.5,pubtrans,45,45,45,0,0.5,0.0,0.7903404444444444,0.4872684444444445,0.7084915555555555,0.5746031746031746,0.5361541333333334,23,0.34328358208955223,45,0.42857142857142855,0.026892373166559288,0.04155033056568726,-5.000859981448702e-05,0.009328371184609406,0.22383985419833818,0.0019736422254107615,0.03750264228826794,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_pubtrans_top45_a0.5_c45_fa6e468c.csv
h044_pubtrans_top45_a0.58_c45_1eb05ecb,pubtrans_top45_a0.58,pubtrans,45,45,45,0,0.58,0.0,0.7903404444444444,0.4872684444444445,0.7084915555555555,0.5746031746031746,0.5361541333333334,23,0.34328358208955223,45,0.42857142857142855,0.027582239457292403,0.04074527590750504,-6.913964652920257e-05,0.010820910574146912,0.25965423087007267,0.0022852145167951213,0.04305671614590323,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_pubtrans_top45_a0.58_c45_1eb05ecb.csv
h044_pubtrans_top45_a0.66_c45_ba7301b8,pubtrans_top45_a0.66,pubtrans,45,45,45,0,0.66,0.0,0.7903404444444444,0.4872684444444445,0.7084915555555555,0.5746031746031746,0.5361541333333334,23,0.34328358208955223,45,0.42857142857142855,0.02902634045119718,0.040473365995417114,-8.827069324392312e-05,0.012313449963684404,0.2954686075418076,0.002595576121749232,0.048488496918805524,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_pubtrans_top45_a0.66_c45_ba7301b8.csv
h044_pubtrans_top45_a0.78_c45_a3a483f2,pubtrans_top45_a0.78,pubtrans,45,45,45,0,0.78,0.0,0.7903404444444444,0.4872684444444445,0.7084915555555555,0.5746031746031746,0.5361541333333334,23,0.34328358208955223,45,0.42857142857142855,0.03237231496860945,0.04108263259582284,-0.00011696726331600959,0.01455225904799066,0.3491901725494082,0.003058813506487974,0.05640827282238181,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_pubtrans_top45_a0.78_c45_a3a483f2.csv
h044_pubtrans_top45_a0.92_c45_ba6880c3,pubtrans_top45_a0.92,pubtrans,45,45,45,0,0.92,0.0,0.7903404444444444,0.4872684444444445,0.7084915555555555,0.5746031746031746,0.5361541333333334,23,0.34328358208955223,45,0.42857142857142855,0.03759319699396102,0.04325918664627577,-0.00015024241734269857,0.017164202979681277,0.411865331724943,0.0035957005792371932,0.06530560317851364,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_pubtrans_top45_a0.92_c45_ba6880c3.csv
h044_pubtrans_top55_a0.5_c55_fdb15e15,pubtrans_top55_a0.5,pubtrans,55,55,55,0,0.5,0.0,0.758624,0.4937927272727273,0.6873163636363634,0.548051948051948,0.5187143272727273,28,0.3888888888888889,55,0.5238095238095238,0.025832649096120854,0.03952194503038594,-6.43489387573542e-05,0.01110758667071952,0.22383985419833818,0.0023785988715379993,0.03750264228826794,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_pubtrans_top55_a0.5_c55_fdb15e15.csv
h044_pubtrans_top55_a0.58_c55_b8c761a6,pubtrans_top55_a0.58,pubtrans,55,55,55,0,0.58,0.0,0.758624,0.4937927272727273,0.6873163636363634,0.548051948051948,0.5187143272727273,28,0.3888888888888889,55,0.5238095238095238,0.026731565185671616,0.038575002264419005,-8.531436085529033e-05,0.012884800538034653,0.25965423087007267,0.0027550475849896796,0.04305671614590323,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_pubtrans_top55_a0.58_c55_b8c761a6.csv
h044_pubtrans_top55_a0.66_c55_14e1aab3,pubtrans_top55_a0.66,pubtrans,55,55,55,0,0.66,0.0,0.758624,0.4937927272727273,0.6873163636363634,0.548051948051948,0.5187143272727273,28,0.3888888888888889,55,0.5238095238095238,0.028480337452675152,0.038254146005432664,-0.00010627978295323109,0.014662014405349762,0.2954686075418076,0.0031303014068267314,0.048488496918805524,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_pubtrans_top55_a0.66_c55_14e1aab3.csv
