particle,q_source,row_prior,subset_size,label_mode,mae,rmse,max_abs,spearman,mean_pred_delta,std_pred_delta,lofo_mae,lofo_max_abs,actual_mae,selection_mae,posterior_weight
8780,posterior_vector_mid,h041_world_public_prior,230,sample,0.0003171483736215011,0.0003718975659890778,0.001321309602243562,0.9458646616528325,0.009390103276496413,0.0015122304669289222,0.00019225414384483453,0.001004417927338722,0.0002129242885634446,0.0003171483736215011,0.02710188322464379
15173,h041_route_transition_q,h041_reliable_transition,190,sample,0.00035755453003747935,0.0004354686919859376,0.0013939305278468928,0.9458646616528326,0.009355491786144508,0.0016621140797715638,0.00017297407014238273,0.0006978205676729937,0.00028070650828832346,0.00035755453003747935,0.02173525766540718
19731,h041_route_public_hardmix,h041_transition_exception_sharp,230,sample,0.00036350406992484614,0.0004575259977709419,0.0014701494680797646,0.9398496240588559,0.0092159644301196,0.0015095942817768288,0.00019228253241709752,0.0008282216956478471,0.00026717019438516975,0.00036350406992484614,0.021040389212105385
20651,h041_route_public_hardmix,h041_support_public,190,sample,0.0003668338678547278,0.0004428562933423827,0.0009640942340354668,0.8751879699236066,0.009136422952567844,0.0015892380168206401,0.00016673281022991753,0.0006426160166361512,0.0003742585261682888,0.0003668338678547278,0.020661231685568122
3544,h012posterior,h041_public_route,230,sample,0.0003860856725469274,0.0005317882275175531,0.001448254730633423,0.88721804511156,0.00941231898631354,0.001450641095143584,0.00013898826960223243,0.000839615758190573,0.0003392826779497771,0.0003860856725469274,0.01859923512709907
20410,h041_route_public_hardmix,h041_uncertain_public,190,sample,0.00038815913941006743,0.0004847559317072793,0.0010129937391563457,0.9473684210513268,0.009191533926480602,0.0015203183924662673,0.00019538118249933114,0.0008898961692943696,0.00038678928809421885,0.00038815913941006743,0.01838981113866586
19726,h041_route_public_hardmix,h041_transition_exception_sharp,230,sample,0.00038862434027816097,0.0004898685174237089,0.0013461441375116016,0.914285714284455,0.009527125597352389,0.0016132504533211622,0.00019228253241709752,0.0008282216956478471,0.00033186123474746477,0.00038862434027816097,0.018343149815009435
14225,h041_route_transition_q,h041_uncertain_public,190,sample,0.00039352583175407494,0.0005542974524245508,0.0012379666684034837,0.9112781954874666,0.009153164330542113,0.0015442212917087489,0.00014062003383145532,0.0005589511740073903,0.00038746681739251874,0.00039352583175407494,0.01785865032828856
13303,h041_route_transition_q,h041_transition_exception,230,sample,0.0004215014035839717,0.0005263424057015831,0.001178112577141656,0.9699248120287395,0.00955949557727309,0.0014061394121913221,0.0001606474749648574,0.0013924947190835334,0.00043497061013974436,0.0004215014035839717,0.01532839274026191
6811,posterior_vector_mid,h041_public_route_sharp,155,sample,0.00044738648406376875,0.0006078301501890172,0.001264444321179557,0.9548872180437975,0.00895170354604665,0.0013350908145136156,0.00014240421661415316,0.0007915104900490921,0.0004747805217746277,0.00044738648406376875,0.013307693773177963
19016,h041_route_public_hardmix,h041_public_route,230,sample,0.0004533937321402798,0.0006815286042256406,0.00216423799410583,0.9714285714272337,0.009194263541294833,0.001009665875921676,0.00016410383016851675,0.0010818873520494002,0.00031802880530305415,0.0004533937321402798,0.01287819223426892
25402,h041_e247_phase_q,h041_public_route_sharp,190,sample,0.00046304580861486174,0.0005772156947516461,0.0011247472836317975,0.9578947368407861,0.009864874181297612,0.0013806313898170222,0.000201652033811688,0.0009660733294659489,0.0004931766024688652,0.00046304580861486174,0.012216934984798164
8778,posterior_vector_mid,h041_world_public_prior,230,sample,0.00046811977196276267,0.000608930304847393,0.0018451777828868733,0.9368421052618676,0.009543958792987575,0.0018751126271983561,0.00019225414384483453,0.001004417927338722,0.00038289770283401434,0.00046811977196276267,0.01188304980651253
20168,h041_route_public_hardmix,h041_public_not_private,190,sample,0.00046812267610411146,0.0005880040941416473,0.0017154255497886378,0.957894736840786,0.009275591972472467,0.0016757185875822826,0.00018411226672359338,0.0005548460423889703,0.0004097658547822376,0.00046812267610411146,0.011882861340494936
13307,h041_route_transition_q,h041_transition_exception,230,sample,0.00046831642650188663,0.0006014595481840678,0.0015303321791526447,0.9293233082693967,0.009195926763269,0.0016462129181455077,0.0001606474749648574,0.0013924947190835334,0.00045495864930666853,0.00046831642650188663,0.011870294540144988
13276,h041_route_transition_q,h041_transition_exception,190,sample,0.0004689712975362467,0.0005845209373974574,0.0013534808698220224,0.966917293231751,0.009284151706894362,0.0018296537335589914,0.00021710152545802484,0.0011637115751862905,0.00045543228001289056,0.0004689712975362467,0.011827917391475467
3537,h012posterior,h041_public_route,230,sample,0.0004701388334524908,0.0007127067020375889,0.001547320163892989,0.9533834586453034,0.009620294873152403,0.001751546567899135,0.00013898826960223243,0.000839615758190573,0.0004671216737766854,0.0004701388334524908,0.011752740298796487
8073,posterior_vector_mid,h041_uncertain_public,230,sample,0.00047285498304342404,0.000649058481044028,0.0015331571451672101,0.8406015037582407,0.009361227477234474,0.0012519877354624544,0.00015451490295102555,0.0004223097671086952,0.00046568017169374977,0.00047285498304342404,0.011579692302095356
5686,h012posterior,h041_world_public_prior,230,sample,0.0004751786125583182,0.0006041751378593995,0.0019247992431693176,0.9022556390965016,0.009281866820855175,0.0014588029642174653,0.00018343084789766345,0.0010028575857317385,0.00038620830502436923,0.0004751786125583182,0.011433675755113773
11849,h041_route_public_q,h041_world_public_prior,190,sample,0.00047799830191663014,0.0006212127206787513,0.0012025966928452172,0.9082706766904783,0.009561555633802551,0.001179999175575366,0.00016863837135737232,0.000547258196672281,0.0005237488858581884,0.00047799830191663014,0.011258957448765433
12582,h041_route_transition_q,uniform,230,sample,0.00048001975547229327,0.000581066888841851,0.0013053244149460429,0.9473684210513267,0.009742755286998604,0.0013655958402922974,0.00021487323156572151,0.0010367773263233165,0.0004840135859942382,0.00048001975547229327,0.01113534626795095
