candidate_id,file,resolved_path,family,components,component_count,changed_cells_vs_h012,changed_rows_vs_h012,mean_abs_prob_move_h012,max_abs_prob_move_h012,mean_abs_logit_move_h012,max_abs_logit_move_h012,route_equation_delta_vs_h012,route_equation_delta_iqr,h012posterior_delta_vs_h012,h036world_delta_vs_h012,full_known_action_pred_delta_median,full_known_action_pred_delta_p10,full_known_action_pred_delta_p90,full_known_action_margin_vs_h012_median,full_known_action_margin_vs_h012_p10,full_known_action_margin_vs_h012_p90,full_known_action_support_better_than_h012,full_known_action_model_count,pre_h012_action_pred_delta_median,pre_h012_action_pred_delta_p10,pre_h012_action_pred_delta_p90,pre_h012_action_margin_vs_h012_median,pre_h012_action_margin_vs_h012_p10,pre_h012_action_margin_vs_h012_p90,pre_h012_action_support_better_than_h012,pre_h012_action_model_count,h042_pre_h024_score,full_known_h024_pred_public_median,full_known_h024_pred_public_p10,full_known_h024_pred_public_p90,full_known_h024_margin_vs_h012_median,full_known_h024_margin_vs_h012_p10,full_known_h024_margin_vs_h012_p90,full_known_h024_support_better_than_h012,full_known_h024_model_count,pre_h012_h024_pred_public_median,pre_h012_h024_pred_public_p10,pre_h012_h024_pred_public_p90,pre_h012_h024_margin_vs_h012_median,pre_h012_h024_margin_vs_h012_p10,pre_h012_h024_margin_vs_h012_p90,pre_h012_h024_support_better_than_h012,pre_h012_h024_model_count,h025_score,pred_gain_top1200_sum,pred_gain_mean_moved,pred_positive_rate_moved,ood_abs_delta_rate,h042_score
h044_h042like_top120_a0.78_c105_d729838a,submission_h044_h042like_top120_a0.78_c105_d729838a.csv,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_h042like_top120_a0.78_c105_d729838a.csv,h042like_top120_a0.78,h042like_top120_a0.78,1,105,105,0.007614749425780266,0.05640827282238181,0.034289728595708314,0.3491901725494082,-0.00021833099138908983,0.0009565776904122284,3.8156257195079175e-06,-3.8311093793608974e-05,-0.00033668457604312755,-0.0005508614326888647,0.00022244019656385866,-0.00041348957131278653,-0.0007343715819502673,0.00038218062208818097,0.75,12,-0.0002633804589603564,-0.0004744690902970675,5.02083960188804e-05,-0.00011485989580699903,-0.0006730882536664599,0.00042472356266986324,0.5833333333333334,12,0.4576497395833333,0.5743490869715837,0.5682274841510503,0.5980274635337567,0.00604406823645004,0.00010315264392456449,0.029891022340333816,0.08333333333333333,12,0.5840952036221337,0.5376507191516106,0.5971353651981671,0.0007336170422062027,-0.12552782342123936,0.03485667993648315,0.25,12,-2.325923160919552,2.325923160919552,0.02215164915161478,0.8,0.0,0.502734375
h044_pubtrans_top105_a0.78_c105_d729838a,submission_h044_pubtrans_top105_a0.78_c105_d729838a.csv,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_pubtrans_top105_a0.78_c105_d729838a.csv,pubtrans_top105_a0.78,pubtrans_top105_a0.78,1,105,105,0.007614749425780266,0.05640827282238181,0.034289728595708314,0.3491901725494082,-0.00021833099138908983,0.0009565776904122284,3.8156257195079175e-06,-3.8311093793608974e-05,-0.00033668457604312755,-0.0005508614326888647,0.00022244019656385866,-0.00041348957131278653,-0.0007343715819502673,0.00038218062208818097,0.75,12,-0.0002633804589603564,-0.0004744690902970675,5.02083960188804e-05,-0.00011485989580699903,-0.0006730882536664599,0.00042472356266986324,0.5833333333333334,12,0.4576497395833333,0.5743490869715837,0.5682274841510503,0.5980274635337567,0.00604406823645004,0.00010315264392456449,0.029891022340333816,0.08333333333333333,12,0.5840952036221337,0.5376507191516106,0.5971353651981671,0.0007336170422062027,-0.12552782342123936,0.03485667993648315,0.25,12,-2.325923160919552,2.325923160919552,0.02215164915161478,0.8,0.0,0.5131510416666666
h044_q2regime_top105_a0.78_c105_d729838a,submission_h044_q2regime_top105_a0.78_c105_d729838a.csv,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_q2regime_top105_a0.78_c105_d729838a.csv,q2regime_top105_a0.78,q2regime_top105_a0.78,1,105,105,0.007614749425780266,0.05640827282238181,0.034289728595708314,0.3491901725494082,-0.00021833099138908983,0.0009565776904122284,3.8156257195079175e-06,-3.8311093793608974e-05,-0.00033668457604312755,-0.0005508614326888647,0.00022244019656385866,-0.00041348957131278653,-0.0007343715819502673,0.00038218062208818097,0.75,12,-0.0002633804589603564,-0.0004744690902970675,5.02083960188804e-05,-0.00011485989580699903,-0.0006730882536664599,0.00042472356266986324,0.5833333333333334,12,0.4576497395833333,0.5743490869715837,0.5682274841510503,0.5980274635337567,0.00604406823645004,0.00010315264392456449,0.029891022340333816,0.08333333333333333,12,0.5840952036221337,0.5376507191516106,0.5971353651981671,0.0007336170422062027,-0.12552782342123936,0.03485667993648315,0.25,12,-2.325923160919552,2.325923160919552,0.02215164915161478,0.8,0.0,0.5131510416666666
h044_pubtrans_top120_a0.78_c105_d729838a,submission_h044_pubtrans_top120_a0.78_c105_d729838a.csv,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_pubtrans_top120_a0.78_c105_d729838a.csv,pubtrans_top120_a0.78,pubtrans_top120_a0.78,1,105,105,0.007614749425780266,0.05640827282238181,0.034289728595708314,0.3491901725494082,-0.00021833099138908983,0.0009565776904122284,3.8156257195079175e-06,-3.8311093793608974e-05,-0.00033668457604312755,-0.0005508614326888647,0.00022244019656385866,-0.00041348957131278653,-0.0007343715819502673,0.00038218062208818097,0.75,12,-0.0002633804589603564,-0.0004744690902970675,5.02083960188804e-05,-0.00011485989580699903,-0.0006730882536664599,0.00042472356266986324,0.5833333333333334,12,0.4576497395833333,0.5743490869715837,0.5682274841510503,0.5980274635337567,0.00604406823645004,0.00010315264392456449,0.029891022340333816,0.08333333333333333,12,0.5840952036221337,0.5376507191516106,0.5971353651981671,0.0007336170422062027,-0.12552782342123936,0.03485667993648315,0.25,12,-2.325923160919552,2.325923160919552,0.02215164915161478,0.8,0.0,0.5274739583333332
h044_q2regime_top120_a0.78_c105_d729838a,submission_h044_q2regime_top120_a0.78_c105_d729838a.csv,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_q2regime_top120_a0.78_c105_d729838a.csv,q2regime_top120_a0.78,q2regime_top120_a0.78,1,105,105,0.007614749425780266,0.05640827282238181,0.034289728595708314,0.3491901725494082,-0.00021833099138908983,0.0009565776904122284,3.8156257195079175e-06,-3.8311093793608974e-05,-0.00033668457604312755,-0.0005508614326888647,0.00022244019656385866,-0.00041348957131278653,-0.0007343715819502673,0.00038218062208818097,0.75,12,-0.0002633804589603564,-0.0004744690902970675,5.02083960188804e-05,-0.00011485989580699903,-0.0006730882536664599,0.00042472356266986324,0.5833333333333334,12,0.4576497395833333,0.5743490869715837,0.5682274841510503,0.5980274635337567,0.00604406823645004,0.00010315264392456449,0.029891022340333816,0.08333333333333333,12,0.5840952036221337,0.5376507191516106,0.5971353651981671,0.0007336170422062027,-0.12552782342123936,0.03485667993648315,0.25,12,-2.325923160919552,2.325923160919552,0.02215164915161478,0.8,0.0,0.5274739583333332
h044_h042like_top105_a0.92_c105_38db7594,submission_h044_h042like_top105_a0.92_c105_38db7594.csv,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_h042like_top105_a0.92_c105_38db7594.csv,h042like_top105_a0.92,h042like_top105_a0.92,1,105,105,0.008966677649745741,0.06530560317851364,0.04044429526673286,0.411865331724943,-0.0002417217271396082,0.0011266916780728077,1.0394503684707462e-05,-3.770100848704473e-05,-0.0003278710526374469,-0.0006394069104232395,0.00026817591722703423,-0.00043078031564434786,-0.0008650097516396642,0.000419166445910078,0.75,12,-0.000232620663266468,-0.0005623697778271061,5.5032853124597575e-05,-9.708577302022011e-05,-0.0007925730273334086,0.00047112190634337575,0.5833333333333334,12,0.4970377604166667,0.574377089285178,0.5682596947628744,0.5980246072304488,0.006072070550044273,0.00013536325574868837,0.02988816603702591,0.08333333333333333,12,0.5840969381783956,0.5377880178649493,0.5971556737545238,0.0008659682432137217,-0.12552763012350726,0.03485550179179684,0.25,12,-2.312094051358664,2.312094051358664,0.022019943346272983,0.7904761904761904,0.0,0.5359635416666667
h044_phaseenergy_top105_a0.92_c105_38db7594,submission_h044_phaseenergy_top105_a0.92_c105_38db7594.csv,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_phaseenergy_top105_a0.92_c105_38db7594.csv,phaseenergy_top105_a0.92,phaseenergy_top105_a0.92,1,105,105,0.008966677649745741,0.06530560317851364,0.04044429526673286,0.411865331724943,-0.0002417217271396082,0.0011266916780728077,1.0394503684707462e-05,-3.770100848704473e-05,-0.0003278710526374469,-0.0006394069104232395,0.00026817591722703423,-0.00043078031564434786,-0.0008650097516396642,0.000419166445910078,0.75,12,-0.000232620663266468,-0.0005623697778271061,5.5032853124597575e-05,-9.708577302022011e-05,-0.0007925730273334086,0.00047112190634337575,0.5833333333333334,12,0.4970377604166667,0.574377089285178,0.5682596947628744,0.5980246072304488,0.006072070550044273,0.00013536325574868837,0.02988816603702591,0.08333333333333333,12,0.5840969381783956,0.5377880178649493,0.5971556737545238,0.0008659682432137217,-0.12552763012350726,0.03485550179179684,0.25,12,-2.3120940513586636,2.3120940513586636,0.022019943346272986,0.7904761904761904,0.0,0.539609375
h044_phaseenergy_top120_a0.92_c105_38db7594,submission_h044_phaseenergy_top120_a0.92_c105_38db7594.csv,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_phaseenergy_top120_a0.92_c105_38db7594.csv,phaseenergy_top120_a0.92,phaseenergy_top120_a0.92,1,105,105,0.008966677649745741,0.06530560317851364,0.04044429526673286,0.411865331724943,-0.0002417217271396082,0.0011266916780728077,1.0394503684707462e-05,-3.770100848704473e-05,-0.0003278710526374469,-0.0006394069104232395,0.00026817591722703423,-0.00043078031564434786,-0.0008650097516396642,0.000419166445910078,0.75,12,-0.000232620663266468,-0.0005623697778271061,5.5032853124597575e-05,-9.708577302022011e-05,-0.0007925730273334086,0.00047112190634337575,0.5833333333333334,12,0.4970377604166667,0.574377089285178,0.5682596947628744,0.5980246072304488,0.006072070550044273,0.00013536325574868837,0.02988816603702591,0.08333333333333333,12,0.5840969381783956,0.5377880178649493,0.5971556737545238,0.0008659682432137217,-0.12552763012350726,0.03485550179179684,0.25,12,-2.3120940513586636,2.3120940513586636,0.022019943346272983,0.7904761904761904,0.0,0.5500260416666667
h044_h042like_top120_a0.92_c105_38db7594,submission_h044_h042like_top120_a0.92_c105_38db7594.csv,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_h042like_top120_a0.92_c105_38db7594.csv,h042like_top120_a0.92,h042like_top120_a0.92,1,105,105,0.008966677649745741,0.06530560317851364,0.04044429526673286,0.411865331724943,-0.0002417217271396082,0.0011266916780728077,1.0394503684707462e-05,-3.770100848704473e-05,-0.0003278710526374469,-0.0006394069104232395,0.00026817591722703423,-0.00043078031564434786,-0.0008650097516396642,0.000419166445910078,0.75,12,-0.000232620663266468,-0.0005623697778271061,5.5032853124597575e-05,-9.708577302022011e-05,-0.0007925730273334086,0.00047112190634337575,0.5833333333333334,12,0.4970377604166667,0.574377089285178,0.5682596947628744,0.5980246072304488,0.006072070550044273,0.00013536325574868837,0.02988816603702591,0.08333333333333333,12,0.5840969381783956,0.5377880178649493,0.5971556737545238,0.0008659682432137217,-0.12552763012350726,0.03485550179179684,0.25,12,-2.312094051358663,2.312094051358663,0.022019943346272983,0.7904761904761904,0.0,0.5551302083333334
h044_q2regime_top105_a0.92_c105_38db7594,submission_h044_q2regime_top105_a0.92_c105_38db7594.csv,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_q2regime_top105_a0.92_c105_38db7594.csv,q2regime_top105_a0.92,q2regime_top105_a0.92,1,105,105,0.008966677649745741,0.06530560317851364,0.04044429526673286,0.411865331724943,-0.0002417217271396082,0.0011266916780728077,1.0394503684707462e-05,-3.770100848704473e-05,-0.0003278710526374469,-0.0006394069104232395,0.00026817591722703423,-0.00043078031564434786,-0.0008650097516396642,0.000419166445910078,0.75,12,-0.000232620663266468,-0.0005623697778271061,5.5032853124597575e-05,-9.708577302022011e-05,-0.0007925730273334086,0.00047112190634337575,0.5833333333333334,12,0.4970377604166667,0.574377089285178,0.5682596947628744,0.5980246072304488,0.006072070550044273,0.00013536325574868837,0.02988816603702591,0.08333333333333333,12,0.5840969381783956,0.5377880178649493,0.5971556737545238,0.0008659682432137217,-0.12552763012350726,0.03485550179179684,0.25,12,-2.3120940513586636,2.3120940513586636,0.022019943346272983,0.7904761904761904,0.0,0.5643489583333334
