decision,promote,selected_candidate_id,selected_file,selected_resolved_path,root_uploadsafe_path,public_anchor,expected_relation,reason,changed_cells_vs_h012,regime,core_rows,tail_rows,core_alpha,tail_alpha,route_public_mean,route_private_mean,route_transition_mean,route_memory_disagree_mean,route_regime_mean,pre_h012_action_margin_vs_h012_median,pre_h012_action_support_better_than_h012,route_equation_delta_vs_h012,pre_h012_h024_margin_vs_h012_median,pre_h012_h024_support_better_than_h012,h025_score,h042_jaccard,h043_jaccard,h042_distance_l2,h043_distance_l2,tangent_expected_delta,h044_route_split_score,h044_promotable
do_not_promote,False,h044_h043_privateveto_q0.78_a0.66_c91_826ae253,submission_h044_h043_privateveto_q0.78_a0.66_c91_826ae253.csv,/Users/kbsoo/Downloads/cl2/hitl/h044_q2_human_route_split_jepa/submission_h044_h043_privateveto_q0.78_a0.66_c91_826ae253.csv,,submission_h042_target_Q2_phase_k45_s0.5_c45_50fc6607_uploadsafe.csv,beats H042 if Q2 phase is human-route conditioned,no candidate passed H044 route-split gate,91,private_veto,91,0,0.66,0.0,0.623141978021978,0.48474065934065924,0.5859564835164834,0.4788069073783359,0.42660334945054956,-9.567087594713423e-05,0.5833333333333334,-0.00018434681912497138,0.0005827035107232592,0.25,-1.9877025379946318,0.4782608695652174,0.8666666666666667,0.0241951643278983,0.01400295051274579,-0.00024289373563640178,0.8457228260869569,False
