split,feature_set,target,logloss,auc,uses_public_score,uses_train_labels,core_representation_frozen,evaluated_rows,probe_calibration_shrink,selected_feature_set,listener_view_selected_from
subject_heldout,listener_view_calendar_rhythm_stats,S3,0.6613961363061563,0.3683768986223949,False,True,True,450,,,
subject_heldout,listener_view_calendar_rhythm_stats,S4,0.6930606243035999,0.4938672438672439,False,True,True,450,,,
subject_heldout,listener_view_calendar_rhythm_stats,all,0.6774210798694391,0.4569603862505295,False,True,True,450,,,
subject_heldout,listener_view_calendar_rhythm_stats_probabilities,Q1,0.7476375602908741,0.45745836708085574,False,True,True,450,,,
subject_heldout,listener_view_calendar_rhythm_stats_probabilities,Q2,0.701111025021469,0.4944724223029232,False,True,True,450,,,
subject_heldout,listener_view_calendar_rhythm_stats_probabilities,Q3,0.6797346471160078,0.5,False,True,True,450,,,
subject_heldout,listener_view_calendar_rhythm_stats_probabilities,S1,0.680834059646708,0.4073483519737592,False,True,True,450,,,
subject_heldout,listener_view_calendar_rhythm_stats_probabilities,S2,0.6557159609437659,0.5584878589595879,False,True,True,450,,,
subject_heldout,listener_view_calendar_rhythm_stats_probabilities,S3,0.6631117802170022,0.520862769339456,False,True,True,450,,,
subject_heldout,listener_view_calendar_rhythm_stats_probabilities,S4,0.6886696032949143,0.5488015071348404,False,True,True,450,,,
subject_heldout,listener_view_calendar_rhythm_stats_probabilities,all,0.6881163766472487,0.4982044681130603,False,True,True,450,,,
subject_heldout,listener_view_phone_behavior_probabilities,Q1,0.7207362689969157,0.42948578653128155,False,True,True,450,,,
subject_heldout,listener_view_phone_behavior_probabilities,Q2,0.7121166052199884,0.3934511747356594,False,True,True,450,,,
subject_heldout,listener_view_phone_behavior_probabilities,Q3,0.6831417528667301,0.5024897119341564,False,True,True,450,,,
subject_heldout,listener_view_phone_behavior_probabilities,S1,0.6436866388998875,0.45363431356916695,False,True,True,450,,,
subject_heldout,listener_view_phone_behavior_probabilities,S2,0.6982363277499039,0.3913610573683181,False,True,True,450,,,
subject_heldout,listener_view_phone_behavior_probabilities,S3,0.7135068805921061,0.3663016601907453,False,True,True,450,,,
subject_heldout,listener_view_phone_behavior_probabilities,S4,0.6837104635827639,0.5702260702260702,False,True,True,450,,,
subject_heldout,listener_view_phone_behavior_probabilities,all,0.6935907054154707,0.44384996779362823,False,True,True,450,,,
subject_heldout,listener_view_phone_behavior_stats,Q1,0.7193343814614387,0.46682206989194214,False,True,True,450,,,
subject_heldout,listener_view_phone_behavior_stats,Q2,0.7000866231731583,0.4701751569992576,False,True,True,450,,,
subject_heldout,listener_view_phone_behavior_stats,Q3,0.6924615418900134,0.4667489711934156,False,True,True,450,,,
subject_heldout,listener_view_phone_behavior_stats,S1,0.6581946894122042,0.4292840709778821,False,True,True,450,,,
subject_heldout,listener_view_phone_behavior_stats,S2,0.6719509977659424,0.4091215408360687,False,True,True,450,,,
subject_heldout,listener_view_phone_behavior_stats,S3,0.6734387935722519,0.30581066760861886,False,True,True,450,,,
subject_heldout,listener_view_phone_behavior_stats,S4,0.7046753127782033,0.4348244348244348,False,True,True,450,,,
subject_heldout,listener_view_phone_behavior_stats,all,0.6885917628647447,0.42611241604737427,False,True,True,450,,,
subject_heldout,listener_view_phone_behavior_stats_probabilities,Q1,0.7408466922386101,0.47033839710791964,False,True,True,450,,,
subject_heldout,listener_view_phone_behavior_stats_probabilities,Q2,0.7109330184440734,0.4332376958728757,False,True,True,450,,,
subject_heldout,listener_view_phone_behavior_stats_probabilities,Q3,0.69638814687212,0.47485596707818933,False,True,True,450,,,
subject_heldout,listener_view_phone_behavior_stats_probabilities,S1,0.6660129701880795,0.4333158697979545,False,True,True,450,,,
subject_heldout,listener_view_phone_behavior_stats_probabilities,S2,0.7165570601410864,0.4119040890415426,False,True,True,450,,,
subject_heldout,listener_view_phone_behavior_stats_probabilities,S3,0.7322665374403264,0.3409131049099259,False,True,True,450,,,
subject_heldout,listener_view_phone_behavior_stats_probabilities,S4,0.6904214422495571,0.5575396825396826,False,True,True,450,,,
subject_heldout,listener_view_phone_behavior_stats_probabilities,all,0.7076322667962646,0.4460149723354414,False,True,True,450,,,
subject_heldout,listener_view_body_activity_sleep_probabilities,Q1,0.7053440585088923,0.44645502854546526,False,True,True,450,,,
subject_heldout,listener_view_body_activity_sleep_probabilities,Q2,0.6971655258243938,0.5328745410405089,False,True,True,450,,,
subject_heldout,listener_view_body_activity_sleep_probabilities,Q3,0.6891022762508022,0.4645884773662552,False,True,True,450,,,
subject_heldout,listener_view_body_activity_sleep_probabilities,S1,0.6235453318505283,0.5501241429580191,False,True,True,450,,,
subject_heldout,listener_view_body_activity_sleep_probabilities,S2,0.665164096783905,0.4179039586095954,False,True,True,450,,,
subject_heldout,listener_view_body_activity_sleep_probabilities,S3,0.6616835239430692,0.42118509360649947,False,True,True,450,,,
subject_heldout,listener_view_body_activity_sleep_probabilities,S4,0.7027353349471394,0.3814534231200898,False,True,True,450,,,
subject_heldout,listener_view_body_activity_sleep_probabilities,all,0.67782002115839,0.4592263807494904,False,True,True,450,,,
subject_heldout,listener_view_body_activity_sleep_stats,Q1,0.7092045540682244,0.4039430275972422,False,True,True,450,,,
subject_heldout,listener_view_body_activity_sleep_stats,Q2,0.6938115365869191,0.5039626010714071,False,True,True,450,,,
subject_heldout,listener_view_body_activity_sleep_stats,Q3,0.6854726181690376,0.43032921810699587,False,True,True,450,,,
subject_heldout,listener_view_body_activity_sleep_stats,S1,0.6525220958969423,0.36418304822213615,False,True,True,450,,,
subject_heldout,listener_view_body_activity_sleep_stats,S2,0.6592222275187672,0.4782287341579531,False,True,True,450,,,
subject_heldout,listener_view_body_activity_sleep_stats,S3,0.6690415879112905,0.3477569763334511,False,True,True,450,,,
subject_heldout,listener_view_body_activity_sleep_stats,S4,0.7020158594319204,0.43594676928010256,False,True,True,450,,,
subject_heldout,listener_view_body_activity_sleep_stats,all,0.6816129256547289,0.42347862496704114,False,True,True,450,,,
subject_heldout,listener_view_body_activity_sleep_stats_probabilities,Q1,0.7117071830001163,0.4378617569783292,False,True,True,450,,,
subject_heldout,listener_view_body_activity_sleep_stats_probabilities,Q2,0.6973142310349411,0.5364860255612849,False,True,True,450,,,
subject_heldout,listener_view_body_activity_sleep_stats_probabilities,Q3,0.6943420992827338,0.44751028806584364,False,True,True,450,,,
subject_heldout,listener_view_body_activity_sleep_stats_probabilities,S1,0.6353735018331207,0.529236236076627,False,True,True,450,,,
subject_heldout,listener_view_body_activity_sleep_stats_probabilities,S2,0.6566298906035157,0.5148801113019282,False,True,True,450,,,
subject_heldout,listener_view_body_activity_sleep_stats_probabilities,S3,0.6695677715056444,0.42970681737901806,False,True,True,450,,,
subject_heldout,listener_view_body_activity_sleep_stats_probabilities,S4,0.7049525882648764,0.4283910533910533,False,True,True,450,,,
subject_heldout,listener_view_body_activity_sleep_stats_probabilities,all,0.681412466503564,0.47486746982201206,False,True,True,450,,,
subject_heldout,listener_view_app_social_context_probabilities,Q1,0.7060641636726369,0.427273266035835,False,True,True,450,,,
subject_heldout,listener_view_app_social_context_probabilities,Q2,0.6991064674421684,0.47426817278947053,False,True,True,450,,,
subject_heldout,listener_view_app_social_context_probabilities,Q3,0.6752852577242743,0.5411522633744855,False,True,True,450,,,
subject_heldout,listener_view_app_social_context_probabilities,S1,0.6304671285863972,0.5242477392314526,False,True,True,450,,,
subject_heldout,listener_view_app_social_context_probabilities,S2,0.6596930961912512,0.49977174409251973,False,True,True,450,,,
subject_heldout,listener_view_app_social_context_probabilities,S3,0.6942477255677597,0.4089544330625221,False,True,True,450,,,
subject_heldout,listener_view_app_social_context_probabilities,S4,0.7133901601504444,0.3741782908449575,False,True,True,450,,,
subject_heldout,listener_view_app_social_context_probabilities,all,0.6826077141907045,0.4642637013473204,False,True,True,450,,,
subject_heldout,listener_view_app_social_context_stats,Q1,0.7146205322450307,0.3951324549100176,False,True,True,450,,,
subject_heldout,listener_view_app_social_context_stats,Q2,0.6885644032275612,0.5153387773118516,False,True,True,450,,,
subject_heldout,listener_view_app_social_context_stats,Q3,0.6880912873071275,0.4008641975308642,False,True,True,450,,,
subject_heldout,listener_view_app_social_context_stats,S1,0.6491288486829004,0.41643698321222755,False,True,True,450,,,
subject_heldout,listener_view_app_social_context_stats,S2,0.6687742716903278,0.3714049694571857,False,True,True,450,,,
subject_heldout,listener_view_app_social_context_stats,S3,0.6669390965378115,0.38230748851995766,False,True,True,450,,,
subject_heldout,listener_view_app_social_context_stats,S4,0.6988587085571424,0.4623015873015872,False,True,True,450,,,
subject_heldout,listener_view_app_social_context_stats,all,0.6821395926068431,0.4205409226062417,False,True,True,450,,,
subject_heldout,listener_view_app_social_context_stats_probabilities,Q1,0.7161279241232542,0.4206357045494952,False,True,True,450,,,
subject_heldout,listener_view_app_social_context_stats_probabilities,Q2,0.6974649706466501,0.49754218414558293,False,True,True,450,,,
subject_heldout,listener_view_app_social_context_stats_probabilities,Q3,0.6913599047996014,0.5101234567901234,False,True,True,450,,,
subject_heldout,listener_view_app_social_context_stats_probabilities,S1,0.6429513066230326,0.5004441812259403,False,True,True,450,,,
subject_heldout,listener_view_app_social_context_stats_probabilities,S2,0.6690903789795005,0.4694245777265712,False,True,True,450,,,
subject_heldout,listener_view_app_social_context_stats_probabilities,S3,0.7098505448843109,0.40054309431296364,False,True,True,450,,,
subject_heldout,listener_view_app_social_context_stats_probabilities,S4,0.7127832621063271,0.43340147506814175,False,True,True,450,,,
subject_heldout,listener_view_app_social_context_stats_probabilities,all,0.6913754703089537,0.4617306676884026,False,True,True,450,,,
subject_heldout,listener_view_mobility_environment_probabilities,Q1,0.7108337373562924,0.4076964105805891,False,True,True,450,,,
subject_heldout,listener_view_mobility_environment_probabilities,Q2,0.6952737384795701,0.4973014185108646,False,True,True,450,,,
subject_heldout,listener_view_mobility_environment_probabilities,Q3,0.6763141774725322,0.5151028806584362,False,True,True,450,,,
subject_heldout,listener_view_mobility_environment_probabilities,S1,0.6240820474880775,0.5569577002801759,False,True,True,450,,,
subject_heldout,listener_view_mobility_environment_probabilities,S2,0.6572356894220449,0.4821416925719006,False,True,True,450,,,
subject_heldout,listener_view_mobility_environment_probabilities,S3,0.6633326631523775,0.39603938537619215,False,True,True,450,,,
subject_heldout,listener_view_mobility_environment_probabilities,S4,0.7046532155507856,0.4660894660894661,False,True,True,450,,,
subject_heldout,listener_view_mobility_environment_probabilities,all,0.6759607527030971,0.4744755648668036,False,True,True,450,,,
subject_heldout,listener_view_mobility_environment_stats,Q1,0.7020481507981607,0.4654985085241303,False,True,True,450,,,
subject_heldout,listener_view_mobility_environment_stats,Q2,0.7015770633388936,0.43301699404105054,False,True,True,450,,,
subject_heldout,listener_view_mobility_environment_stats,Q3,0.6873968767589971,0.44448559670781895,False,True,True,450,,,
subject_heldout,listener_view_mobility_environment_stats,S1,0.6502966001176553,0.37176829684973006,False,True,True,450,,,
subject_heldout,listener_view_mobility_environment_stats,S2,0.661195471814322,0.47075063585574217,False,True,True,450,,,
subject_heldout,listener_view_mobility_environment_stats,S3,0.667694341146469,0.36281349346520664,False,True,True,450,,,
subject_heldout,listener_view_mobility_environment_stats,S4,0.7090352303874121,0.3574635241301908,False,True,True,450,,,
subject_heldout,listener_view_mobility_environment_stats,all,0.6827491049088443,0.4151138642248385,False,True,True,450,,,
subject_heldout,listener_view_mobility_environment_stats_probabilities,Q1,0.7102927979347786,0.4458031251851998,False,True,True,450,,,
subject_heldout,listener_view_mobility_environment_stats_probabilities,Q2,0.7067936734471618,0.4608856162597058,False,True,True,450,,,
subject_heldout,listener_view_mobility_environment_stats_probabilities,Q3,0.6820023448439191,0.5047530864197531,False,True,True,450,,,
subject_heldout,listener_view_mobility_environment_stats_probabilities,S1,0.6346077546777131,0.5248172023416322,False,True,True,450,,,
subject_heldout,listener_view_mobility_environment_stats_probabilities,S2,0.6589375117960352,0.5162061694310993,False,True,True,450,,,
subject_heldout,listener_view_mobility_environment_stats_probabilities,S3,0.6691638548420606,0.40709996467679266,False,True,True,450,,,
subject_heldout,listener_view_mobility_environment_stats_probabilities,S4,0.7103403113501534,0.44785153118486454,False,True,True,450,,,
subject_heldout,listener_view_mobility_environment_stats_probabilities,all,0.6817340355559746,0.4724880993570068,False,True,True,450,,,
subject_heldout,calendar_rhythm_calibrated05,Q1,0.7051013206887387,0.3815708895517671,False,True,True,450,0.05,,
subject_heldout,calendar_rhythm_calibrated05,Q2,0.695270224937282,0.3979855941895226,False,True,True,450,0.05,,
subject_heldout,calendar_rhythm_calibrated05,Q3,0.6802835906884291,0.43303497942386826,False,True,True,450,0.05,,
subject_heldout,calendar_rhythm_calibrated05,S1,0.6412602417785989,0.4055032914967768,False,True,True,450,0.05,,
subject_heldout,calendar_rhythm_calibrated05,S2,0.6607237815964496,0.39028499380448245,False,True,True,450,0.05,,
subject_heldout,calendar_rhythm_calibrated05,S3,0.6583446603783155,0.37474611444719175,False,True,True,450,0.05,,
subject_heldout,calendar_rhythm_calibrated05,S4,0.700067541628326,0.38923961840628507,False,True,True,450,0.05,,
subject_heldout,calendar_rhythm_calibrated05,all,0.677293051670877,0.3960522116171278,False,True,True,450,0.05,,
subject_heldout,listener_view_app_social_context_probabilities_calibrated05,Q1,0.7045091926940054,0.3898579640860512,False,True,True,450,0.05,,
subject_heldout,listener_view_app_social_context_probabilities_calibrated05,Q2,0.6953675501491091,0.3968218936217171,False,True,True,450,0.05,,
subject_heldout,listener_view_app_social_context_probabilities_calibrated05,Q3,0.6799587639542495,0.42975308641975307,False,True,True,450,0.05,,
subject_heldout,listener_view_app_social_context_probabilities_calibrated05,S1,0.6408659539136755,0.394432928634883,False,True,True,450,0.05,,
subject_heldout,listener_view_app_social_context_probabilities_calibrated05,S2,0.6610090991916021,0.3800786939414361,False,True,True,450,0.05,,
subject_heldout,listener_view_app_social_context_probabilities_calibrated05,S3,0.6603894885532045,0.36005386789120447,False,True,True,450,0.05,,
subject_heldout,listener_view_app_social_context_probabilities_calibrated05,S4,0.7012415793444424,0.37231441398108067,False,True,True,450,0.05,,
subject_heldout,listener_view_app_social_context_probabilities_calibrated05,all,0.6776202325428983,0.3890446926537322,False,True,True,450,0.05,,
subject_heldout,listener_view_app_social_context_stats_calibrated05,Q1,0.7048786152056343,0.3834772130143616,False,True,True,450,0.05,,
subject_heldout,listener_view_app_social_context_stats_calibrated05,Q2,0.6948273969904846,0.4069942416885697,False,True,True,450,0.05,,
subject_heldout,listener_view_app_social_context_stats_calibrated05,Q3,0.6812400142830345,0.40405349794238676,False,True,True,450,0.05,,
subject_heldout,listener_view_app_social_context_stats_calibrated05,S1,0.6420423589474482,0.386346552470331,False,True,True,450,0.05,,
subject_heldout,listener_view_app_social_context_stats_calibrated05,S2,0.661917418689406,0.362861676920067,False,True,True,450,0.05,,
subject_heldout,listener_view_app_social_context_stats_calibrated05,S3,0.6598553965130622,0.34998675379724475,False,True,True,450,0.05,,
subject_heldout,listener_view_app_social_context_stats_calibrated05,S4,0.7003491229468639,0.3924763508096841,False,True,True,450,0.05,,
subject_heldout,listener_view_app_social_context_stats_calibrated05,all,0.6778729033679907,0.383742326663235,False,True,True,450,0.05,,
subject_heldout,listener_view_app_social_context_stats_probabilities_calibrated05,Q1,0.7048607260752949,0.38375377807629246,False,True,True,450,0.05,,
subject_heldout,listener_view_app_social_context_stats_probabilities_calibrated05,Q2,0.6950166912685133,0.4016572701189783,False,True,True,450,0.05,,
subject_heldout,listener_view_app_social_context_stats_probabilities_calibrated05,Q3,0.6802305404609006,0.42176954732510286,False,True,True,450,0.05,,
subject_heldout,listener_view_app_social_context_stats_probabilities_calibrated05,S1,0.6411908498961844,0.39684745222204504,False,True,True,450,0.05,,
subject_heldout,listener_view_app_social_context_stats_probabilities_calibrated05,S2,0.6612751146457673,0.3753179278711333,False,True,True,450,0.05,,
subject_heldout,listener_view_app_social_context_stats_probabilities_calibrated05,S3,0.6607623732552869,0.3566760861886259,False,True,True,450,0.05,,
subject_heldout,listener_view_app_social_context_stats_probabilities_calibrated05,S4,0.7008906299204438,0.38912938912938905,False,True,True,450,0.05,,
subject_heldout,listener_view_app_social_context_stats_probabilities_calibrated05,all,0.6777467036460559,0.389307350133081,False,True,True,450,0.05,,
subject_heldout,listener_view_body_activity_sleep_probabilities_calibrated05,Q1,0.7043759501794375,0.38847513877639717,False,True,True,450,0.05,,
subject_heldout,listener_view_body_activity_sleep_probabilities_calibrated05,Q2,0.6951206932733924,0.4081980698621616,False,True,True,450,0.05,,
subject_heldout,listener_view_body_activity_sleep_probabilities_calibrated05,Q3,0.6810796552215705,0.4210493827160494,False,True,True,450,0.05,,
subject_heldout,listener_view_body_activity_sleep_probabilities_calibrated05,S1,0.6403620960059847,0.39543518370879926,False,True,True,450,0.05,,
subject_heldout,listener_view_body_activity_sleep_probabilities_calibrated05,S2,0.6616601298676462,0.3688832851459751,False,True,True,450,0.05,,
subject_heldout,listener_view_body_activity_sleep_probabilities_calibrated05,S3,0.6595319217863707,0.3587954786294595,False,True,True,450,0.05,,
subject_heldout,listener_view_body_activity_sleep_probabilities_calibrated05,S4,0.7007447588616593,0.36888728555395234,False,True,True,450,0.05,,
subject_heldout,listener_view_body_activity_sleep_probabilities_calibrated05,all,0.6775536007422945,0.3871034034846849,False,True,True,450,0.05,,
subject_heldout,listener_view_body_activity_sleep_stats_calibrated05,Q1,0.7046379714168922,0.38359574089804627,False,True,True,450,0.05,,
subject_heldout,listener_view_body_activity_sleep_stats_calibrated05,Q2,0.6951297470226336,0.4090407495836761,False,True,True,450,0.05,,
subject_heldout,listener_view_body_activity_sleep_stats_calibrated05,Q3,0.681090701767011,0.4133127572016461,False,True,True,450,0.05,,
subject_heldout,listener_view_body_activity_sleep_stats_calibrated05,S1,0.6423195083656744,0.3616090749641238,False,True,True,450,0.05,,
subject_heldout,listener_view_body_activity_sleep_stats_calibrated05,S2,0.6610580865074972,0.38346992456685725,False,True,True,450,0.05,,
subject_heldout,listener_view_body_activity_sleep_stats_calibrated05,S3,0.659932719984664,0.3329874602613917,False,True,True,450,0.05,,
subject_heldout,listener_view_body_activity_sleep_stats_calibrated05,S4,0.7005147462165607,0.38303671637004977,False,True,True,450,0.05,,
subject_heldout,listener_view_body_activity_sleep_stats_calibrated05,all,0.6778119258972762,0.38100748912082727,False,True,True,450,0.05,,
subject_heldout,listener_view_body_activity_sleep_stats_probabilities_calibrated05,Q1,0.7045451901785692,0.3793880010272417,False,True,True,450,0.05,,
subject_heldout,listener_view_body_activity_sleep_stats_probabilities_calibrated05,Q2,0.6948628963036311,0.4082783250737345,False,True,True,450,0.05,,
subject_heldout,listener_view_body_activity_sleep_stats_probabilities_calibrated05,Q3,0.681238956486134,0.4162345679012346,False,True,True,450,0.05,,
subject_heldout,listener_view_body_activity_sleep_stats_probabilities_calibrated05,S1,0.6401757179990072,0.38135805562515657,False,True,True,450,0.05,,
subject_heldout,listener_view_body_activity_sleep_stats_probabilities_calibrated05,S2,0.6603611830106828,0.38301341275189665,False,True,True,450,0.05,,
subject_heldout,listener_view_body_activity_sleep_stats_probabilities_calibrated05,S3,0.659466811632562,0.34250264924055107,False,True,True,450,0.05,,
subject_heldout,listener_view_body_activity_sleep_stats_probabilities_calibrated05,S4,0.7006345213922335,0.37842712842712845,False,True,True,450,0.05,,
subject_heldout,listener_view_body_activity_sleep_stats_probabilities_calibrated05,all,0.6773264681432599,0.3841717342924205,False,True,True,450,0.05,,
subject_heldout,listener_view_calendar_rhythm_probabilities_calibrated05,Q1,0.7053967752745499,0.3820943877047076,False,True,True,450,0.05,,
subject_heldout,listener_view_calendar_rhythm_probabilities_calibrated05,Q2,0.6962695773724052,0.38747216147348573,False,True,True,450,0.05,,
subject_heldout,listener_view_calendar_rhythm_probabilities_calibrated05,Q3,0.6808059309596649,0.3949382716049383,False,True,True,450,0.05,,
subject_heldout,listener_view_calendar_rhythm_probabilities_calibrated05,S1,0.6427102452455113,0.36331746429466305,False,True,True,450,0.05,,
subject_heldout,listener_view_calendar_rhythm_probabilities_calibrated05,S2,0.6598201010685065,0.39751309754135783,False,True,True,450,0.05,,
subject_heldout,listener_view_calendar_rhythm_probabilities_calibrated05,S3,0.658689110648379,0.3622394913458141,False,True,True,450,0.05,,
subject_heldout,listener_view_calendar_rhythm_probabilities_calibrated05,S4,0.6992758031645246,0.38395863395863394,False,True,True,450,0.05,,
subject_heldout,listener_view_calendar_rhythm_probabilities_calibrated05,all,0.6775667919619345,0.3816476439890858,False,True,True,450,0.05,,
subject_heldout,listener_view_calendar_rhythm_stats_calibrated05,Q1,0.7045718657231623,0.3933150273601864,False,True,True,450,0.05,,
subject_heldout,listener_view_calendar_rhythm_stats_calibrated05,Q2,0.6945006803342464,0.41261210649866575,False,True,True,450,0.05,,
subject_heldout,listener_view_calendar_rhythm_stats_calibrated05,Q3,0.6808466812064152,0.4152469135802469,False,True,True,450,0.05,,
subject_heldout,listener_view_calendar_rhythm_stats_calibrated05,S1,0.6419862706535789,0.3879866062276486,False,True,True,450,0.05,,
subject_heldout,listener_view_calendar_rhythm_stats_calibrated05,S2,0.6610206691456809,0.387643746875068,False,True,True,450,0.05,,
subject_heldout,listener_view_calendar_rhythm_stats_calibrated05,S3,0.6596554315231583,0.34744789826916284,False,True,True,450,0.05,,
subject_heldout,listener_view_calendar_rhythm_stats_calibrated05,S4,0.6998404101958845,0.39492143658810325,False,True,True,450,0.05,,
