target,selected_feature_set,selected_logloss,selected_auc,global_transport_logloss,delta_vs_global_transport
Q1,listener_view_mobility_environment_stats,0.7037839650341243,0.39477687125896366,0.7077950502882431,-0.004011085254118751
Q2,listener_view_calendar_rhythm_stats,0.693520975122829,0.42284464597419796,0.6955940623924477,-0.0020730872696187452
Q3,listener_view_app_social_context_probabilities,0.6790276387791504,0.44699588477366253,0.6792935123485363,-0.00026587356938589934
S1,listener_view_body_activity_sleep_stats_probabilities,0.6385901865239477,0.3849342839570853,0.6401835339297535,-0.001593347405805745
S2,listener_view_calendar_rhythm_stats_probabilities,0.6579301533566422,0.41488228516771375,0.6527430225674198,0.005187130789222394
S3,listener_view_calendar_rhythm_stats_probabilities,0.6575016332351838,0.3635199576121512,0.6659529465850915,-0.008451313349907674
S4,listener_view_calendar_rhythm_stats_probabilities,0.6970829000713742,0.3954425204425205,0.6955049934266959,0.001577906644678273
