target,score_col,policy,fraction,selected_cells,selected_gain_sum,selected_mean_gain,selected_positive_gain_rate,active_subjects,positive_subjects,negative_subjects,raw_action_count,inverse_action_count,null_gain_mean,null_gain_std,gain_lift_vs_null,gain_z_vs_null,tail_safe_policy_score,masked_view_policy_score
Q2,masked_view_consensus_pessimistic_utility,top_decisive,0.25,93,0.8406974144793261,0.00903975714493899,0.5268817204301075,10,6,4,5,88,-1.7668275950292336,3.800578483096062,2.6075250095085596,0.6860863474089854,0.20634840469875826,0.08711271179089575
Q2,masked_view_consensus_health_score,top_all,0.02,9,0.037708451817451194,0.004189827979716799,0.5555555555555556,4,2,2,4,5,0.2865419338106327,0.7940888633565141,-0.2488334819931815,-0.31335722420459794,-0.9862745448561776,-1.4653289457542569
Q2,masked_view_consensus_health_score,top_all,0.04,18,-0.16354986563004537,-0.009086103646113631,0.3333333333333333,8,3,5,7,11,-0.27779108590357826,0.8370860804347541,0.1142412202735329,0.13647487748715148,-3.143251284118927,-4.087579639239605
Q2,masked_view_consensus_health_score,top_all,0.06,27,0.023698497644882632,0.000877722134995653,0.4444444444444444,9,3,6,7,20,-0.6076599719771067,1.298002794537584,0.6313584696219894,0.48640763508287516,-3.451129718923578,-4.480633562653307
Q2,masked_view_consensus_health_score,top_all,0.08,36,-0.3625831950250722,-0.010071755417363116,0.3611111111111111,9,2,7,7,29,-0.8155192438270038,1.1608128685217314,0.4529360488019316,0.39018868681110963,-4.888647820374397,-6.172779866524841
Q2,masked_view_consensus_health_score,top_all,0.1,45,-0.1087614401026783,-0.002416920891170629,0.4222222222222222,9,3,6,7,38,-0.5440238126761805,1.3002327253924444,0.4352623725735022,0.3347572815798253,-3.675166103766192,-4.750582834664912
Q2,masked_view_consensus_health_score,top_all,0.14,63,-0.003216925490037492,-5.1062309365674476e-05,0.42857142857142855,9,3,6,11,52,-2.697081397111115,1.4124513044651428,2.6938644716210773,1.9072264389611444,-2.619641716526546,-3.144765502131617
Q2,masked_view_consensus_health_score,top_all,0.18,81,-0.15272785736584904,-0.0018855291032820868,0.41975308641975306,10,3,7,20,61,-0.9399495595611885,3.0428482634500664,0.7872217021953395,0.2587121124806813,-4.354415470102499,-5.550155544989932
Q2,masked_view_consensus_health_score,top_all,0.25,112,0.23069102990094043,0.002059741338401254,0.4732142857142857,10,4,6,25,87,-2.219910711318586,3.541174289124433,2.4506017412195265,0.6920308183490866,-2.3767702788373164,-2.9666126905612717
Q2,masked_view_consensus_health_score,top_decisive,0.02,7,0.06177201888457218,0.008824574126367455,0.5714285714285714,4,3,1,0,7,-0.5194088223323715,0.44413948078390053,0.5811808412169437,1.308554781464523,0.44604079145695485,0.40874062342328515
Q2,masked_view_consensus_health_score,top_decisive,0.04,15,0.23800963331507496,0.015867308887671665,0.6,5,3,2,0,15,0.1110061824150083,0.9216117610326856,0.12700345090006665,0.13780580529675163,-0.39375857834022643,-0.761791668527276
Q2,masked_view_consensus_health_score,top_decisive,0.06,22,0.027401839122756178,0.0012455381419434627,0.5,6,3,3,0,22,-0.9031260571089271,1.531232236795556,0.9305278962316833,0.607698736919894,-1.0611435235041653,-1.42496813263248
Q2,masked_view_consensus_health_score,top_decisive,0.08,30,-0.045675202660318104,-0.0015225067553439368,0.4666666666666667,6,3,3,0,30,-1.616218272602945,1.2551041530397071,1.570543069942627,1.251324892949295,-0.8575193055521357,-1.0579345682730121
Q2,masked_view_consensus_health_score,top_decisive,0.1,37,-0.061654776988934734,-0.001666345324025263,0.4594594594594595,6,3,3,0,37,-1.4474200303726459,1.7657594589151855,1.385765253383711,0.7847984312852396,-0.9873462843653011,-1.2388702534072884
Q2,masked_view_consensus_health_score,top_decisive,0.14,52,0.0817051605347403,0.0015712530872065444,0.4807692307692308,8,4,4,1,51,-1.127838000593539,1.1808409316032227,1.2095431611282792,1.0243066011322013,-1.424254842187911,-1.8936507061826855
Q2,masked_view_consensus_health_score,top_decisive,0.18,67,0.12681438927563432,0.0018927520787408107,0.4925373134328358,10,5,5,2,65,-1.738630049823119,2.366574907198429,1.8654444390987535,0.7882465217663793,-1.7190673451616716,-2.223503925076914
Q2,masked_view_consensus_health_score,top_decisive,0.25,93,-0.15646255913749552,-0.0016823931090053281,0.4838709677419355,10,5,5,6,87,-1.315853549715723,1.92986080715971,1.1593909905782276,0.6007640479960685,-2.2712444689258318,-2.9409563569071113
Q3,masked_view_gain_mean,hold,0.0,0,0.0,0.0,,0,0,0,0,0,0.0,,0.0,,0.0,0.0
Q3,masked_view_gain_mean,top_all,0.02,9,0.4541668290613673,0.05046298100681859,0.4444444444444444,6,3,3,3,6,-0.08521362991206735,0.74709870819421,0.5393804589734347,0.7219667937549445,-0.7792977753668806,-1.2252453783723358
Q3,masked_view_gain_mean,top_all,0.04,18,0.8202140047513775,0.045567444708409864,0.5,6,2,4,5,13,-0.41161084130216324,0.7168793625720693,1.2318248460535408,1.718315396378429,-1.00181575949204,-1.4941297369721571
Q3,masked_view_gain_mean,top_all,0.06,27,0.8068763158774056,0.029884307995459467,0.48148148148148145,6,2,4,13,14,-0.6333216960621334,1.2414345461395717,1.440198011939539,1.1601078900358077,-1.0045250724216563,-1.4582255200229943
Q3,masked_view_gain_mean,top_all,0.08,36,0.5767759169371669,0.016021553248254636,0.4444444444444444,7,1,6,16,20,-0.7221057373449188,1.1617019509754483,1.2988816542820856,1.1180851105496132,-3.001251437453586,-3.904591399202158
Q3,masked_view_gain_mean,top_all,0.1,45,0.3492558413580343,0.007761240919067428,0.4,7,1,6,16,29,-0.618404947650449,1.1757221266780522,0.9676607890084832,0.8230352793840526,-3.3897593545505913,-4.370736667490959
Q3,masked_view_gain_mean,top_all,0.14,63,-0.8009670475189843,-0.012713762659031496,0.36507936507936506,7,1,6,18,45,-0.9454287310103542,0.8313176439244638,0.1444616834913699,0.17377435033063746,-4.9052502454861635,-6.085056507784471
Q3,masked_view_gain_mean,top_all,0.18,81,-0.2824113213071361,-0.003486559522310322,0.41975308641975306,7,3,4,23,58,-1.3500322746047264,1.6840396372406727,1.0676209532975904,0.6339642664509402,-2.098433980760972,-2.6221771848154822
Q3,masked_view_gain_mean,top_all,0.25,112,-0.35173437351494286,-0.0031404854778119898,0.41964285714285715,7,3,4,35,77,-3.1584780401880805,1.8857138715877988,2.8067436666731376,1.4884249985973843,-1.4736565903196062,-1.580301332727123
Q3,masked_view_gain_mean,top_decisive,0.02,7,0.1928449447345082,0.027549277819215456,0.42857142857142855,5,2,3,2,5,-0.583808975689683,0.7361455313227202,0.7766539204241912,1.0550276913705974,-1.129823413979965,-1.5329496013121318
Q3,masked_view_gain_mean,top_decisive,0.04,14,0.8185457404169375,0.05846755288692411,0.5714285714285714,5,2,3,3,11,-0.2251918537650765,0.9602235042102422,1.043737594182014,1.086973594799119,-0.35744874213944566,-0.712792480724457
Q3,masked_view_gain_mean,top_decisive,0.06,21,0.46497116105853187,0.02214148385993009,0.5238095238095238,6,2,4,8,13,-0.4071817552263302,0.8285402057898322,0.872152916284862,1.0526380134485502,-1.541178183563578,-2.131911204930041
Q3,masked_view_gain_mean,top_decisive,0.08,28,0.7041628206314459,0.02514867216540878,0.5,6,2,4,15,13,-0.09546954015768583,1.023079140296866,0.7996323607891317,0.7815938467449381,-1.362806468417864,-1.973259148501465
Q3,masked_view_gain_mean,top_decisive,0.1,35,0.5893962474585529,0.016839892784530082,0.45714285714285713,7,2,5,15,20,-0.6624665840541265,0.8497399682418215,1.2518628315126794,1.4732304920326174,-2.015128712308748,-2.7034499369344647
Q3,masked_view_gain_mean,top_decisive,0.14,49,0.6398680143787475,0.013058530905688724,0.4489795918367347,7,2,5,15,34,-0.4999142753411057,1.3296500674013922,1.1397822897198533,0.8572047019464242,-2.0683448568818044,-2.793948795390983
Q3,masked_view_gain_mean,top_decisive,0.18,62,-0.7720968057020324,-0.012453174285516653,0.3870967741935484,7,1,6,15,47,-1.6061500639020287,0.784114756228457,0.8340532581999963,1.0636877466912373,-4.538325519695168,-5.543929192794699
Q3,masked_view_gain_mean,top_decisive,0.25,87,-0.0060512662874584455,-6.955478491331546e-05,0.4482758620689655,7,3,4,19,68,-1.9559741747090797,1.7360310265702208,1.9499229084216214,1.12320740734339,-1.4543609558814141,-1.76824212500447
Q3,masked_view_consensus_utility,top_all,0.02,9,-0.20901732241463433,-0.02322414693495937,0.3333333333333333,3,0,3,3,6,-0.3422351173024468,0.7227091229407256,0.1332177948878125,0.1843311377414819,-2.2772913137630852,-2.8762979315173913
Q3,masked_view_consensus_utility,top_all,0.04,18,-0.24861243119638377,-0.013811801733132432,0.3333333333333333,3,0,3,3,15,-0.5497480034206103,1.2078025701512134,0.3011355722242265,0.24932516262697238,-2.2516157979885407,-2.8107014464577618
Q3,masked_view_consensus_utility,top_all,0.06,27,-0.42579498127141413,-0.01577018449153386,0.2962962962962963,3,0,3,4,23,-0.1881868537042551,1.520501661715424,-0.23760812756715902,-0.15626956125723038,-2.670881078341939,-3.3582859685371598
Q3,masked_view_consensus_utility,top_all,0.08,36,-0.07434793925138827,-0.0020652205347607856,0.4166666666666667,3,1,2,7,29,-0.5115400999327481,1.6139451102317541,0.4371921606813598,0.27088415703219376,-1.0484089339763596,-1.3641037205456696
Q3,masked_view_consensus_utility,top_all,0.1,45,0.004484073918677556,9.964608708172347e-05,0.4222222222222222,3,1,2,7,38,-1.4983204767809508,1.1556636406821612,1.5028045506996284,1.3003823065788918,-0.4917183249007855,-0.5422878543305155
Q3,masked_view_consensus_utility,top_all,0.14,63,-0.14343015678026938,-0.0022766691552423713,0.4126984126984127,6,3,3,17,46,-1.574700184110001,2.099727960282095,1.4312700273297316,0.6816454580799328,-1.0798766569624254,-1.3183214827848295
Q3,masked_view_consensus_utility,top_all,0.18,81,0.0476154021473596,0.0005878444709550568,0.4691358024691358,8,4,4,29,52,-2.4907178444629667,1.9702001000551772,2.5383332466103266,1.288363170085738,-0.9709341136662548,-1.1282637837910783
Q3,masked_view_consensus_utility,top_all,0.25,112,0.5615629083534943,0.005013954538870485,0.5178571428571429,10,6,4,40,72,-1.9075171987245607,1.6930111108960932,2.469080107078055,1.4583956898966814,-0.047169485179518134,-0.1818988610393467
Q3,masked_view_consensus_utility,top_decisive,0.02,7,-0.2564606723737469,-0.036637238910535275,0.2857142857142857,2,0,2,1,6,-0.006684815620286233,0.5397979327079402,-0.2497758567534607,-0.46272103248050583,-1.7901543254855088,-2.285428621759843
Q3,masked_view_consensus_utility,top_decisive,0.04,14,-0.23119388350323133,-0.01651384882165938,0.35714285714285715,2,0,2,1,13,-0.6800938242826149,0.6749053014280301,0.44889994077938355,0.6651302632081235,-1.3825658779096348,-1.7017305719804998
Q3,masked_view_consensus_utility,top_decisive,0.06,21,-0.34599551130126405,-0.01647597672863162,0.3333333333333333,2,0,2,1,20,-0.33951319511229394,0.41237068060913473,-0.006482316188970105,-0.0157196340423493,-1.7331696187049719,-2.1683082774426152
Q3,masked_view_consensus_utility,top_decisive,0.08,28,-0.18089371731246007,-0.006460489904016431,0.39285714285714285,2,1,1,1,27,-0.5234355147229562,0.6479231026554746,0.3425417974104962,0.5286766222821949,-0.42063642599056694,-0.5505639944262232
Q3,masked_view_consensus_utility,top_decisive,0.1,35,-0.015713951448270702,-0.00044897004137916293,0.42857142857142855,2,1,1,1,34,-0.8204757668641331,1.3410108511394452,0.8047618154158624,0.6001158116894157,-0.07403573488377724,-0.09979534396148344
Q3,masked_view_consensus_utility,top_decisive,0.14,49,0.14607891215361007,0.002981202288849185,0.4489795918367347,5,4,1,1,48,-1.4098062516431127,2.157908242776404,1.5558851637967228,0.7210154412288137,0.9698831207482015,1.1772590580623508
Q3,masked_view_consensus_utility,top_decisive,0.18,62,0.07930711522135053,0.0012791470196992021,0.45161290322580644,7,5,2,1,61,-2.5996415607267105,1.7569956895141587,2.678948675948061,1.5247326398898788,0.8274769319211916,1.1289684898644632
Q3,masked_view_consensus_utility,top_decisive,0.25,87,0.6924623981575081,0.007959337909856415,0.4942528735632184,10,7,3,5,82,-2.023440708852457,1.2847818096949015,2.7159031070099653,2.1139022100997162,1.1774072123680943,1.3349176838260595
Q3,masked_view_consensus_pessimistic_utility,top_all,0.02,9,-0.22713110071194276,-0.02523678896799364,0.3333333333333333,2,0,2,4,5,0.017483309037888632,0.49757674542102076,-0.2446144097498314,-0.49161141874275655,-1.7452406193319927,-2.244667495282642
Q3,masked_view_consensus_pessimistic_utility,top_all,0.04,18,-0.45472462726360874,-0.02526247929242271,0.2777777777777778,2,0,2,4,14,-0.3679738799318673,0.40159240073075514,-0.08675074733174143,-0.2160169046373536,-1.9094668570712314,-2.3615176448280564
Q3,masked_view_consensus_pessimistic_utility,top_all,0.06,27,-0.40834552941752045,-0.015123908496945202,0.3333333333333333,2,0,2,6,21,-0.5265108889110267,0.7677199642572781,0.11816535949350626,0.15391726800777417,-1.7349292601273492,-2.1380062154170205
Q3,masked_view_consensus_pessimistic_utility,top_all,0.08,36,-0.21915507635857923,-0.006087641009960534,0.3888888888888889,3,0,3,8,28,-1.4404904049985867,1.2324696059447464,1.2213353286400075,0.9909658808208873,-1.8064800121413769,-2.1446424578266456
Q3,masked_view_consensus_pessimistic_utility,top_all,0.1,45,-0.08221902030903988,-0.0018270893402008862,0.4222222222222222,3,1,2,9,36,-0.8019474391823668,1.3647179524375186,0.7197284188733268,0.5273825390717709,-0.9297980420184206,-1.175935077118342
Q3,masked_view_consensus_pessimistic_utility,top_all,0.14,63,-0.17038909682727937,-0.002704588838528244,0.4126984126984127,6,2,4,17,46,-1.372178299111715,1.665138442754398,1.2017892022844356,0.7217353052617591,-2.1331449010571064,-2.643568519696292
Q3,masked_view_consensus_pessimistic_utility,top_all,0.18,81,0.2201286685342418,0.0027176378831387875,0.5061728395061729,8,4,4,28,53,-1.8278518836765538,1.6098246226771205,2.0479805522107957,1.2721761882390807,-0.958700025540911,-1.2328382587182638
Q3,masked_view_consensus_pessimistic_utility,top_all,0.25,112,0.2605692796169387,0.0023265114251512383,0.5089285714285714,10,6,4,40,72,-3.1528507183851753,1.3846582338949167,3.413419998002114,2.4651714874077455,0.07990842765845363,0.18340559980423748
Q3,masked_view_consensus_pessimistic_utility,top_decisive,0.02,7,-0.2565328589634297,-0.03664755128048996,0.2857142857142857,2,0,2,1,6,-0.3195734304381266,0.7588769495999518,0.06304057147469688,0.08307087401709755,-1.626161571545576,-2.038572251197482
Q3,masked_view_consensus_pessimistic_utility,top_decisive,0.04,14,-0.3713650846228256,-0.02652607747305897,0.2857142857142857,2,0,2,1,13,-0.01173561530739583,0.772394209612845,-0.3596294693154298,-0.46560352840512687,-1.9437957517237385,-2.464394028805818
Q3,masked_view_consensus_pessimistic_utility,top_decisive,0.06,21,-0.34605797943721484,-0.016478951401772135,0.3333333333333333,2,0,2,1,20,-0.1452126988421326,1.094223565616583,-0.20084528059508225,-0.18355049818535768,-1.8180422107973628,-2.301240968631272
Q3,masked_view_consensus_pessimistic_utility,top_decisive,0.08,28,-0.18089371731246007,-0.006460489904016431,0.39285714285714285,2,1,1,1,27,-1.1385937059787106,0.9525854246128925,0.9576999886662505,1.0053691395240867,-0.15766180732686386,-0.13656914142885868
Q3,masked_view_consensus_pessimistic_utility,top_decisive,0.1,35,-0.015713951448270702,-0.00044897004137916293,0.42857142857142855,2,1,1,1,34,-0.507704177807098,1.3593062119752433,0.4919902263588273,0.3619421599228208,-0.20732315623039899,-0.30978370382655523
Q3,masked_view_consensus_pessimistic_utility,top_decisive,0.14,49,-0.028498940787552884,-0.0005816110364806711,0.42857142857142855,6,3,3,1,48,-1.2780634260562989,1.947484909620067,1.249564485268746,0.6416298678856116,-1.0269883841549305,-1.3096130980425493
Q3,masked_view_consensus_pessimistic_utility,top_decisive,0.18,62,-0.05804316253097036,-0.0009361800408221025,0.43548387096774194,8,4,4,1,61,-2.6342694220990572,1.451215647714363,2.5762262595680867,1.7752194607504364,-1.0264226707683868,-1.161934628949492
Q3,masked_view_consensus_pessimistic_utility,top_decisive,0.25,87,0.8946823887635424,0.010283705617971753,0.5057471264367817,10,7,3,4,83,-2.697549906356145,1.7894065668428765,3.592232295119688,2.0074992244259007,1.6797251087508966,2.0355138084732656
Q3,masked_view_consensus_health_score,top_all,0.02,9,0.23568469759107563,0.026187188621230626,0.6666666666666666,5,3,2,2,7,-0.37844590987936055,0.4819884200156439,0.6141306074704362,1.2741605025500475,-0.08862020620593358,-0.32855362310339886
Q3,masked_view_consensus_health_score,top_all,0.04,18,0.22680792584992965,0.012600440324996092,0.6666666666666666,7,6,1,7,11,-0.6297268436314373,0.8664382311833556,0.856534769481367,0.98856991607069,1.3087854201088107,1.3788931487442722
Q3,masked_view_consensus_health_score,top_all,0.06,27,0.4103653054596968,0.015198715017025808,0.6666666666666666,8,7,1,13,14,-0.8125090458908832,1.0665215476291245,1.22287435135058,1.1466006983816008,1.8363647316038936,2.013891179715492
Q3,masked_view_consensus_health_score,top_all,0.08,36,0.5617425142085775,0.015603958728016041,0.6388888888888888,10,8,2,15,21,-0.729918963092173,1.638266282130865,1.2916614773007504,0.7884319486943896,1.41627833724439,1.4252402271085622
Q3,masked_view_consensus_health_score,top_all,0.1,45,0.3748943564276674,0.008330985698392608,0.5777777777777777,10,6,4,17,28,-0.6578388371162208,1.4444908345442506,1.0327331935438882,0.7149461726212506,-0.7899321863476243,-1.275882406157883
Q3,masked_view_consensus_health_score,top_all,0.14,63,0.5024012311703415,0.007974622716989548,0.5555555555555556,10,6,4,19,44,-1.7532716328856026,1.741039825979004,2.2556728640559442,1.2955894692343162,-0.18410987504220166,-0.3749488824802038
Q3,masked_view_consensus_health_score,top_all,0.18,81,0.361040788418203,0.004457293684175345,0.5185185185185185,10,5,5,22,59,-2.137747231827996,1.4353658450538307,2.4987880202461987,1.7408718682117494,-1.158814736192971,-1.5011279060239622
Q3,masked_view_consensus_health_score,top_all,0.25,112,0.24740343721786906,0.0022089592608738307,0.5178571428571429,10,6,4,29,83,-2.3233424330897194,2.388502087177183,2.5707458703075883,1.0763004496034532,-0.36395546321412997,-0.4829436183370296
Q3,masked_view_consensus_health_score,top_decisive,0.02,7,0.08598213722550585,0.01228316246078655,0.5714285714285714,3,1,2,0,7,0.05331662346545969,0.44361000271599993,0.03266551376004616,0.07363565645511085,-0.9952213673129668,-1.4233784431619112
Q3,masked_view_consensus_health_score,top_decisive,0.04,14,0.21693066343770506,0.015495047388407504,0.5714285714285714,5,2,3,0,14,-0.28725393296709595,0.7566740056193495,0.5041845964048011,0.6663167925163731,-1.1899730485689772,-1.6778271126884023
Q3,masked_view_consensus_health_score,top_decisive,0.06,21,0.34396282352012153,0.016379182072386738,0.5714285714285714,6,3,3,0,21,-0.36312387332885143,0.94255848255623,0.707086696848973,0.7501780631492969,-0.7835390262678081,-1.2030483818724154
Q3,masked_view_consensus_health_score,top_decisive,0.08,28,0.22910012706662053,0.008182147395236447,0.5,6,3,3,0,28,-1.3829997332575743,1.1274730357314655,1.6120998603241947,1.429834514204874,-0.5386814703994238,-0.7293018122407613
Q3,masked_view_consensus_health_score,top_decisive,0.1,35,0.11429387307372707,0.0032655392306779165,0.45714285714285713,6,3,3,0,35,-1.103080528213277,1.4751322966385274,1.217374401287004,0.8252645569899786,-0.8670986307768236,-1.1563115130552983
Q3,masked_view_consensus_health_score,top_decisive,0.14,49,0.017022077844869032,0.0003473893437728374,0.42857142857142855,6,4,2,0,49,-1.2567484650350151,1.1583474449885474,1.2737705428798842,1.0996446259632213,0.022806230449150533,-0.02509079502635421
Q3,masked_view_consensus_health_score,top_decisive,0.18,62,0.4277481975291171,0.006899164476276082,0.4838709677419355,9,7,2,1,61,-1.8947707592516743,1.331577952909714,2.322518956780791,1.7441854993961938,1.484403221051691,1.7450791943250032
Q3,masked_view_consensus_health_score,top_decisive,0.25,87,0.6950350478674118,0.007988908596177147,0.5172413793103449,10,8,2,10,77,-2.0771746805630724,2.111367340165548,2.772209728430484,1.3129926165349894,2.077642197230201,2.4497861491688773
S1,masked_view_gain_mean,hold,0.0,0,0.0,0.0,,0,0,0,0,0,0.0,,0.0,,0.0,0.0
S1,masked_view_gain_mean,top_all,0.02,9,-0.6130892185186383,-0.0681210242798487,0.3333333333333333,5,1,4,4,5,-0.3500036443224032,0.6340199180145508,-0.2630855741962351,-0.4149484372984592,-3.4299973465504996,-4.3121393306949365
S1,masked_view_gain_mean,top_all,0.04,18,-1.3696502645219741,-0.0760916813623319,0.4444444444444444,5,0,5,4,14,-0.5333618862659417,0.769251578708325,-0.8362883782560324,-1.0871454819244846,-5.365510189548479,-6.624043870630301
S1,masked_view_gain_mean,top_all,0.06,27,-1.136010039956243,-0.042074445924305294,0.5555555555555556,5,0,5,4,23,-0.9643845770544145,1.253037289463372,-0.17162546290182845,-0.13696756221463216,-4.765331263748902,-5.86310002701617
S1,masked_view_gain_mean,top_all,0.08,36,-3.5001201080474145,-0.09722555855687262,0.5,5,0,5,4,32,-1.5020490029172642,1.5567726053272768,-1.9980711051301503,-1.2834701087960758,-7.902792005722574,-9.438017762078431
S1,masked_view_gain_mean,top_all,0.1,45,-3.2671975946746468,-0.07260439099276993,0.5555555555555556,5,0,5,4,41,-2.12976617628959,1.981649414776277,-1.1374314183850567,-0.5739821634965989,-7.278252363014632,-8.606896788068681
S1,masked_view_gain_mean,top_all,0.14,63,-5.090564747230228,-0.08080261503540044,0.5396825396825397,7,1,6,10,53,-0.963213302931522,1.687106542940264,-4.127351444298705,-2.446408296837981,-10.890889693529683,-13.1230769456234
S1,masked_view_gain_mean,top_all,0.18,81,-5.776183880219606,-0.07131091210147662,0.49382716049382713,10,2,8,23,58,-1.2220064092653853,2.0484345116298415,-4.554177470954221,-2.223247775361234,-13.019631266416866,-15.720939756292944
S1,masked_view_gain_mean,top_all,0.25,112,-5.853475090083624,-0.05226317044717521,0.44642857142857145,10,2,8,41,71,-2.2147299503381115,2.448697305414574,-3.638745139745512,-1.4859922178619207,-12.719385110780745,-15.19065919442231
S1,masked_view_gain_mean,top_decisive,0.02,7,-0.5857087300496839,-0.08367267572138341,0.42857142857142855,4,1,3,3,4,-0.18620537268272525,0.83943483995643,-0.3995033573669587,-0.47591943811588105,-2.6731268489397078,-3.3973881527535683
S1,masked_view_gain_mean,top_decisive,0.04,14,-1.4139532611620889,-0.10099666151157778,0.5,4,0,4,3,11,-0.5194496956538341,1.5234710174484452,-0.8945035655082547,-0.5871483968276574,-4.6107443487727435,-5.678223136776195
S1,masked_view_gain_mean,top_decisive,0.06,21,-0.8714146417897273,-0.04149593532332035,0.6190476190476191,4,0,4,3,18,-0.5195203402701936,0.9865929892737376,-0.3518943015195337,-0.356676264017013,-3.813578607056599,-4.763552583591193
S1,masked_view_gain_mean,top_decisive,0.08,28,-2.926821679643043,-0.10452934570153725,0.5357142857142857,4,0,4,3,25,-0.2943123129245448,1.73264983699405,-2.6325093667184984,-1.519354523061395,-6.812635410300657,-8.302071083678568
S1,masked_view_gain_mean,top_decisive,0.1,35,-3.033722514414488,-0.08667778612612823,0.5714285714285714,4,0,4,3,32,-0.9121316498428957,1.5575906282391834,-2.1215908645715924,-1.36209786198444,-6.712489103212989,-8.084839816447001
S1,masked_view_gain_mean,top_decisive,0.14,49,-2.7801213862542786,-0.0567371711480465,0.6122448979591837,5,1,4,4,45,-1.0643064093726082,2.235095124009638,-1.7158149768816704,-0.7676697776529495,-6.043137891642443,-7.294353221674205
S1,masked_view_gain_mean,top_decisive,0.18,63,-4.728762125904039,-0.0750597162841911,0.5714285714285714,8,2,6,12,51,-2.031470420601384,1.420982506582525,-2.697291705302655,-1.8981878332828068,-9.762633006088247,-11.638116712116371
S1,masked_view_gain_mean,top_decisive,0.25,87,-5.299274627519975,-0.060911202615172126,0.5287356321839081,10,2,8,27,60,-2.7768663111131096,1.4422537600862577,-2.5224083164068656,-1.7489351639866804,-11.771953583396677,-13.99995976266838
S1,masked_view_consensus_utility,top_all,0.02,9,0.10195384799902474,0.011328205333224971,0.4444444444444444,5,2,3,3,6,-0.06018858629636918,0.7505430326502249,0.16214243429539393,0.21603349473894465,-1.5141373949681374,-2.076968409629862
S1,masked_view_consensus_utility,top_all,0.04,18,-0.3141017234529444,-0.0174500957473858,0.5555555555555556,5,1,4,3,15,-0.6681359451083885,0.9760285997853541,0.35403422165544407,0.36272935212482754,-2.759472366216612,-3.5063454637489184
S1,masked_view_consensus_utility,top_all,0.06,27,-1.2702752168860731,-0.04704723025503975,0.5185185185185185,6,1,5,4,23,-0.3865428342913083,0.968737403704915,-0.8837323825947648,-0.912251740476779,-5.039325243360437,-6.29268057801862
S1,masked_view_consensus_utility,top_all,0.08,36,-0.3230390120409249,-0.008973305890025691,0.5277777777777778,7,3,4,7,29,-0.8104330474050687,1.7548047473183188,0.48739403536414383,0.277748299979799,-2.3399540474432725,-3.0150762310877006
S1,masked_view_consensus_utility,top_all,0.1,45,-1.2960547617880331,-0.028801216928622957,0.4444444444444444,8,1,7,12,33,-1.279031862626976,1.070798495264058,-0.017022899161057037,-0.015897388011232874,-6.198046959739971,-7.626724618751683
S1,masked_view_consensus_utility,top_all,0.14,63,-1.259542738616281,-0.01999274188279811,0.3968253968253968,8,1,7,16,47,-1.4853925629128797,0.8246113305433258,0.22584982429659872,0.2738863946336866,-6.064217771760214,-7.426477123961862
S1,masked_view_consensus_utility,top_all,0.18,81,-1.8795690695460783,-0.023204556414149115,0.345679012345679,8,1,7,25,56,-1.953390699307813,1.5562977777357203,0.07382162976173468,0.04743412913506746,-6.778000431894977,-8.174640675701644
S1,masked_view_consensus_utility,top_all,0.25,112,-2.9148504857441875,-0.026025450765573103,0.3125,9,1,8,38,74,-2.5519674649130275,2.0045445616611457,-0.36288302083116,-0.18103015905540285,-8.750587558940634,-10.448921256912907
S1,masked_view_consensus_utility,top_decisive,0.02,7,-0.9009314515680298,-0.12870449308114712,0.42857142857142855,4,1,3,2,5,-0.6738083263315597,0.7941245027724683,-0.22712312523647005,-0.2860044293351129,-2.9090249883343056,-3.5898405385825387
S1,masked_view_consensus_utility,top_decisive,0.04,14,-0.35840472009305924,-0.025600337149504233,0.6428571428571429,4,1,3,2,12,-0.6132611768096583,0.9484608937067722,0.25485645671659907,0.268705287068368,-2.067334431535413,-2.6476290550349417
S1,masked_view_consensus_utility,top_decisive,0.06,21,-1.1744009338387786,-0.05592385399232279,0.6190476190476191,5,1,4,3,18,-0.638166020196421,0.7536241499478992,-0.5362349136423576,-0.7115415737134081,-4.016570644318278,-4.99604026783505
S1,masked_view_consensus_utility,top_decisive,0.08,28,-1.1243505168546442,-0.04015537560195158,0.6071428571428571,6,2,4,4,24,-2.120049850928415,1.9854181934537527,0.995699334073771,0.5015060994992158,-3.113205139978903,-3.6948784568662365
S1,masked_view_consensus_utility,top_decisive,0.1,35,-0.8863595032581802,-0.02532455723594801,0.5714285714285714,7,2,5,5,30,-0.747156724938963,1.5299101283539682,-0.13920277831921724,-0.09098755262767338,-4.094179230932673,-5.145158478141504
S1,masked_view_consensus_utility,top_decisive,0.14,49,-1.614247621915995,-0.03294382901869378,0.4489795918367347,8,1,7,12,37,-1.1048410251197007,3.087835330169654,-0.5094065967962942,-0.16497207341957126,-6.701894280993798,-8.247255198909011
S1,masked_view_consensus_utility,top_decisive,0.18,63,-2.350101182642785,-0.0373031933752823,0.3968253968253968,9,1,8,17,46,-1.9529904582551403,2.4048723866794623,-0.3971107243876446,-0.16512756626390346,-8.166713803915961,-9.881034361532937
S1,masked_view_consensus_utility,top_decisive,0.25,87,-3.960204548458609,-0.04551959251101849,0.3793103448275862,10,2,8,23,64,-2.748912981012482,2.8174624938588626,-1.2112915674461266,-0.42992287211856134,-9.894390263586955,-11.779516816024692
