target,score_col,policy,fraction,selected_cells,selected_gain_sum,selected_mean_gain,selected_positive_gain_rate,active_subjects,positive_subjects,negative_subjects,raw_action_count,inverse_action_count,null_gain_mean,null_gain_std,gain_lift_vs_null,gain_z_vs_null,tail_safe_policy_score,masked_view_policy_score,accepted,accept_reason,heldout_accept_rate,heldout_gain_sum,heldout_positive_subjects,heldout_negative_subjects,heldout_positive_gain_rate
Q1,masked_view_consensus_utility,hold,0.0,0,0.08531753885153459,0.012188219835933514,0.5714285714285714,4,3,1,3,4,-0.10922928345143654,0.6803179812093069,0.19454682230297113,0.28596454551613093,0.23200538120918768,0.08532758410633651,False,failed_masked_view_consensus_stress,0.9,-0.9811227872641028,3,6,0.5625
Q2,masked_view_consensus_pessimistic_utility,hold,0.0,0,0.1683472602332159,0.024049608604745126,0.5714285714285714,2,2,0,2,5,-0.6370368024107639,0.6774854237382968,0.8053840626439798,1.1887843404806424,1.169110116206673,1.360981280281544,False,failed_masked_view_consensus_stress,1.0,-0.0320743910322675,5,5,0.4375
Q3,masked_view_consensus_health_score,hold,0.0,0,0.4103653054596968,0.015198715017025808,0.6666666666666666,8,7,1,13,14,-0.8125090458908832,1.0665215476291245,1.22287435135058,1.1466006983816008,1.8363647316038936,2.013891179715492,False,failed_masked_view_consensus_stress,1.0,-0.32881723301462973,4,6,0.41935483870967744
S1,masked_view_consensus_health_score,hold,0.0,0,0.09738794542054591,0.0108208828245051,0.6666666666666666,5,4,1,3,6,-0.7088272151717847,0.6814780510640748,0.8062151605923307,1.1830390712268555,0.7812004920838804,0.8036240937779869,False,failed_masked_view_consensus_stress,0.8,-0.03608416602824158,5,3,0.38095238095238093
S2,masked_view_consensus_utility,top_decisive,0.06,22,1.293124363693836,0.05877838016790164,0.7727272727272727,4,3,1,0,22,-1.1639954049425218,1.663895270243187,2.4571197686363577,1.4767274194350206,2.421243570114609,2.798642938016944,True,masked_view_consensus_subjectheldout_stable,1.0,2.657035520160485,8,2,0.6842105263157895
S3,masked_view_gain_mean,hold,0.0,0,0.0,0.0,,0,0,0,0,0,0.0,,0.0,,0.0,0.0,False,failed_masked_view_consensus_stress,0.8,-1.0112572737673826,2,6,0.23076923076923078
S4,masked_view_consensus_health_score,top_all,0.25,112,0.7250809278676721,0.006473936855961358,0.5714285714285714,10,8,2,85,27,-0.6872031545674848,1.0506165961671288,1.412284082435157,1.344243073626923,1.6538046640826694,1.7083720073724367,True,masked_view_consensus_subjectheldout_stable,1.0,0.31095747147987324,7,3,0.5368421052631579
