kind,iteration,q_prior_name,w_prior_name,ridge_mult,cap_mult,loo_mae,loo_p90_abs,loo_spearman,loo_pearson,known_fit_mae,uniform_prior_mae,weight_eff_n,weight_max_over_uniform,weight_top50_mass,weight_top200_mass,q_mean,q_std,q_prior_abs_move,w_prior_l1_move,q_mean_Q1,w_mass_Q1,q_mean_Q2,w_mass_Q2,q_mean_Q3,w_mass_Q3,q_mean_S1,w_mass_S1,q_mean_S2,w_mass_S2,q_mean_S3,w_mass_S3,q_mean_S4,w_mass_S4
real,-1,h012_public_posterior,h016_mean_weight,0.1,8.0,1.044037742375936e-06,2.0709223100767757e-06,1.0,0.9999992157173929,1.0236239380650992e-06,0.000885430032816123,1747.3141358915254,1.7307635803674242,0.03626764952663374,0.12780267139573626,0.5983613761656985,0.22480099802215364,6.768022267935606e-07,2.93044797913377e-07,0.4935280952866155,0.14249288766523552,0.5492363298284095,0.14114361639110495,0.6063643360872771,0.14132651493292303,0.6585661974189854,0.145328449162273,0.6399818171415611,0.14503343247984987,0.6737879215559751,0.14085981023179622,0.5670649358410653,0.14381528913681743
permute_actual,0,h012_public_posterior,h016_mean_weight,0.1,8.0,0.0018340649357699301,0.003368967479107893,-0.10977443609022557,-0.10943002140730074,0.001699026370116502,0.001958277184990981,1747.3293594385646,1.731071703645313,0.03625352943901785,0.12777049750491692,0.5977835101494554,0.2233793230263002,0.004369329850850788,0.0018582665518669566,0.49438545913582116,0.142436275588035,0.5499814106110419,0.14107656704953847,0.6012693300740672,0.1416046325050072,0.6596834407261454,0.1452169312538866,0.6396013183096612,0.14497892527514578,0.6724121596343889,0.1409012005271324,0.5671514525550626,0.14378546780125467
permute_actual,1,h012_public_posterior,h016_mean_weight,0.1,8.0,0.0016537346594156844,0.0036502279657812838,-0.004511278195488721,-0.05427896646892699,0.0015381227826468974,0.0016783313078524375,1747.3221298853039,1.7360789063013462,0.03626915752005848,0.1278015814419355,0.5982728469660368,0.22391353149221718,0.0039418341973249185,0.001691245495255379,0.4953129897459046,0.1424102758269585,0.5501222021984782,0.1410987645205637,0.6036124325885056,0.14148431038839837,0.6599370132524738,0.14522714669066933,0.6394285768051454,0.14503076588433034,0.6727801948401518,0.14090606197594535,0.5667165193315978,0.14384267471313444
permute_actual,2,h012_public_posterior,h016_mean_weight,0.1,8.0,0.0018877138698995045,0.003611371856693602,-0.012030075187969924,-0.09092955569662405,0.001743227173837797,0.001945100358243096,1747.3284083915441,1.7321217861618112,0.036251931940538815,0.12777956695688675,0.5976300885641426,0.22436573432366116,0.0047943184519117004,0.0020208435971748023,0.4956100175700277,0.14234671988261885,0.5500399992810165,0.1410795375510206,0.6017018232503563,0.1415650186488819,0.6598074159979724,0.14518484447375507,0.638943533716464,0.1450156183736278,0.6697587038142288,0.14105289147330524,0.5675491263189317,0.14375536959679053
permute_actual,3,h012_public_posterior,h016_mean_weight,0.1,8.0,0.0017276856185083622,0.003905149428481109,-0.0706766917293233,-0.08053854549406353,0.0015970957722004687,0.0018167293784263072,1747.32895609704,1.72908537573039,0.036250989705941594,0.12776995472483665,0.5981491356261447,0.2235293353971078,0.004647285279511592,0.0019737121902850922,0.49534600408788837,0.14239622822300607,0.5508145346829918,0.14105093462119697,0.6039451760438215,0.14146562922375727,0.6598941928096371,0.1452293567063705,0.6392180265312857,0.14502631246234832,0.6711212653908051,0.1410025884268624,0.5667047498365829,0.14382895033645834
permute_actual,4,h012_public_posterior,h016_mean_weight,0.1,8.0,0.001869835238159348,0.004432163338100876,-0.24360902255639094,-0.17718719264442706,0.0017657949514875899,0.0019381905766793078,1747.3256986505098,1.7379649550415477,0.036256327822910925,0.12779286767333875,0.5979462890961017,0.2239484211933394,0.0049898547271073545,0.0021417373318084786,0.4956152540803784,0.1423772195586891,0.550388566141847,0.14107043780816186,0.6022385361010718,0.14154910203212764,0.659805286531642,0.14521714043206735,0.6394517836739357,0.144988628776396,0.6709795335830381,0.14099387153051962,0.5671450635607986,0.1438035998620384
permute_actual,5,h012_public_posterior,h016_mean_weight,0.1,8.0,0.0019067357341363083,0.003992262021646059,-0.13233082706766916,-0.2856635365389535,0.0017934280936088092,0.001976784088286937,1747.3294187352888,1.7330450858374158,0.03625754399998738,0.1277733340198699,0.5977559800703673,0.22383435465604784,0.00493593631979169,0.0020880669695309724,0.49543508136243447,0.14237488039545448,0.5503139365412547,0.14106547582511442,0.601327767786943,0.14159461720212024,0.659920641371552,0.1451905809712865,0.6391946516503967,0.14500272918157425,0.6708954961490435,0.140987698704029,0.5672042856309472,0.1437840177204211
permute_actual,6,h012_public_posterior,h016_mean_weight,0.1,8.0,0.0016429707370799434,0.0036051529392699747,-0.019548872180451125,0.0027863033384613,0.001520932224994831,0.0017011294415016198,1747.3234237751321,1.7346054325200013,0.03627279726948317,0.12777887438095542,0.5979143388333557,0.22415877702741668,0.004020711404631219,0.0017001380552703863,0.4953305514628473,0.14239220752650822,0.5494884400869757,0.14112042633228308,0.6024997044912168,0.14152941468872593,0.6598984008119609,0.14520207872561977,0.6390886029668607,0.14503079488242895,0.6721794797129191,0.1409204542268049,0.5669151923007099,0.14380462361762913
permute_actual,7,h012_public_posterior,h016_mean_weight,0.1,8.0,0.0016511457827213388,0.0029031595521770877,-0.08571428571428572,0.13244295407795062,0.00152419618842618,0.0017320040236878415,1747.3242821968279,1.734850241858259,0.0362647399260756,0.12777388604877965,0.5976718554521989,0.22402066207120075,0.003463597390719207,0.001473269244605572,0.4940902900546948,0.1424528990061466,0.5483249133296441,0.1411689138500567,0.601196262703325,0.14159683455979583,0.659696745060958,0.1452038514904884,0.6396262413072035,0.1449810119733228,0.6735941729525241,0.1408199741244733,0.5671743627570444,0.1437765149957164
permute_actual,8,h012_public_posterior,h016_mean_weight,0.1,8.0,0.0019880116865162887,0.003963308810581773,-0.28120300751879695,-0.31271942198196995,0.0018476934525143095,0.0020672760883824635,1747.3274360834744,1.7340654874043115,0.036263400246003746,0.1277737725199033,0.5978537614464158,0.22350968256247639,0.0052811158706329644,0.002245622987214456,0.4952608487192653,0.1423979911148036,0.5503398340457327,0.1410656915329344,0.6014206576302177,0.14159404202647727,0.6599055975350022,0.1452020641253415,0.6393114983169154,0.14500212789679195,0.6716897081986266,0.14094669507383947,0.56704818567915,0.1437913882298117
permute_actual,9,h012_public_posterior,h016_mean_weight,0.1,8.0,0.001401775199095262,0.002840914248283541,0.20902255639097742,0.1273622145805335,0.0013047675197522008,0.0015965977905868123,1747.317988324813,1.7363036138729568,0.03627557622064707,0.12780584710005782,0.5985469089277937,0.22404476165131984,0.0037170354702524546,0.0015797821232911998,0.49575806522045196,0.1423977718896924,0.5509986503456447,0.14106305910702246,0.6049536497316903,0.1414206879528207,0.6600313744109233,0.145236265822416,0.6390696912137274,0.14507718289827343,0.6725304488499353,0.1409365542620542,0.5664864827221832,0.1438684780677208
