joint_delta_mean_vs_h012,joint_delta_p10_vs_h012,joint_delta_p90_vs_h012,joint_delta_max_vs_h012,joint_beats_h012_rate,uniform_joint_q_delta_vs_h012,candidate_id,mode,target_subset,k,alpha,changed_rows,changed_cells,mean_abs_prob_delta_vs_h012,max_abs_prob_delta_vs_h012,h015_joint_delta_mean,h016_joint_delta_mean,gain_vs_h015_under_joint,gain_vs_h016_under_joint,h017_decision,decision_rank,file
-0.0005332418716832316,-0.0005332564510979378,-0.0005332276353474363,-0.0005332276353474363,1.0,-0.0005138554152876378,h016_gain_all_k1650_a0.75,h016_gain,all,1650,0.75,250,1650,0.00817997017268015,0.08142080446424049,0.00016465405640302862,-0.0002962889540483187,-0.0006978959280862602,-0.0002369529176349129,joint_world_sensor,1,hitl/h017_joint_label_weight_jepa/submission_h017_h016_gain_all_k1650_a0.75_9ae594b0.csv
-0.0005330495644532288,-0.0005330603060309518,-0.00053303963776266,-0.00053303963776266,1.0,-0.0005138302233232833,oracle_gain_all_k1400_a0.75,oracle_gain,all,1400,0.75,250,1400,0.007981454516221582,0.08142080446424049,0.00016465405640302862,-0.0002962889540483187,-0.0006977036208562574,-0.00023676061040491008,joint_world_sensor,1,hitl/h017_joint_label_weight_jepa/submission_h017_oracle_gain_all_k1400_a0.75_05873160.csv
-0.0005308864759164953,-0.0005309047824276371,-0.000530868973358613,-0.000530868973358613,1.0,-0.0005141260373293415,h015_gain_all_k1650_a1,h015_gain,all,1650,1.0,250,1650,0.010690310374105203,0.10712119668730175,0.00016465405640302862,-0.0002962889540483187,-0.0006955405323195239,-0.00023459752186817657,joint_world_sensor,1,hitl/h017_joint_label_weight_jepa/submission_h017_h015_gain_all_k1650_a1_13fd5e90.csv
-0.000529689336686786,-0.000529707095713793,-0.0005296728380287591,-0.0005296728380287591,1.0,-0.000510240049363051,consensus_all_k1400_a1.25,consensus,all,1400,1.25,250,1400,0.012950036874733742,0.13312855958707037,0.00016465405640302862,-0.0002962889540483187,-0.0006943433930898146,-0.00023340038263846733,joint_world_sensor,1,hitl/h017_joint_label_weight_jepa/submission_h017_consensus_all_k1400_a1.25_526ebd5e.csv
-0.000529208019260379,-0.0005292187007854287,-0.0005291980826705253,-0.0005291980826705253,1.0,-0.0005098158531548301,consensus_all_k1400_a0.75,consensus,all,1400,0.75,250,1400,0.007821189870370919,0.08142080446424049,0.00016465405640302862,-0.0002962889540483187,-0.0006938620756634076,-0.00023291906521206025,joint_world_sensor,1,hitl/h017_joint_label_weight_jepa/submission_h017_consensus_all_k1400_a0.75_43657549.csv
-0.0005272419341944189,-0.0005272551385916929,-0.0005272297281500593,-0.0005272297281500593,1.0,-0.0005061517681029506,consensus_all_k1100_a1,consensus,all,1100,1.0,250,1100,0.008950813658918332,0.10712119668730175,0.00016465405640302862,-0.0002962889540483187,-0.0006918959905974475,-0.00023095298014610017,joint_world_sensor,1,hitl/h017_joint_label_weight_jepa/submission_h017_consensus_all_k1100_a1_d597dd75.csv
-0.0005180922897958972,-0.0005181078883545912,-0.0005180770417889911,-0.0005180770417889911,1.0,-0.0004980050999169876,h016_gain_all_k1400_a1,h016_gain,all,1400,1.0,249,1400,0.009564765692997424,0.10712119668730175,0.00016465405640302862,-0.0002962889540483187,-0.0006827463461989258,-0.00022180333574757847,joint_world_sensor,1,hitl/h017_joint_label_weight_jepa/submission_h017_h016_gain_all_k1400_a1_fff2a763.csv
-0.0005154178469169978,-0.0005154349673112474,-0.0005154020216057982,-0.0005154020216057982,1.0,-0.0004958421838620446,oracle_gain_all_k1100_a1.25,oracle_gain,all,1100,1.25,250,1100,0.011773785275908118,0.13312855958707037,0.00016465405640302862,-0.0002962889540483187,-0.0006800719033200264,-0.00021912889286867908,joint_world_sensor,1,hitl/h017_joint_label_weight_jepa/submission_h017_oracle_gain_all_k1100_a1.25_34bd402f.csv
-0.0005149467265683074,-0.0005149569972597341,-0.0005149372327094141,-0.0005149372327094141,1.0,-0.0004954263703096346,oracle_gain_all_k1100_a0.75,oracle_gain,all,1100,0.75,250,1100,0.0071137281614159185,0.08142080446424049,0.00016465405640302862,-0.0002962889540483187,-0.000679600782971336,-0.0002186577725199887,joint_world_sensor,1,hitl/h017_joint_label_weight_jepa/submission_h017_oracle_gain_all_k1100_a0.75_cb3e2596.csv
-0.000514860840770984,-0.0005148816354346779,-0.000514840576144944,-0.000514840576144944,1.0,-0.0004942565971410435,weight_shift_all_k1650_a1.25,weight_shift,all,1650,1.25,250,1650,0.012984280750603793,0.13312855958707037,0.00016465405640302862,-0.0002962889540483187,-0.0006795148971740126,-0.00021857188672266527,joint_world_sensor,1,hitl/h017_joint_label_weight_jepa/submission_h017_weight_shift_all_k1650_a1.25_1664ec2c.csv
-0.0005143769211097464,-0.0005143899390883522,-0.0005143641272257616,-0.0005143641272257616,1.0,-0.0004938301889209024,weight_shift_all_k1650_a0.75,weight_shift,all,1650,0.75,250,1650,0.00784023087913655,0.08142080446424049,0.00016465405640302862,-0.0002962889540483187,-0.000679030977512775,-0.00021808796706142768,joint_world_sensor,1,hitl/h017_joint_label_weight_jepa/submission_h017_weight_shift_all_k1650_a0.75_e00bfa7c.csv
-0.0005114345951145876,-0.000511447145634184,-0.0005114229917218526,-0.0005114229917218526,1.0,-0.0004900743099357291,oracle_gain_all_k800_a1,oracle_gain,all,800,1.0,243,800,0.007846431398128547,0.10712119668730175,0.00016465405640302862,-0.0002962889540483187,-0.0006760886515176162,-0.00021514564106626884,joint_world_sensor,1,hitl/h017_joint_label_weight_jepa/submission_h017_oracle_gain_all_k800_a1_bf640d79.csv
-0.0005088128247710789,-0.0005088306226743356,-0.0005087953382118806,-0.0005087953382118806,1.0,-0.0004919420752179731,conflict_all_k1650_a1,conflict,all,1650,1.0,250,1650,0.010398306538179794,0.10712119668730175,0.00016465405640302862,-0.0002962889540483187,-0.0006734668811741075,-0.00021252387072276017,joint_world_sensor,1,hitl/h017_joint_label_weight_jepa/submission_h017_conflict_all_k1650_a1_554ddb0c.csv
-0.0005042663352876615,-0.0005042804582987679,-0.0005042522539747537,-0.0005042522539747537,1.0,-0.00048116462352673384,weight_shift_all_k1400_a1,weight_shift,all,1400,1.0,250,1400,0.008919715636329163,0.10712119668730175,0.00016465405640302862,-0.0002962889540483187,-0.0006689203916906901,-0.0002079773812393428,joint_world_sensor,1,hitl/h017_joint_label_weight_jepa/submission_h017_weight_shift_all_k1400_a1_46178aa3.csv
-0.0004987496568000477,-0.0004987718761217209,-0.000498728516698537,-0.000498728516698537,1.0,-0.0004829336627504158,h015_gain_all_k1650_a1.25,h015_gain,all,1650,1.25,250,1650,0.013322481087344074,0.13312855958707037,0.00016465405640302862,-0.0002962889540483187,-0.0006634037132030763,-0.00020246070275172894,joint_world_sensor,1,hitl/h017_joint_label_weight_jepa/submission_h017_h015_gain_all_k1650_a1.25_20859cde.csv
-0.0004983549754581559,-0.0004983687044232387,-0.0004983418493324612,-0.0004983418493324612,1.0,-0.0004825739389749027,h015_gain_all_k1650_a0.75,h015_gain,all,1650,0.75,250,1650,0.008042329931368159,0.08142080446424049,0.00016465405640302862,-0.0002962889540483187,-0.0006630090318611845,-0.00020206602140983716,joint_world_sensor,1,hitl/h017_joint_label_weight_jepa/submission_h017_h015_gain_all_k1650_a0.75_cd691d83.csv
-0.0004955850679860206,-0.0004956015749087469,-0.0004955698092030139,-0.0004955698092030139,1.0,-0.00047565013136854635,consensus_all_k1100_a1.25,consensus,all,1100,1.25,250,1100,0.011143768749101965,0.13312855958707037,0.00016465405640302862,-0.0002962889540483187,-0.0006602391243890492,-0.00019929611393770184,joint_world_sensor,1,hitl/h017_joint_label_weight_jepa/submission_h017_consensus_all_k1100_a1.25_60e9146a.csv
-0.0004951057259457032,-0.0004951156281280079,-0.0004950965723902937,-0.0004950965723902937,1.0,-0.0004752263460444697,consensus_all_k1100_a0.75,consensus,all,1100,0.75,250,1100,0.006740632653144782,0.08142080446424049,0.00016465405640302862,-0.0002962889540483187,-0.0006597597823487318,-0.00019881677189738449,joint_world_sensor,1,hitl/h017_joint_label_weight_jepa/submission_h017_consensus_all_k1100_a0.75_07976f07.csv
-0.0004870262826978677,-0.0004870452525607701,-0.00048700791439130353,-0.00048700791439130353,1.0,-0.00046803184416908104,h016_gain_all_k1400_a1.25,h016_gain,all,1400,1.25,249,1400,0.011910496459777063,0.13312855958707037,0.00016465405640302862,-0.0002962889540483187,-0.0006516803391008963,-0.000190737328649549,joint_world_sensor,1,hitl/h017_joint_label_weight_jepa/submission_h017_h016_gain_all_k1400_a1.25_055248fc.csv
-0.0004865389848535769,-0.00048655068281302334,-0.0004865275496854206,-0.0004865275496854206,1.0,-0.0004675994684031282,h016_gain_all_k1400_a0.75,h016_gain,all,1400,0.75,249,1400,0.00720147293425591,0.08142080446424049,0.00016465405640302862,-0.0002962889540483187,-0.0006511930412566056,-0.00019025003080525818,joint_world_sensor,1,hitl/h017_joint_label_weight_jepa/submission_h017_h016_gain_all_k1400_a0.75_6c37e2a8.csv
-0.00048073825665707735,-0.0004807539456669973,-0.0004807237517077245,-0.0004807237517077245,1.0,-0.0004605505244397907,oracle_gain_all_k800_a1.25,oracle_gain,all,800,1.25,243,800,0.009768691136573962,0.13312855958707037,0.00016465405640302862,-0.0002962889540483187,-0.000645392313060106,-0.00018444930260875863,joint_world_sensor,1,hitl/h017_joint_label_weight_jepa/submission_h017_oracle_gain_all_k800_a1.25_9a762498.csv
-0.0004802694539492829,-0.0004802788660624192,-0.0004802607520714049,-0.0004802607520714049,1.0,-0.00046013734655904996,oracle_gain_all_k800_a0.75,oracle_gain,all,800,0.75,243,800,0.005909102566880621,0.08142080446424049,0.00016465405640302862,-0.0002962889540483187,-0.0006449235103523116,-0.0001839804999009642,joint_world_sensor,1,hitl/h017_joint_label_weight_jepa/submission_h017_oracle_gain_all_k800_a0.75_7ff05e1b.csv
-0.00047810496666580055,-0.0004781263118061857,-0.0004780841671293357,-0.0004780841671293357,1.0,-0.00046214023209456854,conflict_all_k1650_a1.25,conflict,all,1650,1.25,250,1650,0.01296376865669202,0.13312855958707037,0.00016465405640302862,-0.0002962889540483187,-0.0006427590230688292,-0.00018181601261748183,joint_world_sensor,1,hitl/h017_joint_label_weight_jepa/submission_h017_conflict_all_k1650_a1.25_c59222e7.csv
-0.00047770141466757765,-0.0004777147617290238,-0.000477688300986626,-0.000477688300986626,1.0,-0.00046178602831146103,conflict_all_k1650_a0.75,conflict,all,1650,0.75,250,1650,0.00781969498998519,0.08142080446424049,0.00016465405640302862,-0.0002962889540483187,-0.0006423554710706063,-0.00018141246061925893,joint_world_sensor,1,hitl/h017_joint_label_weight_jepa/submission_h017_conflict_all_k1650_a0.75_5b7bc4b9.csv
-0.0004773151525416122,-0.0004773272432151916,-0.0004773039023396409,-0.0004773039023396409,1.0,-0.0004610217800902116,h015_gain_all_k1400_a1,h015_gain,all,1400,1.0,250,1400,0.009425976384632252,0.10712119668730175,0.00016465405640302862,-0.0002962889540483187,-0.0006419692089446408,-0.00018102619849329345,joint_world_sensor,1,hitl/h017_joint_label_weight_jepa/submission_h017_h015_gain_all_k1400_a1_14d73c37.csv
-0.0004740666471938426,-0.00047408339749664165,-0.0004740501053722124,-0.0004740501053722124,1.0,-0.0004522365509422436,weight_shift_all_k1400_a1.25,weight_shift,all,1400,1.25,250,1400,0.011109348713383826,0.13312855958707037,0.00016465405640302862,-0.0002962889540483187,-0.0006387207035968713,-0.0001777776931455239,joint_world_sensor,1,hitl/h017_joint_label_weight_jepa/submission_h017_weight_shift_all_k1400_a1.25_2cc6a9ce.csv
-0.0004736299082522066,-0.0004736415925502255,-0.0004736191274741517,-0.0004736191274741517,1.0,-0.0004520028881809463,consensus_all_k800_a1,consensus,all,800,1.0,245,800,0.007312744257039049,0.10712119668730175,0.00016465405640302862,-0.0002962889540483187,-0.0006382839646552353,-0.0001773409542038879,joint_world_sensor,1,hitl/h017_joint_label_weight_jepa/submission_h017_consensus_all_k800_a1_0c6e620c.csv
-0.00047358273381128995,-0.0004735933253962905,-0.0004735721734080398,-0.0004735721734080398,1.0,-0.0004518109843797521,weight_shift_all_k1400_a0.75,weight_shift,all,1400,0.75,250,1400,0.0067147034382067745,0.08142080446424049,0.00016465405640302862,-0.0002962889540483187,-0.0006382367902143186,-0.00017729377976297123,joint_world_sensor,1,hitl/h017_joint_label_weight_jepa/submission_h017_weight_shift_all_k1400_a0.75_411b93c0.csv
-0.00046451456240956306,-0.00046452667910293116,-0.0004645023185621734,-0.0004645023185621734,1.0,-0.00044058430123185537,weight_shift_all_k1100_a1,weight_shift,all,1100,1.0,250,1100,0.007504001743493499,0.10712119668730175,0.00016465405640302862,-0.0002962889540483187,-0.0006291686188125917,-0.00016822560836124434,joint_world_sensor,1,hitl/h017_joint_label_weight_jepa/submission_h017_weight_shift_all_k1100_a1_be635e5a.csv
-0.00046019628194944644,-0.00046020719718207375,-0.00046018563464260404,-0.00046018563464260404,1.0,-0.0004436256600930596,oracle_gain_all_k1650_a0.55,oracle_gain,all,1650,0.55,250,1650,0.006154701056244182,0.06098234466840957,0.00016465405640302862,-0.0002962889540483187,-0.0006248503383524751,-0.00016390732790112772,joint_world_sensor,1,hitl/h017_joint_label_weight_jepa/submission_h017_oracle_gain_all_k1650_a0.55_b75584a6.csv
-0.0004600186929875798,-0.00046002917031658796,-0.0004600085665768564,-0.0004600085665768564,1.0,-0.00044346369045970396,consensus_all_k1650_a0.55,consensus,all,1650,0.55,250,1650,0.006153804502957365,0.06098234466840957,0.00016465405640302862,-0.0002962889540483187,-0.0006246727493906084,-0.00016372973893926106,joint_world_sensor,1,hitl/h017_joint_label_weight_jepa/submission_h017_consensus_all_k1650_a0.55_b2b89477.csv
-0.0004559607406338152,-0.00045597259233697766,-0.0004559497323309614,-0.0004559497323309614,1.0,-0.0004368962144675733,h016_gain_all_k1100_a1,h016_gain,all,1100,1.0,248,1100,0.008113519389488833,0.10712119668730175,0.00016465405640302862,-0.0002962889540483187,-0.0006206147970368438,-0.00015967178658549645,joint_world_sensor,1,hitl/h017_joint_label_weight_jepa/submission_h017_h016_gain_all_k1100_a1_d28b11a0.csv
-0.00045493589827023023,-0.000454946589110055,-0.0004549254589382067,-0.0004549254589382067,1.0,-0.000438262129163633,h016_gain_all_k1650_a0.55,h016_gain,all,1650,0.55,250,1650,0.006014128901694148,0.06098234466840957,0.00016465405640302862,-0.0002962889540483187,-0.0006195899546732589,-0.0001586469442219115,joint_world_sensor,1,not_materialized
-0.00045471022357263815,-0.00045471810005693936,-0.00045470294459286755,-0.00045470294459286755,1.0,-0.0004381917551675245,oracle_gain_all_k1400_a0.55,oracle_gain,all,1400,0.55,250,1400,0.005868221966673967,0.06098234466840957,0.00016465405640302862,-0.0002962889540483187,-0.0006193642799756667,-0.00015842126952431943,joint_world_sensor,1,not_materialized
-0.00045148311024631227,-0.0004514909426878437,-0.00045147582401102457,-0.00045147582401102457,1.0,-0.00043480879031729264,consensus_all_k1400_a0.55,consensus,all,1400,0.55,250,1400,0.0057511461998597385,0.06098234466840957,0.00016465405640302862,-0.0002962889540483187,-0.0006161371666493409,-0.00015519415619799355,joint_world_sensor,1,not_materialized
-0.000448497358484875,-0.0004485124266454915,-0.0004484833595046849,-0.0004484833595046849,1.0,-0.00043312490966899216,h015_gain_all_k1400_a1.25,h015_gain,all,1400,1.25,250,1400,0.01173984085738873,0.13312855958707037,0.00016465405640302862,-0.0002962889540483187,-0.0006131514148879036,-0.00015220840443655627,joint_world_sensor,1,not_materialized
-0.00044811056936049483,-0.00044811963660320334,-0.0004481021323711007,-0.0004481021323711007,1.0,-0.0004327722144140807,h015_gain_all_k1400_a0.75,h015_gain,all,1400,0.75,250,1400,0.0070953229583450165,0.08142080446424049,0.00016465405640302862,-0.0002962889540483187,-0.0006127646257635235,-0.0001518216153121761,joint_world_sensor,1,not_materialized
-0.0004453464399840473,-0.0004453610475514912,-0.00044533296207190017,-0.00044533296207190017,1.0,-0.0004249118103329001,consensus_all_k800_a1.25,consensus,all,800,1.25,245,800,0.009092781158391955,0.13312855958707037,0.00016465405640302862,-0.0002962889540483187,-0.000610000496387076,-0.00014905748593572858,joint_world_sensor,1,not_materialized
-0.00044485561990859155,-0.0004448643815589501,-0.0004448475357264178,-0.0004448475357264178,1.0,-0.0004244758142161967,consensus_all_k800_a0.75,consensus,all,800,0.75,245,800,0.005514102183974983,0.08142080446424049,0.00016465405640302862,-0.0002962889540483187,-0.0006095096763116201,-0.00014856666586027283,joint_world_sensor,1,not_materialized
-0.00044208376376056615,-0.0004420944350028735,-0.0004420738791645746,-0.0004420738791645746,1.0,-0.00041962984308794785,oracle_gain_all_k500_a1,oracle_gain,all,500,1.0,221,500,0.005640059904370676,0.10712119668730175,0.00016465405640302862,-0.0002962889540483187,-0.0006067378201635948,-0.00014579480971224743,joint_world_sensor,1,not_materialized
-0.00043931004840520025,-0.0004393175795692601,-0.0004393030868385475,-0.0004393030868385475,1.0,-0.00042253554456030655,oracle_gain_all_k1100_a0.55,oracle_gain,all,1100,0.55,250,1100,0.005231813132079241,0.06098234466840957,0.00016465405640302862,-0.0002962889540483187,-0.0006039641048082288,-0.00014302109435688153,joint_world_sensor,1,not_materialized
-0.0004388840886439687,-0.00043889363456066745,-0.00043887470699320737,-0.00043887470699320737,1.0,-0.0004212232457752599,weight_shift_all_k1650_a0.55,weight_shift,all,1650,0.55,250,1650,0.005764701314405517,0.06098234466840957,0.00016465405640302862,-0.0002962889540483187,-0.0006035381450469973,-0.00014259513459564997,joint_world_sensor,1,not_materialized
-0.0004368013292763415,-0.0004368155714760806,-0.0004367870844741638,-0.0004367870844741638,1.0,-0.0004141941880962746,weight_shift_all_k1100_a1.25,weight_shift,all,1100,1.25,250,1100,0.009339846735665397,0.13312855958707037,0.00016465405640302862,-0.0002962889540483187,-0.0006014553856793701,-0.00014051237522802278,joint_world_sensor,1,not_materialized
-0.00043631626971132653,-0.0004363253566857878,-0.0004363070872907952,-0.0004363070872907952,1.0,-0.0004137679588486343,weight_shift_all_k1100_a0.75,weight_shift,all,1100,0.75,250,1100,0.00565284488151258,0.08142080446424049,0.00016465405640302862,-0.0002962889540483187,-0.0006009703261143552,-0.0001400273156630078,joint_world_sensor,1,not_materialized
-0.0004343599374354156,-0.0004343712539951128,-0.00043434941957645073,-0.00043434941957645073,1.0,-0.0004177651330793042,h015_gain_all_k1100_a1,h015_gain,all,1100,1.0,250,1100,0.008047015644201693,0.10712119668730175,0.00016465405640302862,-0.0002962889540483187,-0.0005990139938384442,-0.00013807098338709686,joint_world_sensor,1,not_materialized
-0.0004286880121913588,-0.0004287027828971874,-0.00042867431443432556,-0.00042867431443432556,1.0,-0.00041066633493374807,h016_gain_all_k1100_a1.25,h016_gain,all,1100,1.25,248,1100,0.010095408429027446,0.13312855958707037,0.00016465405640302862,-0.0002962889540483187,-0.0005933420685943874,-0.00013239905814304008,joint_world_sensor,1,not_materialized
-0.0004282294277858283,-0.0004282383150118027,-0.0004282211729419159,-0.0004282211729419159,1.0,-0.0004102586237815709,h016_gain_all_k1100_a0.75,h016_gain,all,1100,0.75,248,1100,0.006113497953129622,0.08142080446424049,0.00016465405640302862,-0.0002962889540483187,-0.000592883484188857,-0.0001319404737375096,joint_world_sensor,1,not_materialized
-0.00042494881022463665,-0.00042495887746673254,-0.0004249391849820053,-0.0004249391849820053,1.0,-0.0004114178763739961,h015_gain_all_k1650_a0.55,h015_gain,all,1650,0.55,250,1650,0.005912347624582172,0.06098234466840957,0.00016465405640302862,-0.0002962889540483187,-0.0005896028666276653,-0.00012865985617631793,joint_world_sensor,1,not_materialized
-0.0004224524818864885,-0.0004224597426862425,-0.00042244576998845545,-0.00042244576998845545,1.0,-0.0004053715369339584,consensus_all_k1100_a0.55,consensus,all,1100,0.55,250,1100,0.004959662872643082,0.06098234466840957,0.00016465405640302862,-0.0002962889540483187,-0.0005871065382895171,-0.00012616352783816976,joint_world_sensor,1,not_materialized
-0.00042116781122261893,-0.00042117894774047055,-0.0004211564523354038,-0.0004211564523354038,1.0,-0.0003965191209776027,weight_shift_all_k800_a1,weight_shift,all,800,1.0,244,800,0.006029357356553295,0.10712119668730175,0.00016465405640302862,-0.0002962889540483187,-0.0005858218676256476,-0.00012487885717430021,joint_world_sensor,1,not_materialized
-0.00041570589258794317,-0.00041571923223310394,-0.0004156935363849977,-0.0004156935363849977,1.0,-0.00039449256634244,oracle_gain_all_k500_a1.25,oracle_gain,all,500,1.25,221,500,0.007012946112832384,0.13312855958707037,0.00016465405640302862,-0.0002962889540483187,-0.0005803599489909718,-0.00011941693853962445,joint_world_sensor,1,not_materialized
-0.0004152431695993106,-0.00041525117241771606,-0.0004152357566665725,-0.0004152357566665725,1.0,-0.0003940859430325782,oracle_gain_all_k500_a0.75,oracle_gain,all,500,0.75,221,500,0.004253017487086785,0.08142080446424049,0.00016465405640302862,-0.0002962889540483187,-0.0005798972260023392,-0.00011895421555099188,joint_world_sensor,1,not_materialized
-0.0004151876596625639,-0.0004151962374584836,-0.00041517927449784655,-0.00041517927449784655,1.0,-0.0003989044733001624,h016_gain_all_k1400_a0.55,h016_gain,all,1400,0.55,249,1400,0.005297815768826836,0.06098234466840957,0.00016465405640302862,-0.0002962889540483187,-0.0005798417160655926,-0.00011889870561424519,joint_world_sensor,1,not_materialized
-0.00040980532864070776,-0.00040981223025517697,-0.0004097989477904316,-0.0004097989477904316,1.0,-0.000392510408597111,oracle_gain_all_k800_a0.55,oracle_gain,all,800,0.55,243,800,0.004347969102140997,0.06098234466840957,0.00016465405640302862,-0.0002962889540483187,-0.0005744593850437364,-0.00011351637459238904,joint_world_sensor,1,not_materialized
