row,bundle_size,targets,flat_indices,steps,public_delta_estimate,public_utility,old_route_energy,new_route_energy,route_energy_delta,max_h088_alignment,min_stability,source_support_sum,solver_score
184,2,S2+S1,"1292,1291","[(1292, 'S2', 1.22), (1291, 'S1', 0.8983091700763625)]",-0.0020115606418612333,0.0020115606418612333,0.6840839009131192,0.6444697477053197,-0.039614153207799485,0.6177142857142857,1.0,11,0.004141244638658507
5,2,Q3+S2,"37,39","[(37, 'Q3', 1.22), (39, 'S2', 1.22)]",-0.00246525183943235,0.00246525183943235,0.7002695208916305,0.6969891383832755,-0.003280382508355051,0.0,1.0,14,0.0038913877024793443
234,2,S4+S3,"1644,1643","[(1644, 'S4', -1.22), (1643, 'S3', 0.5936729896694696)]",-0.0019351613264235758,0.0019351613264235758,0.734783888398664,0.7075621950882537,-0.027221693310410355,0.5085714285714286,1.0,12,0.0037219958652062236
109,2,S2+S1,"767,766","[(767, 'S2', -1.22), (766, 'S1', -0.6601887570957634)]",-0.001444757680989206,0.001444757680989206,0.7380815683072779,0.7386191194588742,0.0005375511515962605,0.6097142857142858,1.0,9,0.0019373913256730292
193,1,S2,1355,"[(1355, 'S2', 0.8831042897260488)]",-0.0008949354943860911,0.0008949354943860911,0.7546568287124052,0.7470054364373889,-0.007651392275016322,0.5994285714285714,1.0,9,0.0014043618971556636
8,1,S2,60,"[(60, 'S2', 0.40239412143910036)]",-0.0001537440490033661,0.0001537440490033661,0.6961381056847362,0.6556614523035674,-0.04047665338116879,0.0,0.8846153846153846,8,0.001346639554002557
112,1,S1,787,"[(787, 'S1', 0.6822261076759687)]",-0.0006961830658773242,0.0006961830658773242,0.7437214442229084,0.7282053759675708,-0.015516068255337578,0.6068571428571429,1.0,3,0.0011761514529120495
130,1,S4,916,"[(916, 'S4', -0.41746546494792625)]",-0.0002369621157863518,0.0002369621157863518,0.9079054700334854,0.8870028245625651,-0.020902645470920356,0.496,1.0,5,0.000833397098111333
27,1,Q2,190,"[(190, 'Q2', -0.5899472879127141)]",-0.00038764583039977113,0.00038764583039977113,0.6564416803539928,0.6503858291895132,-0.006055851164479598,0.0,1.0,8,0.0006717198274412285
229,1,S2,1607,"[(1607, 'S2', 0.41795821897389984)]",-0.00016823397787579165,0.00016823397787579165,0.7841615909534548,0.7678050439574976,-0.016356546995957233,0.58,1.0,4,0.0006151052681293238
50,1,Q2,351,"[(351, 'Q2', -0.6079417221133884)]",-0.00041436892822614403,0.00041436892822614403,0.6321398673733064,0.6302396553423649,-0.0019002120309414838,0.0,1.0,8,0.0005882814654126824
95,1,S3,670,"[(670, 'S3', 0.45696228219019847)]",-0.0002902509347915921,0.0002902509347915921,0.620796184661378,0.6133075544627522,-0.007488630198625779,0.5845714285714285,1.0,8,0.0005867690305984888
189,1,S3,1328,"[(1328, 'S3', 0.4848508333797141)]",-0.00033109221897724596,0.00033109221897724596,0.7409342680957336,0.7365003137371378,-0.004433954358595837,0.6091428571428571,1.0,7,0.0005393995879878204
200,1,S1,1403,"[(1403, 'S1', 0.4233036015243373)]",-0.0002445027939277034,0.0002445027939277034,0.7515558055596577,0.7432492452559673,-0.00830656030369048,0.6188571428571429,1.0,6,0.0005243176664112346
194,1,Q2,1359,"[(1359, 'Q2', -0.3047743623512027)]",-8.189055573102416e-05,8.189055573102416e-05,0.8036143653369592,0.7886693472001696,-0.014945018136789612,0.0,1.0,7,0.0005168009134453138
53,1,Q2,372,"[(372, 'Q2', -0.7388152747954175)]",-0.0006352609065482888,0.0006352609065482888,0.6260076255933452,0.629462446698645,0.0034548211052998212,0.5731428571428572,1.0,5,0.0005118540817154382
129,1,S3,908,"[(908, 'S3', -0.4713396754567395)]",-0.00031097360727264794,0.00031097360727264794,0.8456427230429656,0.8402765257314666,-0.00536619731149901,0.6125714285714285,1.0,4,0.0004997340835767295
44,1,Q2,309,"[(309, 'Q2', -0.5028631685275532)]",-0.00027078213613642544,0.00027078213613642544,0.5880426420182794,0.5840631856818355,-0.003979456336443921,0.0,1.0,9,0.0004732824958508436
17,1,S1,122,"[(122, 'S1', 0.4892573776520492)]",-0.00033778876771856797,0.00033778876771856797,0.6371997392368175,0.6367362365900278,-0.0004635026467897374,0.5542857142857143,1.0,6,0.0004270482056033146
191,1,S3,1342,"[(1342, 'S3', 0.41646165558285203)]",-0.00023567731817364875,0.00023567731817364875,0.7591871800972029,0.7554062957703491,-0.0037808843268537506,0.5828571428571429,1.0,6,0.00039130103227283006
138,1,S2,970,"[(970, 'S2', 0.36986113960367284)]",-0.00012551135572509033,0.00012551135572509033,0.6949810052254028,0.6886232310790591,-0.006357774146343753,0.5017142857142857,1.0,8,0.00034223712620382436
56,1,Q2,393,"[(393, 'Q2', -0.6579974506172004)]",-0.0004933447099019899,0.0004933447099019899,0.6183313998519636,0.6226566287860468,0.0043252289340831584,0.0,1.0,6,0.0002869573711173109
237,1,S4,1665,"[(1665, 'S4', -0.15740241848721234)]",-1.9331913187752797e-05,1.9331913187752797e-05,0.7636923658575034,0.7540951500988078,-0.009597215758695654,0.556,0.9615384615384616,4,0.0002684522246271258
94,1,S4,664,"[(664, 'S4', 0.3754943337192296)]",-0.0001861832214280696,0.0001861832214280696,0.6656771403506413,0.6663260461923501,0.0006489058417088467,0.5885714285714285,1.0,6,0.00018070381439982123
