view,feature_count,gain_mae,tail_mae,health_auc,health_ap,toxic_auc,toxic_ap
full_directional_context,495,0.18499947509025153,0.13119090079551354,0.5317867976820357,0.5245476724007894,0.5334774136196178,0.4298768657648815
mask_world_state,87,0.18394556027282696,0.13182856018275055,0.5308382464096749,0.521281045402535,0.5175456119009771,0.419156852520563
mask_episode_context,453,0.18598703048061105,0.13679907476845898,0.5413298059964726,0.5293970660481917,0.5256149245483933,0.4257979258241775
mask_listener_interaction,121,0.1834880692699398,0.13123671144895757,0.518579188712522,0.5130372429105442,0.520658487320317,0.41260627901779195
mask_direction_listener,469,0.1731206114881389,0.1282249890470149,0.49999999999999994,0.5,0.5380784660694694,0.42846747341269464
directional_consensus,1625,0.18095502236710706,0.13115117748236213,0.5395975308641976,0.5281339181099656,0.5382257185928375,0.42878849998806295
