target,mean_disagreement,median_disagreement,mean_abs_gain,toxic_tail_rate
Q1,0.04264559547391421,0.040589266740419225,0.14988731058331586,0.4
Q2,0.05476680411971034,0.052030124228766184,0.18668364072963864,0.43222222222222223
Q3,0.05504443154623107,0.05149784727536316,0.1488811257538143,0.39666666666666667
S1,0.07773370601819886,0.06975324666727378,0.1753850962684452,0.39555555555555555
S2,0.07058472761979472,0.06394725742511857,0.201805660423942,0.4166666666666667
S3,0.07195459176218805,0.0651419037456645,0.17379280957086105,0.41
S4,0.05047271703332732,0.04626960776733882,0.1435126799056077,0.37222222222222223
