target,selected_cells,gain_sum,mean_gain,positive_gain_rate,raw_action_count,inverse_action_count,positive_subjects,negative_subjects
Q1,24,-0.13728817685273942,-0.0057203407021974755,0.4583333333333333,10.0,14.0,6,4
Q2,25,-1.2298311919502056,-0.04919324767800823,0.32,9.0,16.0,6,4
Q3,11,-0.18417880604835984,-0.016743527822578166,0.5454545454545454,6.0,5.0,6,4
S1,10,-1.0651670858300888,-0.10651670858300888,0.6,5.0,5.0,6,4
S2,26,-0.6734199538341682,-0.025900767455160314,0.46153846153846156,7.0,19.0,4,5
S4,10,-0.22574977983139988,-0.02257497798313999,0.6,5.0,5.0,6,4
