target,score_col,policy,fraction,selected_cells,selected_gain_sum,selected_mean_gain,selected_positive_gain_rate,active_subjects,positive_subjects,negative_subjects,raw_action_count,inverse_action_count,null_gain_mean,null_gain_std,gain_lift_vs_null,gain_z_vs_null,tail_safe_policy_score,directional_policy_score
Q1,directional_action_health_score,top_decisive,0.01,3,0.21458293613884727,0.07152764537961576,0.6666666666666666,2,1,1,0,3,-0.03210398647324929,0.40866606510628944,0.24668692261209657,0.6036393615113016,0.04462062853754456,-0.1406358663764767
Q1,directional_action_health_score,top_decisive,0.02,7,-0.5353257561069584,-0.07647510801527978,0.2857142857142857,3,0,3,1,6,-0.38248568912700626,0.6488508257470729,-0.15284006697995217,-0.23555501652321303,-2.762375281202263,-3.4262258235001455
Q1,directional_action_health_score,top_decisive,0.04,13,-0.8387996519137084,-0.06452305014720834,0.38461538461538464,5,2,3,2,11,-0.7040246139736398,0.5985111799629357,-0.13477503794006862,-0.22518382688927366,-2.623873913266275,-3.2537941358536124
Q1,directional_action_health_score,top_decisive,0.06,20,-0.7513502933401861,-0.037567514667009305,0.45,8,3,5,7,13,-0.1334386076153163,0.8695952670086095,-0.6179116857248698,-0.7105738832393531,-4.031176771667826,-5.153970586477587
Q1,directional_action_health_score,top_decisive,0.08,27,-0.9540001544614128,-0.0353333390541264,0.4444444444444444,9,3,6,11,16,-0.37100750500340884,1.004628937475536,-0.582992649458004,-0.5803064471972774,-4.9605226709358865,-6.273171774215877
Q1,directional_action_health_score,top_decisive,0.1,34,-0.49450826166794914,-0.014544360637292622,0.5,10,6,4,15,19,-0.7710454931326067,1.1193611154629963,0.2765372314646576,0.2470491672834952,-1.9980153139269694,-2.6677668842883677
Q1,directional_action_health_score,top_decisive,0.14,47,-0.7430250630562084,-0.015809043894812944,0.5106382978723404,10,6,4,17,30,-0.8172446876101368,1.342576705422749,0.07421962455392839,0.055281477962600425,-2.332796642410754,-3.0479109177279504
Q1,directional_action_health_score,top_decisive,0.18,61,-0.161290610417,-0.002644108367491803,0.5409836065573771,10,5,5,19,42,-1.2318780986288025,1.469922075178118,1.0705874882118025,0.7283294171101377,-2.2744077855367735,-2.9998220602079475
Q1,directional_action_health_score,top_decisive,0.25,84,-0.39217984043298393,-0.00466880762420219,0.5238095238095238,10,5,5,22,62,-1.6919500020046372,1.1415001091615498,1.2997701615716533,1.138650930595491,-2.3900618574900228,-3.059715758944735
Q1,directional_pessimistic_score,top_all,0.01,4,-0.027756828981845505,-0.006939207245461376,0.5,2,0,2,0,4,0.20165828370532854,0.33263952857500145,-0.22941511268717404,-0.6896808496271272,-1.5020202033850691,-2.0116968429150464
Q1,directional_pessimistic_score,top_all,0.02,9,0.16452503912546623,0.01828055990282958,0.4444444444444444,6,2,4,3,6,-0.5248950848302558,0.4135401025824907,0.689420123955722,1.6671179400749903,-1.8719105679269765,-2.505128628778776
Q1,directional_pessimistic_score,top_all,0.04,18,-0.48932375175448684,-0.02718465287524927,0.3333333333333333,8,2,6,8,10,-0.15904548237899943,0.7250466577410799,-0.33027826937548743,-0.4555269179565441,-4.633807171164895,-5.902306696732457
Q1,directional_pessimistic_score,top_all,0.06,27,-1.4200074169183154,-0.052592867293270944,0.25925925925925924,8,3,5,12,15,-0.44848029618205565,1.4412420905008585,-0.9715271207362598,-0.6740901664887098,-4.886710185084136,-6.060423338487089
Q1,directional_pessimistic_score,top_all,0.08,36,-0.9828256691908532,-0.027300713033079255,0.3333333333333333,9,4,5,18,18,-0.7565527905771778,1.107850263395143,-0.2262728786136754,-0.20424500141403082,-3.915779010180376,-4.9184518192647255
Q1,directional_pessimistic_score,top_all,0.1,45,-1.0466614890521302,-0.02325914420115845,0.37777777777777777,9,3,6,22,23,-0.6354109462714479,1.0297376264694043,-0.4112505427806823,-0.39937410482970387,-4.998314367286117,-6.266329735716625
Q1,directional_pessimistic_score,top_all,0.14,63,-0.6599317938003258,-0.010475107838100411,0.4444444444444444,9,4,5,32,31,-1.178447976021211,1.6008684760981906,0.5185161822208851,0.32389680349298194,-3.2405058941181624,-4.094769166048571
Q1,directional_pessimistic_score,top_all,0.18,81,-0.5389622849228448,-0.006653855369417837,0.49382716049382713,10,5,5,38,43,-2.135171397495383,1.2486960674178091,1.5962091125725382,1.2783007444504528,-2.4296195149045716,-3.0341943935504374
Q1,directional_pessimistic_score,top_all,0.25,112,-0.2837506667648244,-0.0025334880961145035,0.5089285714285714,10,5,5,43,69,-1.6631119019802618,2.3223870417519774,1.3793612352154374,0.5939411521065265,-2.3134551192287685,-2.976596906286408
Q1,directional_pessimistic_score,top_decisive,0.01,3,-0.004622926805623262,-0.0015409756018744207,0.6666666666666666,1,0,1,0,3,0.008037111066339747,0.38280256045657696,-0.01266003787196301,-0.033071978037093344,-0.5290278045311864,-0.7988879183329874
Q1,directional_pessimistic_score,top_decisive,0.02,7,-0.20036062241799069,-0.028622946059712957,0.5714285714285714,4,2,2,1,6,-0.13188544637473715,0.6459679064163176,-0.06847517604325354,-0.10600399085325797,-1.1349273331184553,-1.5678853052870283
Q1,directional_pessimistic_score,top_decisive,0.04,13,-0.563764421863212,-0.043366493989477846,0.38461538461538464,6,2,4,4,9,-0.19010701075017597,0.9979697329423958,-0.37365741111303596,-0.3744175787890393,-3.1973708890162937,-4.078052261276221
Q1,directional_pessimistic_score,top_decisive,0.06,20,-1.091823924091365,-0.054591196204568246,0.35,8,2,6,7,13,0.09149059675493604,0.9122260311785491,-1.183314520846301,-1.2971724993612817,-5.613201256323698,-7.070807610480183
Q1,directional_pessimistic_score,top_decisive,0.08,27,-0.525084026293379,-0.01944755652938441,0.48148148148148145,9,4,5,12,15,-0.8419166698948668,1.0862847233378952,0.3168326436014878,0.29166629778971415,-3.1665074527353685,-4.065455746207425
Q1,directional_pessimistic_score,top_decisive,0.1,34,-0.8828071575324061,-0.025964916398011944,0.47058823529411764,9,4,5,16,18,-0.7521813438262394,1.067620621700082,-0.13062581370616677,-0.12235227668997051,-3.72605553764562,-4.721686569450066
Q1,directional_pessimistic_score,top_decisive,0.14,47,-0.1790028310497223,-0.003808570873398347,0.5319148936170213,10,6,4,20,27,-1.4516107934293683,1.016956253017646,1.272607962379646,1.2513890923069668,-1.2222809222201918,-1.6759230372598255
Q1,directional_pessimistic_score,top_decisive,0.18,61,0.09117288488081571,0.0014946374570625526,0.5409836065573771,10,6,4,22,39,-1.499283537690092,1.8876040447419278,1.5904564225709077,0.8425794736990797,-0.8785651575543767,-1.2777206442219509
Q1,directional_pessimistic_score,top_decisive,0.25,84,0.3701698292313411,0.004406783681325489,0.5476190476190477,10,5,5,25,59,-1.4171440101450492,1.5781073193304984,1.7873138393763903,1.1325679929896317,-1.4493468610212927,-2.0239946380481264
Q1,directional_health_only_score,top_all,0.01,4,-1.0456159857010938,-0.26140399642527345,0.0,3,0,3,1,3,-0.00832120062882059,0.40248914458602103,-1.0372947850722731,-2.5771994077981395,-3.9163891012562035,-4.775392046426621
Q1,directional_health_only_score,top_all,0.02,9,-1.0389252855599105,-0.11543614283999006,0.2222222222222222,5,2,3,4,5,0.044979263489304165,0.41798231311670536,-1.0839045490492147,-2.5931828094998277,-3.4498323808993407,-4.300699169121402
Q1,directional_health_only_score,top_all,0.04,18,-1.0378332518673814,-0.057657402881521186,0.3333333333333333,6,3,3,9,9,-0.23727122527470365,0.7769093827443039,-0.8005620265926777,-1.0304445336531074,-2.9544077478734625,-3.7084623771983933
Q1,directional_health_only_score,top_all,0.06,27,-1.0211936696262947,-0.03782198776393684,0.4444444444444444,6,2,4,13,14,-0.25106013974998,0.7677542238297577,-0.7701335298763147,-1.003099046508254,-3.8354947541782747,-4.814027885528148
Q1,directional_health_only_score,top_all,0.08,36,-1.2432889205608466,-0.0345358033489124,0.4166666666666667,6,1,5,18,18,-0.6103754288695207,0.8040325038809795,-0.6329134916913259,-0.7871740117922096,-4.947692710498698,-6.1116855557394745
Q1,directional_health_only_score,top_all,0.1,45,-1.769261533704485,-0.039316922971210776,0.4444444444444444,8,3,5,21,24,-0.728927329868358,1.6429255824779152,-1.0403342038361272,-0.6332205274124836,-5.1911450022328225,-6.396320697992742
Q1,directional_health_only_score,top_all,0.14,63,-3.3440139411091514,-0.053079586366811926,0.38095238095238093,8,2,6,31,32,-1.4331440851014954,1.203015301310635,-1.910869856007656,-1.5884002921042175,-8.13832508658892,-9.750362301727773
Q1,directional_health_only_score,top_all,0.18,81,-3.820464845273811,-0.04716623265770137,0.38271604938271603,9,3,6,38,43,-1.4755579906216796,1.3757730986416674,-2.3449068546521312,-1.7044284824055014,-8.577674475358656,-10.259016020875462
Q1,directional_health_only_score,top_all,0.25,112,-4.79526971786073,-0.04281490819518509,0.38392857142857145,9,2,7,53,59,-1.8391600665429373,1.7123460428447685,-2.956109651317793,-1.7263506191813456,-10.718168157740092,-12.742309957530136
Q1,directional_health_only_score,top_decisive,0.01,3,-1.0224820835248716,-0.3408273611749572,0.0,2,0,2,1,2,-0.21048259213523926,0.4680291581424513,-0.8119994913896323,-1.7349335554484595,-2.9801752610560888,-3.5772738304429845
Q1,directional_health_only_score,top_decisive,0.02,7,-0.9949705827894844,-0.14213865468421205,0.2857142857142857,4,2,2,3,4,-0.4237717214789075,0.5474670995076879,-0.5711988613105768,-1.0433482885532845,-2.2992250131035146,-2.822903179708124
Q1,directional_health_only_score,top_decisive,0.04,13,-0.9016863903102801,-0.06936049156232924,0.38461538461538464,6,4,2,6,7,-0.07065813723218248,0.521888581716663,-0.8310282530780976,-1.5923480263633527,-1.9171656969085649,-2.4736798465129897
Q1,directional_health_only_score,top_decisive,0.06,20,-1.2030397114043696,-0.06015198557021848,0.45,6,2,4,10,10,-0.3848876818144607,1.0623073503841123,-0.818152029589909,-0.7701650838564555,-4.008909430146483,-4.9929431377415945
Q1,directional_health_only_score,top_decisive,0.08,27,-1.0557573464621215,-0.039102123943041536,0.5185185185185185,7,3,4,11,16,-0.6437933064200057,0.8360085874472777,-0.41196404004211584,-0.4927748903872307,-3.4677407680341035,-4.351840925702123
Q1,directional_health_only_score,top_decisive,0.1,34,-1.8123506834747687,-0.053304431866904964,0.5,8,3,5,14,20,-0.6734905378768878,1.6353903317938412,-1.1388601455978808,-0.6963842964319582,-5.255590164077223,-6.487289879125438
Q1,directional_health_only_score,top_decisive,0.14,47,-3.130807855387643,-0.0666129330933541,0.44680851063829785,9,3,6,20,27,-1.5142925434499093,2.079991362586989,-1.6165153119377336,-0.7771740503418211,-7.517922640876627,-9.041450035334838
Q1,directional_health_only_score,top_decisive,0.18,61,-3.451205972574959,-0.05657714709139277,0.4426229508196721,9,3,6,25,36,-1.7633743278110003,1.272397035977615,-1.6878316447639587,-1.3264976238074577,-7.919678777836205,-9.468037354347112
Q1,directional_health_only_score,top_decisive,0.25,84,-4.794132129722864,-0.05707300154431981,0.4166666666666667,10,2,8,34,50,-1.4091552144873698,2.529045188642732,-3.384976915235494,-1.3384406614941178,-11.566884782871366,-13.872315645815013
Q1,directional_gain_mean,top_all,0.01,4,-0.43707778449657364,-0.10926944612414341,0.25,2,1,1,1,3,-0.19436412203678644,0.4285970607611149,-0.2427136624597872,-0.5662980096708301,-1.0411573673245822,-1.3060260600099562
Q1,directional_gain_mean,top_all,0.02,9,-0.13435793676294433,-0.014928659640327148,0.3333333333333333,5,2,3,4,5,-0.34669078828425026,0.6956459961641607,0.21233285152130593,0.3052311846716918,-1.7628516535966514,-2.307613792932289
Q1,directional_gain_mean,top_all,0.04,18,0.2777795878452921,0.01543219932473845,0.4444444444444444,8,3,5,9,9,0.1207990566353528,0.806546202846846,0.15698053120993932,0.1946330298944426,-2.642258367686229,-3.5914140452907968
Q1,directional_gain_mean,top_all,0.06,27,0.5807664055475221,0.02150986687213045,0.5185185185185185,10,5,5,14,13,-0.15940524492615898,1.2760057712556674,0.740171650473681,0.5800692027790024,-1.6706851150273079,-2.462901252728843
Q1,directional_gain_mean,top_all,0.08,36,0.19491898126318818,0.005414416146199672,0.4444444444444444,10,5,5,17,19,0.4707702480278656,0.9998855978195791,-0.2758512667646774,-0.2758828283617827,-2.5236616893850714,-3.5287940437496874
Q1,directional_gain_mean,top_all,0.1,45,0.1077218185399863,0.0023938181897774735,0.4666666666666667,10,4,6,20,25,-1.3191420886173577,1.1170065857387663,1.426863907157344,1.2773997265321797,-2.801802507968392,-3.6575483986729456
Q1,directional_gain_mean,top_all,0.14,63,0.2821391597659286,0.004478399361363947,0.5079365079365079,10,6,4,24,39,-1.8795054523832497,1.6947700830178907,2.1616446121491784,1.2754795672932346,-0.4559594914747578,-0.7289146284927077
Q1,directional_gain_mean,top_all,0.18,81,0.034707004273001774,0.0004284815342345898,0.49382716049382713,10,5,5,30,51,-1.4925423926151127,1.6874476707221857,1.5272493968881145,0.9050647456430395,-1.9174097260790148,-2.5432412678379133
Q1,directional_gain_mean,top_all,0.25,112,0.5439047440825986,0.004856292357880344,0.49107142857142855,10,5,5,37,75,-1.996097596548601,1.161558869961404,2.5400023406311996,2.1867185609934676,-0.926547580597135,-1.323919884108168
Q1,directional_gain_mean,top_decisive,0.01,3,-0.47712252297810276,-0.1590408409927009,0.0,1,0,1,0,3,-0.09991115786417518,0.4547549402140924,-0.3772113651139276,-0.829482720817374,-1.4420947728497149,-1.7341267002888479
Q1,directional_gain_mean,top_decisive,0.02,7,-0.27269093168705744,-0.03895584738386535,0.2857142857142857,3,2,1,3,4,-0.24142131096308495,0.6145070042695574,-0.03126962072397249,-0.050885702696166296,-0.5387238692100644,-0.7345669359802107
Q1,directional_gain_mean,top_decisive,0.04,13,0.21312646296636178,0.016394343305104753,0.46153846153846156,5,3,2,6,7,-0.5212076450282653,0.70288093046697,0.7343341079946271,1.0447489413416873,-0.16384324356288849,-0.3822352892909753
Q1,directional_gain_mean,top_decisive,0.06,20,0.4665502175279781,0.023327510876398904,0.55,7,4,3,9,11,0.11016252734981338,1.0482678785951582,0.35638769017816474,0.33997768838989856,-0.6322163220706742,-1.1291392302672432
Q1,directional_gain_mean,top_decisive,0.08,27,0.626454728791775,0.023202026992287964,0.5555555555555556,8,5,3,11,16,-0.878640900961193,0.8872202015599091,1.5050956297529678,1.696417222135735,0.2673243658633315,0.046716280701084634
Q1,directional_gain_mean,top_decisive,0.1,34,0.5211445792981182,0.0153277817440623,0.5882352941176471,9,6,3,12,22,-0.6467861830122109,1.3113927337416995,1.1679307623103292,0.8906033503616869,0.17486303408407888,-0.11256227585838588
Q1,directional_gain_mean,top_decisive,0.14,47,0.17584446179402669,0.003741371527532483,0.5319148936170213,10,5,5,14,33,-0.6668562785951527,0.8770819223309168,0.8427007403891794,0.9608004895935301,-1.99696001734445,-2.7623953488364457
Q1,directional_gain_mean,top_decisive,0.18,61,-0.03265862218863791,-0.0005353872489940641,0.5245901639344263,10,5,5,18,43,-1.6550985747839664,2.4422939918997204,1.6224399525953284,0.6643098488455623,-1.9647670965186677,-2.5794519254161328
Q1,directional_gain_mean,top_decisive,0.25,84,0.6374807154305105,0.007589056136077506,0.5238095238095238,10,5,5,21,63,-1.4051771872675876,1.4973665143412327,2.042657902698098,1.364166944521774,-1.0778389908396444,-1.5944050237905416
Q2,directional_action_health_score,hold,0.0,0,0.0,0.0,,0,0,0,0,0,0.0,,0.0,,0.0,0.0
Q2,directional_action_health_score,top_all,0.01,4,0.24803413533347524,0.06200853383336881,0.75,4,3,1,4,0,0.04475095832332929,0.2840706366919667,0.20328317701014595,0.7156078480247045,0.5032440320894969,0.34321282445202006
Q2,directional_action_health_score,top_all,0.02,9,0.16180681397600583,0.01797853488622287,0.5555555555555556,6,4,2,7,2,-0.24593697757469993,0.5664338818475048,0.4077437915507057,0.7198435768368786,-0.12905405685311466,-0.40866398256179165
Q2,directional_action_health_score,top_all,0.04,18,0.7963153817521003,0.04423974343067224,0.6111111111111112,7,5,2,10,8,-1.2392924399264247,1.28444915568508,2.035607821678525,1.5848099651658096,1.3811480047450537,1.4588546572729642
Q2,directional_action_health_score,top_all,0.06,27,0.05381147961657712,0.00199301776357693,0.5185185185185185,8,4,4,18,9,-0.8397940700797886,1.9674480097132234,0.8936055496963657,0.4541952546063051,-1.606525571047583,-2.190572407868035
Q2,directional_action_health_score,top_all,0.08,36,0.7699828890182647,0.021388413583840686,0.5833333333333334,10,6,4,25,11,-0.1395881329604123,1.2060258140575792,0.909571021978677,0.754188684335451,-0.43208171818898666,-0.9734170734398752
Q2,directional_action_health_score,top_all,0.1,45,0.4822298296365185,0.010716218436367077,0.5555555555555556,10,4,6,30,15,-1.3901992839740718,1.759749130808187,1.8724291136105902,1.0640318445565327,-2.2615723516996775,-3.0413614476419832
Q2,directional_action_health_score,top_all,0.14,63,-0.09886739176598647,-0.0015693236788251821,0.5238095238095238,10,4,6,40,23,-1.4366631633265752,1.7985018291549957,1.3377957715605886,0.7438389830212938,-3.072921640084318,-3.9628666584927257
Q2,directional_action_health_score,top_all,0.18,81,-0.30910720932404323,-0.003816138386716583,0.5185185185185185,10,4,6,48,33,-0.2655608837934306,1.8337301757489441,-0.043546325530612606,-0.02374740084801578,-3.8452416818630777,-5.026277746838011
Q2,directional_action_health_score,top_all,0.25,112,-0.21176845230303376,-0.0018907897527056586,0.5267857142857143,10,6,4,65,47,-3.279507479425031,2.313973792187646,3.067739027121997,1.3257449317184082,-0.6211102996384938,-0.7137261670082975
Q2,directional_action_health_score,top_decisive,0.01,4,0.107192186687523,0.02679804667188075,0.5,3,2,1,3,1,-0.11497445009957533,0.4656960933006449,0.22216663678709833,0.4770635613721406,0.05765686570022144,-0.098368535714916
Q2,directional_action_health_score,top_decisive,0.02,7,0.0991723265537463,0.014167475221963757,0.42857142857142855,4,2,2,5,2,-0.6055927019095078,0.855313246077359,0.7047650284632541,0.8239846999861749,-0.5217614434854972,-0.7671858866502658
Q2,directional_action_health_score,top_decisive,0.04,15,0.7427625303145329,0.04951750202096886,0.6,6,4,2,8,7,-0.36935291302104173,0.5532006931952143,1.1121154433355747,2.01032908493325,0.8430358439753087,0.7256655143410887
Q2,directional_action_health_score,top_decisive,0.06,22,0.28265337949498,0.012847880886135454,0.5,7,4,3,14,8,-0.47551357436221986,0.9874208268159508,0.7581669538571998,0.7678255646095639,-0.6502056301940438,-1.0532157281304122
Q2,directional_action_health_score,top_decisive,0.08,30,0.5927611614122714,0.019758705380409046,0.5333333333333333,8,4,4,21,9,-0.6322715598100194,1.1941807776598778,1.225032721222291,1.025835237126217,-0.8892271957806388,-1.3970372801269888
Q2,directional_action_health_score,top_decisive,0.1,37,0.1988018317676078,0.0053730224802056165,0.4864864864864865,10,3,7,27,10,-1.3363051760019364,1.4285392666838637,1.5351070077695441,1.0745990982334432,-3.636180535419437,-4.696315800549507
Q2,directional_action_health_score,top_decisive,0.14,52,-0.8633014932877076,-0.016601951793994377,0.4423076923076923,10,4,6,32,20,-3.3841592530413918,1.2709223239508696,2.5208577597536843,1.9834868836965476,-3.327844896696571,-3.9482343763026724
Q2,directional_action_health_score,top_decisive,0.18,67,-0.34791673535008594,-0.005192787094777402,0.4626865671641791,10,5,5,41,26,-1.8931348663451786,1.683978707931655,1.5452181309950928,0.9175995656696901,-2.3033901344273717,-2.9222631736313773
Q2,directional_action_health_score,top_decisive,0.25,93,-0.6759622037729864,-0.007268410793257919,0.4731182795698925,10,5,5,55,38,-3.2698507222274857,2.7485260321582077,2.5938885184544995,0.9437380210722315,-2.258136022357226,-2.667795386201871
Q2,directional_pessimistic_score,top_all,0.01,4,-0.2004494226190544,-0.0501123556547636,0.25,3,1,2,3,1,-0.16301468965532856,0.41243013783005394,-0.03743473296372585,-0.09076624021872817,-1.4351282031782313,-1.849430474575351
Q2,directional_pessimistic_score,top_all,0.02,9,0.31330418178366176,0.03481157575374019,0.5555555555555556,6,4,2,6,3,-0.3535087064438579,0.44418935208903076,0.6668128882275197,1.501190618576259,0.19125219896536416,-0.020916966573162277
Q2,directional_pessimistic_score,top_all,0.04,18,0.05527694917771031,0.003070941620983906,0.4444444444444444,7,3,4,12,6,0.1584360814546402,1.0859247086233095,-0.10315913227692988,-0.09499657891357015,-2.2347728494550165,-3.041749051933118
Q2,directional_pessimistic_score,top_all,0.06,27,0.4933638782920084,0.018272736233037348,0.5555555555555556,8,4,4,19,8,-1.364098259509197,1.3040106455680454,1.8574621378012055,1.4244225260845695,-0.7196376764246684,-1.0952123538982912
Q2,directional_pessimistic_score,top_all,0.08,36,0.3227849177721108,0.008966247715891967,0.5,9,3,6,25,11,-0.5556864759713414,1.528595019068205,0.8784713937434522,0.5746920425522173,-3.0372808901624593,-4.040092770562723
Q2,directional_pessimistic_score,top_all,0.1,45,0.10357465777015185,0.00230165906155893,0.5111111111111111,9,3,6,27,18,-1.2076244811373977,1.0540869238396287,1.3111991389075497,1.2439193668500899,-3.034224818038308,-3.9382177140309067
Q2,directional_pessimistic_score,top_all,0.14,63,0.32349674871066403,0.005134869027153397,0.5079365079365079,9,4,5,39,24,-0.9786012561568516,1.0330934221840404,1.3020980048675157,1.2603874702006896,-1.8669524247878586,-2.5521187252039925
Q2,directional_pessimistic_score,top_all,0.18,81,-0.3771024749389834,-0.00465558611035782,0.5061728395061729,9,4,5,47,34,-1.054038628635167,1.2179799867080474,0.6769361536961837,0.5557859415455624,-2.8574357331636024,-3.6815500675440718
Q2,directional_pessimistic_score,top_all,0.25,112,0.578576205597269,0.005165858978547044,0.5178571428571429,10,5,5,63,49,-1.9346378657922856,2.327441035178406,2.5132140713895543,1.0798185790330488,-1.002567011513082,-1.4301135399402243
Q2,directional_pessimistic_score,top_decisive,0.01,4,-0.04077562453778588,-0.01019390613444647,0.25,3,1,2,3,1,-0.3155347971175003,0.5196145442667326,0.27475917257971444,0.5287749844790197,-1.1042324156869838,-1.4437050814814605
Q2,directional_pessimistic_score,top_decisive,0.02,7,0.13885992194238156,0.019837131706054507,0.42857142857142855,5,3,2,5,2,-0.057392378262654566,0.5147857917632614,0.19625230020503612,0.38123099616410583,-0.5043286733694451,-0.8403107362622987
Q2,directional_pessimistic_score,top_decisive,0.04,15,-0.06258381502797383,-0.004172254335198256,0.4,7,3,4,10,5,0.11827630636880312,0.8822906505687922,-0.18086012139677696,-0.2049892756771033,-2.406383785084556,-3.226655594877453
Q2,directional_pessimistic_score,top_decisive,0.06,22,0.3411116431341178,0.015505074687914445,0.5454545454545454,7,3,4,15,7,-0.321270119113166,1.5480089104803318,0.6623817622472838,0.42789273224645286,-1.5933563759455964,-2.2468676233966653
Q2,directional_pessimistic_score,top_decisive,0.08,30,0.3606712030641195,0.01202237343547065,0.5,9,3,6,22,8,-1.4371862266656246,1.1755056292331192,1.797857429729744,1.5294332796199683,-2.582135368568473,-3.3819752170301243
Q2,directional_pessimistic_score,top_decisive,0.1,37,0.001196253768033284,3.233118291981849e-05,0.4864864864864865,9,3,6,23,14,-0.7061417276875622,1.267945096722751,0.7073379814555956,0.5578616797240252,-3.4251790144798355,-4.461202833242884
Q2,directional_pessimistic_score,top_decisive,0.14,52,0.6790060715281365,0.013057809067848779,0.5,9,4,5,33,19,-1.1697315465417628,1.5761666139615242,1.8487376180698993,1.1729328623598347,-1.3316424759114152,-1.9084362950502385
Q2,directional_pessimistic_score,top_decisive,0.18,67,-0.9092545137895993,-0.013570962892382079,0.4626865671641791,10,5,5,40,27,-2.096098143689378,2.1619956299259324,1.1868436298997789,0.5489574601686122,-3.027023198800353,-3.7249439803334425
Q2,directional_pessimistic_score,top_decisive,0.25,93,0.5438127908886428,0.005847449364394008,0.4946236559139785,10,5,5,57,36,-4.070983341646105,2.7524949115400887,4.614796132534748,1.6765866171765802,-0.25023162143664557,-0.24320302817756223
Q2,directional_health_only_score,top_all,0.01,4,0.23715192038598637,0.05928798009649659,0.5,2,2,0,2,2,-0.13141501566720623,0.4611837870751902,0.3685669360531926,0.7991758305091987,1.0210679310555237,1.1007648348763461
Q2,directional_health_only_score,top_all,0.02,9,-0.0031635463304746647,-0.0003515051478305183,0.5555555555555556,3,2,1,6,3,0.33498562793121256,0.621281172599812,-0.3381491742616872,-0.544277195535588,-0.3314990324311795,-0.6255699667497843
Q2,directional_health_only_score,top_all,0.04,18,-0.10922875496201023,-0.006068264164556124,0.6111111111111112,7,3,4,12,6,-0.45255591246039784,0.816444060639865,0.3433271574983876,0.4205152245572277,-2.133123838492963,-2.8571592136132518
Q2,directional_health_only_score,top_all,0.06,27,-1.525724885335683,-0.05650832908650678,0.48148148148148145,8,2,6,17,10,-1.1830045132714626,0.69690572395943,-0.34272037206422046,-0.4917743681556729,-5.626335933855209,-6.912863643779314
Q2,directional_health_only_score,top_all,0.08,36,-1.0778729866735888,-0.029940916296488578,0.5555555555555556,9,4,5,22,14,-1.1486622586904534,1.9631833517719124,0.07078927201686458,0.036058410923754135,-3.8050464559308663,-4.765722988864574
Q2,directional_health_only_score,top_all,0.1,45,-0.9809209684357085,-0.021798243743015745,0.5777777777777777,9,5,4,26,19,-1.232882595250525,2.0933607309618796,0.2519616268148164,0.12036225915972083,-2.6784759509123286,-3.3834541581439486
Q2,directional_health_only_score,top_all,0.14,63,-1.364858831540708,-0.021664425897471556,0.5714285714285714,9,5,4,39,24,-1.6564353310404083,1.5605847544485068,0.2915764994997003,0.18683797766737778,-3.0441232589490754,-3.7392140566386445
