split,router,target,mean_w_current,mean_w_future,mean_w_cohort,mean_entropy,mean_margin
subject_heldout,confidence_router,Q1,0.33541036284720555,0.3328368685699889,0.33175276858280545,0.9912701312927199,0.05264782490470406
subject_heldout,confidence_router,Q2,0.3314448851049733,0.33774708958742333,0.3308080253076032,0.9926062455543908,0.047780471146751276
subject_heldout,confidence_router,Q3,0.33900111901639196,0.33291464734843695,0.32808423363517175,0.9777495475041121,0.08745485018280369
subject_heldout,confidence_router,S1,0.3362971142063607,0.34025600242565796,0.3234468833679817,0.989794911910101,0.049579438318736145
subject_heldout,confidence_router,S2,0.333851458581663,0.3372517882875084,0.328896753130829,0.99422054969771,0.0399868263782852
subject_heldout,confidence_router,S3,0.32650689920136483,0.3378953091922557,0.33559779160638004,0.9935023839644521,0.044611016940360196
subject_heldout,confidence_router,S4,0.33430873900628344,0.33877004800913146,0.3269212129845851,0.9818600318362335,0.07634840269725582
subject_heldout,semantic_prior_router,Q1,0.25,0.5500000000000045,0.20000000000000165,0.9077556599985016,0.29999999999999993
subject_heldout,semantic_prior_router,Q2,0.20000000000000165,0.5999999999999973,0.20000000000000165,0.864973520717927,0.4
subject_heldout,semantic_prior_router,Q3,0.25,0.5,0.25,0.9463946303571862,0.25
subject_heldout,semantic_prior_router,S1,0.34999999999999704,0.44999999999999707,0.20000000000000165,0.9545258142257611,0.10000000000000006
subject_heldout,semantic_prior_router,S2,0.29999999999999866,0.44999999999999707,0.25,0.9713107216099229,0.14999999999999997
subject_heldout,semantic_prior_router,S3,0.4000000000000033,0.25,0.34999999999999704,0.9835386311891132,0.050000000000000044
subject_heldout,semantic_prior_router,S4,0.4000000000000033,0.25,0.34999999999999704,0.9835386311891132,0.050000000000000044
subject_heldout,semantic_confidence_router,Q1,0.2515181375531776,0.5485418828060027,0.19993997964082003,0.9043987030159001,0.29397472440192246
subject_heldout,semantic_confidence_router,Q2,0.19884862743084755,0.602552717593769,0.19859865497538326,0.8587233807935661,0.3894846383429728
subject_heldout,semantic_confidence_router,Q3,0.25393062371920316,0.4979778523775112,0.24809152390328568,0.9352155383857924,0.21572148454810916
subject_heldout,semantic_confidence_router,S1,0.3506918306450314,0.45415311673227166,0.19515505262269672,0.9460216248789308,0.10367644215894968
subject_heldout,semantic_confidence_router,S2,0.29990865363292796,0.45285799140017413,0.24723335496689808,0.9665279675173455,0.15012167007204252
subject_heldout,semantic_confidence_router,S3,0.394103048750574,0.25347215268799117,0.35242479856143444,0.9813167568098342,0.058700485555290595
subject_heldout,semantic_confidence_router,S4,0.40200489319795196,0.25418265797952844,0.34381244882251943,0.9733515203905215,0.08910602267043037
subject_heldout,future_anchor_router,Q1,0.18110131279159197,0.6588762633138493,0.16002242389455865,0.7963348619943466,0.4740010424785186
subject_heldout,future_anchor_router,Q2,0.17903226593482263,0.6619767199685579,0.15899101409661898,0.7928146281775046,0.480144915261012
subject_heldout,future_anchor_router,Q3,0.18270369681830764,0.6576269904901455,0.15966931269154658,0.7938428489871004,0.4656677955100126
subject_heldout,future_anchor_router,S1,0.18017145672966678,0.6632590307743219,0.15656951249601045,0.7903368277739112,0.47921195645442544
subject_heldout,future_anchor_router,S2,0.1797587440170578,0.6617986366710299,0.1584426193119122,0.7935028987148794,0.47989912687449865
subject_heldout,future_anchor_router,S3,0.17727033464573563,0.6622576035658599,0.16047206178840456,0.7929003813957433,0.4820192284100855
subject_heldout,future_anchor_router,S4,0.180032398342267,0.6615019136871434,0.15846568797059013,0.7902867609133124,0.4737212483533986
subject_heldout,anti_shortcut_router,Q1,0.29081688758764274,0.5568156879634607,0.15236742444889664,0.8813201141862718,0.2659988003758183
subject_heldout,anti_shortcut_router,Q2,0.2876291669865669,0.5608860256165884,0.15148480739684567,0.8785932160149684,0.27325685863002114
subject_heldout,anti_shortcut_router,Q3,0.2929578411281421,0.5549851827804391,0.15205697609141858,0.8773832413443458,0.26185506540310655
subject_heldout,anti_shortcut_router,S1,0.2895983958195269,0.5615055165048602,0.14889608767561294,0.876191969066365,0.271907120685333
subject_heldout,anti_shortcut_router,S2,0.28895876835951806,0.5602233258484224,0.15081790579205945,0.8795429756210632,0.2712645574889047
subject_heldout,anti_shortcut_router,S3,0.28492637907792073,0.5618402042713639,0.1532334166507151,0.8794209827458883,0.2769138251934434
subject_heldout,anti_shortcut_router,S4,0.289121040695676,0.5598680141971345,0.15101094510718968,0.8755006663566302,0.27062967266927485
chronological_holdout,confidence_router,Q1,0.34016895694857213,0.3451904854582199,0.31464055759320847,0.9839852001443963,0.04002120374723366
chronological_holdout,confidence_router,Q2,0.3366358540696494,0.3465462567563541,0.3168178891739972,0.9864236334827883,0.033194687265312654
chronological_holdout,confidence_router,Q3,0.33805869998928845,0.2947425342990973,0.36719876571161436,0.9632991109902888,0.07922388508453998
chronological_holdout,confidence_router,S1,0.34203067207096816,0.349725458907349,0.30824386902168227,0.9814769659514516,0.03480921251032829
chronological_holdout,confidence_router,S2,0.33254379940026246,0.35367837061778223,0.31377782998195514,0.987089119857975,0.03408298846485725
chronological_holdout,confidence_router,S3,0.3353094569893776,0.3500838242477407,0.31460671876288177,0.9866767262679145,0.0315628299428827
chronological_holdout,confidence_router,S4,0.32793882720521117,0.29666290359316416,0.37539826920162483,0.9637767558746408,0.08065413175929699
chronological_holdout,semantic_prior_router,Q1,0.25,0.5500000000000045,0.20000000000000165,0.9077556599985016,0.29999999999999993
chronological_holdout,semantic_prior_router,Q2,0.20000000000000165,0.5999999999999973,0.20000000000000165,0.864973520717927,0.4
chronological_holdout,semantic_prior_router,Q3,0.25,0.5,0.25,0.9463946303571862,0.25
chronological_holdout,semantic_prior_router,S1,0.34999999999999704,0.44999999999999707,0.20000000000000165,0.9545258142257611,0.10000000000000006
chronological_holdout,semantic_prior_router,S2,0.29999999999999866,0.44999999999999707,0.25,0.9713107216099229,0.14999999999999997
chronological_holdout,semantic_prior_router,S3,0.4000000000000033,0.25,0.34999999999999704,0.9835386311891132,0.050000000000000044
chronological_holdout,semantic_prior_router,S4,0.4000000000000033,0.25,0.34999999999999704,0.9835386311891132,0.050000000000000044
chronological_holdout,semantic_confidence_router,Q1,0.2520002475025879,0.5582370790772603,0.18976267342015143,0.8916299904044007,0.305164163187652
chronological_holdout,semantic_confidence_router,Q2,0.1996525722089937,0.6095756987997482,0.19077172899125774,0.8489821509869866,0.40265748107943083
chronological_holdout,semantic_confidence_router,Q3,0.2598942321706376,0.45990515218417505,0.2802006156451877,0.9458136294076209,0.21719608935428142
chronological_holdout,semantic_confidence_router,S1,0.35261809723589915,0.46099750662222905,0.18638439614187155,0.9358899289612309,0.11322315363907663
