split,router,target,mean_w_current,mean_w_future,mean_w_cohort,mean_entropy,mean_margin
chronological_holdout,semantic_confidence_router,S2,0.2968718716905364,0.4665753483384065,0.236552779971057,0.9556746191660667,0.16775169052253025
chronological_holdout,semantic_confidence_router,S3,0.4034241833630432,0.2616110821428108,0.33496473449414627,0.9779143769494748,0.07472589602418514
chronological_holdout,semantic_confidence_router,S4,0.39244155415327925,0.2264216013414375,0.3811368445052833,0.9551312881404336,0.09732032549135967
chronological_holdout,future_anchor_router,Q1,0.18093873068891592,0.6663436761883784,0.15271759312270536,0.7845813843682765,0.48190814816869965
chronological_holdout,future_anchor_router,Q2,0.17929870775204923,0.6672239130869178,0.1534773791610325,0.7843883864243217,0.4845921899189127
chronological_holdout,future_anchor_router,Q3,0.19081462291613452,0.6272330472350204,0.18195232984884568,0.8225230913540574,0.4209129269169441
chronological_holdout,future_anchor_router,S1,0.1806700801525433,0.6693371397139227,0.14999278013353462,0.7802363045869032,0.48628595910651756
chronological_holdout,future_anchor_router,S2,0.1767549032184495,0.6717959636988248,0.1514491330827265,0.7789946694172425,0.49238362829496335
chronological_holdout,future_anchor_router,S3,0.17826393152344164,0.6694300524063517,0.15230601607020722,0.7817271880346137,0.488030724802359
chronological_holdout,future_anchor_router,S4,0.1863347053332826,0.6289780367817353,0.18468725788498136,0.8213387584153427,0.42339258146958386
chronological_holdout,anti_shortcut_router,Q1,0.2903690057503469,0.5646162308414553,0.14501476340819774,0.8694103008682579,0.27711155745205607
chronological_holdout,anti_shortcut_router,Q2,0.28815704063994924,0.5659812393265875,0.1458617200334633,0.8702441151716327,0.2768362080548556
chronological_holdout,anti_shortcut_router,Q3,0.30362004175330176,0.5224391452764492,0.17394081297024924,0.898351491796185,0.22924727086546565
chronological_holdout,anti_shortcut_router,S1,0.2902937460349283,0.5674492290647491,0.14225702490032302,0.8659149053112969,0.2775796459529819
chronological_holdout,anti_shortcut_router,S2,0.2843511159558547,0.5716010920413905,0.1440477920027544,0.8661956833098776,0.28702332027985034
chronological_holdout,anti_shortcut_router,S3,0.28665180751398556,0.568598582588857,0.14474960989715724,0.8681937696238703,0.2811214395014241
chronological_holdout,anti_shortcut_router,S4,0.297163051668858,0.5254447174469599,0.17739223088418188,0.8995772515413604,0.23136910315490336
row_block_holdout,confidence_router,Q1,0.3383422980376983,0.33513232405930254,0.3265253779029985,0.9900123516845255,0.05465242900777606
row_block_holdout,confidence_router,Q2,0.3347708477283446,0.34220364614250337,0.3230255061291516,0.9919636644625968,0.04738200767762453
row_block_holdout,confidence_router,Q3,0.33782451410384495,0.3355066227985815,0.32666886309757415,0.9764804720672743,0.08423831988047693
row_block_holdout,confidence_router,S1,0.3347504586600317,0.33351795672254936,0.3317315846174193,0.9895358907239131,0.05230494104832365
row_block_holdout,confidence_router,S2,0.339759577447147,0.33272947483382026,0.32751094771903283,0.9926972471320618,0.04409924935824833
row_block_holdout,confidence_router,S3,0.3325581319451509,0.3400089838559461,0.3274328841989027,0.992599028721868,0.04614293376770931
row_block_holdout,confidence_router,S4,0.33525913794655854,0.3382846454104724,0.32645621664296876,0.9794826198224157,0.07596806655357713
row_block_holdout,semantic_prior_router,Q1,0.25,0.5500000000000045,0.20000000000000165,0.9077556599985016,0.29999999999999993
row_block_holdout,semantic_prior_router,Q2,0.20000000000000165,0.5999999999999973,0.20000000000000165,0.864973520717927,0.4
row_block_holdout,semantic_prior_router,Q3,0.25,0.5,0.25,0.9463946303571862,0.25
row_block_holdout,semantic_prior_router,S1,0.34999999999999704,0.44999999999999707,0.20000000000000165,0.9545258142257611,0.10000000000000006
row_block_holdout,semantic_prior_router,S2,0.29999999999999866,0.44999999999999707,0.25,0.9713107216099229,0.14999999999999997
row_block_holdout,semantic_prior_router,S3,0.4000000000000033,0.25,0.34999999999999704,0.9835386311891132,0.050000000000000044
row_block_holdout,semantic_prior_router,S4,0.4000000000000033,0.25,0.34999999999999704,0.9835386311891132,0.050000000000000044
row_block_holdout,semantic_confidence_router,Q1,0.2528996479634932,0.5499945795947563,0.19710577244175045,0.9020011305575331,0.2949845276279124
row_block_holdout,semantic_confidence_router,Q2,0.19949414011657898,0.606374877408055,0.19413098247536598,0.8546791986625231,0.39493462966934134
row_block_holdout,semantic_confidence_router,Q3,0.2528895289020054,0.5000954462785818,0.24701502481941262,0.9330967680788539,0.2170312461659386
row_block_holdout,semantic_confidence_router,S1,0.351120125729196,0.4487945318805694,0.20008534239023426,0.9495032667844071,0.09789709556632188
row_block_holdout,semantic_confidence_router,S2,0.3045690768101771,0.4485859495223217,0.2468449736675014,0.967118756203458,0.14123819893616654
row_block_holdout,semantic_confidence_router,S3,0.39979992908822587,0.25469695464837755,0.3455031162633965,0.9804216692829383,0.0680385341641927
row_block_holdout,semantic_confidence_router,S4,0.4031433628404936,0.25392495523858216,0.3429316819209242,0.9715872481180432,0.09073977964895666
row_block_holdout,future_anchor_router,Q1,0.1818990659363358,0.6599752782184727,0.15812565584519148,0.7943678498479363,0.47462770590078346
row_block_holdout,future_anchor_router,Q2,0.17932885187715916,0.6647842831792496,0.1558868649435922,0.7890475429587606,0.48297471220534904
row_block_holdout,future_anchor_router,Q3,0.1819330267502159,0.6590725049326943,0.15899446831708963,0.7916576029989413,0.4677875379163951
row_block_holdout,future_anchor_router,S1,0.1809289435918362,0.6586964140199204,0.16037464238824314,0.7959137730305312,0.47340208270286
row_block_holdout,future_anchor_router,S2,0.18267127928721863,0.6585533099080292,0.15877541080475246,0.7968783044287252,0.47350478863491957
row_block_holdout,future_anchor_router,S3,0.17895537174830117,0.6634114535827192,0.15763317466897986,0.7910075559350354,0.4818595408581379
row_block_holdout,future_anchor_router,S4,0.18052571864547637,0.6609150088530877,0.15855927250143548,0.790275521421388,0.47202806132115444
row_block_holdout,anti_shortcut_router,Q1,0.29199793178257133,0.5577219872445088,0.15028008097291992,0.87890126144405,0.26653761700327494
row_block_holdout,anti_shortcut_router,Q2,0.2882141260559988,0.5635337282998001,0.14825214564420083,0.8750145161977917,0.27502510376913597
row_block_holdout,anti_shortcut_router,Q3,0.29187086417677477,0.5566818117630785,0.15144732406014685,0.8757558934129065,0.26462333388553894
row_block_holdout,anti_shortcut_router,S1,0.29062607709654303,0.5566547086193179,0.15271921428413954,0.8810822629028752,0.2660286315227747
row_block_holdout,anti_shortcut_router,S2,0.2933494535152582,0.555853240584795,0.1507973058999467,0.8814572109721861,0.2625037870695374
row_block_holdout,anti_shortcut_router,S3,0.28761832296342715,0.5622897816887763,0.15009189534779696,0.8770655141062846,0.27441085699551143
row_block_holdout,anti_shortcut_router,S4,0.2898775242155385,0.5590433706293063,0.15107910515515513,0.8753070576781309,0.2689618083838303
