candidate_id,family,support_source,k,alpha,core_alpha,tail_alpha,changed_cells,changed_rows,h042_jaccard,h047_jaccard,h045_jaccard,support_mean,world_mean,joint_mean,route_public_mean,route_private_mean,mean_abs_logit_move,max_abs_logit_move,mean_abs_prob_move,max_abs_prob_move,tangent_expected_delta,world_expected_delta,world_expected_iqr,resolved_path
h048_h042core_world_tail6_a0.58_0.06_c51_dd5c9987,h042core_world_tail6_a0.58_0.06,h042_core_plus_world_tail,51,0.0,0.58,0.06,51,51,0.8823529411764706,0.864406779661017,0.6363636363636364,0.6661199999999999,0.8606632541721766,0.9002125490196079,0.5911572549019607,0.39316078431372553,0.017349371427283523,0.25965423087007267,0.0038460278650596516,0.04305671614590323,-0.0002523342902083539,-5.677718412763177e-05,0.0007797101640032725,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail6_a0.58_0.06_c51_dd5c9987.csv
h048_h042core_world_tail6_a0.58_0.1_c51_e428e193,h042core_world_tail6_a0.58_0.1,h042_core_plus_world_tail,51,0.0,0.58,0.1,51,51,0.8823529411764706,0.864406779661017,0.6363636363636364,0.6661199999999999,0.8606632541721766,0.9002125490196079,0.5911572549019607,0.39316078431372553,0.017405804673342486,0.25965423087007267,0.003858973494700669,0.04305671614590323,-0.00025146173081740976,-5.641004100751955e-05,0.0007829073322700585,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail6_a0.58_0.1_c51_e428e193.csv
h048_h042core_world_tail6_a0.58_0.16_c51_c6e5ff64,h042core_world_tail6_a0.58_0.16,h042_core_plus_world_tail,51,0.0,0.58,0.16,51,51,0.8823529411764706,0.864406779661017,0.6363636363636364,0.6661199999999999,0.8606632541721766,0.9002125490196079,0.5911572549019607,0.39316078431372553,0.017490454542430926,0.25965423087007267,0.0038783841209725357,0.04305671614590323,-0.00025015388812219333,-5.584653566180185e-05,0.0007893146732883218,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail6_a0.58_0.16_c51_c6e5ff64.csv
h048_h042core_world_tail6_a0.58_0.24_c51_c22824b6,h042core_world_tail6_a0.58_0.24,h042_core_plus_world_tail,51,0.0,0.58,0.24,51,51,0.8823529411764706,0.864406779661017,0.6363636363636364,0.6661199999999999,0.8606632541721766,0.9002125490196079,0.5911572549019607,0.39316078431372553,0.017603321034548838,0.25965423087007267,0.0039042501066463516,0.04305671614590323,-0.0002484129979259186,-5.507133005158815e-05,0.000799831524959696,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail6_a0.58_0.24_c51_c22824b6.csv
h048_h042core_world_tail6_a0.58_0.34_c51_9c9b6ab7,h042core_world_tail6_a0.58_0.34,h042_core_plus_world_tail,51,0.0,0.58,0.34,51,51,0.8823529411764706,0.864406779661017,0.6363636363636364,0.6661199999999999,0.8606632541721766,0.9002125490196079,0.5911572549019607,0.39316078431372553,0.017744404149696236,0.25965423087007267,0.003936558177489767,0.04305671614590323,-0.0002462437548535378,-5.4063992041068536e-05,0.0008099673074259267,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail6_a0.58_0.34_c51_9c9b6ab7.csv
h048_h042core_world_tail6_a0.58_0.46_c51_c87f50b5,h042core_world_tail6_a0.58_0.46,h042_core_plus_world_tail,51,0.0,0.58,0.46,51,51,0.8823529411764706,0.864406779661017,0.6363636363636364,0.6661199999999999,0.8606632541721766,0.9002125490196079,0.5911572549019607,0.39316078431372553,0.017913703887873108,0.25965423087007267,0.003975291060589972,0.04305671614590323,-0.00024365472087343958,-5.27990126220252e-05,0.000817550018793241,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail6_a0.58_0.46_c51_c87f50b5.csv
h048_h042core_world_tail6_a0.66_0.06_c51_f19bd421,h042core_world_tail6_a0.66_0.06,h042_core_plus_world_tail,51,0.0,0.66,0.06,51,51,0.8823529411764706,0.864406779661017,0.6363636363636364,0.6661199999999999,0.8606632541721766,0.9002125490196079,0.5911572549019607,0.39316078431372553,0.019730712331862153,0.2954686075418076,0.004369149189064762,0.048488496918805524,-0.0002874783033574296,-5.796093634909186e-05,0.000887028753924222,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail6_a0.66_0.06_c51_f19bd421.csv
h048_h042core_world_tail6_a0.66_0.1_c51_5238901d,h042core_world_tail6_a0.66_0.1,h042_core_plus_world_tail,51,0.0,0.66,0.1,51,51,0.8823529411764706,0.864406779661017,0.6363636363636364,0.6661199999999999,0.8606632541721766,0.9002125490196079,0.5911572549019607,0.39316078431372553,0.019787145577921116,0.2954686075418076,0.004382094818705778,0.048488496918805524,-0.0002867114272550314,-5.7593793228979614e-05,0.0008899945420218865,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail6_a0.66_0.1_c51_5238901d.csv
h048_h042core_world_tail6_a0.66_0.16_c51_23f639a1,h042core_world_tail6_a0.66_0.16,h042_core_plus_world_tail,51,0.0,0.66,0.16,51,51,0.8823529411764706,0.864406779661017,0.6363636363636364,0.6661199999999999,0.8606632541721766,0.9002125490196079,0.5911572549019607,0.39316078431372553,0.019871795447009552,0.2954686075418076,0.004401505444977645,0.048488496918805524,-0.00028556178954416446,-5.703028788326194e-05,0.0008948123753057887,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail6_a0.66_0.16_c51_23f639a1.csv
h048_h042core_world_tail6_a0.66_0.24_c51_f36a3603,h042core_world_tail6_a0.66_0.24,h042_core_plus_world_tail,51,0.0,0.66,0.24,51,51,0.8823529411764706,0.864406779661017,0.6363636363636364,0.6661199999999999,0.8606632541721766,0.9002125490196079,0.5911572549019607,0.39316078431372553,0.01998466193912747,0.2954686075418076,0.004427371430651462,0.048488496918805524,-0.0002840309090331245,-5.6255082273048254e-05,0.0009064134814165408,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_h042core_world_tail6_a0.66_0.24_c51_f36a3603.csv
