perm,best_null_loo_mae,real_best_loo_mae,perm_le_real
0,0.0019829926122168873,6.471366734811658e-05,False
1,0.0022873174920614563,6.471366734811658e-05,False
2,0.0020638910667731655,6.471366734811658e-05,False
3,0.0020284353864078682,6.471366734811658e-05,False
4,0.002141427032852865,6.471366734811658e-05,False
5,0.0019407852071991613,6.471366734811658e-05,False
6,0.0019606750623774043,6.471366734811658e-05,False
7,0.001946376099944689,6.471366734811658e-05,False
8,0.0019600317726286842,6.471366734811658e-05,False
9,0.0019716422754579165,6.471366734811658e-05,False
10,0.0019667013180811187,6.471366734811658e-05,False
11,0.0024083205128947027,6.471366734811658e-05,False
12,0.0020146846155583726,6.471366734811658e-05,False
13,0.0021551685775274576,6.471366734811658e-05,False
14,0.00198895004057597,6.471366734811658e-05,False
15,0.0015754937847456906,6.471366734811658e-05,False
16,0.001934539996693419,6.471366734811658e-05,False
17,0.0018949286567237255,6.471366734811658e-05,False
18,0.0022382715221844676,6.471366734811658e-05,False
19,0.0020447822109330555,6.471366734811658e-05,False
20,0.0017946825999464206,6.471366734811658e-05,False
21,0.0016034985549356956,6.471366734811658e-05,False
22,0.0020340823702841844,6.471366734811658e-05,False
23,0.0023250434386188536,6.471366734811658e-05,False
24,0.0019972246585624764,6.471366734811658e-05,False
25,0.0016968317001852787,6.471366734811658e-05,False
26,0.0019152406010028843,6.471366734811658e-05,False
27,0.0018927404899494586,6.471366734811658e-05,False
28,0.0019201428962283265,6.471366734811658e-05,False
29,0.0019223202974587865,6.471366734811658e-05,False
30,0.002139833586504212,6.471366734811658e-05,False
31,0.0018498315598711645,6.471366734811658e-05,False
32,0.001946624820908512,6.471366734811658e-05,False
33,0.0019936287940877694,6.471366734811658e-05,False
34,0.0019807067592122318,6.471366734811658e-05,False
35,0.00223142265715783,6.471366734811658e-05,False
36,0.0019516859075813214,6.471366734811658e-05,False
37,0.0018921684956261348,6.471366734811658e-05,False
38,0.0019468474423048165,6.471366734811658e-05,False
39,0.0019494727890208884,6.471366734811658e-05,False
40,0.001805538863740958,6.471366734811658e-05,False
41,0.0019665012746845185,6.471366734811658e-05,False
42,0.0018734377067416985,6.471366734811658e-05,False
43,0.0020824550733889212,6.471366734811658e-05,False
44,0.001988845142119903,6.471366734811658e-05,False
45,0.001961436280714163,6.471366734811658e-05,False
46,0.001763984178767696,6.471366734811658e-05,False
47,0.0018729613581345325,6.471366734811658e-05,False
48,0.001894098023100444,6.471366734811658e-05,False
49,0.00186481791760295,6.471366734811658e-05,False
50,0.002086869886589779,6.471366734811658e-05,False
51,0.0022649457860220174,6.471366734811658e-05,False
52,0.00219882579869124,6.471366734811658e-05,False
53,0.001851945419580812,6.471366734811658e-05,False
54,0.0019029378590290648,6.471366734811658e-05,False
55,0.0023445796137111894,6.471366734811658e-05,False
56,0.002388761318257301,6.471366734811658e-05,False
57,0.002080593712919454,6.471366734811658e-05,False
58,0.002420250493677126,6.471366734811658e-05,False
59,0.0020133193051691703,6.471366734811658e-05,False
60,0.001896950121677822,6.471366734811658e-05,False
61,0.001635820095113632,6.471366734811658e-05,False
62,0.001923025023197874,6.471366734811658e-05,False
63,0.0019661102299717444,6.471366734811658e-05,False
64,0.0016517060377176723,6.471366734811658e-05,False
65,0.0020122843729814596,6.471366734811658e-05,False
66,0.001924408413855693,6.471366734811658e-05,False
67,0.0019461587935953033,6.471366734811658e-05,False
68,0.0017379263216138355,6.471366734811658e-05,False
69,0.0019689965935346322,6.471366734811658e-05,False
70,0.0018013298068761132,6.471366734811658e-05,False
71,0.0018950056047264462,6.471366734811658e-05,False
72,0.0017362348501339055,6.471366734811658e-05,False
73,0.0019236891809722644,6.471366734811658e-05,False
74,0.0020120624470808266,6.471366734811658e-05,False
75,0.0019637963947816773,6.471366734811658e-05,False
76,0.0018458674956572246,6.471366734811658e-05,False
77,0.0018567178199985124,6.471366734811658e-05,False
78,0.0018734446655340716,6.471366734811658e-05,False
79,0.0020370687612129607,6.471366734811658e-05,False
80,0.0020622951433972633,6.471366734811658e-05,False
81,0.0016159229071479307,6.471366734811658e-05,False
82,0.0018896423742490959,6.471366734811658e-05,False
83,0.0019034733110321297,6.471366734811658e-05,False
84,0.0020106910925303334,6.471366734811658e-05,False
85,0.0019047630544228188,6.471366734811658e-05,False
86,0.00195407877282471,6.471366734811658e-05,False
87,0.002006884088890662,6.471366734811658e-05,False
88,0.002180748466011858,6.471366734811658e-05,False
89,0.0019460920121441552,6.471366734811658e-05,False
90,0.0018164705986949568,6.471366734811658e-05,False
91,0.0022466750647922914,6.471366734811658e-05,False
92,0.0019198279451007722,6.471366734811658e-05,False
93,0.0019154002473654218,6.471366734811658e-05,False
94,0.0023062275832965444,6.471366734811658e-05,False
95,0.0018796061453023407,6.471366734811658e-05,False
96,0.001922594072546143,6.471366734811658e-05,False
97,0.0019370479983321636,6.471366734811658e-05,False
98,0.001925760137718234,6.471366734811658e-05,False
99,0.0018937585848697732,6.471366734811658e-05,False
100,0.0019294120145595265,6.471366734811658e-05,False
101,0.0019350788422473474,6.471366734811658e-05,False
102,0.0018311532382117648,6.471366734811658e-05,False
103,0.0019971250227844082,6.471366734811658e-05,False
104,0.0019714400346706766,6.471366734811658e-05,False
105,0.0020323386764507494,6.471366734811658e-05,False
106,0.0018032048887721094,6.471366734811658e-05,False
107,0.0019966127024325458,6.471366734811658e-05,False
108,0.002172368692330966,6.471366734811658e-05,False
109,0.0020164958019456155,6.471366734811658e-05,False
110,0.0023118011783132696,6.471366734811658e-05,False
111,0.002375744857706614,6.471366734811658e-05,False
112,0.001526879831683571,6.471366734811658e-05,False
113,0.002108109281720807,6.471366734811658e-05,False
114,0.002079866182551652,6.471366734811658e-05,False
115,0.0020178275184654336,6.471366734811658e-05,False
116,0.0018880221596174673,6.471366734811658e-05,False
117,0.002287459968599279,6.471366734811658e-05,False
118,0.0020554373366778148,6.471366734811658e-05,False
119,0.00184648426972557,6.471366734811658e-05,False
