particle,q_source,row_prior,subset_size,label_mode,mae,rmse,max_abs,spearman,mean_pred_delta,std_pred_delta,lofo_mae,lofo_max_abs,actual_mae,selection_mae,posterior_weight
6003,h041_route_public_q,h048_core_tail_prior,190,sample,0.00042320519622055376,0.0005484524497075563,0.001208682271024799,0.9473684210513267,0.00968947593740439,0.0016779781071410754,0.0002257887456524714,0.0010278844599546678,0.00041641778032718214,0.00042320519622055376,0.054127826771097724
2309,h012posterior,h048_support_identity_sharp,95,sample,0.0005056500324052723,0.000621479114668157,0.0013570865139550577,0.8857142857130659,0.009629894554337971,0.001540365824215583,0.00029227165333055186,0.001200554828273458,0.0004978426014310709,0.0005056500324052723,0.03299523871272018
10464,h048_q2_coretail_q,h048_support_q2regime,155,sample,0.000532180953135063,0.0007389901744553288,0.0013769283092045469,0.8766917293221009,0.00936838617330918,0.0015964306538925192,0.0002806972661934453,0.0010435522976290097,0.0005535060789636522,0.000532180953135063,0.028136734933328175
8809,h048_q2_support_phase_q,h048_support_public_not_private,190,sample,0.0005415461838933158,0.000791151778047455,0.002102999538935609,0.8045112781943806,0.00922766024846108,0.0014622183061157564,0.00026415750965223664,0.0014114246687134454,0.0004439738006382787,0.0005415461838933158,0.026598337694882658
3900,posterior_vector_mid,h048_support_identity_sharp,190,sample,0.0005516707607023546,0.0006880920980326472,0.002185825073974723,0.9233082706754201,0.009397290034296528,0.0015369778038281797,0.0003153655743448761,0.0010735035403660782,0.00041009487510351803,0.0005516707607023546,0.025029682956376274
9862,h048_q2_coretail_q,h048_support_identity,95,sample,0.0005529484536512894,0.000779676961717363,0.002509015942757464,0.720300751878707,0.009415628218750716,0.0017573073630308509,0.00017782782765958256,0.0008960576108953573,0.0004509082401248108,0.0005529484536512894,0.024838413393125203
4462,posterior_vector_mid,h048_core_tail_prior,190,sample,0.0005576522807211064,0.0007252047129114923,0.0017625727888408924,0.8300751879687815,0.009484520280134617,0.0016493306522826806,0.00028392727968659583,0.0021953210516154186,0.0005259666068386745,0.0005576522807211064,0.02414676419355553
2229,h012posterior,h048_support_identity,190,sample,0.000562583687684899,0.0008145088003269917,0.002251304034640753,0.8977443609010193,0.009085094635709525,0.0011198091715018794,0.00028736908481442544,0.002005751424180722,0.0004389481384448884,0.000562583687684899,0.023442322266378855
3884,posterior_vector_mid,h048_support_identity_sharp,155,sample,0.0005700203014704826,0.0007316401772324197,0.0022018635882257703,0.7518796992470848,0.008970130899181677,0.0016428394307746068,0.0002359834253384297,0.0006667566248320204,0.0005003081558063503,0.0005700203014704826,0.022418686617212864
5705,h041_route_public_q,h048_support_public_not_private,155,sample,0.0005796190020815213,0.0007958944871181679,0.0017603232643138584,0.7909774436079332,0.009289772506992536,0.0013137295338752646,0.0003038223152669695,0.0009974582426068163,0.0005541042227859368,0.0005796190020815213,0.021163242369564177
2642,h012posterior,h048_support_public_not_private,190,sample,0.0005895312210098659,0.0007599523848765954,0.0015850955888584081,0.8766917293221008,0.008769539598592571,0.0015946962001104493,0.00023568317155583845,0.0007243326550963394,0.0006566578017938586,0.0005895312210098659,0.01994053322258666
