decision,promote,selected_candidate_id,selected_file,selected_resolved_path,root_uploadsafe_path,reason,expected_relation,changed_cells_vs_h012,full_known_cond_margin_vs_h012_median,full_known_cond_support_better_than_h012,pre_h042_cond_margin_vs_h012_median,route_equation_delta_vs_h012,h048_world_delta_vs_h012,pre_h012_h024_margin_vs_h012_median,h025_score,h042_jaccard,h047_jaccard,h045_jaccard,joint_mean,h048_support_lofo_gain_vs_uniform,h048_world_support_score,h048_promotable
promote,True,h048_world_support_top53_a0.66_c53_39c01d65,submission_h048_world_support_top53_a0.66_c53_39c01d65.csv,/Users/kbsoo/Downloads/cl2/hitl/h048_q2_public_subset_support_world_jepa/submission_h048_world_support_top53_a0.66_c53_39c01d65.csv,/Users/kbsoo/Downloads/cl2/submission_h048_q2_public_subset_support_39c01d65_uploadsafe.csv,public-subset support world gate passed,beats H047 if Q2 support identity is also a public-subset prior,53,-0.00018439834758314077,0.5833333333333334,-0.0004634944906051451,-0.0001657603858922486,-6.584746264793354e-05,0.0005227909866054037,-1.0635098696751661,0.7818181818181819,0.8983050847457628,0.7066666666666667,0.8967743396226413,3.8643156339179195e-05,0.8127265372168285,True
